delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
934441,226949,60815,9887,16419,66852,84044,17157,1345709,306117,129458,16530,27117,172024,223182,40234,686631,94273,22472,6076,6877,13914,8295,4238,0
1339095,280191,42397,52120,30100,40642,47008,20906,2145151,576448,77099,124299,55078,61090,74833,32923,717533,71796,3462,15928,12382,27769,7002,9530,1
483904,102211,10937,16495,10828,11765,9665,7603,951488,145967,16320,33265,20519,18122,14387,10649,195925,72316,1685,4760,2124,5671,5619,4949,1
1357769,206257,9511,23872,29101,21115,20964,14344,2624744,521283,13524,33038,67197,44512,22890,35813,416971,42850,5097,15040,6941,9213,17176,2229,0
628091,138441,30540,21137,25347,25933,20066,12635,1706517,387595,82294,50924,58136,34913,31513,17791,10917,6309,2176,5305,7459,8385,4191,5269,0
1505736,380850,56897,96076,21971,53034,114349,31295,2532675,560002,82684,182795,34235,70621,222314,65270,230455,33100,20137,13714,9087,42617,49600,10820,1
870469,257548,38692,39960,46046,74783,27547,32009,1642678,466282,69390,68402,89877,119598,36540,50235,360518,87474,21311,15469,11705,21531,12545,16827,0
272740,77565,26469,18363,21086,20740,12094,17290,624739,100687,48654,32122,46073,37121,21522,33264,29043,38048,11201,8564,3480,7621,5112,8631,0
449852,55120,6617,9890,15731,19678,12567,9674,998696,107310,18050,20445,26154,32237,28228,15926,44059,27523,460,564,5732,8504,3787,5802,1
1583764,334521,166025,48903,46167,44239,123577,62399,1824656,422452,269730,95374,53563,53136,181060,128016,1180852,190920,91894,17263,35996,38283,58745,27897,1
1059643,277654,11846,54615,21944,36008,32196,21235,1572672,640166,18150,144144,50832,87058,78632,54448,555632,83603,8460,9130,7186,8513,8173,4106,0
576706,65143,7567,13524,4801,9258,5933,6790,1302064,129019,13716,29259,6057,16796,7594,9862,76536,11955,2501,2648,2858,3873,3749,3155,0
688076,76951,37284,23955,24176,37780,14629,21821,1232644,141690,49817,62579,33444,74020,22633,37208,7903,25853,12980,2262,17409,6847,4336,5810,1
277240,96453,31665,28966,15670,26423,19656,12203,541071,236615,70747,70105,24408,34238,29271,18432,115287,23288,10204,2038,3052,13400,6424,5170,0
580641,76192,10070,18593,19259,34712,34324,16731,1692107,213399,15642,20001,30206,38281,45924,25393,6886,4132,7223,16808,7550,32272,27945,9683,1
881831,331131,86270,27673,13861,32204,56551,42124,1026795,913524,239085,68221,28337,84669,124932,111195,664373,27991,1752,3924,900,3684,5173,2212,0
464779,83566,37484,16456,14911,36412,30360,17115,896913,191870,87166,31515,29311,47665,44275,27029,150695,16563,3809,5561,3117,14424,16017,9351,1
633051,148032,10521,33301,21557,19017,27793,25579,1398580,210079,16284,65047,39948,22828,42600,61167,187096,33881,3570,15760,7655,12167,12098,6579,1
772936,277287,23192,24752,9027,22395,14395,14788,1070817,502757,41673,54689,11296,41478,19775,17332,611578,137161,6780,4442,7267,11819,8864,11132,0
896600,194534,18970,11068,12811,18072,10742,13713,1714073,361178,30911,20890,15908,23013,13349,16502,192114,104544,5286,1870,7952,10381,7775,9969,0
464522,258985,33710,17800,13895,23918,24371,30501,1016534,765145,87266,33167,36790,35101,37439,53078,1443,5451,3989,2194,1460,2973,2379,2711,1
266780,66055,11988,19774,23940,26083,16288,12923,608614,159718,16595,22801,35220,43676,19804,20275,7516,13502,4034,14069,4730,8578,9612,9045,0
370199,89665,13551,29811,17678,25095,22060,12279,672979,123206,21153,65528,39632,44693,35882,15991,90779,48542,7349,7203,5895,10391,12285,5901,0
746948,34617,27030,7717,8457,9044,9608,11673,1181463,46953,61769,12808,16886,14315,15955,20463,469755,24851,8962,2319,2960,5584,2199,1705,0
589699,177485,19145,43572,19260,36444,59888,12842,772777,377108,23698,104349,34133,49133,135055,19341,437625,62047,10793,13087,8481,11478,6748,6586,0
817841,115366,16996,6560,12407,14934,16108,6088,1223728,156285,20792,7678,20774,20249,24781,9199,234468,48087,13989,5507,7680,6557,10626,4413,1
1007476,170871,79787,21343,34186,43859,29354,21712,1721916,343799,147814,26661,71433,65848,47441,35634,612007,41785,34704,18307,9475,9709,16534,12535,0
927023,510808,61771,28205,33835,37485,62484,63599,1249803,1152291,84417,73235,70779,91721,124654,156165,672563,68582,41826,4735,7494,8495,17231,16571,1
606869,171862,21518,97424,40251,17823,17943,13752,881471,255950,43549,278967,107762,28352,38108,26709,212629,38342,2842,4948,5769,11236,3621,5734,0
283325,55753,20398,17250,15578,23909,25105,19447,441230,117921,46784,26027,32718,40013,45776,42937,40619,8565,5676,8923,4190,6800,7208,4393,0
781267,46592,9811,8711,24009,19074,17859,12277,1558514,89840,11848,13270,45980,24569,21929,24429,8051,5655,8563,2941,10862,14827,12846,4360,1
690192,157611,14854,31269,11269,36738,18162,17189,1294793,249068,26377,70901,17375,74577,37088,41897,295244,56130,3830,10937,6728,12200,7468,3898,1
932300,113657,47950,12701,9172,17919,8546,10309,1754671,197477,71683,18141,13934,36873,16066,22732,131135,46554,11016,9765,4935,4245,4630,3913,1
168504,54652,17223,4077,7065,6703,8020,3349,295555,101756,22459,5114,11022,11406,14221,5100,70229,27959,14147,3123,4859,1045,1137,761,0
236518,34195,8749,15199,11607,22377,13729,18568,635651,42361,20699,24695,16325,36443,22372,31029,14987,28863,2103,9132,2691,9156,5145,5237,0
41593,27049,12859,6596,13698,6384,6561,11936,65679,41686,17539,9724,22410,11809,11133,31805,11177,7117,7151,2988,3076,2006,2557,1680,1
695286,110269,13198,32437,13758,34106,27890,14935,995915,155455,30286,50663,22622,48631,55006,24963,101782,38716,4364,5350,5899,6221,9591,5888,1
544262,651487,47294,50430,25399,36490,23758,12136,1141620,1807282,88208,105340,40071,57455,31775,20224,243084,72178,4602,17750,6469,8498,10153,4646,0
132643,14988,5975,7262,10735,11981,6372,6445,263890,20538,9019,14140,21503,21991,15112,12897,7980,6887,3177,2294,2934,2210,844,1115,0
83137,38103,9343,6647,16718,9015,8480,8856,105521,50326,18690,9505,33216,13903,15581,17312,69570,24136,2842,5022,5372,5170,2066,2402,0
920994,184950,70107,14502,27410,19540,14959,8253,1336434,312981,160620,22397,40939,28816,26988,12989,210856,8644,663,705,447,2229,2303,1334,0
910958,123880,20153,19705,6994,30690,33381,16036,1845111,182501,45010,47006,8871,46446,66743,23556,62588,31893,6302,5356,3409,6090,3671,5245,0
846653,123125,24698,11971,12382,24684,15988,17087,2206666,258297,40749,27026,24080,45870,24188,26941,130353,14626,3914,1974,4457,4934,4128,6461,1
536872,62131,6850,10900,20151,18158,15352,8658,876715,128918,10661,14868,45149,21330,19068,13522,4827,10436,4139,7761,6189,14507,12328,2623,1
190098,13027,7049,7798,23341,15593,22940,13516,552714,19721,11309,12071,43333,17709,34835,18679,4876,6718,2066,3472,8194,13719,14149,10324,1
1273384,91855,14537,28403,16444,46232,21743,10611,3024414,174943,33124,63004,28549,75033,36833,16902,313366,17352,2368,8397,9271,5845,3083,2475,1
493317,47740,12071,45073,21909,31830,17733,12751,1279650,88312,17118,120052,40667,53304,25921,19343,13447,999,8151,1896,8176,17443,11569,6590,1
106878,31769,9177,15452,9276,28453,15223,10880,196819,81505,10400,19691,15498,56450,23593,14856,7672,3593,7472,12118,5126,6136,5675,8430,0
131662,62790,6756,17386,7874,14560,14144,11941,190192,116345,11703,45206,10527,22091,26849,23314,52518,14425,1896,811,2821,1291,1322,1099,1
302180,38671,11068,5705,5155,14967,14247,7482,571822,58747,23042,10409,6242,30171,30864,11960,3184,11676,4710,2840,4163,7105,5577,2678,1
713305,300863,63055,15325,16997,18716,23745,11694,1894215,811448,168097,21776,25089,26571,37903,15356,3660,9661,4143,4530,11582,14690,15350,6598,1
25708,9680,3433,5475,8432,13673,10320,11201,66929,11780,5508,9611,13185,24244,19994,23655,1771,7281,484,1369,1267,781,770,489,1
720453,31015,16330,16367,17569,35223,18774,20375,2132163,73626,33465,29846,22498,65128,29035,33972,7616,6338,1666,7226,15018,16388,4832,4639,1
718764,162181,45035,25495,29454,30546,22272,13257,1015579,341624,68181,42968,49547,44700,41943,26433,548224,68076,26009,5505,7571,7378,5853,5706,1
639734,82550,22545,8110,5372,5542,2781,1958,1595282,229143,56193,16226,11913,11554,5728,2770,72830,7587,1938,2124,1145,2484,1289,1522,0
1595855,238478,91530,37399,29758,30483,26570,14052,2546183,348054,208702,49342,37928,60618,37159,20489,969301,157773,27967,22056,22458,7870,16869,10344,1
174354,23295,8652,5108,4650,17001,9255,9725,338120,50314,21325,7035,9174,41947,17955,22346,20662,4804,1026,1599,1142,2789,2320,3058,0
141781,27961,4556,6610,5721,6311,3484,4503,207203,34248,6911,10798,9393,9415,5069,8074,87771,23549,3137,3552,2662,2588,1160,2518,0
681819,112614,11013,25180,10325,18143,10441,10814,1536404,128501,17344,51364,14481,27099,17031,18355,73844,101232,1693,6141,3137,9890,5398,2981,1
835559,374336,66227,56367,45658,26503,13989,12098,1982913,991449,131032,121068,110308,50807,17644,15626,20609,64656,15290,6408,9931,11000,10838,8406,1
68667,60714,8732,10544,10675,7271,7838,4223,177322,164264,14706,25991,16947,10353,12792,7195,11425,4905,3199,1922,3445,2899,2106,2239,1
361465,57206,10020,22277,14634,33874,60642,20761,764173,96125,17052,61493,20303,50196,124375,45102,16238,19292,2049,2521,8090,7695,11750,7342,0
628251,147491,54019,10056,25366,20761,8053,7436,1521379,212592,127090,15129,39032,31581,11720,12813,24834,55581,5030,3691,4205,5990,1211,1113,1
205386,55105,20775,7580,8696,7949,8728,5214,422836,73571,34387,11761,16901,8915,12365,8673,85621,34013,13068,3538,3947,6078,5196,3365,1
566126,169086,45268,20312,21811,15333,19044,12405,1214545,347429,74859,34790,41832,36581,27807,21828,160891,11648,2677,1539,6096,2151,2076,1583,0
556000,31195,15536,21433,11131,20017,30665,9271,1329114,52729,28182,42108,13586,36292,62872,15099,18831,12367,3239,8042,7514,11056,10855,4578,0
677006,126167,59498,20025,15790,24230,33438,26486,1535245,266063,153213,44707,37356,43597,79911,61922,181425,36033,12030,6723,1858,4527,2258,1510,0
803226,340417,24468,26092,18444,38634,30436,23942,2068615,964680,51752,62976,38007,56049,41047,40663,71709,24185,4867,2642,3297,8738,11007,1848,0
661010,296176,13239,11945,38290,51156,40458,25793,1787586,599301,18236,19712,55332,52627,65709,46728,17593,22397,3903,4998,14134,50310,19478,10079,1
802369,157913,15736,13631,13698,20005,12188,12067,1176062,405301,30746,32685,35403,38830,25948,27140,607295,11055,3532,31,1723,5813,2928,2650,0
1010336,302199,35251,19323,18840,20267,19488,12615,1368029,755512,41967,26353,41189,36424,44792,17779,651734,53450,24807,8961,7379,8272,5352,7812,0
1427958,343831,34521,44239,51509,39703,69134,34903,2454142,607436,60670,90294,122894,81325,107010,62134,613271,96907,13017,15597,14094,11273,16281,10584,1
876075,353536,40068,14351,18552,34081,35674,31313,1079673,775511,42949,28234,36463,46658,57718,48871,734283,121481,35208,2948,8536,14102,8151,15842,0
665279,195840,48468,11913,9926,22115,29287,16663,1037576,457544,104849,25831,17018,48583,53558,29601,124551,38573,1884,1479,4744,7091,15254,7689,1
749949,182180,29558,22623,26979,36158,28188,30501,1099834,193963,59340,35231,51750,55631,43357,46529,484666,169960,6817,12647,8403,18037,9870,4622,1
333049,154650,35872,9982,18067,83963,43216,27373,485514,207940,55994,15898,27053,117711,91007,50164,165865,106160,13485,3857,5133,18094,10663,6984,1
301791,112220,28676,24102,24130,48244,42204,27046,809412,243129,69290,58001,31713,67347,77142,32360,13039,11949,5498,3810,19494,32487,13216,18356,1
748160,110401,9567,8865,7928,39231,17945,11368,1300102,221610,12179,15735,9814,65281,30510,19156,171499,44059,4734,4705,4932,19165,7347,6011,0
357542,30272,7411,8161,5087,13341,11037,8573,827231,46853,12620,13657,7156,18474,13803,10465,78049,14708,3208,2861,2909,7031,9211,7225,0
317819,29189,6935,13607,13471,17307,8716,13952,751038,40196,15730,33521,25185,37076,21055,30964,68951,16198,2182,1196,1966,2286,570,1851,0
1014840,81379,19371,15118,15318,34013,28685,17578,1713110,126494,24437,20524,22597,60402,53572,29096,164450,46921,9460,10293,10041,10399,5351,6927,1
1096683,118239,16765,21423,14064,24524,16501,8861,2696321,233615,24483,46205,24099,51127,37834,19278,116040,28930,12832,2806,6402,3391,3914,2033,0
214722,54193,13182,9258,10213,23827,21486,14359,304405,121812,33310,15996,21813,57793,54775,30678,145425,15318,809,2985,1911,4453,4730,3099,0
305888,79142,17809,25254,13152,34773,15115,18063,587546,198000,29239,65522,18934,79828,30403,39184,2520,17927,6505,1026,2799,4550,1371,1211,1
243967,82913,6545,4396,10084,14509,7867,7611,397201,152275,14693,6202,18994,30594,14174,11094,137155,19448,1857,1941,1615,3149,1911,1035,1
580150,99370,24252,38143,27056,47735,39425,16641,1048629,179256,36689,53964,40744,76252,71902,23054,199541,48759,11791,9306,2503,13636,7329,10827,0
570413,87744,40060,24586,31759,46754,36519,13584,898181,223064,100382,47454,52411,83575,57657,17182,39586,6930,9260,2113,5515,10353,16354,6833,1
1187372,142293,16592,16744,13780,17555,59374,21146,2125721,210270,30397,32148,20937,27415,157191,51020,369043,20786,6976,2510,5672,7770,2740,4732,1
565706,117165,22404,18978,10745,20985,25002,30987,1377465,228790,35901,39403,15642,30769,52204,72788,134066,55688,12846,5460,6790,13895,9368,7807,1
942810,183448,29363,28002,21393,28514,22573,30753,1911495,365580,55296,38269,35119,46551,31353,61405,152828,78391,12399,22439,3425,10940,11757,11482,0
1314545,157203,41141,28739,36657,37975,27836,14194,2862058,253717,53304,42413,73038,63845,54556,23049,345907,107446,20216,4315,8580,19438,5640,9430,0
51849,24939,13707,8078,19572,29593,21276,15586,141139,40833,28684,10936,20784,43971,30235,32704,2187,12905,3414,3803,18819,19123,7631,4881,0
