delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
782243,113847,48476,10272,12247,27725,16351,15422,1809850,212071,121382,12560,28665,57822,29081,36883,257256,42737,4345,8704,3855,5004,4525,3658,0
1648336,584677,19479,48654,21460,31052,31695,30229,1963393,1525301,28822,113190,47757,52613,50621,64872,1197209,101750,1743,14687,4093,19751,21145,12688,0
2057217,273207,101794,45529,38519,87618,50551,24758,2790611,345941,212254,82402,60501,190857,105259,57293,1272732,171043,22299,21104,24248,23743,13474,8004,0
872252,276901,42521,12236,7614,27799,34930,17853,1250602,742810,119369,24837,10013,70491,62475,37448,362974,19852,848,2496,4200,6292,12163,7734,1
588801,137252,16846,9211,12607,8525,7960,9187,1291011,282005,28466,16863,16561,14502,12670,12643,119036,42466,7334,3957,6303,3197,3837,4428,1
765407,157103,68519,26339,9800,29531,15791,20133,1282056,405072,194155,68885,21570,65712,37043,47422,61896,12708,2502,4144,3421,3402,2651,2079,0
474618,387740,46189,39145,21671,37823,27552,22327,699624,978877,110390,55914,30843,66073,37685,43695,68164,80714,4319,11917,11324,12264,13824,9992,1
965911,253312,33064,28125,13254,56803,33966,21663,1458367,561780,62178,61168,15421,128055,65416,44227,231104,67430,13373,5786,11897,18103,16703,9556,1
1253656,204049,79483,32065,32286,51726,75604,61939,2134069,349591,102354,46526,43754,77625,124470,120545,559310,66898,57162,17799,16481,15218,18774,14388,0
576421,603843,65223,44185,16098,29303,17538,10914,673227,1706168,170035,87642,28274,64871,38999,25711,430268,20315,8102,3957,2518,6426,3546,1371,1
879700,242281,41482,47504,22259,42358,43909,50066,1663993,546718,73016,69683,34324,88270,82327,129020,451064,20181,16508,25768,15487,18252,21448,7124,0
525594,94062,100772,29349,28194,30592,27358,18774,839133,203800,268209,57176,55016,48734,51832,40056,262966,12169,3313,11594,7653,3771,2925,7259,1
103550,32865,10360,4613,3352,9541,10059,2761,191856,33635,14378,8523,5992,14699,14296,3234,47602,31872,8298,1702,1950,2554,6903,1989,0
381915,47617,11144,10305,7770,14865,14478,5900,883452,87229,14545,14682,16424,18362,23941,8340,113977,18837,8319,1659,763,12530,9057,3510,0
1056084,300920,61997,11550,20486,20240,29608,18011,2629744,738491,134375,27757,34359,42208,60181,34757,82632,32766,7153,2397,2554,7205,3258,1320,0
788867,108241,33927,20837,13862,39502,16717,12444,1255862,155676,35664,30963,15142,45926,26088,21623,527177,62101,30572,8651,13044,30450,4088,6674,0
712136,133075,37082,29936,13916,33781,29635,24444,1615663,151299,50851,48165,21347,53232,44187,40576,105705,109086,12766,10516,3893,9075,12638,13802,1
