delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
454003,111981,33852,10988,16020,24250,17302,15799,1809850,281433,121382,22862,54474,57822,39345,36883,79931,37562,4345,3069,780,4215,2530,1825,0
909091,274094,13641,28188,18360,24393,20801,16808,1963393,1525301,28822,113190,47757,52613,50621,64872,4991,6281,1743,5718,4093,6154,7873,3226,0
1252986,193757,69929,43868,37406,70879,38563,30645,2790611,345941,212254,82402,60501,190857,105259,57293,9091,12142,12361,10313,19395,23743,13474,8004,0
677183,172237,26608,12699,7354,25292,27593,15118,1303048,742810,119369,31109,10013,70491,62475,37448,6298,4927,848,2496,2336,6292,11031,7734,1
469239,114651,13517,11656,8473,18439,17533,11880,1291011,282005,28466,21289,16561,64822,74301,35183,68996,42401,2126,3957,2160,3197,3837,1915,1
569494,112227,39211,19846,13572,23703,19715,15163,1282056,405072,194155,68885,41332,65712,50224,47422,8730,12708,2502,2394,2148,3402,2651,2079,0
799450,237427,38545,24903,17503,27179,31209,18619,1695552,978877,110390,55914,30843,66073,69557,43695,68164,63085,999,5545,7076,3727,3578,5831,1
719402,178243,21157,20279,12696,39930,42606,18294,1458367,561780,62178,61168,32619,128055,169192,44227,128805,17768,3246,5160,1162,5016,3921,1297,1
1313656,232689,45154,18863,28133,57406,52744,40122,2134069,446773,102354,46526,57700,121176,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
469655,330224,48566,27370,19465,22982,15982,11122,1317516,1706168,170035,87642,37710,64871,38999,25711,23559,17820,8102,3957,2206,2909,1751,1371,1
784386,316096,73042,47804,24450,46765,38556,34315,1663993,1292544,315067,83484,72248,132322,82378,129020,149039,20181,6936,4234,1190,3521,3392,1616,0
1255593,213903,129853,51052,39256,74642,59985,38555,2877453,539508,276150,114230,107468,157673,117029,75754,262966,12169,3313,11594,7653,3771,2925,7259,1
547295,134078,41984,37514,28197,50091,28660,32187,1521903,542967,84107,140096,91465,114290,72660,92489,6666,8887,8298,1702,1950,2554,6903,1989,0
645953,203676,23201,19407,21481,47837,33716,14233,2294070,929054,70038,36211,48137,164231,86897,26600,3013,10115,3795,1659,763,10054,9057,3510,0
1231458,188081,35044,9790,19917,27724,33635,16203,3242523,738491,134375,27757,54061,100945,116580,43849,79321,4434,2297,2397,2554,7196,3258,1320,0
1185758,156139,41926,25625,22516,42203,29861,23751,2822957,370847,106518,73661,52359,93404,69212,81303,527177,33804,20668,6417,6813,15662,4088,6674,0
520319,80659,21119,23604,14918,31489,24270,18734,1615663,151299,50851,48165,28254,53232,44187,40576,2002,12433,4591,5489,1380,9075,7779,11202,1
519050,67898,20678,5318,7104,13193,7107,5375,1008209,190970,96305,8951,12634,29661,22578,14698,151318,5551,873,811,2167,2845,1563,978,0
874773,273010,37643,30887,31496,60180,37970,39450,2442935,601465,148533,66220,83746,162752,79803,88294,184516,42215,3755,2936,1994,7655,9908,3592,1
522460,116373,34587,12517,13375,32881,30367,11555,1088618,392634,173985,31540,32358,140008,110132,28601,63817,9318,1215,2138,2931,5797,3898,1926,1
1067641,286174,35123,19518,26187,45721,51237,26846,2241701,725591,70392,39333,65045,96777,174623,60932,313682,4338,3126,3309,6093,6843,4264,1769,0
651821,82322,18630,11814,19882,19321,17271,9244,1074987,155582,36793,28136,47694,41155,42050,23447,131421,41657,1365,2647,2807,4001,4073,3439,1
751588,291200,35345,40321,36184,27569,29167,21686,1820337,1012263,166326,164213,113201,63039,53163,42176,317024,34385,1375,5836,8789,7100,12353,8337,0
649374,192398,24561,19353,14954,25612,27662,14940,1145378,383433,49306,72173,37264,33905,50269,34567,428554,73384,10546,5684,6856,20233,14815,5097,1
