delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1288258,129846,46219,29397,17163,25950,31732,12822,2010144,281942,174813,108190,27067,58943,92361,23954,128634,55761,14100,6870,8362,9595,15951,6363,1
968903,119590,50657,28187,13206,41360,28681,25189,1676518,424569,150730,93126,43094,83202,58034,65777,43330,26075,2930,882,1345,3728,5059,671,1
86137,31659,7935,15977,16447,22015,17731,9374,244414,129546,16048,33716,53520,49007,51024,24613,4877,3893,1462,5579,2946,6113,5880,3396,1
1172122,209135,27483,27020,32410,48228,47906,26504,2469685,474237,53173,73170,77839,160594,103242,64420,4916,30085,7885,4904,4970,10791,17412,6608,1
676132,122023,30349,11739,20081,43517,49814,13486,1345709,280458,129458,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
820787,283417,40574,38592,31903,54020,61400,29817,1633334,647127,85542,124299,56650,104542,115855,50963,70200,8024,5750,11069,8774,24755,7609,8746,1
476471,105905,16096,17321,18796,32277,28067,21907,1290456,224874,24410,33265,29126,62550,48037,38990,7239,7896,1685,6919,9843,5671,5619,7212,1
556064,57423,12700,11429,7683,10114,14233,6299,1031593,104692,37131,25530,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,3968,2229,0
699748,114872,24076,15751,21719,21770,20686,13103,1706517,387595,82294,50924,58136,37603,38735,26580,4208,6151,2657,668,1639,3588,2016,1520,0
706823,146273,43735,46926,15031,36720,70131,21787,1754080,549450,154490,182795,43958,84831,222314,89549,2447,4326,5322,4601,2493,7908,5554,5716,1
830110,124360,21267,15881,15395,34083,18421,12683,1942513,466282,46875,68402,36557,83221,36540,28966,72207,2281,2365,2303,2580,5509,4077,2691,0
761028,97641,26655,16993,10016,16834,17485,12723,2855119,184055,48654,32122,19270,37954,66340,45003,119599,6201,11201,3122,1959,6235,3001,2626,0
937593,115141,44022,27321,30894,31332,19849,23467,3075674,259827,163732,90271,101500,75364,46255,65424,21006,30529,460,564,5732,8504,3787,5802,1
977283,248656,53674,30757,26002,34783,55791,34233,2317883,664392,136452,95374,53563,103274,181060,128016,50381,22991,5282,5031,3510,3995,1846,1500,1
506553,81701,16873,30789,15760,33846,25282,20581,1050627,144453,50129,116609,26985,99315,81014,48413,67843,23514,2925,4081,7186,4909,8173,4106,0
319446,83445,8246,15511,13640,26402,23799,13863,570536,151284,17519,38269,36129,65826,62335,30358,76536,11955,643,2648,2858,3873,3749,3155,0
894901,148754,21753,17195,22349,30491,25908,17824,1931498,700420,49817,62579,44359,80262,73947,38457,7903,20150,8519,2262,5207,5969,1739,1901,1
532687,104327,21810,18347,10074,23529,22536,16129,1067448,236615,70747,70105,24408,61646,42631,35079,115287,13468,3599,2038,1218,4472,3234,2107,0
679888,96811,24334,16227,11852,27506,22526,12532,2001797,276161,105048,44649,30206,72761,56396,26980,6886,11047,1480,722,990,4646,1718,1368,1
641205,107666,17274,17441,11052,13668,20604,11041,1003707,248621,34224,42193,24816,27015,56541,29164,270813,26522,1752,3924,900,3684,5173,1998,0
299559,60976,27606,14394,14149,24015,18322,12398,768769,191870,87166,31515,29311,47665,44275,27029,6586,16563,3809,3357,2761,2127,1493,841,1
731042,136231,17619,20776,17724,22987,18496,10879,1572596,582886,51524,65047,36791,96112,60427,44959,181453,21560,1491,3366,2841,3667,658,833,1
1128071,175732,30335,31395,13262,41702,17913,16017,2608738,502757,80790,99540,28036,135347,30367,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
986019,177109,27628,15255,22785,24793,21677,21230,1813011,423600,115058,41785,103728,45580,54038,86518,162716,24945,4236,2300,2666,4747,3716,2628,0
441410,218987,52212,14978,17411,35565,32953,21097,1225580,765145,148297,33167,66254,97519,88941,53078,1443,6360,3535,2246,2259,2223,1992,1136,1
334058,140870,19867,16940,22169,41681,34852,17156,744495,261905,39121,42641,40520,76395,68476,34339,15129,24946,4034,3332,4730,8578,9612,9045,0
701061,97999,13260,13751,17609,41999,27526,23045,1266345,167535,28398,26563,35464,82838,50835,68913,242575,48542,2358,3683,5895,10391,8060,5901,0
671322,57640,17669,15025,18090,22064,17804,13787,1627457,140970,26062,27994,80371,45817,37663,37458,9022,3680,8962,8026,2960,5584,2199,1705,0
435713,126665,15852,32111,15049,34216,41874,14077,772777,377108,41485,104349,34133,56457,135055,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1085036,160572,15323,17694,22987,30386,22847,16301,1870505,655765,20792,59858,53689,85348,42588,39172,294393,11092,7930,932,8215,7801,5730,4413,1
618595,67345,31839,17054,24186,44302,32330,18664,1721916,343799,147814,26661,71433,75918,56224,35634,12449,11776,3242,6669,2221,10760,6222,4165,0
782877,276608,82553,20164,29755,33621,41473,40793,1713407,1152291,312474,73235,70779,91721,124654,156165,100805,4660,650,534,1179,2236,2114,1787,1
831067,165024,29320,60661,37319,25218,30767,21127,1695007,421328,58869,278967,107762,53912,65780,35059,51968,5894,2842,1077,911,6393,1770,2034,0
405204,93450,42673,31829,30573,32527,40769,31262,937294,205865,99107,72632,74578,64168,72674,59394,40619,16458,8736,5857,5268,13311,7379,5267,0
825929,126700,38357,25503,20237,33549,39802,16272,1813156,280454,104681,96573,41493,66659,105868,45244,11671,4289,8563,2941,5387,7713,5471,4360,1
288042,94619,7605,17236,8174,28418,17062,10367,480539,249068,17420,70901,17375,74577,37088,41897,144613,26556,3498,1462,1147,4864,3541,1072,1
933606,106856,39811,16623,17772,24917,16304,15167,1754671,268563,101155,26690,45527,46291,28195,31979,8813,14729,1995,6294,4935,7724,4944,3913,1
206468,71879,17607,16565,14076,16381,14443,10906,525355,150758,32649,52615,28713,24634,36640,18647,5648,12925,1420,810,2640,7582,2949,3690,0
68397,39179,10201,10739,8348,14143,18744,12679,142325,115266,20699,24695,16325,36443,66758,31029,14987,12414,2103,1748,2424,3797,2170,2789,0
614349,112328,22759,13631,25973,16842,13382,12295,1571629,430844,69719,28345,58251,36755,44496,28410,7799,12227,5568,2988,815,2006,2061,1680,1
641853,143289,53305,19589,25357,33216,35346,22416,995915,324862,182228,50663,52134,59194,63313,48557,195210,29959,4944,5350,5899,6221,9591,5888,1
421255,124687,37279,14936,11713,26677,20051,11477,1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,3144,4603,7037,8769,4646,0
116604,25880,10419,9369,16763,15095,15833,7184,263890,46742,34376,30833,45775,40700,43295,18126,7980,12330,3177,2202,2429,1146,817,1087,0
470689,70481,17727,12151,15958,24046,17636,14699,1766916,233202,61933,27232,33495,46534,42503,28224,5159,11381,2842,2340,1313,5170,4310,2402,0
440842,78541,15230,8039,18091,14253,11375,16139,1215692,233227,49040,22397,42020,31112,26276,61549,16222,8644,663,705,447,2229,2303,1334,0
550081,59377,15835,6951,7776,22910,21064,13621,1845111,182501,31668,10612,19699,60009,66743,28091,10695,3577,5132,4710,2490,3637,883,1210,0
494159,74510,15666,11003,11172,28310,20019,14895,2206666,258297,40749,27026,24080,58627,32870,26941,3314,4273,1403,2593,2049,7543,2858,3142,1
406117,67175,7857,9080,14594,8323,8370,5015,876715,150111,24560,14868,45149,18639,19068,9830,103880,15941,2081,2857,2276,1176,525,1117,1
95600,20237,7107,8930,13745,21141,14199,11206,552714,60788,12987,19193,39275,41896,34835,23704,4733,6718,1811,3472,3408,10384,5689,2478,1
550898,56908,11705,14218,10465,25522,15105,9495,3024414,174943,33124,63004,28549,75033,36833,19726,40299,9222,2122,565,2091,4187,4417,2808,1
351804,42229,14288,33179,17000,24820,10971,7935,1279650,88312,38222,120052,40667,53304,21302,12322,3428,7731,330,5741,1924,12925,2325,3010,1
64790,24814,8797,12706,9257,27108,14647,10142,155013,81505,17680,19691,15498,56450,37430,16623,1349,3489,1699,4413,4064,10587,2554,2264,0
179142,56735,9632,3747,6779,11808,12636,6122,545337,160214,18863,8499,15476,31798,37576,14788,25351,7429,1335,475,1871,1291,1322,1099,1
299011,32741,9161,7972,6251,17809,16900,8555,663727,86074,28564,25879,14035,34129,31640,11960,3184,11160,3755,1152,2847,4663,4361,4524,1
630394,215390,39550,18427,21402,19656,16515,12023,1895072,811448,168097,38687,61970,34961,39507,32440,14488,7676,5733,2683,2527,4215,3002,1730,1
43226,11391,3870,5976,10113,6560,5901,4600,174636,27995,6983,15569,28379,15994,13336,9460,1771,4829,484,1324,1267,781,770,469,1
257428,96976,12950,14309,16332,27023,23509,16782,1011249,213355,27106,29846,25616,65128,37165,33972,7616,6338,1472,993,4632,2619,1029,944,1
316905,92420,20063,17974,17602,29399,28666,12806,674188,209430,40917,42968,31244,50288,54244,19396,28751,19166,2211,5505,7571,7378,5853,5706,1
180326,42980,10025,6270,8049,7940,7461,5737,527097,93698,15045,15807,23989,16610,14245,21080,14316,7587,1938,1152,1145,2484,1289,1522,0
778027,129736,48042,18370,30914,28123,23768,15931,2546183,348054,208702,40801,79462,60618,39778,33340,103891,10824,4918,2067,2055,4512,6888,4197,1
82027,29241,12230,12364,9045,15904,8843,9773,214949,50314,23568,42746,19682,41947,17955,22346,8609,4804,1026,3979,3635,2352,4368,1837,0
288356,36085,9419,11050,7972,9781,5130,4188,675370,91681,22072,29177,19934,19230,12409,8074,68129,2956,1541,3552,4290,2027,1285,520,0
422579,95824,18649,20361,13464,20874,15399,10361,1003522,229328,51888,51364,28132,45867,31678,18355,24196,28694,1693,1608,7767,5245,6418,3225,1
421001,180434,29260,28684,22964,12457,8727,5720,1982913,991449,131032,121068,110308,50807,19804,15626,20609,3491,685,2108,354,2225,1639,1231,1
190331,39305,9865,14839,13838,11079,11418,6272,1045065,164264,25016,38085,23999,26345,17825,12782,5166,4905,1241,1752,7338,4209,1850,1637,1
314158,54307,15674,14428,7365,20459,17640,12714,764173,99488,49242,61493,20303,50196,45802,45102,44282,7741,2049,2521,3271,5864,5832,2057,0
913859,200590,34871,31657,21185,39270,20921,8867,1521379,377187,127090,81519,39032,86950,45077,15924,24834,55581,2626,3691,4205,5990,1211,1113,1
550486,135204,22457,13226,15547,21435,15232,13146,2640395,772823,39587,33169,25257,44096,31128,31786,5825,10002,9526,2901,3947,6078,2857,3605,1
536123,132561,29819,16628,22821,29797,18194,12708,1282122,347429,74859,34790,45591,68178,30076,21828,39901,5187,4511,3366,4409,5811,2312,6165,0
236219,22157,9485,16275,17985,32147,28597,15537,1329114,52729,16908,42108,39613,59078,62872,26847,3492,7648,2668,3192,4169,12703,13751,6591,0
331691,108906,16051,13136,15520,24384,17912,13903,681767,288798,34622,28786,30479,60877,29658,24470,58567,28461,6183,5638,1858,4527,2258,1510,0
651825,297300,20563,48705,21239,36669,24164,17538,2068615,964680,51752,176628,59859,134007,65287,42905,263910,32386,4867,2642,3297,8738,7759,1848,0
953969,233638,27956,41067,31287,37252,29771,19666,3109403,599301,65200,191651,63627,52627,65709,46728,113490,33448,6924,4542,8939,15944,3458,5333,1
608480,94610,21397,14472,17043,21058,15861,13747,1176062,405301,47097,33950,51475,38830,41046,30021,12285,7696,3532,31,1723,5813,2928,2650,0
484945,106268,20883,19210,29377,28413,31469,21495,1011247,204273,41967,35144,61849,56042,80699,45747,5260,10116,5660,6674,7379,8272,5352,7812,0
895421,210849,25460,24039,16125,27652,33169,20180,1450041,607436,84388,63069,32664,44558,84112,62134,55561,54003,3643,898,1778,11273,11180,4435,1
1044560,99700,30145,13503,17399,32186,28624,24895,2242841,232494,61544,43927,41857,71499,70171,61285,259068,22725,4747,2378,2590,12080,5562,3946,0
599472,164707,50407,17424,15688,27649,28163,20954,1615463,457544,167320,27438,53286,59797,53769,40271,124551,6451,2030,2398,3316,10672,7443,4289,1
446359,191464,34158,19110,16035,32176,28113,20521,1099834,780090,73694,35231,29712,54880,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
520971,102124,15432,14240,10187,47428,26669,23212,1457169,207940,43274,57576,22015,117711,91007,50164,85577,6595,1149,896,1680,4307,1545,1034,1
555196,91345,30647,22071,16345,29950,23551,13871,1511140,243129,78370,58001,31713,67347,77142,32360,82924,14989,1370,3543,1622,3895,1825,843,1
527594,149177,19265,10235,22082,51423,37568,17933,1300102,417535,38909,31062,85459,99022,101346,34400,9026,8799,2789,1522,4932,14508,7347,6011,0
418771,80743,22628,34346,19510,24132,19829,15017,886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,3208,173,2070,7031,5606,5199,0
344453,64882,14891,12461,23175,27074,24891,23260,751038,164916,32927,33521,51015,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
472159,49730,11062,9513,10687,18074,15757,9068,1713110,126494,24437,20524,23501,60402,53572,29096,16420,4162,1194,932,1307,2950,1772,2020,1
513291,68202,14921,12379,14991,21392,20042,14875,2696321,233615,35597,46205,36191,51127,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
674023,112396,21548,27630,19301,44766,32948,19952,1470172,291739,55954,129161,40090,68294,54775,38858,92264,15318,809,2985,1911,4453,4955,3099,0
597290,87218,11814,11696,7439,22781,10313,9020,1674310,227852,29239,65522,17725,79828,30403,39184,54923,10987,533,1026,1858,3902,1371,1211,1
449659,75652,14921,8922,9694,22618,23307,10719,1243920,177421,29244,23183,18994,50526,79280,35620,69312,16952,1857,1941,1615,3149,1911,1035,1
467492,79603,25146,17569,17029,24356,31157,13259,1123749,179256,89588,51161,51212,53319,91259,25391,149395,33077,6473,3241,1360,7429,6994,4104,0
812581,172575,42144,27551,26201,47758,45835,20264,1635314,331508,140074,70041,52411,83575,90006,41060,39586,17543,4522,2899,3986,4716,4041,4226,1
885843,177592,15065,15741,18351,49187,60550,22552,2125721,426494,30397,32148,38647,154336,157191,51020,64978,20350,4624,2276,2473,6462,4093,1753,1
471186,163647,37405,18558,17618,47785,37706,23021,1653987,364177,62983,32540,54540,121485,83874,52342,134066,25807,12314,5460,6790,7006,5728,6519,1
608747,144542,34260,27248,21521,51756,34187,20394,1853995,324198,90081,73178,50670,83887,51888,33206,4714,4424,7955,7015,3425,10940,11757,11482,0
734617,210122,37931,34438,37464,43936,37682,19263,2428398,466195,89981,67856,86921,102663,112130,41242,135131,91001,9725,4315,8549,19438,5640,6245,0
585394,143314,53965,31803,21815,35997,22342,19598,1893022,525629,130708,99896,44116,127153,53107,62281,12223,21079,4082,3803,2161,7481,3595,2286,0
