delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1491256,363937,62162,42263,42105,59829,53681,36522,2469685,1115869,250640,111606,77839,160594,103631,84618,190839,30085,17146,6694,17009,10791,17412,6608,1
774174,158724,32193,12469,16685,41259,44996,12494,1345709,306117,129458,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
1117208,292527,40247,39286,32419,55208,61313,29929,2145151,647127,85542,124299,56650,104542,115855,50963,102412,30472,3462,15325,12382,27769,7002,9530,1
504626,103233,14724,16285,17151,29397,24600,17044,1290456,224874,22169,33265,29126,62550,48037,32502,7239,7896,1685,4760,2124,5671,5619,4949,1
835824,116936,11604,12502,16571,14757,16937,10467,2624744,521283,37131,33038,67197,44512,23842,35813,65927,9531,902,2098,2835,5030,5745,2229,0
722981,117053,23191,14470,20882,19962,18055,10059,1706517,387595,82294,50924,58136,37603,38735,18306,10917,6309,2176,668,1639,3588,2016,1520,0
1068284,225655,52290,59372,17975,42019,76423,29952,2532675,560002,154490,182795,43958,84831,222314,89549,159239,28330,5322,8155,2493,7908,8902,5716,1
787276,140925,26766,20002,26718,47533,21590,19159,1642678,466282,69390,68402,89877,119598,36540,50235,72207,2281,2365,2303,2580,5509,4077,2691,0
736362,102191,27659,18605,16318,21246,20131,16855,2855119,184055,48654,32122,46073,37954,66340,45003,29043,34077,11201,3440,3480,7621,3470,2626,0
504505,89410,20823,17346,18581,25171,17274,16396,1576177,259827,58567,45576,35160,44627,29160,31556,21006,27523,460,564,5732,8504,3787,5802,1
1138779,255557,88507,34889,27352,38739,63063,37420,2317883,664392,269730,95374,53563,103274,181060,128016,116840,22991,5282,5031,3510,3995,1846,1500,1
710166,162339,15876,46106,20716,32095,32194,23133,1572672,640166,50129,144144,50832,87058,81014,54448,67843,23514,2925,4081,7186,4909,8173,4106,0
450785,80242,8449,18132,9263,23814,15979,12200,1302064,151284,17519,38269,21088,65826,42476,30358,76536,11955,643,2648,2858,3873,3749,3155,0
736642,147358,25695,14719,23399,33861,22702,20911,1232644,700420,49817,62579,44359,80262,73947,38457,7903,20150,8519,2262,5207,5969,1739,1901,1
516275,102081,22418,19396,12137,25209,20160,15081,1067448,236615,70747,70105,24408,61646,42631,35079,115287,13468,3599,2038,1218,4472,3234,2107,0
400050,57950,10376,12706,14243,22580,18627,10061,1692107,213399,24503,20001,30206,38281,45924,25393,6886,4132,1480,722,990,4646,1718,1368,1
748444,202652,48185,21159,11557,21904,30374,22759,1026795,913524,239085,68221,28337,84669,124932,111195,270813,26522,1752,3924,900,3684,5173,1998,0
426749,64296,29224,13465,11687,22559,18150,12544,896913,191870,87166,31515,29311,47665,44275,27029,150695,16563,3809,3357,2761,2127,1493,841,1
749903,160230,14906,22249,22152,25429,23432,19102,1572596,582886,51524,65047,39948,96112,60427,61167,187096,21560,1491,3366,2841,3667,658,833,1
1004067,163149,24747,29747,10295,24055,14842,14257,2608738,502757,55474,99540,19833,56321,22917,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
838962,170911,15607,9552,9103,19765,19655,21301,1714073,423600,31756,20890,15908,30781,54038,86518,162716,24945,4236,1870,2666,4747,3716,2628,0
422180,147875,37864,11367,8154,22058,20587,16765,1225580,765145,148297,33167,36790,48723,55419,53078,1443,5451,3535,2194,1460,2223,1992,1136,1
332970,138967,18048,18588,21750,37511,34530,15147,744495,261905,39121,42641,40520,76395,68476,25158,7516,13502,4034,3332,4730,8578,9612,9045,0
665742,104678,14205,21057,18205,36550,26007,21811,1266345,167535,28398,65528,39632,80210,50835,68913,90779,48542,2358,3683,5895,10391,8060,5901,0
754265,63822,24703,14012,9021,19597,14703,13806,1627457,140970,61769,27994,16886,45817,27836,37458,168792,24851,8962,2319,2960,5584,2199,1705,0
427562,126752,11468,27821,13155,31049,37722,12651,772777,377108,23698,104349,34133,56457,135055,29506,124801,44495,3546,3429,1348,11478,6748,5783,0
947426,87138,14852,9930,16414,26878,18281,11370,1870505,169980,20792,24573,40216,85348,39078,27508,234468,11092,7930,932,7680,6557,5730,4413,1
704246,83810,36558,17344,21756,41133,32802,18894,1721916,343799,147814,26661,71433,75918,56224,35634,20645,12615,3242,6669,2221,9709,6222,4165,0
861130,285739,88322,20712,30657,33925,43393,42905,1713407,1152291,312474,73235,70779,91721,124654,156165,100805,16483,650,534,1935,2236,2114,2379,1
654426,110312,23504,56106,34374,19500,21887,18741,1695007,255950,43549,278967,107762,31378,43835,35059,51968,5894,2842,1077,911,6393,1770,2034,0
425533,65265,33261,30335,27612,29057,33728,23526,937294,117921,99107,72632,74578,64168,72674,59394,40619,8565,5676,5857,4190,6800,7208,4393,0
825412,126895,36280,26044,20878,33304,42153,18023,1813156,280454,104681,96573,45980,66659,105868,45244,8051,5655,8563,2941,5387,7713,6227,4360,1
452353,98100,8885,18219,8582,29466,17412,11038,1294793,249068,26377,70901,17375,74577,37088,41897,153876,26556,3498,1462,1147,5072,3541,3898,1
879612,116576,46614,15686,12503,22610,12944,11210,1754671,268563,101155,26690,29505,46291,28195,22732,8813,14729,1995,6294,4935,4245,4630,3913,1
201629,58404,14964,9495,10668,13175,13593,9069,525355,150758,27524,26630,27300,24634,36640,18647,5648,12925,1420,810,2640,1045,1137,761,0
155262,40897,9114,9111,8386,14831,18502,12398,635651,115266,20699,24695,16325,36443,66758,31029,14987,12414,2103,1748,2691,3797,2170,2789,0
391427,92156,14783,12722,20853,15054,13079,12780,1545763,430844,29342,28345,47235,36755,44496,31805,7799,7117,5568,2988,815,2006,2061,1680,1
628506,158529,52072,22610,26267,37935,32806,22550,995915,324862,182228,50663,52134,59194,63313,48557,101782,38716,4364,5350,5899,6221,9591,5888,1
580071,380363,47841,28856,15844,32553,22004,12311,1291287,1807282,88208,105340,40071,57455,31775,20749,25695,14687,3670,3144,4603,7037,8769,4646,0
126601,24588,9705,10126,14814,14467,13440,7332,263890,46742,34376,30833,45775,40700,43295,18126,7980,6887,3177,2202,2429,1146,817,1087,0
460364,68367,17471,12535,16047,20474,15055,12760,1766916,233202,61933,27232,33495,46534,42503,28224,5159,11381,2842,5022,1313,5170,2066,2402,0
610191,120834,37945,10581,23116,17845,14826,17786,1336434,312981,160620,22397,42020,31112,26988,61549,16222,8644,663,705,447,2229,2303,1334,0
666435,81330,20795,12151,7377,25407,20879,13974,1845111,182501,45010,47006,19699,60009,66743,28091,62588,14386,5132,4710,2490,3637,883,1210,0
512307,75330,15488,9514,10374,25840,17651,12760,2206666,258297,40749,27026,24080,58627,32870,26941,108213,4273,1403,1974,2049,4934,2858,3142,1
391966,66229,8151,9753,14464,10695,9461,5884,876715,150111,24560,14868,45149,21330,19068,13522,4827,10436,2458,2857,2276,1176,525,1117,1
96323,20133,7433,9099,19069,21851,16220,12232,552714,60788,12987,19193,43333,41896,34835,23704,4733,6718,1811,3472,3408,13719,6648,2478,1
583550,52397,8724,13306,9645,23249,12575,7030,3024414,174943,33124,63004,28549,75033,36833,16902,40299,9222,2122,565,2091,4187,3083,2475,1
353236,41268,15405,26650,14909,23108,11631,9702,1279650,88312,38222,120052,40667,53304,25921,19343,13447,999,8151,1896,1924,12925,2325,3010,1
91269,23768,9746,13332,9205,26472,14437,9400,196819,81505,17680,19691,15498,56450,37430,16623,1349,3489,1699,4413,4064,6136,2554,2264,0
122991,42076,8833,9436,7555,13784,13105,8726,199785,116345,18863,45206,15476,31798,37576,23314,25351,7429,1335,475,1871,1291,1322,1099,1
345393,38494,11384,8283,6302,17027,15866,7650,663727,86074,28564,25879,14035,34129,31640,11960,3184,11160,3755,1152,2847,4663,4361,2678,1
614885,215673,39323,18135,23087,21152,18279,12719,1895072,811448,168097,38687,61970,34961,39507,32440,3660,9661,4143,2683,6829,7045,3661,3477,1
44046,10850,3971,5125,10336,9354,8094,7120,174636,27995,6983,10341,28379,24244,19994,23655,1771,4829,484,1324,1267,781,770,469,1
417558,94146,13859,14321,17339,28371,22351,16175,2132163,213355,33465,29846,25616,65128,37165,33972,7616,6338,1472,993,4632,2619,1029,944,1
448118,133889,27784,18776,23563,30441,29185,14841,1015579,341624,68181,42968,49547,50288,54244,26433,28751,19166,2211,5505,7571,7378,5853,5706,1
332924,65740,16373,6330,9264,8907,6285,5810,1595282,229143,56193,16226,23989,16610,14245,21080,14316,7587,1938,1152,1145,2484,1289,1522,0
901605,153978,51561,23417,32673,25309,21967,15921,2546183,348054,208702,49342,79462,60618,39778,33340,103891,10824,4918,2067,2055,4512,6888,4197,1
129100,25858,9378,11421,7368,12867,7477,7463,338120,50314,23309,42746,19682,41947,17955,22346,20662,4804,1026,1599,1142,2352,2320,1837,0
212003,31955,7364,8425,5505,7404,3523,3609,675370,91681,22072,14010,9393,15778,5585,8074,68129,2956,1541,3552,2662,2027,1160,520,0
638609,101283,17081,21008,12800,20360,15253,10135,1536404,229328,51888,51364,28132,45867,31678,18355,73844,28694,1693,6141,3137,5245,5398,2981,1
477640,188416,31162,29298,23452,14543,10614,7198,1982913,991449,131032,121068,110308,50807,19804,15626,20609,3491,685,2296,354,2225,1639,1231,1
209336,35721,6748,9673,11724,7730,9173,4766,1045065,164264,14706,25991,23999,12236,17801,7195,5166,4905,1241,1752,3445,2899,1850,1637,1
307635,55957,16890,13611,9035,25869,33623,13826,764173,99488,49242,61493,20303,50196,124375,45102,16238,19292,2049,2521,3271,7416,5832,5386,0
946172,189099,37784,26850,25275,30379,19519,9506,1521379,377187,127090,81519,39032,61217,45077,15924,24834,55581,2626,3691,4205,5990,1211,1113,1
565040,141728,22963,13695,17346,18650,14568,12677,2640395,772823,39587,33169,25257,44096,31128,31786,12021,10002,10553,2901,3947,6078,2857,3365,1
540619,126337,29557,15195,20238,20574,14194,10890,1282122,347429,74859,34790,45591,68178,27807,21828,39901,5187,2677,1539,4409,2151,2076,1583,0
281393,25012,11918,14360,16230,31907,28183,15249,1329114,52729,28182,42108,39613,59078,62872,26847,3492,7648,2668,3192,4169,11056,10855,4578,0
542645,140565,37056,18717,18240,27864,26018,20055,1535245,288798,153213,44707,37356,60877,79911,61922,126852,28461,7096,6723,1858,4527,2258,1510,0
603436,286460,21478,41785,19529,40462,26039,20222,2068615,964680,51752,176628,59859,134007,65287,42905,71709,24185,4867,2642,3297,8738,7759,1848,0
834975,232059,26618,37737,30577,38339,31412,20917,3109403,599301,65200,191651,63627,52627,65709,46728,17593,22397,3903,4542,8939,15944,3458,5333,1
597171,98981,16516,14487,10256,19107,14997,12581,1176062,405301,30746,33950,35403,38830,41046,30021,12285,7696,3532,31,1723,5813,2928,2650,0
679626,212753,24271,21494,26425,31804,34920,21147,1368029,755512,41967,35144,54300,56042,80699,45747,51463,19722,5660,8589,7379,8272,5352,7812,0
1238075,242275,33607,36810,32355,37407,46477,24117,2454142,607436,84388,90294,122894,81325,107010,62134,613271,54003,4748,11675,1778,11273,11180,10584,1
1017496,207240,35603,16618,18361,34249,32917,28330,2242841,775511,61544,43927,41857,71499,70171,61285,259068,45686,5108,2378,2590,12080,5562,3946,0
696991,166793,50376,16161,16359,26985,28368,21150,1615463,457544,167320,27438,53286,59797,53769,40271,124551,6451,1884,1479,4744,7091,7443,4289,1
529490,215850,35733,18520,21861,36775,30964,25349,1099834,780090,73694,35231,51750,55631,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
532441,122589,23127,15837,13500,63396,30445,26544,1457169,207940,55994,57576,27053,117711,91007,50164,165865,12522,1149,896,1680,7941,1710,1034,1
538448,90911,32057,22109,19139,35807,28470,16373,1511140,243129,78370,58001,31713,67347,77142,32360,13039,11949,5498,3810,7833,12150,6609,5162,1
550804,157282,19226,11591,22000,51785,36889,16179,1300102,417535,38909,31062,85459,99022,101346,34400,78697,44059,2789,1522,4932,14508,7347,6011,0
368204,81346,22661,35459,19424,25038,20470,15227,886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,3208,2861,2070,7031,9211,5199,0
269276,52331,13206,11835,16168,21102,17818,17496,751038,164916,32927,33521,39139,58823,60111,45331,26334,16198,2182,1196,721,2286,570,1851,0
493307,51378,10327,8266,8765,17671,15261,9284,1713110,126494,24437,20524,22597,60402,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
535379,65892,11690,13666,16097,20643,19687,13417,2696321,233615,24483,46205,36191,51127,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
507485,74355,14330,10435,14562,36743,28019,18020,1240897,141893,33310,15996,35679,68294,54775,38858,92264,15318,809,2985,1911,4453,4730,3099,0
532408,86348,11526,12430,8018,24180,11165,10633,1674310,227852,29239,65522,18934,79828,30403,39184,2520,10987,533,1026,1858,3902,1371,1211,1
461233,84233,14807,9369,9972,22760,24124,11756,1243920,177421,29244,23183,18994,50526,79280,35620,69312,19448,1857,1941,1615,3149,1911,1035,1
504171,82293,27296,24228,21142,33076,34581,14596,1123749,179256,89588,53964,51212,76252,91259,25391,149395,33077,6473,3241,1360,7429,6994,4104,0
903352,166596,42603,27439,26349,48563,47594,20302,1635314,331508,140074,70041,52411,83575,90006,41060,39586,6930,4522,2113,3986,10353,14594,4226,1
850631,166593,13728,15309,14971,28249,44248,19465,2125721,426494,30397,32148,38647,65090,157191,51020,64978,20350,4624,2276,2473,6462,2740,1753,1
642094,192644,40774,22207,17286,46182,33586,29416,1653987,364177,62983,39403,54540,121485,83874,72788,134066,55688,12846,5460,6790,7006,5728,6519,1
881144,195758,38735,29574,24786,50574,34840,26273,1911495,365580,90081,73178,50670,83887,51888,61405,57220,4424,7955,13290,3425,10940,11757,11482,0
1124178,212900,40867,35427,35657,50039,39228,20711,2862058,466195,89981,67856,86921,102663,112130,41242,218952,95738,9725,4315,8549,19438,5640,6245,0
428632,129183,42162,29273,23592,37948,24507,19618,1893022,525629,130708,99896,44116,127153,53107,62281,2187,12905,3414,3803,2161,7481,3595,2286,0
