delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
3,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-4,-5,0,0,0,0,0,0,2,-4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
-7,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,0
-2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
-3,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-6,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,1
-5,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
-5,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
-1,1,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
-7,-2,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0
-5,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1
-3,-2,0,0,0,0,0,0,4,-2,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
-4,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,1,0,1,0,0,0,0,-2,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,1
-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
8,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1
-4,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,-9,2,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
