delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
397203,281433,121382,22862,54474,57822,39345,36883,79931,37562,6651,5173,780,4215,2530,1825,0
1784406,1525301,27872,113190,47757,52613,50621,64872,26305,9209,1743,5718,4093,6154,9937,3226,0
2108310,302639,212254,82402,60501,190857,105259,57293,453985,39206,12361,19396,19395,46440,13474,8978,0
1003180,742810,119369,24837,10013,70491,62475,37448,6298,4927,1165,3258,2336,6292,11031,8322,1
794706,187993,28466,15370,16561,20351,12670,10490,119036,42466,2126,3957,2160,3197,3837,1915,1
1282056,405072,194155,68885,21570,65712,37043,47422,162474,12708,5635,2394,2148,9773,7681,9108,0
1293589,242673,106472,55914,27376,35133,38577,20191,68164,63085,999,5545,7076,3727,3578,5831,1
1458367,561780,62178,61168,32619,128055,169192,44227,128805,22008,3246,5160,1162,5016,3921,1297,1
2134069,446773,102354,31870,57700,77625,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
1317516,1706168,170035,87642,27651,64871,38999,25711,23559,17820,8102,3957,2206,2909,1751,1371,1
1663993,1292544,315067,78663,72248,132322,82378,129020,149039,47003,6936,4234,1190,3521,3392,1616,0
2274756,539508,268209,97656,55016,157673,117029,75754,382587,66217,20415,19279,14572,8738,9953,9009,1
1521903,542967,84107,140096,91465,114290,72660,92489,47602,33090,8298,1702,1950,11372,6903,1989,0
2294070,929054,70038,36211,32713,164231,86897,25657,113977,18837,8319,1659,763,10054,9057,3510,0
3242523,269657,44463,14254,54061,100945,116580,43849,82632,20456,3853,2397,2554,7205,3258,1320,0
2822957,273811,106518,73661,52359,47706,69212,81303,527177,33804,20668,10994,6813,15662,4088,9000,0
1615663,138840,50851,42533,28254,53232,44187,40576,2002,12433,5735,5489,1380,9075,7779,11202,1
1008209,190970,96305,8951,12634,29661,22578,14698,151318,18307,1618,1370,3639,3193,2333,978,0
2442935,601465,148533,66220,83746,162752,79803,88294,543300,79642,11535,13762,20962,23686,16446,4974,1
1088618,392634,24267,21047,26068,140008,59207,28601,63817,12711,1215,2138,5106,6881,4756,2606,1
2241701,725591,70392,39333,65045,96777,76410,60932,497478,4338,3126,3309,6093,6843,4264,1769,0
1074987,155582,36793,28136,47694,41155,42050,23447,131421,41657,1365,2647,2807,4001,4073,3439,1
1820337,1012263,166326,164213,113201,63039,52803,42176,317024,34385,1375,5836,8789,7100,12353,8337,0
1145378,383433,49306,72173,37264,33905,50269,34567,428554,123906,10546,5684,9500,22394,20254,5097,1
2010144,281942,174813,108190,27067,58943,92361,23954,128634,55761,20774,13246,8362,14049,15951,6363,1
1676518,424569,150730,93126,43094,83202,58034,65777,84142,26075,6400,882,2184,3728,5059,1807,1
244414,30596,12322,33716,53520,33560,18831,13945,4877,3893,2452,5579,2946,6113,5880,3396,1
2469685,474237,37244,73170,77839,160594,103242,64420,190839,30085,17146,11922,17009,10791,17412,6608,1
1345709,280458,30517,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,124299,56650,104542,115855,50963,102412,30472,7740,15325,19310,37482,35090,20267,1
1290456,224874,22169,26549,29126,62550,48037,32502,7239,7896,1685,6919,9843,18122,5619,7212,1
798615,72482,37131,15040,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,5745,4394,0
1706517,387595,82294,50924,58136,37603,38735,18306,67492,15089,2657,668,1639,3588,2016,1520,0
1754080,549450,154490,182795,43958,84831,222314,89549,159239,28330,5322,8155,2493,7908,8902,5716,1
1187722,466282,46875,68402,36557,83221,36540,28966,72207,2281,2365,2303,2580,5509,4077,2691,0
2855119,184055,48654,32122,19270,37954,66340,45003,119599,34077,17279,3440,4437,7621,3470,2626,0
1576177,259827,58567,45576,35160,44627,29160,31556,21006,30529,6203,564,5732,8504,5688,5802,1
2317883,664392,136452,95374,53563,103274,130928,128016,116840,22991,5282,5031,3510,3995,1846,1500,1
718724,144453,50129,116609,26985,53028,81014,48413,67843,23514,2925,4081,7816,4909,8173,4106,0
570536,151284,17519,38269,21088,65826,42476,30358,150547,45684,643,5369,6057,15433,6456,8628,0
1232644,700420,49817,62579,44359,80262,73947,38457,16798,20150,8519,4263,5207,5969,1739,1901,1
1067448,236615,70747,70105,24408,61646,42631,35079,205109,13468,3599,2848,1218,4472,3234,2107,0
1692107,213399,24503,16808,30206,33583,27945,25393,43090,20429,1480,722,990,4646,1718,1368,1
1003707,153630,34224,32549,24816,18895,39550,15723,270813,26522,9546,5705,1771,8259,8182,1998,0
