delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1145378,383433,49306,72173,37264,33905,50269,34567,428554,123906,10546,5684,10763,22394,23929,7631,1
2010144,281942,174813,108190,27067,58943,92361,23954,1281412,125912,20774,13246,11001,14049,17155,8267,1
1676518,424569,150730,93126,43094,83202,58034,65777,84142,26075,7628,882,2184,3728,5059,1807,1
244414,30596,12322,33716,53520,33560,18831,13945,5728,3893,2452,5579,2946,6113,5880,3396,1
2469685,474237,36485,73170,51059,160594,103242,64420,761433,30085,17146,11922,17009,10791,17412,6608,1
1345709,280458,30517,31626,58715,172024,223182,40234,50643,65363,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,124299,56650,104542,115855,50963,697753,249214,7740,22904,22661,57885,35090,20267,1
1290456,224874,22169,26549,29126,62550,48037,26775,125229,80758,1685,6919,9843,18122,5619,7212,1
798615,72482,37131,15040,15738,20140,23842,13504,384105,42850,4720,3718,2835,7017,7907,4463,0
1706517,387595,82294,50924,58136,34502,31513,18306,67492,15089,2657,668,1639,3588,2016,1520,0
1754080,549450,154490,182795,43958,84831,222314,89549,361162,28330,5322,8155,2493,7908,8902,5716,1
1187722,466282,46875,68402,36557,83221,36540,28966,360518,2281,2644,2303,2580,5509,4077,2691,0
2855119,184055,48654,32122,19270,37954,66340,9977,119599,93962,17279,3440,4437,7621,3470,2626,0
1576177,259827,58567,45576,35160,44627,29160,31556,64629,30529,6203,564,5732,8504,5688,5802,1
2317883,664392,136452,95374,53563,103274,130928,128016,253624,39733,5282,5031,3897,3995,1846,1500,1
718724,144453,50129,116609,26985,53028,81014,30752,389903,23514,2925,4081,7816,4909,8173,4106,0
570536,151284,17519,38269,21088,65826,21712,30358,263269,58480,6484,8666,6057,15433,6456,9788,0
1232644,700420,49817,62579,35160,80262,73947,38457,865501,34769,10423,4263,5207,5969,1739,1901,1
1020689,236615,70747,70105,24408,31631,29271,18432,205109,13468,3599,2848,1218,4472,3234,2107,0
1692107,213399,24503,16808,30206,33583,27945,25393,43090,22410,7404,4755,7863,5228,5626,3002,1
1003707,153630,34224,32549,24816,18895,39550,15723,316306,26522,9546,5705,1771,8259,8182,1998,0
768769,191870,87166,31515,29311,47665,44275,14966,298197,24281,4943,3357,2761,2127,1493,841,1
1398580,582886,51524,65047,36791,96112,60427,44959,245790,21560,1491,3366,2841,3667,658,833,1
858571,137161,36865,26664,13517,17397,22917,11132,586423,15643,4463,1109,2995,10829,7131,2459,0
1186306,132386,31756,20890,15908,29738,25938,9969,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,18039,6726,48723,55419,53078,1443,6360,3933,3369,2348,5596,1992,2259,1
608614,261905,20604,16889,40520,43904,61643,25158,110606,24946,4034,3332,4730,8578,9612,9451,0
1266345,124447,28398,26563,26695,80210,48592,31292,242575,84763,2358,3683,7507,13316,8060,5901,0
1627457,140970,26062,18240,12868,42060,25015,12852,168792,24851,8962,8026,5526,7235,6750,5865,0
772777,377108,22945,104349,34133,56457,37861,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,169980,20792,24573,40216,85348,39078,27508,294393,11092,7930,932,10273,8406,8603,5670,1
842330,41785,34704,18307,21652,56020,56224,19814,522160,12615,3242,6669,2221,10760,6222,4165,0
1713407,311551,312474,39001,45975,58703,45568,54911,507807,59876,42165,3758,23233,12240,35106,18063,1
1695007,221294,43549,278967,107762,31378,43835,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,117921,99107,72632,74578,64168,72674,59394,192920,76311,8736,16800,27754,23821,24357,11013,0
1813156,280454,104681,96573,37314,66659,105868,45244,190810,89840,8563,13270,7621,24569,18803,4360,1
436933,249068,14356,12535,17033,24932,33536,7974,153876,26556,3498,1462,1147,5072,3541,3898,1
1754671,268563,101155,26690,29505,46291,28195,22732,808188,46554,18120,6294,6682,7724,11337,10845,1
525355,150758,21394,14582,27300,24634,36640,18103,5648,12925,1420,810,2640,7582,2949,3690,0
142325,115266,20699,11770,15806,36443,66758,31029,52032,20919,3957,1748,4422,4531,3358,2789,0
1545763,430844,29342,28345,47235,36755,44496,18438,65679,22219,5568,5301,815,2006,2061,1680,1
988162,324862,182228,50663,52134,59194,63313,48557,422416,67838,20646,7881,12753,28655,19187,11360,1
1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,9390,4603,7037,8769,5510,0
263890,46742,34376,30833,45775,20182,25235,8720,56424,12330,3872,2202,2429,1146,817,1087,0
1766916,233202,61933,18754,33495,46534,22552,28224,5159,11381,2958,5414,1313,5170,4310,2402,0
1161737,219844,33596,15687,42020,25977,26276,61549,72496,8644,663,705,447,2229,2303,1334,0
1845111,182501,31668,7232,19699,46446,66743,28091,81396,14386,5132,4710,2490,3637,883,1210,0
542326,258297,40749,10641,20632,58627,32870,26941,108213,4273,1403,2593,2049,7543,2858,3142,1
876715,150111,24560,14868,15336,14507,12328,5965,230676,17729,4513,2857,2276,1176,525,1117,1
83153,60788,12987,19193,39275,41896,14944,23704,4733,6718,1811,3472,3408,13719,6648,4521,1
482373,83272,8120,8397,11513,75033,36833,16902,40299,9222,4193,565,2091,5041,4417,2808,1
1279650,88312,38222,120052,40667,53304,15711,12322,23654,17405,10163,5741,1924,12925,2325,3010,1
155013,81505,17680,19691,10946,44540,37430,14856,1349,12015,1699,4413,4064,12684,2554,2264,0
199785,116345,18863,8499,15476,22091,26849,11412,25351,7429,1335,475,1871,2326,1373,1242,1
571822,45591,9515,25879,14035,34129,31640,11502,5698,11160,3755,1152,2847,4663,4361,4524,1
1895072,811448,168097,38687,61970,34961,39507,32440,100763,92150,7769,2683,6829,7045,3661,3477,1
174636,27995,6983,10341,12481,10268,13336,6210,9402,4829,484,1324,1267,781,770,469,1
256100,213355,20280,29846,25616,31055,30973,22514,7616,6338,1472,993,4632,2619,1029,944,1
674188,209430,33769,42968,29354,35311,37090,19396,46079,25896,10891,9219,7571,7378,5853,5706,1
99825,93698,15045,11914,23989,16610,14245,21080,14316,7587,1938,1152,2750,2484,1326,1522,0
2546183,253857,41393,37379,79462,60618,39778,33340,197025,39106,4918,3930,5951,5514,6888,4197,1
164282,50314,8619,11551,7579,11522,7492,4499,25870,8059,1026,3979,3635,2352,4368,1837,0
675370,91681,22072,12238,9393,15778,4223,4066,68129,17877,1541,5074,4290,2027,1285,520,0
1003522,229328,51888,51364,28132,45867,31678,18355,97343,28694,1693,11464,7767,5245,8895,3225,1
1982913,991449,131032,121068,110308,50807,13487,15626,42086,3491,685,2296,354,2225,1639,1231,1
177853,164264,14706,25991,23999,12236,17801,7195,5166,9256,1241,1752,7338,4209,1850,1637,1
551469,99488,49242,61493,20303,50196,45802,45102,44282,27601,12779,2665,3271,9068,8177,6179,0
1521379,377187,127090,81519,39032,61217,45077,15924,1094847,156320,14817,10147,14422,31532,11720,8382,1
2640395,772823,39587,33169,25257,44096,31128,31786,85621,10002,10553,2901,5241,6078,2857,3605,1
1282122,347429,74859,34790,45591,12899,27250,21828,39901,5187,5033,3366,4409,5811,2312,6165,0
273226,51992,9514,8042,39613,59078,62872,26847,3492,7648,2668,3192,4169,25220,21670,8960,0
681767,288798,34622,19218,30479,60877,28513,22636,291596,76406,7096,6723,8156,9730,10581,6726,0
2068615,964680,51752,176628,59859,134007,65287,42905,275357,54492,5148,3787,4061,9984,7759,7580,0
3109403,599301,65200,191651,63627,51566,35715,46728,113490,58981,17579,4542,8939,15944,3458,5333,1
1176062,405301,30746,33950,35403,38830,25948,27140,418217,25662,16572,2303,4711,13964,6810,3758,0
651734,195588,41967,35144,44966,56042,80699,45747,51463,19722,5660,8589,7954,16106,5352,12256,0
1450041,607436,84388,63069,32664,44558,84112,62134,663143,54003,4748,11675,1778,22431,11180,11408,1
2242841,232494,35208,43927,41857,41680,70171,48871,259068,45686,5108,2378,2590,12080,5562,3946,0
1615463,457544,167320,27438,53286,59797,53769,31682,290793,6451,2030,2398,8178,11097,7443,4289,1
560184,780090,73694,35231,29712,54880,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
1457169,207940,43274,57576,22015,117711,91007,50164,347770,96667,2616,10193,7745,16919,10405,7445,1
1511140,243129,78370,58001,31713,67347,77142,30422,236160,24813,12767,16170,7833,12150,6609,5162,1
1300102,417535,38441,14257,22146,75948,101346,34400,78697,53588,2789,1522,7139,14508,9204,6011,0
886819,190144,93375,185645,71310,58357,51577,32327,167346,11915,3208,6683,2070,7031,9211,5199,0
751038,164916,32927,33521,39139,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
1713110,90017,24437,14537,22597,31238,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
231727,92173,12832,17244,36191,32299,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
1240897,141893,33310,15996,35679,68294,54775,38858,92264,68377,5883,5434,10277,15349,8226,4876,0
1674310,227852,17683,4943,6899,36415,14272,8857,54923,21499,1909,1026,1858,3902,1371,1211,1
1243920,177421,29244,23183,18994,50526,79280,35620,397201,49758,14693,5047,8868,11836,7516,9139,1
1048629,179256,36689,51161,40744,53319,71902,23054,149395,33077,6473,3241,1360,7429,6994,4104,0
1635314,331508,140074,70041,52411,83575,90006,41060,898181,223064,14528,11757,11997,44918,33187,16737,1
2125721,426494,30397,32148,38647,65090,157191,51020,64978,20350,4624,2276,2473,6462,4093,1753,1
1653987,364177,62983,32540,54540,121485,83874,52342,185588,55688,18465,11853,9804,13895,9368,7807,1
1853995,324198,90081,73178,50670,83887,51888,33206,152828,78391,12399,13290,13542,28051,30449,18683,0
2428398,466195,89981,67856,86921,102663,112130,41242,218952,95738,9725,17668,8549,29694,20756,6245,0
1893022,525629,130708,99896,44116,127153,53107,62281,41606,40833,7340,3803,18819,8530,7631,4881,0
