delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
2010144,130294,174813,108190,27067,58943,92361,23954,1394249,125912,20774,13246,15888,17227,17155,8267,1
1298773,424569,150730,52503,43094,79055,47708,49797,1219530,50577,32415,4995,7532,12327,8472,11549,1
244414,30596,12322,33716,53520,33560,11977,13945,5728,3893,8954,11648,2961,10669,10193,3396,1
1982933,474237,36485,73170,51059,160594,103242,64420,1076836,220881,18440,11922,19501,18547,28540,11638,1
1345709,280458,30517,6076,15263,172024,223182,40234,614409,65363,7149,2012,1376,8027,2799,1572,0
1154601,576448,77099,124299,56650,104542,115855,42313,697753,249214,43331,30119,22840,61090,59189,20267,1
951488,224874,21028,26549,11031,62550,48037,19636,657750,88352,1685,11461,9843,18122,5619,7212,1
798615,47765,5097,15040,13167,20140,23842,13504,416971,42850,4720,6101,5045,9620,17176,4990,0
1706517,387595,82294,50924,58136,34502,31513,17791,67492,45459,2657,1578,1639,3959,2016,3180,0
1754080,549450,154490,182795,43958,84831,222314,89549,1556926,267669,82684,84733,22593,70621,150618,17795,1
1187722,466282,21311,68402,36557,83221,36540,28966,360518,52806,19407,4255,9019,11855,7723,8953,0
2855119,184055,48654,32122,19270,37954,66340,9977,624739,93962,42015,27033,13706,7621,5112,9635,0
998696,88563,18050,12150,9704,23085,29160,9795,520166,30529,6203,564,5732,8504,5688,5802,1
1745785,390193,136452,95374,53563,53136,130928,128016,531815,58220,7138,7459,5158,24280,7025,17779,1
615766,83603,18150,21443,26985,30375,13633,13860,555632,23514,12319,9130,7816,8513,8173,4106,0
570536,151284,8604,38269,11361,20489,17650,9862,351520,129019,6484,8666,6057,16796,6456,9788,0
1232644,141690,49817,62579,21676,6847,4336,5810,1089810,34769,10423,4263,5207,5969,1739,1901,1
541071,236615,70747,70105,24408,31631,29271,18432,205109,13468,3599,2848,1218,4472,3234,2107,0
1692107,213399,15642,16808,30206,33583,27945,25393,43090,48675,9039,12985,7863,5228,5626,3002,1
1002794,153630,17973,32549,24816,18895,39550,15723,954326,51878,17001,10876,12348,8259,11880,12965,0
346729,191870,87166,31515,29311,47665,44275,14966,298197,24281,4943,3357,2761,2127,1493,841,1
1398580,582886,17075,65047,29966,96112,60427,44959,921777,200137,11711,16441,17069,22058,28683,6579,1
858571,137161,6850,15127,11296,17397,22917,11132,636415,74601,6780,6661,8644,13888,14547,8441,0
192114,104544,5286,20890,15908,20822,7775,9969,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,158840,148297,18039,6726,48723,55419,53078,1443,6360,3989,16396,3436,35101,33296,14444,1
608614,100313,16303,14069,40520,39648,61643,16349,110606,24946,4034,7932,4730,8578,9612,9451,0
1248294,97247,12152,16702,9924,21687,18014,6614,672979,87008,2358,3683,7507,20202,8385,5901,0
1181463,60630,26062,12097,8935,42060,25015,12852,244350,24851,8962,8026,5526,7235,10671,10983,0
772777,377108,22945,104349,34133,56457,37861,29506,402044,63913,4636,13727,13419,49133,29837,19341,0
995327,156285,20792,17388,20774,41790,39078,9199,294393,11092,7973,7678,18977,20249,24781,8766,1
688507,41785,34704,18307,21652,56020,56224,19814,522160,21515,3741,18037,18516,34839,47441,16968,0
924827,311551,312474,39001,45975,58703,45568,54911,858703,293672,84417,6645,23233,12240,40449,18063,1
881471,221294,43549,278967,107762,31378,38108,34098,301152,124524,36917,47028,48290,28352,31580,26709,0
937294,117921,43735,35364,74578,64168,72674,59394,368126,76311,8736,16800,32718,24916,45776,11013,0
1558514,237026,45315,96573,37314,39881,105868,45244,675027,89840,8563,13270,10862,24569,18803,4360,1
436933,249068,14356,12535,9704,24932,33536,7488,295244,62170,6254,10937,4732,23439,9931,3898,1
1754671,268563,101155,24002,13934,46291,28195,22732,1550740,46554,71683,18141,9454,36873,16066,10845,1
139729,101756,15065,14582,14381,16804,36640,18103,5648,12925,2740,3996,11022,11406,14221,4188,0
58916,115266,20699,11770,15806,36443,66758,31029,52032,28863,13099,5108,8736,20247,13670,18548,0
902678,98653,29342,16348,31078,36755,44496,18438,65679,32346,17539,9724,3076,2006,2557,1680,1
988162,324862,77073,50663,17587,59194,63313,13956,422416,155455,30286,7881,12753,47468,55006,11360,1
1291287,419848,84807,28201,29658,43517,31775,20749,243084,75003,4602,21228,12582,39440,25052,11538,0
263890,46742,34376,30833,45775,20182,25235,8720,155954,20538,9019,5353,2934,2210,844,1115,0
105521,39849,6499,14679,11568,28066,22552,13470,5159,13447,2958,5414,10860,5170,7793,2402,0
1161737,219844,33596,15687,42020,25977,26276,61549,210856,8644,663,705,447,2229,2303,1334,0
1845111,182501,31668,7232,8704,46446,66743,23556,923725,29312,9147,6755,4725,3637,883,1210,0
202942,258297,40749,8286,8610,45870,19650,26941,108213,4273,1403,6915,4511,11763,2858,3142,1
876715,150111,5750,14868,10686,14507,12328,4691,230676,47041,4513,12838,6189,6015,8858,2623,1
83153,60788,2066,19193,39275,41896,14944,23704,4876,6718,1811,3472,8194,13719,14149,10324,1
482373,83272,8120,8397,11513,75033,36833,16902,110743,9222,4193,565,2135,5260,5157,6557,1
1279650,88312,17118,120052,40667,53304,15711,12322,23654,18908,10163,12862,1924,12925,3140,7251,1
151602,81505,16032,19691,10946,22774,16402,14856,116145,36502,7472,13086,7205,12684,2554,2264,0
199785,116345,11703,6143,10274,22091,26849,11412,52518,7429,1335,475,1871,2326,1373,1242,1
571822,45591,5452,9270,4163,14135,31640,11502,5698,14136,3755,2840,2847,7105,6301,7810,1
1894215,811448,168097,21776,25089,14888,17984,13130,153957,92150,7769,2683,6829,7045,3661,3477,1
66929,11780,3824,1369,2179,855,1034,489,44568,7893,484,1324,1267,781,770,469,1
256100,213355,20280,29846,25616,31055,30973,22514,7616,6338,13860,20781,22498,16388,29035,17251,1
592491,196191,26009,42968,10605,13670,13197,11144,231520,76844,12512,21643,7571,7378,5853,5706,1
99825,93698,8616,2186,3059,6256,6385,5233,72830,7587,1938,2124,2750,2484,1326,1522,0
2546183,253857,31644,37379,51967,60618,39778,27309,428915,157773,27967,22056,28890,42244,37159,20489,1
164282,50314,4106,6690,5786,11522,7492,3772,74206,12242,1026,3979,3635,6268,4771,1837,0
675370,27289,12493,7822,9393,6930,4223,2919,207203,26086,6911,5482,4290,2027,1285,520,0
435210,108109,6793,51364,13359,17441,11841,18355,97343,50811,1693,11464,7767,11055,8895,3225,1
1982913,991449,131032,121068,110308,50807,13487,15626,622039,27662,7141,4470,3326,2542,4529,2860,1
31265,164264,14706,25991,11634,12236,12792,7195,17256,10523,7137,13386,8217,10353,6202,6934,1
303986,96125,17052,61493,20303,50196,45802,45102,98263,31237,16238,2665,3271,9068,8177,6179,0
1521379,212592,127090,15129,39032,61217,24171,9334,1507931,156320,14817,10147,26700,31581,11720,8382,1
310178,34013,14871,11761,21720,11373,5196,4714,85621,22579,10553,2901,5241,6078,2857,3605,1
1282122,347429,74859,34790,45591,12899,27250,21828,1214545,94065,15637,22707,41832,7268,13895,10071,0
273226,51992,7727,8042,7514,36292,62872,15099,18831,12367,3239,3659,4169,25220,21670,8960,0
667284,107878,34622,12387,9906,24566,18147,16027,314349,76406,13253,6723,8156,9730,10581,6726,0
2068615,964680,51752,176628,59859,134007,65287,42905,581502,802032,50057,62976,38007,51117,41047,40663,0
1787586,599301,19836,11127,55332,50310,19478,46728,315744,278373,17579,10971,8939,17352,3458,5333,1
1176062,405301,30746,32685,35403,38830,25948,27140,446487,25662,16572,2303,4711,15797,12886,3758,0
651734,163096,41967,27928,44966,29481,35490,45747,467489,97636,25373,8961,7954,16106,5352,12256,0
1450041,607436,84388,26826,25610,31987,84112,62134,1216463,109904,29876,12202,17541,26511,11180,11649,1
2242841,232494,35208,43927,41857,41680,70171,48871,814270,163618,31303,11873,36463,41485,57718,17641,0
1037576,457544,104849,25831,17835,59797,53769,31682,292630,106495,20808,23325,17018,48583,53558,29601,1
484666,182617,59340,35231,29712,44033,47899,46529,59211,19014,29210,13661,20784,34808,43357,20364,1
617724,207940,38139,10369,22015,117711,91007,50164,347770,159411,2616,10193,7745,16919,10405,7445,1
809412,243129,69290,58001,31713,67347,77142,30422,369077,24813,26797,16170,7833,13743,6609,5398,1
1300102,221610,25740,14257,22146,75948,101346,34400,307277,166431,11790,6155,9814,19165,15979,6011,0
315608,74275,5748,13657,7644,19179,17387,7767,167346,14708,3208,9718,5197,7031,9211,7225,0
751038,164916,32659,33521,39139,27191,60111,45331,173412,31174,15730,18721,25185,12559,4525,9043,0
1713110,70722,24437,14537,22597,31238,53572,29096,69287,4162,2353,932,1307,5322,1772,2020,1
156579,92173,12832,2806,6402,19055,7755,5273,116040,13234,3508,2376,1022,3871,2694,2106,0
825555,121812,33310,15996,21813,68294,54775,38858,194336,95397,28329,12491,15515,57793,43979,30678,0
1674310,227852,17683,1699,6899,36415,14272,8857,327600,21499,12729,1026,2799,4550,1371,1211,1
1243920,152275,25564,15517,18994,42706,79280,35620,397201,49758,14693,5047,14108,30594,7516,11094,1
1048629,179256,36689,51161,40744,53319,71902,23054,275833,91956,8830,9718,3567,14252,6994,5793,0
1598842,289690,100382,47454,52411,83575,57657,34031,898181,223064,18919,31915,11997,44918,33187,16737,1
2125721,210270,30397,32148,20937,27415,157191,51020,119525,66210,5020,3061,5576,8475,9165,5039,1
1653987,348167,62983,32540,54540,100645,83874,26334,185588,55688,18465,12071,9804,13895,9368,7807,1
809325,206586,37438,38269,50670,83887,51888,20788,152828,78391,12399,20677,25637,28051,31353,19372,0
345907,253717,53304,42413,73038,30642,54556,10103,218952,95738,9725,19781,8549,29694,20756,6245,0
141139,91037,28684,8008,20066,19123,35826,10877,41606,40833,7340,3803,18819,8530,7631,4881,0
