delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
522793,132107,40270,11770,18399,20763,13532,13952,1809850,281433,121382,22862,54474,57822,29081,36883,79931,37562,4345,5173,780,4215,2530,1825,0
1266469,375805,16316,31661,20620,25395,23633,21377,1963393,1525301,28822,113190,47757,52613,50621,64872,63570,9209,1743,5718,4093,6154,9937,3226,0
1628521,260990,91066,55474,42415,81274,47553,31213,2790611,345941,212254,82402,60501,190857,105259,57293,453985,171043,22299,21104,24248,23743,13474,8004,0
636041,195003,26558,10613,6800,30257,27195,16135,1250602,742810,119369,24837,10013,70491,62475,37448,6298,4927,848,2496,2336,6292,11031,7734,1
553484,114433,13622,9837,9357,10028,7657,7572,1291011,282005,28466,16863,16561,20351,12670,12643,119036,42466,2126,3957,2160,3197,3837,1915,1
763051,146876,46474,19527,10305,24128,15995,17363,1282056,405072,194155,68885,21570,65712,37043,47422,61896,12708,2502,4144,3421,3402,2651,2079,0
609309,266096,30318,29252,16252,26907,24962,16744,1293589,978877,110390,55914,30843,66073,38577,43695,68164,63085,999,5545,7076,3727,3578,5831,1
827230,236824,28264,24808,14709,47529,55002,21982,1458367,561780,62178,61168,32619,128055,169192,44227,128805,22008,5121,5160,1162,5016,3921,1297,1
1008293,148533,53194,21142,22650,41136,52510,41408,2134069,349591,102354,46526,43754,77625,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
632738,384758,58116,30292,14179,21743,15022,10575,1317516,1706168,170035,87642,28274,64871,38999,25711,116910,17820,8102,3957,2206,2909,1751,1371,1
812461,424869,92662,49382,31213,56643,48059,45222,1663993,1292544,315067,78663,72248,132322,82378,129020,286962,20181,16508,25736,15487,18252,21448,7124,0
727389,155766,93812,43225,27616,51637,41811,27614,1677578,414678,268209,97656,55016,157673,117029,70237,262966,12169,3313,11594,7653,3771,2925,7259,1
566180,169060,31774,40102,27366,40894,30375,33337,1521903,542967,71840,140096,91465,97199,72660,92489,47602,31872,8298,1702,1950,2554,6903,1989,0
792935,97312,17715,14770,13983,43776,31708,10254,2294070,269643,45412,36211,32713,164231,86897,25657,113977,18837,8319,1659,763,10054,9057,3510,0
1642826,258335,47832,11109,24032,35392,44137,20899,3242523,738491,134375,27757,54061,100945,116580,43849,82632,32766,7153,2397,2554,7205,3258,1320,0
1170084,126467,29237,19860,13312,30862,20746,11527,2822957,273811,35664,30963,18162,45926,46153,21623,527177,33804,20668,8651,6813,15662,4088,6674,0
726476,107411,27502,27566,12947,32256,23143,20928,1615663,151299,50851,48165,21607,53232,44187,40576,105705,62410,7598,5489,1380,9075,7779,11202,1
571063,79768,26429,5686,7708,14059,7228,5907,1008209,190970,96305,8951,12634,29661,22578,14698,151318,18307,1618,1370,3639,3193,1563,978,0
699192,236492,47441,35704,35922,72546,33841,35074,1114101,601465,148533,66220,83746,162752,65917,66110,198727,42215,3755,2936,1994,8467,9908,3592,1
593075,158517,45717,14311,16466,41012,40744,14204,1088618,392634,173985,31540,32358,140008,110132,28601,114095,15587,1215,2138,5106,6881,4756,2606,1
1332466,396533,45418,25723,33562,60109,69106,36129,2241701,725591,70392,39333,65045,96777,174623,60932,703670,48467,7188,12056,6093,31285,8770,8549,0
775143,90054,19794,8561,15856,14667,14661,7215,1074987,155582,36793,22163,24776,22995,35279,12639,131421,41657,1365,2647,2807,4001,4073,3439,1
789521,369756,39772,46732,37784,27437,27731,21371,1820337,1012263,166326,164213,113201,63039,52803,42176,317024,34385,1375,5836,10003,7100,13558,8337,0
693123,214830,26998,20891,15714,26163,31334,17084,1145378,383433,49306,72173,37264,33905,50269,34567,428554,123906,10546,5684,6856,22394,14815,7631,1
1543445,148583,56189,33831,18092,25792,36413,12729,2010144,281942,174813,108190,27067,58943,92361,23954,1281412,69539,17909,6870,11001,9595,17155,8267,1
1147416,148918,69054,36214,16832,51771,31793,33661,1676518,424569,150730,93126,43094,83202,58034,65777,84142,26075,7628,882,2184,3728,5059,1807,1
103772,37474,9280,17277,16799,25494,19581,11374,244414,129546,16048,33716,53520,49007,51024,24613,5728,3893,2452,5579,2946,6113,5880,3396,1
1601820,252717,29450,29906,28812,48307,43511,28879,2469685,474237,53173,73170,51059,160594,103242,64420,761433,30085,17146,6694,17009,10791,17412,6608,1
796788,154896,38252,11850,21143,52869,59237,15217,1345709,280458,129458,31626,58715,172024,223182,40234,50643,65363,7149,2012,1376,4710,1909,1572,0
1114579,389084,52068,48750,39048,63181,76604,35381,1633334,647127,85542,124299,56650,104542,115855,50963,697753,192330,7740,16135,22661,27769,35090,20267,1
644169,128485,16344,17465,18361,33040,26095,16372,1290456,224874,22169,33265,29126,62550,48037,26775,125229,80758,1685,6919,9843,5671,5619,7212,1
632019,57547,13360,10476,8745,10751,17984,6612,1031593,72482,37131,23539,15738,20140,23842,13504,384105,42850,4720,3718,2835,7017,7907,2229,0
673537,103950,27563,17523,22253,18749,16691,11128,1706517,387595,82294,50924,58136,34913,31513,18306,10917,6309,2657,668,1639,3588,2016,1520,0
957215,194792,53936,60552,17040,45617,93316,26735,1754080,549450,154490,182795,43958,84831,222314,89549,230455,28330,5322,8155,2493,7908,8902,5716,1
759210,139968,23122,19091,12759,28912,16862,12833,1187722,466282,46875,68402,36557,83221,36540,28966,360518,2281,2644,2303,2580,5509,4077,2691,0
792828,128643,31159,16750,11155,16920,18495,7943,2855119,184055,48654,32122,19270,37954,66340,9977,119599,93962,11201,3440,3480,7621,3470,2626,0
693294,112127,25190,16576,17825,23443,15429,14160,1576177,259827,58567,45576,35160,44627,29160,31556,64629,30529,460,564,5732,8504,3787,5802,1
1334752,314998,68842,38087,30392,44593,75624,45106,2317883,664392,136452,95374,53563,103274,181060,128016,253624,39733,5282,5031,3897,3995,1846,1500,1
666130,85529,18396,32366,14965,21855,25855,11814,1050627,144453,50129,116609,26985,53028,81014,30752,389903,23514,2925,4081,7186,4909,8173,4106,0
340577,92311,8957,18459,10545,24483,12356,13883,570536,151284,17519,38269,21088,65826,21712,30358,76536,11955,2501,2648,2858,3873,3749,3155,0
863203,189609,24459,18250,20406,27089,22093,16128,1232644,700420,49817,62579,35160,80262,73947,38457,7903,25853,10423,2262,5207,5969,1739,1901,1
474223,97723,23681,18297,8624,16117,15043,11496,1020689,236615,70747,70105,24408,31631,29271,18432,115287,13468,3599,2038,1218,4472,3234,2107,0
531338,76218,12762,13644,15738,23027,19914,11876,1692107,213399,24503,18971,30206,33583,45924,25393,6886,11047,7223,4755,7550,5228,5626,3002,1
788301,76226,16099,12224,9965,11816,15880,8296,1003707,153630,34224,32549,24816,18895,39550,15723,316306,26522,1752,3924,900,3684,5173,1998,0
379759,58312,33867,11363,11724,25549,18896,12103,768769,191870,87166,31515,29311,47665,44275,27029,150695,16563,3809,3357,2761,2127,1493,841,1
672649,176453,19617,24784,18864,29334,23108,13866,1398580,582886,51524,65047,36791,96112,60427,44959,187096,21560,1491,3366,2841,3667,658,833,1
761631,171378,15216,20850,8994,20049,14488,9550,1070817,502757,36865,54689,13517,41478,22917,15900,586423,15643,4463,1109,2995,10829,7131,2459,0
714618,130979,13345,12182,9782,19438,14040,9584,1714073,361178,31756,20890,15908,29738,25938,16502,162716,24945,4236,2300,2666,4747,3716,2628,0
510412,202258,50327,15026,10673,29842,27562,22702,1225580,765145,148297,33167,36790,48723,55419,53078,1443,6360,3933,3369,2348,5596,1992,2259,1
315756,140531,14376,12935,21606,28501,30686,13955,608614,261905,20604,22453,40520,43904,61643,25158,110606,24946,4034,3332,4730,8578,9612,9045,0
755406,88401,11538,11651,13431,29161,19067,13764,1266345,124447,28398,26563,26695,80210,48592,31292,242575,48542,2358,3683,5895,10391,8060,5901,0
738363,62573,18744,13555,7733,15410,11826,7744,1627457,140970,26062,18240,12868,42060,25015,12852,168792,24851,8962,8026,2960,5584,2199,1705,0
407844,155514,12234,30573,15007,36986,48577,14928,772777,377108,23698,104349,34133,56457,135055,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1140084,89491,14351,11413,19801,34757,22323,11111,1870505,169980,20792,24573,40216,85348,39078,27508,294393,11092,7930,932,8768,8406,8603,4413,1
859414,88245,38648,17542,26467,40461,38039,19279,1721916,343799,147814,26661,71433,65848,56224,35634,522160,12615,3242,6669,2221,10760,6222,4165,0
1050909,383022,115156,27944,41034,45350,56881,56278,1713407,1152291,312474,73235,70779,91721,124654,156165,507807,59876,42165,3758,23233,12240,35106,18063,1
731221,130996,24278,74615,38542,19929,25478,21342,1695007,255950,43549,278967,107762,31378,43835,35059,51968,5894,2842,1077,911,6393,1770,2034,0
471971,86366,43230,39513,36765,36657,44302,31005,937294,117921,99107,72632,74578,64168,72674,59394,40619,40774,8736,16800,9828,23821,22331,11013,0
1002948,170799,46469,33510,18957,41517,53383,19064,1813156,280454,104681,96573,37314,66659,105868,45244,190810,44283,8563,2941,7621,14827,12846,4360,1
316366,114253,6288,20914,9998,27189,18238,13069,480539,249068,14356,70901,17375,74577,37088,41897,153876,26556,3498,1462,1147,5072,3541,3898,1
1203468,140872,52630,17065,12902,25546,14944,14012,1754671,268563,101155,26690,29505,46291,28195,22732,808188,46554,11016,6294,4935,7724,4944,3913,1
240738,63286,12615,7342,12131,13616,14517,8815,525355,150758,22459,14582,27300,24634,36640,18103,5648,12925,1420,810,2640,7582,2949,3690,0
64430,46301,9319,10471,10362,18173,24439,15487,142325,115266,20699,24695,16325,36443,66758,31029,14987,20919,2103,1748,4422,4531,3358,2789,0
544203,125149,16244,12541,19562,14969,14973,8504,1545763,430844,29342,28345,47235,36755,44496,18438,47923,22219,5568,2988,815,2006,2061,1680,1
733810,148874,63035,17619,22971,34965,38510,21188,995915,324862,182228,50663,52134,59194,63313,48557,422416,38716,4944,5350,5899,6221,9591,5888,1
376639,126250,34926,18702,11909,29197,18656,9709,1291287,419848,84807,28201,29658,47497,31775,20749,25695,14687,3670,9390,4603,7037,8769,4646,0
121064,25768,11078,10149,15853,9765,9525,5575,263890,46742,34376,30833,45775,21991,25235,12897,7980,12330,3177,2202,2429,1146,817,1087,0
451736,64403,16128,11098,18090,20081,12163,13802,1766916,233202,61933,18754,33495,46534,22552,28224,5159,11381,2842,5414,1313,5170,4310,2402,0
583737,102357,18277,9785,18145,12998,10425,16691,1215692,233227,49040,22397,42020,27577,26276,61549,72496,8644,663,705,447,2229,2303,1334,0
707254,62721,16302,5907,7805,15660,19195,11931,1845111,182501,31668,7232,19699,46446,66743,28091,62588,14386,5132,4710,2490,3637,883,1210,0
636011,90497,19451,11092,11976,29410,17579,14479,2206666,258297,40749,27026,24080,58627,32870,26941,108213,4273,1403,2593,2049,7543,2858,3142,1
521141,87445,10093,10118,15927,10319,9473,4845,876715,150111,24560,14868,45149,18639,19068,9830,230676,17729,4513,2857,2276,1176,525,1117,1
130407,21985,6560,9304,15173,24701,16061,12894,552714,60788,12987,19193,39275,41896,34835,23704,4733,6718,1811,3472,3408,13719,6648,4521,1
741300,59525,11315,15558,9656,30543,15641,8527,3024414,174943,33124,63004,28549,75033,36833,16902,40299,9222,4193,565,2091,5041,4417,2808,1
393633,45472,17497,32375,13869,25481,8446,7983,1279650,88312,38222,120052,40667,53304,15711,12322,23654,17405,10163,5741,1924,12925,2325,3010,1
86356,31858,10508,13955,9693,30002,16644,8150,155013,81505,17680,19691,15498,56450,37430,14856,1349,10210,1699,4413,4064,12684,2554,2264,0
115737,32067,7313,3442,6543,8878,7979,4597,199785,116345,18863,8499,15476,22091,26849,11412,25351,7429,1335,475,1871,1291,1322,1099,1
284498,24928,5617,8601,6354,18040,18148,8633,571822,45591,9515,25879,14035,34129,31640,11960,3184,11160,3755,1152,2847,4663,4361,4524,1
857209,297945,51747,23562,27452,23620,21085,14572,1895072,811448,168097,38687,61970,34961,39507,32440,100763,81480,7769,2683,6829,7045,3661,3477,1
59461,12495,4011,4613,6158,6567,5773,3940,174636,27995,6983,10341,12481,15994,13336,9460,1771,4829,484,1324,1267,781,770,469,1
117901,91063,11511,15925,18710,29249,22893,18386,256100,213355,20280,29846,25616,65128,30973,33972,7616,6338,1472,993,4632,2619,1029,944,1
418500,115287,24819,19070,19014,24648,21622,12604,674188,209430,40917,42968,31244,44700,37090,19396,46079,25896,10891,5505,7571,7378,5853,5706,1
101250,30880,8675,4671,8912,8838,7218,7227,251090,93698,15045,11914,23989,16610,14245,21080,14316,7587,1938,1152,1145,2484,1289,1522,0
1047609,171483,62924,22502,40839,32957,24914,19331,2546183,348054,208702,40801,79462,60618,39778,33340,197025,39106,4918,3930,5951,5514,6888,4197,1
70126,23788,7747,7120,6151,13038,7918,7370,164282,50314,21325,11551,9174,41947,17955,22346,20662,4804,1026,3979,3635,2352,4368,1837,0
252664,37296,9327,6833,6096,7841,3583,3711,675370,91681,22072,12238,9393,15778,5069,8074,68129,17877,1541,3552,4290,2027,1285,520,0
452022,109088,17663,24761,14723,21341,16099,11039,1003522,229328,51888,51364,28132,45867,31678,18355,73844,28694,1693,11464,7767,5245,8895,3225,1
560872,237382,39532,34570,26856,14228,7370,5913,1982913,991449,131032,121068,110308,50807,13487,15626,20609,3491,685,2296,354,2225,1639,1231,1
