delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
48593,44609,6839,12369,13627,9068,9452,4868,177853,164264,14706,25991,23999,12236,17801,7195,5166,4905,1241,1752,7338,4209,1850,1637,1
352434,62130,19472,17457,8616,25987,21031,16311,764173,99488,49242,61493,20303,50196,45802,45102,44282,27601,2049,2521,3271,7695,8177,6179,0
1116433,212603,46385,32983,23492,33737,18798,9354,1521379,377187,127090,81519,39032,61217,45077,15924,24834,55581,5030,3691,4205,5990,1211,1113,1
767111,182597,24767,16502,16044,20635,15459,15513,2640395,772823,39587,33169,25257,44096,31128,31786,85621,10002,10553,2901,3947,6078,2857,3605,1
642248,124470,31802,18542,23204,14738,15360,11824,1282122,347429,74859,34790,45591,36581,27807,21828,39901,5187,5033,3366,4409,5811,2312,6165,0
326254,27535,7667,12938,16897,34428,31124,16846,1329114,52729,15188,42108,39613,59078,62872,26847,3492,7648,2668,3192,4169,12703,18270,8138,0
427284,137886,17064,11505,12114,22720,14512,10799,681767,288798,34622,19218,30479,60877,28513,22636,181425,36033,7096,6723,1858,4527,2258,1510,0
777687,386626,23887,51357,23591,43178,26651,20286,2068615,964680,51752,176628,59859,134007,65287,42905,269356,32386,4867,2642,3297,8738,7759,1848,0
1100815,285351,35100,47600,36789,37559,27364,19194,3109403,599301,65200,191651,63627,52627,65709,46728,113490,58981,17579,4542,8939,15944,3458,5333,1
708832,125558,19723,16962,10883,18562,11249,10327,1176062,405301,30746,33950,35403,38830,25948,27140,418217,11055,3532,31,1723,5813,2928,2650,0
488743,105898,21722,21395,17898,30358,34900,21290,1011247,195588,41967,35144,44966,56042,80699,45747,51463,19722,5660,8589,7379,8272,5352,7812,0
976975,242941,30152,25873,18337,27352,38069,24245,1450041,607436,84388,63069,32664,44558,84112,62134,613271,54003,4748,11675,1778,11273,11180,10584,1
895621,122507,28945,13203,20018,24318,29666,21560,2242841,232494,42048,43927,41857,41680,70171,48871,259068,45686,5108,2378,2590,12080,5562,3946,0
672202,195385,66735,17484,20212,32163,31395,19016,1615463,457544,167320,27438,53286,59797,53769,31682,124551,6451,2030,2398,4744,10672,7443,4289,1
482616,233251,34396,20967,17215,31015,29305,21295,1099834,780090,73694,35231,29712,54880,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
678944,139150,20949,18813,13154,63950,36686,31961,1457169,207940,43274,57576,22015,117711,91007,50164,347770,96667,2616,3857,5133,16919,10405,6984,1
601742,119447,38544,26403,16430,33717,26853,17030,1511140,243129,78370,58001,31713,67347,77142,32360,82924,24813,5498,10496,7833,12150,6609,5162,1
616145,180644,16698,6868,11900,39638,38665,14325,1300102,417535,38441,14257,22146,75948,101346,34400,78697,44059,2789,1522,4932,14508,7347,6011,0
491832,64059,26693,43712,18675,22525,22358,12596,886819,190144,93375,185645,71310,58357,51577,32327,167346,11915,3208,2861,2070,7031,9211,5199,0
297517,60001,17334,15567,21204,27850,23654,22043,751038,164916,32927,33521,39139,58823,60111,45331,26334,26202,2463,1693,721,3604,1690,2209,0
626798,61394,12243,8753,9623,21454,19815,10965,1713110,126494,24437,20524,22597,60402,53572,29096,69287,4162,1194,932,1307,2950,1772,2020,1
642088,78386,10035,14509,13709,21889,22158,14869,2696321,233615,24483,46205,36191,51127,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
499695,88559,18619,10237,17039,36082,29400,20632,1240897,141893,33310,15996,35679,68294,54775,38858,92264,15318,809,2985,1911,4453,4955,3099,0
685672,115104,14729,15275,6985,27774,12354,11205,1674310,227852,29239,65522,17725,79828,30403,39184,54923,21499,1909,1026,1858,3902,1371,1211,1
592354,97509,19678,11037,11393,27762,30198,13436,1243920,177421,29244,23183,18994,50526,79280,35620,137155,19448,1857,1941,1615,3149,1911,1035,1
382634,79149,15441,16897,11771,21596,22353,12148,1048629,179256,36689,51161,40744,53319,71902,23054,149395,33077,6473,3241,1360,7429,6994,4104,0
1087744,228340,56888,37071,34988,63085,60443,26212,1635314,331508,140074,70041,52411,83575,90006,41060,39586,33240,10538,11757,11997,44918,33187,16737,1
818834,183829,11847,14966,16472,24984,53946,18639,2125721,426494,30397,32148,38647,65090,157191,51020,64978,20350,4624,2276,2473,6462,4093,1753,1
576181,207211,38283,16955,18761,57101,35435,25322,1653987,364177,62983,32540,54540,121485,83874,52342,134066,55688,12846,5460,6790,13895,9368,7807,1
839859,200061,41579,33570,24903,52528,34658,20706,1853995,324198,90081,73178,50670,83887,51888,33206,152828,78391,12399,13290,3425,10940,11757,11482,0
943244,209431,38154,30406,38479,46830,45883,20921,2428398,466195,89981,67856,86921,102663,112130,41242,218952,95738,9725,4315,8549,19438,5640,6245,0
552552,169989,57528,37732,28440,46495,27543,25173,1893022,525629,130708,99896,44116,127153,53107,62281,12223,21079,7340,3803,18819,8530,7631,4881,0
