delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
397203,281433,121382,22862,54474,57822,39345,36883,79931,37562,6651,3069,780,4215,2530,1825,0
1323767,126980,18612,27022,23392,36294,23320,12975,4991,6281,1743,5718,4093,6154,7873,3226,0
2108310,302639,212254,82402,60501,190857,105259,57293,9091,12142,12361,10313,19395,43346,13950,27536,0
1303048,220670,39269,31109,10013,56719,44774,18794,6298,4927,1165,3258,2336,6292,11031,8322,1
794706,187993,28466,21289,16561,64822,74301,35183,68996,42401,2126,6184,2160,4217,4096,1915,1
1282056,405072,194155,68885,41332,65712,50224,47422,8730,21107,5635,2394,2148,9773,7810,9108,0
1695552,242673,106472,55914,27376,35133,69557,26425,68164,63085,999,5545,7076,3727,3578,5831,1
1208263,402176,62178,34507,32619,62219,169192,43622,128805,17768,3246,5160,1162,5016,3921,1297,1
2096036,446773,102354,18826,57700,121176,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
1317516,369545,80112,29596,37710,36342,22644,17708,23559,17820,8102,3957,2206,2909,1751,1371,1
1663993,1292544,315067,83484,72248,132322,82378,129020,149039,41327,6936,4234,1190,3521,3392,1616,0
2877453,539508,276150,114230,107468,157673,117029,75754,382587,81966,20415,27011,14572,8738,9953,11510,1
1521903,542967,84107,140096,91465,114290,72660,92489,6666,8887,14378,3615,5992,11372,14296,1989,0
2294070,929054,70038,36211,48137,164231,86897,26600,3013,10115,3795,1659,763,10054,9057,3510,0
3242523,269657,29127,14254,54061,100945,116580,43849,79321,4434,2297,2397,2554,7196,3258,1320,0
2822957,370847,106518,73661,52359,93404,69212,81303,583564,33804,20668,6417,6813,15662,7427,9000,0
1615663,138840,18664,42533,28254,53232,44187,40576,2002,12433,4591,5489,1380,15813,7779,11202,1
1008209,190970,96305,8951,12634,22400,11963,14698,151318,5551,873,811,2167,2845,1646,978,0
2442935,601102,148533,56892,83746,162752,79803,88294,184516,79642,11535,6985,11003,7655,16446,4974,1
1088618,392634,15988,12792,26068,140008,59207,28601,63817,9318,1215,2138,2931,5797,3898,1926,1
2241701,725591,70392,39333,65045,96777,76410,60932,313682,4338,3126,3309,6093,6843,4264,1769,0
1074987,155582,33479,28136,47694,41155,42050,23447,131421,41657,1365,2647,2807,4001,4073,5189,1
1820337,532601,166326,28207,113201,42733,53163,36363,393484,34385,1375,5836,8789,7100,12353,8337,0
1145378,259655,49306,22250,16609,28867,50269,20557,428554,73384,10546,5684,9500,20233,16711,5097,1
2010144,281942,174813,108190,21320,58943,92361,23954,128634,55761,14100,8516,8362,14049,15951,6363,1
1676518,158940,105719,93126,10629,83202,58034,65777,43330,26075,2930,882,1345,3728,5059,671,1
95596,29438,8954,33716,53520,33560,18831,13945,4877,3893,1462,5579,2946,6113,5880,3663,1
2469685,220881,37244,35820,77839,53457,63204,26644,4916,30085,7885,4904,4970,10791,17412,6608,1
1286550,230293,13509,31626,58715,65671,47640,27204,50643,30473,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,50297,56650,104542,115855,50963,70200,8024,5750,11069,8774,24755,7609,8746,1
1290456,224874,24410,26549,29126,62550,48037,38990,7239,7896,6544,6919,11031,29012,30413,17591,1
798615,104692,37131,25530,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,3968,4394,0
1526344,278203,41862,27263,41701,37603,38735,26580,4208,6151,2657,668,1639,3588,2016,1520,0
1556926,267669,154490,84733,43958,84831,150618,89549,2447,4326,5322,4601,2493,7908,5554,5716,1
1942513,102930,46875,8549,33356,68575,33261,19718,72207,2281,2365,2303,2580,5509,4077,2691,0
2855119,184055,42015,32081,19270,37954,66340,45003,119599,6201,12519,3122,1959,6235,3001,2626,0
3075674,259827,163732,90271,101500,75364,46255,65424,21006,37711,6203,12150,9704,22709,13575,9795,1
2317883,664392,103445,65312,40401,103274,57263,50341,50381,22991,5282,5031,3510,3995,1846,1500,1
718724,144453,50129,116609,26985,99315,81014,48413,67843,23514,2925,4081,8198,4909,13633,5203,0
570536,151284,17519,38269,36129,65826,62335,30358,150547,45684,643,5369,6628,15433,12216,8628,0
1931498,700420,32712,24360,44359,80262,73947,38457,16798,20150,8519,4263,5207,5969,1739,1901,1
1067448,202664,24477,29528,22291,61646,42631,35079,205109,13468,3599,2848,1218,4472,3234,2107,0
2001797,276161,105048,44649,19326,72761,56396,26980,43090,20429,1480,722,990,4646,1718,1368,1
1003707,248621,34224,42193,24816,27015,56541,29164,270813,26522,9546,5705,1771,9583,8182,1998,0
768769,116245,52770,25149,20350,24619,17221,17943,6586,19031,4943,3357,2761,2127,1493,841,1
1572596,582886,51524,19970,36791,96112,60427,44959,181453,21560,1491,3366,2841,3667,658,833,1
2608738,280026,80790,99540,28036,135347,30367,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
1813011,423600,115058,41785,103728,45580,54038,86518,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,503235,148297,27470,66254,97519,88941,33035,27613,18385,3535,2246,2259,2223,1992,1136,1
744495,261905,39121,42641,40520,76395,68476,34339,15129,26820,14345,3332,11603,24382,14479,9773,0
1266345,167535,28398,26563,35464,82838,50835,68913,242575,76452,2358,3683,9924,13316,8060,6614,0
1627457,140970,26062,27994,80371,45817,37663,37458,9022,3680,12527,9404,7596,8188,6750,5865,0
516088,198754,41485,43306,21740,56457,35812,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,655765,18856,59858,53689,85348,42588,39172,294393,11092,7930,932,8215,7801,5730,5670,1
842330,21515,23814,18037,26484,75918,56224,23330,12449,11776,3242,6669,2221,10760,6222,4165,0
1713407,293672,312474,39001,45975,58703,40449,54911,100805,4660,650,534,1179,2236,2114,1787,1
1695007,421328,58869,47028,48290,53912,65780,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,205865,99107,72632,74578,64168,72674,59394,177646,16458,11001,5857,5268,13311,7379,5267,0
1813156,280454,104681,96573,41493,66659,105868,45244,11671,4289,9773,4839,5387,7713,5471,6413,1
436933,65835,17420,12535,17033,58115,33536,7974,144613,26556,3498,1462,1147,4864,3541,1072,1
