delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
633509,94775,38020,8997,9380,21848,12895,12023,1809850,212071,121382,12560,28665,57822,29081,36883,187307,37562,4345,5173,780,4215,2530,1825,0
1567193,467454,19262,37920,19927,30205,27058,25915,1963393,1525301,28822,113190,47757,52613,50621,64872,1197209,101750,1743,5718,4093,19751,13146,12688,0
1656409,278255,82503,54272,42922,78102,44921,26853,2790611,345941,212254,82402,60501,190857,105259,57293,453985,171043,22299,21104,24248,23743,13474,8004,0
655763,208908,32907,12452,7917,35029,31236,18088,1250602,742810,119369,24837,10013,70491,62475,37448,6298,4927,848,2496,4200,6292,12163,7734,1
640277,130984,16497,10750,11156,11481,8547,8987,1291011,282005,28466,16863,16561,20351,12670,12643,119036,42466,7334,3957,6303,3197,3837,4428,1
862569,131185,55799,23039,10725,27717,17389,19427,1282056,405072,194155,68885,21570,65712,37043,47422,61896,12708,2502,4144,3421,3402,2651,2079,0
679360,316849,37648,35179,18547,32702,30308,19472,1293589,978877,110390,55914,30843,66073,38577,43695,68164,80714,4319,11917,9175,12264,13824,9992,1
1001837,290528,34050,29720,18095,58157,67772,27153,1458367,561780,62178,61168,32619,128055,169192,44227,231104,67430,13373,5786,11897,18103,16703,9556,1
960523,164309,60001,24528,25032,42524,57542,47494,2134069,349591,102354,46526,43754,77625,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
761695,457337,52617,35220,12625,22705,13591,8792,1317516,1706168,170035,87642,28274,64871,38999,25711,430268,17820,8102,3957,2206,2909,1751,1371,1
943835,504847,109878,55294,34756,64849,53526,53802,1663993,1292544,315067,78663,72248,132322,82378,129020,451064,20181,16508,25768,15487,18252,21448,7124,0
489842,91038,80683,29617,24788,25128,23006,16958,839133,203800,268209,57176,55016,48734,51832,40056,262966,12169,3313,11594,7653,3771,2925,7259,1
327249,160391,25730,38484,11342,31456,19804,25193,998349,542967,71840,140096,35313,97199,49038,92489,47602,31872,8298,1702,1950,2554,6903,1989,0
859954,103124,10791,16782,14005,52207,32583,10839,2294070,269643,14545,36211,32713,164231,86897,25657,113977,18837,8319,1659,763,12530,9057,3510,0
1242901,255505,53779,10323,16525,19004,26027,15162,2629744,738491,134375,27757,34359,42208,60181,34757,82632,32766,7153,2397,2554,7205,3258,1320,0
756866,149633,31380,22077,14937,34662,14395,12159,1255862,273811,35664,30963,18162,45926,26088,21623,527177,62101,23739,8651,13044,20143,4088,6674,0
664434,118661,29711,23824,10782,36367,24171,21133,1615663,151299,50851,48165,21347,53232,44187,40576,105705,75422,7598,5489,1380,9075,7779,11202,1
676000,95133,32632,6765,8209,16776,7930,7139,1008209,190970,96305,8951,12634,29661,22578,14698,176685,51114,3764,4259,3639,5865,1563,3653,0
695620,240449,52439,30407,23966,72284,33810,32922,1114101,601465,148533,66220,47781,162752,65917,66110,198727,42215,3755,2936,1994,8467,9908,3592,1
711168,194250,56843,17354,19306,47663,48764,17045,1088618,392634,173985,31540,32358,140008,110132,28601,114095,86883,13134,4038,5992,6881,4756,2606,1
1105157,322582,39175,22321,25691,50942,67280,33403,1593224,725591,61820,38148,44755,81080,174623,60932,703670,48467,7188,12056,6093,31285,8770,8549,0
700182,102153,22947,8166,14791,13029,9506,5859,990266,155582,36793,22163,24776,22995,20178,6941,131421,58991,1365,2647,2807,4001,4073,3439,1
531817,329045,8133,55461,18930,23613,25922,20179,875883,1012263,17184,164213,37060,63039,52803,42176,317024,34385,1375,5836,10003,7100,13558,8337,0
580060,237561,31112,24384,16952,27105,32848,19447,727868,383433,49306,72173,37264,33905,50269,34567,428554,149763,18194,5684,6856,22580,14815,9550,1
1608953,115243,61202,38765,19865,24953,40975,13023,2010144,135230,174813,108190,27067,58943,92361,23954,1336939,69539,17909,6870,12560,9595,17155,8267,1
1413234,179629,84411,45048,20494,63782,38476,41624,1676518,424569,150730,93126,43094,83202,58034,65777,1219530,50577,32415,4995,7532,12327,8472,11549,1
105816,44057,10987,20202,20263,30339,23006,13145,244414,129546,16048,33716,53520,49007,51024,24613,5728,3893,6626,11648,2961,10669,10193,3396,1
