delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1145378,383433,49306,72173,37264,33905,50269,34567,428554,73384,10546,5684,9500,20233,16711,5097,1
2010144,281942,174813,108190,27067,58943,92361,23954,128634,55761,14100,8516,8362,14049,15951,6363,1
1676518,424569,150730,93126,43094,83202,58034,65777,43330,26075,2930,882,1345,3728,5059,671,1
244414,30596,12322,33716,53520,33560,18831,13945,4877,3893,1462,5579,2946,6113,5880,3396,1
2469685,474237,37244,73170,77839,160594,103242,64420,4916,30085,7885,4904,4970,10791,17412,6608,1
1345709,280458,30517,31626,58715,172024,223182,40234,50643,30473,7149,2012,1376,4710,1909,1572,0
1633334,647127,85542,124299,56650,104542,115855,50963,70200,8024,5750,11069,8774,24755,7609,8746,1
1290456,224874,24410,26549,29126,62550,48037,38990,7239,7896,1685,6919,9843,18122,5619,7212,1
798615,104692,37131,25530,15738,20140,23842,13504,65927,9531,902,2098,2835,5030,3968,4394,0
1706517,387595,82294,50924,58136,37603,38735,26580,4208,6151,2657,668,1639,3588,2016,1520,0
1754080,549450,154490,182795,43958,84831,222314,89549,2447,4326,5322,4601,2493,7908,5554,5716,1
1942513,466282,46875,68402,36557,83221,36540,28966,72207,2281,2365,2303,2580,5509,4077,2691,0
2855119,184055,48654,32122,19270,37954,66340,45003,119599,6201,12519,3122,1959,6235,3001,2626,0
3075674,259827,163732,90271,101500,75364,46255,65424,21006,30529,6203,564,5732,8504,5688,5802,1
2317883,664392,136452,95374,53563,103274,130928,128016,50381,22991,5282,5031,3510,3995,1846,1500,1
718724,144453,50129,116609,26985,99315,81014,48413,67843,23514,2925,4081,7816,4909,8173,4106,0
570536,151284,17519,38269,36129,65826,62335,30358,150547,45684,643,5369,6057,15433,6456,8628,0
1931498,700420,49817,62579,44359,80262,73947,38457,16798,20150,8519,4263,5207,5969,1739,1901,1
1067448,236615,70747,70105,24408,61646,42631,35079,205109,13468,3599,2848,1218,4472,3234,2107,0
2001797,276161,105048,44649,30206,72761,56396,26980,43090,20429,1480,722,990,4646,1718,1368,1
1003707,248621,34224,42193,24816,27015,56541,29164,270813,26522,9546,5705,1771,8259,8182,1998,0
768769,191870,87166,31515,29311,47665,44275,17943,6586,19031,4943,3357,2761,2127,1493,841,1
1572596,582886,51524,65047,36791,96112,60427,44959,181453,21560,1491,3366,2841,3667,658,833,1
2608738,280026,80790,99540,28036,135347,30367,34717,586423,15643,4463,1109,2995,10829,7131,2459,0
1813011,423600,115058,41785,103728,45580,54038,86518,162716,24945,4236,2300,2666,4747,3716,2628,0
1225580,503235,148297,27470,66254,97519,88941,53078,1443,6360,3535,2246,2259,2223,1992,1136,1
744495,261905,39121,42641,40520,76395,68476,34339,15129,24946,4034,3332,4730,8578,9612,9451,0
1266345,167535,28398,26563,35464,82838,50835,68913,242575,76452,2358,3683,7507,13316,8060,5901,0
1627457,140970,26062,27994,80371,45817,37663,37458,9022,3680,8962,8026,5526,7235,6750,5865,0
772777,377108,41485,104349,34133,56457,37861,29506,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,655765,20792,59858,53689,85348,42588,39172,294393,11092,7930,932,8215,7801,5730,5670,1
842330,41785,34704,18307,26484,75918,56224,23330,12449,11776,3242,6669,2221,10760,6222,4165,0
1713407,311551,312474,39001,45975,58703,45568,54911,100805,4660,650,534,1179,2236,2114,1787,1
1695007,421328,58869,278967,107762,53912,65780,35059,51968,5894,3608,1077,911,6393,1770,2034,0
937294,205865,99107,72632,74578,64168,72674,59394,177646,16458,8736,5857,5268,13311,7379,5267,0
1813156,280454,104681,96573,41493,66659,105868,45244,11671,4289,8563,4839,5387,7713,5471,4360,1
436933,249068,17420,12535,17033,58115,33536,7974,144613,26556,3498,1462,1147,4864,3541,1072,1
