delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
397203,281433,121382,22862,54474,57822,39345,36883,79931,37562,6651,3069,780,4215,2530,1825,0
1784406,1525301,27872,113190,47757,52613,50621,64872,4991,6281,1743,5718,4093,6154,7873,3226,0
2108310,302639,212254,82402,60501,190857,105259,57293,9091,12142,12361,10313,19395,43346,13474,8978,0
1303048,742810,119369,31109,10013,70491,62475,37448,6298,4927,1165,3258,2336,6292,11031,8322,1
794706,187993,28466,21289,16561,64822,74301,35183,68996,42401,2126,3957,2160,3197,3837,1915,1
1282056,405072,194155,68885,41332,65712,50224,47422,8730,12708,5635,2394,2148,9773,7681,9108,0
1695552,242673,106472,55914,27376,35133,69557,26425,68164,63085,999,5545,7076,3727,3578,5831,1
1458367,561780,62178,61168,32619,128055,169192,44227,128805,17768,3246,5160,1162,5016,3921,1297,1
2134069,446773,102354,31870,57700,121176,124470,120545,81124,45091,1557,1917,3270,14920,3358,4159,0
1317516,1706168,170035,87642,37710,64871,38999,25711,23559,17820,8102,3957,2206,2909,1751,1371,1
1663993,1292544,315067,83484,72248,132322,82378,129020,149039,41327,6936,4234,1190,3521,3392,1616,0
2877453,539508,276150,114230,107468,157673,117029,75754,382587,66217,20415,19279,14572,8738,9953,9009,1
1521903,542967,84107,140096,91465,114290,72660,92489,6666,8887,8298,1702,1950,11372,6903,1989,0
2294070,929054,70038,36211,48137,164231,86897,26600,3013,10115,3795,1659,763,10054,9057,3510,0
3242523,269657,44463,14254,54061,100945,116580,43849,79321,4434,2297,2397,2554,7196,3258,1320,0
2822957,370847,106518,73661,52359,93404,69212,81303,527177,33804,20668,6417,6813,15662,4088,9000,0
1615663,138840,50851,42533,28254,53232,44187,40576,2002,12433,4591,5489,1380,9075,7779,11202,1
1008209,190970,96305,8951,12634,29661,22578,14698,151318,5551,873,811,2167,2845,1646,978,0
2442935,601465,148533,66220,83746,162752,79803,88294,184516,79642,11535,6985,11003,7655,16446,4974,1
1088618,392634,24267,21047,26068,140008,59207,28601,63817,9318,1215,2138,2931,5797,3898,1926,1
2241701,725591,70392,39333,65045,96777,76410,60932,313682,4338,3126,3309,6093,6843,4264,1769,0
1074987,155582,36793,28136,47694,41155,42050,23447,131421,41657,1365,2647,2807,4001,4073,3439,1
1820337,1012263,166326,164213,113201,63039,53163,42176,317024,34385,1375,5836,8789,7100,12353,8337,0
