delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
397203,281433,49271,22862,54474,50092,39345,33412,79931,40488,7012,3069,8566,15844,14109,7421,0
63570,33355,12115,27022,23392,36294,19569,6486,4991,6281,1794,6624,5395,6154,7873,3226,0
1516971,191932,125316,60282,40390,93962,58082,48652,9091,12142,12361,10313,19395,43346,13950,27536,0
1303048,220670,39269,31109,9180,15660,44774,16537,257029,9976,1165,3258,2336,10096,11031,8322,1
448257,187993,19655,21289,8652,64822,74301,35183,68996,42401,2126,6184,2160,4217,4096,1915,1
364983,209638,36475,38897,41332,27581,50224,10195,8730,21107,5635,2394,2148,9773,7810,9108,0
1695552,242673,106472,16995,27376,29430,69557,26425,329106,63085,999,5545,7076,3727,3578,5831,1
671158,45816,5121,10769,9443,35711,16683,12395,128805,17768,3246,5160,1162,5016,3921,1297,1
2096036,446773,30352,18826,57700,121176,63529,49116,1199373,85431,19753,7507,13124,35585,32380,17062,0
116910,369545,80112,29596,37710,36342,22644,17708,23559,18231,9488,10538,20397,15817,14123,9921,1
1279363,104958,41052,83484,17042,40619,26208,12480,149039,41327,6936,4234,1190,3521,3392,1616,0
2877453,539508,276150,114230,107468,157673,117029,75754,1677578,178984,146330,27011,29249,119194,98893,56060,1
1521903,203736,84107,50841,91465,114290,72660,65916,6666,8887,50910,11246,28539,31877,19487,21615,0
553985,929054,70038,35794,48137,86371,40620,26600,3013,10115,3795,6722,13895,10054,28211,7913,0
3242523,269657,24043,14254,54061,100945,116580,43849,79321,4434,2297,5015,4878,7196,3279,1353,0
2822957,370847,106518,73661,52359,93404,69212,81303,1090811,33804,20668,6417,6813,15662,36085,9000,0
974643,62410,18664,42533,28254,34697,38941,20108,2002,12433,4591,13184,11440,15813,15236,12865,1
615453,70895,11729,7987,9025,19215,11963,7047,151318,5551,873,811,2167,2845,1646,978,0
2442935,601102,27448,56892,83746,73596,79803,88294,184516,127508,11535,6985,11003,7655,16781,12487,1
628030,15587,9829,8652,8366,19311,8665,7943,63817,9318,1215,2138,2931,5797,3898,1926,1
2241701,692336,70392,39333,65045,96777,76410,47035,313682,4338,3126,3309,7530,6843,4264,1769,0
1074987,68904,28068,28136,47694,41155,42050,23447,187081,41657,3369,10141,12206,20756,5545,5189,1
1820337,532601,166326,28207,113201,42733,53163,36363,605670,61646,8193,11815,8789,18561,12353,8588,0
1145378,199255,24390,22250,16609,28237,25279,14064,492770,73384,10546,6920,9500,20233,16711,5097,1
1281412,281942,36137,28110,21320,34772,24113,19745,128634,55761,14100,8516,8362,17920,15951,6363,1
1001912,49114,7628,11899,6938,23504,24449,7351,43330,26075,2930,882,1345,3728,5059,671,1
95596,29438,7685,17792,17060,16201,18548,5087,4877,4809,1462,5579,2946,6113,5880,3663,1
761433,189554,37244,34707,77839,53457,63204,26644,4916,32253,7885,4904,4970,10791,17412,14489,1
1286550,230293,13509,31626,58715,65671,47640,27204,84691,30473,9563,11424,4203,9852,10496,4371,0
1369678,647127,85542,22904,22661,57885,98056,50963,70200,8024,5750,11069,8774,24755,7609,8746,1
1290456,91016,24410,21908,29126,49846,33262,38990,7239,7896,6544,9133,13638,29079,30413,26775,1
666427,104692,21199,25530,15738,12011,7907,6642,65927,9531,902,2098,4976,5030,3968,4394,0
1526344,278203,41862,27263,41701,37603,38735,26580,4208,6151,8376,8369,16304,16784,19539,9500,0
883455,45627,28481,21125,13623,20183,18783,10719,2447,4326,7047,4601,6393,7908,5554,5716,1
1942513,102930,30897,8549,33356,68575,33261,19718,72207,2281,2365,2303,2580,5509,4077,2691,0
1161354,97950,36650,32081,12377,27003,26922,45003,200246,6201,12519,3122,1959,6235,3001,2626,0
3075674,207640,163732,90271,101500,75364,46255,65424,21006,37711,18473,15932,12378,22709,13575,16355,1
253624,142611,25898,19718,26546,13609,7841,8977,50381,22991,5282,5031,3510,3995,1846,1500,1
718724,144453,50129,116609,24642,99315,81014,48413,67843,68564,10226,16770,16138,28333,17454,30752,0
382689,110817,17519,30728,36129,65826,62335,30358,150547,45684,643,5369,6628,25225,21712,8628,0
1931498,73080,21455,24360,44359,50424,39361,28531,16798,20150,8519,4758,6543,9892,7812,12031,1
1067448,202664,24477,29528,22291,61646,42631,35079,290249,39014,9787,7419,5112,19532,17455,13404,0
2001797,276161,105048,44649,13747,72761,56396,26980,100733,20429,1480,722,990,4646,1718,1368,1
1003707,248621,34224,42193,24803,27015,56541,29164,270813,121112,17715,8068,2733,9583,8284,6640,0
768769,116245,52770,25149,20350,24619,17221,17943,6586,19031,10149,9113,8670,10082,9469,4098,1
1572596,42087,22564,16067,20800,8507,8043,3607,181453,21560,1491,3366,2841,3667,658,833,1
2608738,280026,80790,99540,28036,135347,30367,34717,655931,93208,36865,15976,13517,16655,8073,9820,0
1813011,423600,115058,41785,103728,45580,54038,86518,317883,132386,11612,4090,6860,29738,25938,8918,0
510200,503235,110315,27470,66254,97519,88941,33035,27613,18385,3535,2246,2259,2223,3924,1136,1
744495,261905,39121,42641,34805,76395,68476,34339,15129,26820,14345,11268,12346,43904,22056,15978,0
792383,167535,20595,26563,35464,82838,50835,68913,242575,76452,7435,14385,17134,13316,8060,9025,0
998415,86938,24155,27994,80371,45817,37663,37458,9022,3680,12527,9404,7596,8188,6750,7316,0
516088,61438,41485,43306,21740,33646,35812,16569,124801,44495,6347,18275,1348,12230,8192,7335,0
1316471,655765,18222,59858,53689,31114,42588,39172,697095,20786,7930,932,8215,7801,5730,5670,1
842330,18415,23814,17029,26484,75918,22885,23330,12449,11776,3242,6669,2221,10760,6222,4165,0
507807,59876,77654,17082,34171,28792,35106,18950,100805,4660,650,534,1179,2236,2114,1787,1
1449111,421328,58869,40245,42136,53912,65780,22440,51968,5894,3608,1077,911,6393,1770,2034,0
298927,205865,71566,46745,27754,31096,56499,58544,177646,16458,11001,5857,5268,13311,7379,5267,0
1813156,280454,104681,26962,41493,61653,49143,14954,11671,4289,9773,4839,5387,7713,5471,6413,1
289851,59306,17420,10990,3873,58115,23225,6151,144613,26556,3504,1462,1147,4864,3541,1072,1
