delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1692219,186900,6815,33568,8262,28032,23672,25476,1809850,287068,9285,54576,12669,35713,31897,45226,1574588,86733,4345,12560,3855,20351,15447,5726,0
1075238,58687,14838,9796,6888,10658,11095,6888,1963393,101750,28822,18086,12532,20792,21145,13128,187084,15624,855,1506,1245,524,1046,648,0
1888408,178088,41865,18593,13233,14540,18028,6440,2790611,345941,70831,33082,24248,23743,32920,8004,986205,10235,12900,4104,2218,5337,3136,4877,0
652332,41666,3173,3031,10846,8157,20526,7564,1250602,68043,5499,3567,17492,9699,30153,7734,54063,15290,848,2496,4200,6615,10900,7395,1
1033708,165477,17368,12210,10094,10011,6499,7629,1291011,282005,19996,16863,14958,14502,7374,12643,776406,48949,14740,7558,5231,5520,5625,2616,1
274103,138816,2312,20605,26252,27568,20950,12533,486311,224101,2502,37067,49084,51734,39250,22987,61896,53531,2123,4144,3421,3402,2651,2079,0
656061,505138,55646,26961,17693,37246,21197,24641,699624,978877,110390,49604,30843,66073,37685,43695,612498,31399,903,4319,4544,8419,4709,5587,1
485519,86494,23642,14278,12226,15666,16165,9040,739934,130728,33912,17422,15421,18103,16703,9556,231104,42260,13373,11134,9032,13229,15627,8524,1
588051,114246,53538,33851,16391,23097,16600,12801,616792,161594,78934,46526,16481,30976,18774,14388,559310,66898,28143,21177,16302,15218,14427,11214,0
215875,46880,14094,23312,22343,29801,19665,15162,430268,85046,17533,40956,28274,42988,29260,24665,1483,8715,10656,5668,16412,16614,10071,5660,1
251584,28745,14860,19514,13320,11794,15426,5137,451064,37310,16508,25768,16967,18252,21448,7124,52104,20181,13213,13261,9673,5337,9404,3151,0
1011547,120253,28743,24341,18529,15537,11334,5649,1760129,228338,54174,37089,29405,27304,19743,7259,262966,12169,3313,11594,7653,3771,2925,4039,1
427871,116096,21169,28418,13342,9304,8215,4840,784551,200320,33932,48314,24570,16054,8980,6447,71192,31872,8406,8523,2114,2554,7451,3234,0
574685,114135,40170,34699,37164,33844,32728,22782,883452,191483,65796,54717,68205,49327,55020,39715,265919,36787,14545,14682,6123,18362,10437,5850,0
1882326,590863,77866,47685,37662,54383,57711,48426,2629744,738491,134375,67614,40965,66559,60181,62095,1134908,443235,21358,27757,34359,42208,55242,34757,0
644419,105836,24943,25929,22550,45762,26870,11491,1255862,155676,30572,43208,32057,61075,27652,16309,32976,55996,19314,8651,13044,30450,26088,6674,0
478941,122326,27022,26410,15646,30848,24507,13064,542840,151299,47631,48165,21347,39036,32080,18955,415042,93354,6414,4656,9945,22661,16935,7173,1
567939,43910,2149,5765,3552,7015,2450,3539,793376,51114,3764,5769,4491,9178,3337,3653,342502,36706,535,5762,2613,4852,1563,3426,0
268639,24976,2193,2956,3526,6346,7081,2647,338551,42215,3755,2976,5059,8467,9908,3592,198727,7738,631,2936,1994,4226,4254,1703,1
696355,129987,104217,34453,27114,40733,67287,21270,736201,180116,173985,37367,32358,52340,110132,23341,656509,79858,34449,31540,21870,29126,24442,19200,1
1154183,250165,17346,32777,25920,31960,96967,31051,1408978,332136,26215,40591,26640,50136,174623,50513,899388,168195,8478,24964,25201,13784,19312,11590,0
1430796,182833,49390,20071,28812,34314,34108,24019,1966329,241280,78627,36080,38364,57637,48039,41908,895264,124386,20153,4062,19261,10992,20178,6130,1
