delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
112202,90017,9016,4917,7439,7362,14479,4301,72432,15577,1194,2855,3455,2950,2121,2697,1
231727,44862,6195,17244,36191,32299,60891,46314,9777,8047,3161,3918,832,3093,1616,1375,0
1240897,141893,24764,14279,35679,34521,35065,25653,92264,68377,5883,5434,10277,15349,8226,4876,0
783982,85917,12085,4943,5644,14175,9399,4895,54923,42254,1909,3185,1858,3902,6329,1881,1
613534,177421,29244,23183,13382,50526,39363,10296,569964,88643,27034,9497,8868,11836,22920,9139,1
239773,42698,13424,11060,10685,19345,13969,16964,149395,33077,6473,3241,1360,7429,11574,4104,0
1635314,331508,140074,70041,38482,83241,90006,41060,1266801,264201,14528,11757,34701,57359,85819,22051,1
716597,426494,6793,21772,38647,65090,81090,27699,64978,20350,4624,2276,2473,6462,4093,1753,1
699409,364177,55436,22851,11641,121485,42315,52342,207857,201009,41687,11853,11031,31189,28185,27760,1
1853995,324198,90081,73178,31244,75393,47844,33206,619041,284757,47583,13290,13542,64370,30449,18683,0
2428398,466195,89981,67856,86921,102663,112130,41242,987295,124062,17547,17668,15307,51716,36336,37585,0
1893022,525629,130708,99896,44116,127153,53107,62281,674773,171367,111887,67461,40086,33698,15191,15125,0
