delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-877780,-204284,36969,10210,19630,8471,365,5744,241264,-188467,-13693,-2516,-1682,-6695,-7738,-1391,easy
-452322,295897,14537,-7960,31451,12704,-2539,-660,-947707,-90898,-21911,-25550,-17691,-2423,-1858,-5695,difficult
-1495271,-300112,-60164,-96920,-32508,-35791,-7644,-8873,-454403,101772,90423,-93060,-7225,-1933,1553,-3871,easy
-235583,-231703,-86835,-164379,-41516,-24696,-10101,-27716,-1241634,-256790,-168732,-184442,-63548,-24446,-10556,-25656,difficult
-822854,-245274,-88987,-25392,-28770,-24808,-9576,-5127,-767502,-184218,-76695,-24226,-29661,-6211,-4380,1556,easy
656390,18620,-6767,5964,-4167,-9484,-3691,-1135,1527177,48682,18569,11625,-4357,-3203,-4242,-1777,difficult
-92819,145923,7649,6827,12468,16698,5298,1327,-648540,-78491,-24906,-6186,-1890,-5056,-2515,-2842,difficult
-643977,-280290,-25157,-30055,-18295,-10564,-9940,-7654,-645261,-332621,-35442,-33717,-20790,-15621,-11396,-9150,difficult
-1089157,-473681,-7827,-68750,-35417,-22364,-14352,-11090,110977,-525874,-5858,-71697,-30485,-17084,-9881,-8282,easy
2244025,95269,132755,25216,18067,24324,7902,18641,-488247,-12841,-480,1874,3865,3678,1142,3245,easy
-1413211,-411376,-85613,1243,-17937,-12416,-20782,-51145,-2070419,-433655,-92801,-1633,-23760,-20310,-23018,-56242,easy
-965162,335317,-6520,33324,32707,4530,17047,9362,-1853903,-261258,-84974,-12618,-18764,-32467,-10221,-7139,easy
-443072,-113908,125,7678,338,-25,-5788,-837,-643117,-92518,33775,8272,540,696,-5334,7394,easy
-91769,130125,20464,-17021,-856,-6067,-21842,-3871,1478411,-104606,142146,-5837,23541,21204,-14751,11249,difficult
-591706,-150141,-46735,-54151,-14781,-15783,-10420,-13492,-139137,263620,38864,-35637,18673,-100,1033,3106,difficult
-109473,197422,77621,2064,-5029,13301,-2223,2222,-748388,-179038,-36365,-18352,-15810,-9904,-5361,-5669,easy
-467141,32701,33249,2583,-1581,-881,2309,-1119,-910447,-42400,-16656,-5430,-6391,-4019,-1125,-1746,difficult
-51090,-217537,-14436,3598,14741,12789,4665,3072,-96591,-247681,-15069,-3276,-3990,-5665,-4031,-3467,easy
208316,-99189,-10121,-2588,-3893,-4436,-1709,-1438,40138,31062,11729,7312,11689,16577,9069,2143,difficult
-360430,-53776,-27935,-8000,-2985,-13385,-4133,-9,74426,-8764,-38149,-230,29634,-788,623,3327,difficult
-752849,-213420,-32713,-12725,-16363,-9637,-10978,-13470,-687971,-179857,-27663,-9881,-10613,-8552,-10911,-11551,easy
1700175,41160,20150,30171,23466,12999,4929,20651,835287,-61472,25911,19681,26123,15831,3635,4326,easy
-87635,-75767,-16404,-16491,6203,-11174,-24598,-7004,263309,-24406,3802,-18688,3823,6817,-18682,4324,difficult
-591336,68681,-27939,5609,7165,38247,10783,17083,23349,122153,-3850,16158,9120,12763,22427,13689,easy
1221166,40293,22188,-3807,5103,5568,3436,-1249,-190350,21695,31087,6194,-362,4718,990,-2479,difficult
247091,-126201,160579,1248,-7197,-1298,-83297,-13174,-145717,-91297,13002,44904,-9197,-13440,-83479,-14115,easy
-777463,-76022,-63373,-23166,-10486,-27332,-23142,-8417,52841,75903,-1641,2871,-5713,-10426,-1205,6724,difficult
-1289504,38906,-29003,-134485,-51858,-72519,-20433,-30022,-361326,-79008,-49162,-151995,-59795,-82344,-36185,-31858,difficult
-45918,113974,-36138,30656,7071,11673,829,1624,-227426,196911,-59784,14641,1150,-7127,-2486,1611,easy
-482400,-190390,-32856,-2821,-16298,-24462,-35716,-10038,-441266,-355618,-60350,-53808,-40665,-31589,-42365,-7983,easy
130104,10471,-2929,-4079,-2910,-5093,-1448,-1174,96671,19356,4791,-3285,-1607,-1157,322,2562,easy
-1184050,-94683,-10954,-9505,-5970,-5294,-1822,-725,-1092808,-68582,-10161,-8375,-4264,-2360,-2427,24,difficult
