delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
-1155402,-53682,-34918,-30670,-38238,-19065,-22013,-5506,-1189429,-120366,-35443,-31658,-38139,-18204,-22773,-6045,easy
-1227403,31369,-14373,-18429,4833,-16554,-2832,-3148,-435645,-23152,-16464,-24358,573,-18193,-4253,-1582,easy
-279685,-63234,-6471,-6265,-13753,-9382,-9942,-4450,-206111,-68836,-8064,-6112,-14296,-9471,-9810,-4327,difficult
-150965,-118588,1054,-9029,-14068,-20828,-9994,-5417,-286083,-100269,41255,-7356,-2007,-17865,-8426,-4877,difficult
-181962,-138223,-63914,-7623,-23650,-12920,-17908,-14851,-779641,-151981,-80820,5061,-26322,18477,-7007,-8041,easy
36862,11752,14441,-2319,937,1369,572,-616,588161,-160,22114,-968,19869,8508,9731,5531,difficult
-167294,-13661,-7766,3022,-2365,-1181,-4011,-77,-116442,41515,-3296,-3904,2922,-204,-4766,495,easy
-61124,53313,-1515,2035,-787,5245,4089,2069,27383,50311,925,1215,14666,1847,2843,2302,difficult
1756035,24178,10680,10634,2780,14096,5328,-399,305303,37678,11851,157,6086,-434,-2300,-1617,easy
-294219,45645,-49212,-6154,-12230,-9067,-14738,-5626,-281656,-27103,-53142,-9262,-11107,-6622,-12563,-4457,difficult
-273094,-97561,5654,-4526,-14712,-2087,-1696,-4499,-285764,-148306,-697,-4593,-10252,-13271,-5598,-6039,difficult
636041,8209,20825,5551,1804,3137,4694,2673,-322754,-39077,-6008,-3539,-4011,-7333,-3181,-983,difficult
-389454,-14584,-10190,-7443,-9440,-10722,-3545,-2125,-341687,4238,2434,-585,-8627,-6015,-3192,-1973,easy
-868207,369395,3394,-15990,-19230,2463,1255,-2722,-1122437,-244859,8257,-14650,-3567,20076,1111,-332,easy
2296400,845037,167206,-3833,76060,38829,9951,20773,422509,-936,-13200,-28409,-20366,-11328,-7305,-3467,difficult
-217137,-50676,-5263,-66,-2763,-2357,-100,498,73201,-17876,3032,3253,-371,2235,-223,2420,easy
1040374,295837,70618,53490,52937,9806,-732,5349,-223635,-71592,-18532,-11248,1048,2055,-3089,586,difficult
790138,37519,9156,17967,3911,9662,1185,236,-70318,-11628,-2669,382,-416,14,451,-75,easy
-304845,-44069,-4770,-651,-1545,-1260,-1457,-968,-272553,-14689,-5365,-5490,-2852,1886,-913,-984,difficult
-78615,-26039,-14741,-5105,-4198,-3831,-4587,-2866,2526161,213183,71855,17133,6985,9546,6862,6114,difficult
