delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
304300-195925-951488-657750-125229-1290456-7239-107211,72316-145967-88352-224874-102474-80758-7896-91016,14806-16320-1685-21028-20521-22169-6544-24410,4760-33265-11461-26549-6919-9133-21908-12018,2124-20519-9843-11031-21290-29126-26125-13638,11503-5671-18122-62550-29012-49846-29079-31665,8991-14387-5619-48037-32023-30413-32731-33262,4949-10649-7212-19636-17591-26775-32502-38990,difficult,yes
2624744-1031593-416971-798615-384105-528815-65927-666427,521283-54638-42850-47765-72482-70004-9531-104692,13524-9912-5097-4720-37131-9943-902-21199,33038-23539-15040-6101-3982-3718-2098-25530,67197-6941-13167-5045-2835-15738-5080-4976,44512-9213-9620-20140-7768-7017-5030-12011,22890-22826-17176-23842-18173-7907-5745-3968,35813-2229-4990-13504-7877-4463-4394-6642,easy,yes
166839-10917-1706517-67492-257630-1325132-1526344-4208,21419-6309-387595-45459-15089-65298-278203-6151,2176-7150-82294-2657-3852-41862-22346-8376,5305-7183-50924-1578-668-27263-8369-14276,10448-7459-58136-1639-2332-41701-24465-16304,8385-34913-34502-3959-3588-16784-37603-21045,4191-24496-31513-2016-5895-19539-38735-22612,5269-14847-17791-3180-1520-18306-9500-26580,easy,yes
2532675-230455-1754080-1556926-361162-883455-159239-2447,560002-33100-549450-267669-95412-28330-45627-4326,67872-20137-82684-154490-5322-7047-28481-7989,91721-13714-182795-84733-13363-8155-21125-4601,34235-9087-22593-43958-2493-7072-6393-13623,45866-42617-70621-84831-22111-7908-20183-8775,49600-71133-222314-150618-8902-13613-18783-5554,65270-10820-17795-89549-9798-5716-10719-8112,difficult,yes
1642678-608211-360518-1187722-1033321-606278-72207-1942513,218889-87474-466282-52806-91000-2281-67749-102930,69390-25376-21311-19407-46875-2644-2365-30897,36010-15469-68402-4255-5029-2303-8549-7163,89877-11705-36557-9019-3937-2580-33356-10615,119598-21531-83221-11855-22447-5509-68575-25445,33556-12545-36540-7723-23428-4077-33261-11374,50235-16827-28966-8953-6729-2691-19718-4900,easy,no
29043-164439-624739-2855119-119599-200246-1161354-201703,38048-100687-93962-184055-166561-97950-34077-6201,19553-11201-48654-42015-17279-36650-18267-12519,14405-8564-32122-27033-12594-3440-32081-3122,46073-3480-13706-19270-14883-4437-12377-1959,37121-17480-7621-37954-11442-10105-27003-6235,21522-9649-5112-66340-7905-3470-26922-3001,33264-8631-9977-9635-8850-2626-45003-4344,easy,yes
44059-306803-998696-520166-1576177-64629-21006-3075674,27523-107310-30529-88563-259827-74407-37711-207640,1342-460-18050-6203-58567-42670-18473-163732,20445-8662-564-12150-45576-15932-18093-90271,15307-26154-5732-9704-35160-12378-25636-101500,32237-18293-8504-23085-44627-22709-26743-75364,28228-3787-5688-29160-24939-13575-15543-46255,15926-7296-5802-9795-31556-16355-28047-65424,difficult,no
1180852-1824656-1745785-531815-2317883-253624-116840-50381,190920-422452-390193-58220-664392-39733-22991-142611,269730-91894-136452-7138-103445-5282-5609-25898,34072-17263-95374-7459-65312-5031-19718-5144,35996-48944-53563-5158-40401-3897-3510-26546,41299-38283-53136-24280-103274-3995-6909-13609,58745-181060-130928-7025-57263-1846-4579-7841,31285-27897-128016-17779-50341-1500-5126-8977,difficult,no
1572672-1050627-555632-615766-389903-718724-67843-147381,640166-109194-83603-23514-66883-144453-68564-75699,8929-8460-18150-12319-2925-50129-10226-15903,144144-10571-9130-21443-4081-116609-16770-36924,50832-7186-7816-26985-8198-24642-19356-16138,87058-12454-8513-30375-4909-53028-28333-99315,78632-9783-8173-13633-16674-81014-17454-30246,54448-5151-4106-13860-5203-30752-48413-36587,easy,yes
1302064-76536-351520-570536-441026-263269-150547-382689,54456-11955-129019-151284-58480-110817-45684-76880,13716-2501-6484-8604-9680-17519-643-12294,29259-2648-8666-38269-11988-30728-5369-10911,5490-2858-6057-11361-11364-21088-6628-36129,7106-3873-16796-20489-15433-65826-37178-25225,7594-3749-6456-17650-12216-21712-42476-62335,7355-3155-9862-9788-16254-30358-8628-19002,easy,no
