delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
114038,27432,11152,11018,8057,14265,8028,8934,338120,50314,23568,42746,19682,41947,17955,22346,8609,4804,1026,1599,1142,2352,2320,1837,0
263283,35856,8633,11019,7308,8882,4634,3979,675370,91681,22072,29177,19934,19230,12409,8074,68129,2956,1541,3552,2662,2027,1160,520,0
561807,96500,18486,18583,12173,19501,14149,9439,1536404,229328,51888,51364,28132,45867,31678,18355,24196,28694,1693,1608,3137,5245,5398,2981,1
431270,165962,27514,25900,21335,13112,9842,6537,1982913,991449,131032,121068,110308,50807,19804,15626,20609,3491,685,2108,354,2225,1639,1231,1
188705,36013,9031,13224,12539,10057,10254,5768,1045065,164264,25016,38085,23999,26345,17825,12782,5166,4905,1241,1752,3445,2899,1850,1637,1
276918,49930,15084,12977,8383,23369,30981,12355,764173,99488,49242,61493,20303,50196,124375,45102,16238,7741,2049,2521,3271,5864,5832,2057,0
841944,197304,34254,29118,22644,37451,19710,9360,1521379,377187,127090,81519,39032,86950,45077,15924,24834,55581,2626,3691,4205,5990,1211,1113,1
495138,125520,21283,12503,15716,19870,14406,11923,2640395,772823,39587,33169,25257,44096,31128,31786,5825,10002,9526,2901,3947,6078,2857,3365,1
489219,117446,26426,14742,20730,26341,16179,11317,1282122,347429,74859,34790,45591,68178,30076,21828,39901,5187,2677,1539,4409,2151,2076,1583,0
246698,22948,11822,16010,17274,29510,26379,14167,1329114,52729,28182,42108,39613,59078,62872,26847,3492,7648,2668,3192,4169,11056,10855,4578,0
482135,128551,33197,17082,18249,26786,25662,19905,1535245,288798,153213,44707,37356,60877,79911,61922,58567,28461,6183,5638,1858,4527,2258,1510,0
579311,263161,20091,44199,20338,39091,26050,19010,2068615,964680,51752,176628,59859,134007,65287,42905,71709,24185,4867,2642,3297,8738,7759,1848,0
836922,207233,24950,36559,29143,38912,30574,19780,3109403,599301,65200,191651,63627,52627,65709,46728,17593,22397,3903,4542,8939,15944,3458,5333,1
610388,89957,20339,13685,15409,20347,14839,12831,1176062,405301,47097,33950,51475,38830,41046,30021,12285,7696,3532,31,1723,5813,2928,2650,0
595330,187424,23145,19641,30853,29414,33134,21031,1368029,755512,41967,35144,61849,56042,80699,45747,5260,10116,5660,6674,7379,8272,5352,7812,0
1090261,225387,29861,32321,29471,34361,42399,21657,2454142,607436,84388,90294,122894,81325,107010,62134,55561,54003,3643,898,1778,11273,11180,4435,1
1048949,184176,31746,15344,16556,33995,30190,25437,2242841,775511,61544,43927,41857,71499,70171,61285,259068,22725,4747,2378,2590,12080,5562,3946,0
628752,148940,44341,15431,14729,25079,26549,19922,1615463,457544,167320,27438,53286,59797,53769,40271,124551,6451,1884,1479,3316,7091,7443,4289,1
473733,191777,32702,18302,20499,35108,28516,23000,1099834,780090,73694,35231,51750,55631,47899,46529,59211,14577,2920,2817,2605,3320,2171,1542,1
476583,108090,20502,14447,12295,56010,26833,23432,1457169,207940,55994,57576,27053,117711,91007,50164,85577,6595,1149,896,1680,4307,1545,1034,1
487427,81421,28221,19788,16949,31818,25139,14432,1511140,243129,78370,58001,31713,67347,77142,32360,13039,11949,1370,3543,1622,3895,1825,843,1
483082,138722,18379,10923,20451,53155,36685,18086,1300102,417535,38909,31062,85459,99022,101346,34400,9026,8799,2789,1522,4932,14508,7347,6011,0
376181,76507,20600,31048,17434,23425,18612,14144,886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,3208,173,2070,7031,5606,5199,0
318080,58796,13303,11053,20524,23975,21851,20584,751038,164916,32927,33521,51015,58823,60111,45331,26334,16198,2182,1196,721,2286,570,1851,0
433696,49379,10861,9611,10607,17114,14456,8800,1713110,126494,24437,20524,23501,60402,53572,29096,16420,4162,1194,932,1307,2950,1772,2020,1
508841,63293,14679,12739,14579,19142,18026,13270,2696321,233615,35597,46205,36191,51127,60891,46314,9777,8047,3161,2376,832,3093,1616,1375,0
627821,101528,19533,25276,17753,40324,29420,18621,1470172,291739,55954,129161,40090,68294,54775,38858,92264,15318,809,2985,1911,4453,4730,3099,0
522944,78556,11150,11386,8876,22426,10721,9617,1674310,227852,29239,65522,18934,79828,30403,39184,2520,10987,533,1026,1858,3902,1371,1211,1
418145,75822,13441,8582,9688,21014,22165,10717,1243920,177421,29244,23183,18994,50526,79280,35620,69312,16952,1857,1941,1615,3149,1911,1035,1
470591,78415,25038,22119,19641,30843,32143,13607,1123749,179256,89588,53964,51212,76252,91259,25391,149395,33077,6473,3241,1360,7429,6994,4104,0
807692,151870,38033,24371,23615,43082,42150,18585,1635314,331508,140074,70041,52411,83575,90006,41060,39586,6930,4522,2113,3986,4716,4041,4226,1
821243,157991,14054,14087,16766,44010,53323,20325,2125721,426494,30397,32148,38647,154336,157191,51020,64978,20350,4624,2276,2473,6462,2740,1753,1
584471,171790,37217,21163,17371,45658,39519,29242,1653987,364177,62983,39403,54540,121485,83874,72788,134066,25807,12314,5460,6790,7006,5728,6519,1
771590,172171,36889,26754,23221,51106,32990,25521,1911495,365580,90081,73178,50670,83887,51888,61405,4714,4424,7955,7015,3425,10940,11757,11482,0
1000547,197663,39427,35069,36325,46425,35886,19736,2862058,466195,89981,67856,86921,102663,112130,41242,135131,91001,9725,4315,8549,19438,5640,6245,0
512493,127013,47646,29195,21686,34708,23328,18295,1893022,525629,130708,99896,44116,127153,53107,62281,2187,12905,3414,3803,2161,7481,3595,2286,0
