delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
666427,104692,21199,25530,5080,12011,5745,6642,65927,9531,902,2098,4976,5030,3968,4394,0
1526344,278203,22346,14276,24465,37603,38735,26580,4208,6151,8376,8369,16304,21045,22612,9500,0
159239,45627,28481,21125,13623,20183,18783,10719,2447,4326,7989,4601,6393,8775,5554,8112,1
1942513,102930,30897,8549,33356,68575,33261,19718,72207,67749,2365,7163,10615,25445,11374,4900,0
1161354,34077,18267,32081,12377,27003,26922,45003,201703,6201,12519,3122,1959,6235,3001,4344,0
3075674,207640,163732,90271,101500,75364,46255,65424,21006,37711,18473,18093,25636,26743,15543,28047,1
116840,142611,25898,19718,26546,13609,7841,8977,50381,22991,5609,5144,3510,6909,4579,5126,1
147381,75699,15903,36924,19356,99315,30246,48413,67843,68564,10226,16770,16138,28333,17454,36587,0
382689,76880,12294,10911,36129,37178,62335,19002,150547,45684,643,5369,6628,25225,42476,8628,0
1931498,73080,21455,24360,44359,50424,39361,28531,16798,20150,8519,4758,10057,27568,31534,15595,1
1067448,202664,24477,29528,22291,61646,42631,35079,290249,39014,9787,7419,5112,22477,39908,20345,0
2001797,276161,105048,44649,3286,72761,56396,26980,100733,20429,1480,722,990,4646,1718,1368,1
276121,248621,22713,42193,24803,27015,56541,29164,270813,123909,17715,18773,2733,9583,8284,6640,0
191534,116245,13757,25149,20350,24619,17221,17943,6586,19031,10149,18795,20072,15742,16551,8334,1
1572596,42087,22564,16067,20800,8507,8043,3607,181453,29266,2688,5446,8947,5732,5889,3216,1
2608738,280026,80790,99540,28036,135347,30367,34717,1479606,93208,55474,15976,19833,56321,22587,29656,0
1813011,423600,115058,41785,103728,45580,54038,86518,1516032,161271,11612,4090,6860,30781,27506,14174,0
510200,503235,110315,27470,66254,97519,88941,33035,27613,18385,3535,2246,2259,2223,3924,1136,1
744495,256615,39121,42641,34805,76395,68476,34339,15129,26820,28069,11268,12346,72866,22056,15978,0
792383,167535,20595,23621,35464,82838,50835,68913,338015,76452,14538,14385,20649,65352,46513,23581,0
998415,86938,17433,27994,80371,45817,37663,37458,9022,3680,12527,9404,7596,31579,27836,20332,0
516088,61438,41485,43306,21740,33646,35812,16569,494680,47646,8312,28605,8567,20940,14419,7335,0
1197735,655765,18222,59858,53689,31114,42588,39172,697095,20786,17281,6936,8215,7801,5730,19382,1
20645,18415,23814,17029,26484,75918,22885,23330,12449,11776,5821,14639,10480,31891,13233,10923,0
124791,16483,1446,895,1935,6367,3793,2379,100805,4660,650,534,1179,2236,2114,1787,1
1449111,421328,58869,40245,42136,53912,65780,22440,712253,78858,24981,11308,26385,22970,22197,18739,0
298927,205865,71566,19378,24922,31096,56499,58544,177646,16458,11001,5857,5268,13311,7379,5267,0
755091,28616,26383,6132,41493,19545,6227,12171,11671,4289,9773,4839,5387,7713,5471,6413,1
289851,59306,17420,10990,3873,58115,23225,6151,144613,31764,4379,5092,3357,4864,5020,1072,1
509094,28905,13534,16321,45527,26291,28147,31979,8813,14729,1995,14715,14367,20398,11259,4129,1
137481,122286,32649,52615,28713,23487,21430,18647,104102,64436,27524,26630,9163,23097,7089,13622,0
129033,30337,13752,20529,4200,4340,6839,7204,27596,12414,11056,2289,2424,3797,2170,4115,0
1571629,148327,69719,19270,58251,24322,13251,28410,7799,12227,8374,13442,25749,18724,5561,15137,1
628709,228700,44963,28877,46392,42093,36854,26952,195210,29959,12996,20154,16258,15594,18017,24026,1
1035682,224015,72054,7898,11293,24428,31405,17410,29913,17545,14273,3144,11155,16325,15676,14386,0
154826,36392,10728,8846,21414,40700,43295,18126,56083,15931,6821,5996,16665,16141,19911,4293,0
894299,106230,22966,27232,16511,34946,42503,20427,141843,65123,20483,2340,4743,32976,20135,13453,0
150986,21069,13611,4736,30148,31112,24672,28061,16222,16930,1614,2609,5760,3671,2829,1455,0
303602,98455,19050,10612,11670,60009,31024,18857,10695,3577,10284,8516,3741,22060,20448,16838,0
275745,60195,7249,12395,10041,28895,31539,21409,3314,8888,5161,9169,8282,22228,20703,10467,1
133233,17056,2458,9923,12502,4729,7023,7434,103880,15941,2081,3047,10023,1939,4202,3446,1
9525,18364,11460,9325,14287,14100,13401,11493,7644,13373,5489,6666,6060,10384,5689,2478,1
84800,51803,23238,20188,15015,21753,20793,19726,64985,48930,2122,1547,9960,4187,6741,4100,1
491037,60518,12201,47599,31526,29423,21302,8656,3428,7731,330,22780,18132,16909,13265,6977,1
11467,10917,5282,11430,10840,29160,12165,16623,10286,3489,3760,7738,5496,10587,7149,13625,0
545337,160214,18599,5381,9643,31798,37576,14788,129976,76594,12261,3639,5096,6465,10980,5087,1
663727,86074,28564,8229,6100,21360,14750,9016,6866,18471,7475,4570,5885,13106,12810,7710,1
112227,10329,12383,6572,10027,15275,7184,9574,14488,7676,5733,4607,2527,4215,3002,1730,1
2684,11069,4800,15569,28379,8400,7800,6487,2592,6192,2235,3202,11621,4691,4647,6017,1
1011249,130081,27106,11948,12801,28200,37165,16655,201243,93437,5991,8592,7973,14720,12939,8889,1
97084,51342,14133,22398,20324,50288,54244,14432,28751,19166,2211,8070,7820,32271,38305,12192,1
527097,76635,15045,15807,8375,6606,13958,2258,228932,69824,11756,4730,3411,4780,2179,1767,0
104259,39914,13292,14013,10150,27568,29472,10413,103891,10824,8383,2067,2055,4512,12335,4449,1
214949,47303,23568,42746,19682,24050,11886,19234,8609,38448,23309,8199,12882,22091,10428,12332,0
622241,63162,17522,29177,19934,19230,12409,6572,132931,2956,1774,14010,5393,10032,5585,4190,0
673751,63018,28321,17113,12845,25925,20878,12773,24196,62312,13910,1608,7787,13490,6418,4562,1
106679,67349,5184,25834,19949,12954,19804,8561,35968,8780,1979,2108,6518,3102,4438,1912,1
1045065,38060,25016,38085,18245,26345,17825,12782,44292,14032,9841,3944,10488,5870,14845,6785,1
375040,61761,9916,8538,4656,7416,12491,5386,61895,7741,2443,5178,3819,5864,5832,2057,0
702499,254741,9547,44994,26606,86950,31420,8343,112350,86379,2626,11687,4229,19258,21042,6957,1
12021,21379,23838,5914,24302,28407,16061,7813,5825,12062,9526,4162,4303,18464,13270,6645,1
412201,250358,45216,12115,24179,68178,30076,15525,129423,55216,4511,11576,19548,66708,20483,14311,0
18429,8921,16908,27560,24583,40153,30809,17936,3835,8504,11154,21678,16831,12733,13751,6591,0
126852,44454,20858,28786,29758,37853,29658,24470,58567,28461,6183,5638,18312,19239,23167,18854,0
410433,100067,14123,61101,25996,29497,26133,10810,263910,47903,10385,23048,4721,11296,9758,10522,0
850550,175261,13270,28309,19105,42917,46877,29872,323161,33448,6924,21163,15962,30048,24702,11822,1
702912,26788,47097,8423,51475,29029,41046,30021,12285,7696,4065,8074,13414,25564,13738,14577,0
945638,204273,22308,20827,61849,34410,25148,23802,5260,10116,15266,6674,54300,12687,20637,20213,0
1327513,154072,23815,38012,11907,43768,27988,15602,55561,107166,3643,898,9287,13037,13851,4435,1
1564697,62640,61544,22077,17781,71499,40936,61285,1269119,22725,4747,6429,3920,32213,11106,5184,0
684216,152057,17069,24230,5440,20989,26348,40271,151077,23967,2101,10320,3316,11740,13820,11326,1
628003,150733,55639,16779,15200,46719,38885,30616,83434,23263,11486,12154,10967,23440,11384,6557,1
166502,12522,2131,4718,3860,7941,1710,1647,85577,6595,1149,896,1680,4307,1545,1034,1
747386,27191,20440,18938,30642,37170,28770,11106,130278,14989,1370,3543,1622,3895,1825,843,1
603407,132221,38909,31062,85459,99022,35259,31430,9026,8799,12456,6244,9614,62748,34389,22476,0
432019,202276,18755,21686,39686,44165,21406,35575,40220,42632,6174,173,3507,12134,5606,6564,0
659709,104055,13983,5578,51015,44091,50082,42199,263876,50112,3587,3816,5193,6175,5889,10409,0
154708,35380,14601,19022,23501,13219,8823,5415,16420,5759,1616,3808,3198,6027,2399,3238,1
323072,45099,35597,7859,32440,31671,23108,17540,59524,40389,18676,6245,3956,8633,6401,12243,0
1470172,291739,55954,129161,40090,67560,44408,22825,749517,52240,1792,13070,9825,65394,39229,13679,0
456694,24018,8522,4080,14881,10451,7612,4614,295980,10987,533,1421,2271,10146,2811,2503,1
116533,25070,3878,4197,7702,10724,8453,4404,69312,16952,2177,3075,3195,8795,3707,3446,1
1123749,110211,89588,31146,51212,47299,91259,25391,235529,51268,9233,7357,9136,15217,15073,6686,0
138073,48784,6047,4603,4477,14167,14594,6564,111270,17543,4522,2899,3986,4716,4041,4226,1
1491205,226219,29883,29825,29334,154336,116851,38326,615527,97780,16338,5536,16761,65055,37267,26347,1
236292,83665,58105,31275,17968,41984,81044,28021,181107,25807,12314,13856,11558,7006,5728,6519,1
57220,7065,23972,15872,13867,54826,45979,20257,4714,4424,7955,7015,12267,44831,20041,18976,0
290968,332697,45397,56472,41004,52278,21867,17326,135131,91001,29347,32564,28850,21127,12495,12911,0
1099527,111819,86030,28647,8343,12028,15081,9033,235474,41435,4082,5314,2161,7481,3595,2286,0
