delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1650796,156577,76694,31317,28747,58787,39869,29204,2626763,424569,150730,52503,43640,80544,63605,49797,1219530,50577,32415,4995,7532,12327,8472,11549,1
367805,46317,12153,15218,19626,26576,22212,12611,1057665,129546,16048,33716,53520,49007,51024,24613,5728,3893,8954,1441,2961,10669,10193,3396,1
1754210,539954,89684,50848,40331,88294,71131,50970,2238859,1115869,250640,111606,72834,160594,103631,84618,1076836,220881,18440,6694,17931,18547,28540,11638,1
854433,186552,47399,7918,12658,52146,63733,13261,1345709,306117,129458,16530,27117,172024,223182,40234,614409,65363,7149,2012,1376,8027,2799,1572,0
1178759,272447,42631,46620,36737,56617,64219,26258,2145151,576448,77099,124299,56650,104542,115855,42313,697753,71796,3462,15928,12382,27769,7002,9530,1
527365,132877,13459,19008,10879,24461,19258,10611,951488,224874,21028,33265,20519,62550,48037,19636,195925,72316,1685,4760,2124,5671,5619,4949,1
1217980,166634,8313,19429,23087,20871,21683,14134,2624744,521283,13524,33038,67197,44512,23842,35813,416971,42850,4720,6101,5045,9213,17176,2229,0
487941,115195,23569,16247,19420,20439,15554,10271,1706517,387595,82294,50924,58136,34913,31513,17791,10917,6309,2176,1578,1639,3959,2016,3180,0
1518534,352555,81295,93240,27468,60983,123416,45858,2532675,560002,154490,182795,43958,84831,222314,89549,230455,33100,20137,13714,9087,42617,49600,10820,1
949782,206362,33871,31034,36789,59051,22591,26245,1642678,466282,69390,68402,89877,119598,36540,50235,360518,52806,19407,4255,9019,11855,7723,8953,0
918335,104188,30355,20531,20632,25044,25655,15376,2855119,184055,48654,32122,46073,37954,66340,33264,29043,38048,11201,8564,3480,7621,5112,8631,0
467431,63481,6513,10455,14224,20529,16715,9704,998696,107310,18050,20445,26154,32237,29160,15926,44059,27523,460,564,5732,8504,3787,5802,1
1320777,265446,126303,38542,35915,39249,94439,51244,1824656,422452,269730,95374,53563,53136,181060,128016,531815,58220,7138,7459,5158,24280,7025,17779,1
948674,214119,11964,46322,23204,34600,27555,19391,1572672,640166,18150,144144,50832,87058,78632,54448,555632,23514,8460,9130,7186,8513,8173,4106,0
575164,86678,7826,19710,6441,12066,8862,7540,1302064,151284,13716,38269,11361,20489,17650,9862,76536,11955,2501,2648,2858,3873,3749,3155,0
788509,66405,30568,19032,19434,29827,11406,16841,1232644,141690,49817,62579,33444,74020,22633,37208,7903,25853,10423,2262,5207,5969,1739,1901,1
259207,75707,24649,22437,12057,20935,15550,9679,541071,236615,70747,70105,24408,34238,29271,18432,115287,13468,3599,2038,1218,4472,3234,2107,0
446253,69313,9812,17191,16410,27341,27149,13299,1692107,213399,15642,20001,30206,38281,45924,25393,6886,4132,7223,12985,7550,5228,5626,3002,1
912072,286755,68952,28892,16600,28876,45383,35523,1026795,913524,239085,68221,28337,84669,124932,111195,664373,27991,1752,3924,900,3684,5173,2212,0
423133,68745,29348,13181,11874,27841,23143,13046,896913,191870,87166,31515,29311,47665,44275,27029,150695,16563,3809,3357,2761,2127,1493,841,1
705233,256745,12160,29086,23659,38291,35952,30424,1398580,582886,17075,65047,39948,96112,60427,61167,187096,33881,3570,15760,7655,12167,12098,6579,1
794345,226615,19106,20229,8931,21145,16525,13201,1070817,502757,41673,54689,11296,41478,22917,17332,611578,74601,6780,4442,7267,11819,8864,8441,0
713129,152136,15286,8876,10275,14740,8985,10942,1714073,361178,30911,20890,15908,23013,13349,16502,162716,24945,4236,1870,2666,4747,3716,2628,0
654786,233949,62357,17449,12103,30119,32133,26487,1225580,765145,148297,33167,36790,48723,55419,53078,1443,5451,3989,2194,1460,2973,2379,2711,1
227736,74619,13067,16813,28085,29474,27627,13780,608614,159718,16595,22801,40520,43676,61643,20275,7516,13502,4034,7932,4730,8578,9612,9045,0
589723,89000,10753,23279,15739,24243,18641,10862,1248294,123206,21153,65528,39632,44693,35882,15991,90779,48542,2358,3683,5895,10391,8385,5901,0
621298,41120,26788,8812,8576,17298,13460,11500,1181463,60630,61769,12808,16886,42060,25015,20463,244350,24851,8962,2319,2960,5584,2199,1705,0
542785,149092,15518,36111,17799,41447,52375,17008,772777,377108,23698,104349,34133,56457,135055,29506,402044,62047,4636,13087,8481,11478,6748,6586,0
686979,89297,14740,9267,14049,21648,21850,6758,1223728,156285,20792,17388,20774,41790,39078,9199,234468,11092,7973,5507,7680,6557,10626,4413,1
886147,133532,60776,20517,30269,41604,36071,21237,1721916,343799,147814,26661,71433,65848,56224,35634,522160,21515,3741,18037,9475,9709,16534,12535,0
926474,456524,124446,30904,36870,42789,56975,61427,1249803,1152291,312474,73235,70779,91721,124654,156165,672563,68582,41826,4735,7494,8495,17231,16571,1
530439,160027,25367,84825,42261,21211,21352,18838,881471,255950,43549,278967,107762,31378,38108,34098,212629,38342,2842,4948,5769,11236,3621,5734,0
446817,60892,26232,21778,30328,33974,36997,29434,937294,117921,46784,35364,74578,64168,72674,59394,40619,8565,5676,8923,4190,6800,7208,4393,0
754707,94201,18687,30677,27335,24276,39861,20519,1558514,237026,45315,96573,45980,39881,105868,45244,8051,5655,8563,2941,10862,14827,12846,4360,1
626877,133751,12704,26585,9634,33787,22005,14764,1294793,249068,26377,70901,17375,74577,37088,41897,295244,56130,3830,10937,4732,12200,7468,3898,1
1086910,152383,61251,15526,9242,25012,13458,10443,1754671,268563,101155,24002,13934,46291,28195,22732,131135,46554,11016,9765,4935,4245,4630,3913,1
127790,44220,13602,6703,8894,9228,15175,7038,295555,101756,22459,14582,14381,16804,36640,18103,5648,12925,2740,3123,4859,1045,1137,761,0
190396,54463,9837,12676,10889,21844,26986,18563,635651,115266,20699,24695,16325,36443,66758,31029,14987,28863,2103,5108,2691,9156,5145,5237,0
256864,44950,16980,9034,18043,13977,16045,13562,902678,98653,29342,16348,31078,36755,44496,31805,11177,7117,7151,2988,3076,2006,2557,1680,1
627068,163917,29166,26298,14715,40378,36746,14041,995915,324862,77073,50663,22622,59194,63313,24963,101782,38716,4364,5350,5899,6221,9591,5888,1
731018,593577,56672,43129,22195,37227,24081,14289,1291287,1807282,88208,105340,40071,57455,31775,20749,243084,72178,4602,17750,6469,8498,10153,4646,0
138471,22926,13075,13155,19495,14031,11087,7014,263890,46742,34376,30833,45775,21991,25235,12897,7980,6887,3177,2294,2934,2210,844,1115,0
63643,31939,7747,8655,15254,13778,11998,10009,105521,50326,18690,14679,33216,28066,22552,17312,5159,13447,2842,5022,5372,5170,2066,2402,0
981179,193674,60979,14798,31063,21149,17788,21577,1336434,312981,160620,22397,42020,28816,26988,61549,210856,8644,663,705,447,2229,2303,1334,0
914150,100238,23031,16587,6427,23927,25256,12329,1845111,182501,45010,47006,8871,46446,66743,23556,62588,29312,6302,5356,3409,3637,883,1210,0
662043,93412,18874,11050,10414,21454,12706,13600,2206666,258297,40749,27026,24080,45870,24188,26941,108213,4273,1403,1974,4457,4934,2858,3142,1
460323,84126,6265,11384,17785,15122,13728,7666,876715,150111,10661,14868,45149,21330,19068,13522,4827,10436,4139,7761,6189,6015,8858,2623,1
163361,24967,5740,10647,27324,22168,20941,16063,552714,60788,11309,19193,43333,41896,34835,23704,4876,6718,1811,3472,8194,13719,14149,10324,1
982724,71197,11951,21443,12867,35989,17596,9597,3024414,174943,33124,63004,28549,75033,36833,16902,110743,9222,2368,565,2135,5260,3083,2475,1
375901,40532,11594,37020,16913,27103,14085,11376,1279650,88312,17118,120052,40667,53304,25921,19343,13447,999,8151,1896,1924,12925,3140,6590,1
118059,32952,10891,14861,9693,24511,12056,8726,196819,81505,16032,19691,15498,56450,23593,14856,7672,3593,7472,12118,5126,6136,2554,2264,0
148693,48949,5400,13158,6373,11501,10951,9266,199785,116345,11703,45206,10527,22091,26849,23314,52518,7429,1335,475,1871,1291,1322,1099,1
228059,32537,9239,6596,4578,14759,18595,8487,571822,58747,23042,10409,6242,30171,31640,11960,3184,11676,3755,2840,2847,7105,5577,2678,1
573468,248684,49233,12164,14455,15798,18724,9640,1894215,811448,168097,21776,25089,26571,37903,15356,3660,9661,4143,2683,6829,7045,3661,3477,1
30423,9233,3531,4437,6869,10468,7998,8518,66929,11780,5508,9611,13185,24244,19994,23655,1771,7281,484,1324,1267,781,770,469,1
604365,76600,17317,17470,19581,34181,21823,19594,2132163,213355,33465,29846,25616,65128,30973,33972,7616,6338,1666,7226,15018,16388,4832,4639,1
596953,170683,36904,24532,24741,26327,20003,12729,1015579,341624,68181,42968,49547,44700,41943,26433,231520,68076,12512,5505,7571,7378,5853,5706,1
504756,85337,19063,6629,4716,5721,3682,2777,1595282,229143,56193,16226,11913,11554,6385,5233,72830,7587,1938,2124,1145,2484,1289,1522,0
1304120,242323,76559,37394,35310,33423,29872,17366,2546183,348054,208702,49342,51967,60618,39778,27309,428915,157773,27967,22056,22458,7870,16869,10344,1
149317,20532,7515,4825,4934,15631,8134,7753,338120,50314,21325,7035,9174,41947,17955,22346,20662,4804,1026,1599,1142,2789,2320,1837,0
275178,27793,6540,6913,5363,5240,2934,3507,675370,34248,12493,10798,9393,9415,5069,8074,87771,23549,3137,3552,2662,2027,1160,520,0
535700,97163,9958,21751,9686,16371,10791,8917,1536404,128501,17344,51364,14481,27099,17031,18355,73844,50811,1693,6141,3137,9890,5398,2981,1
782179,287667,51455,43392,35075,20513,11624,9788,1982913,991449,131032,121068,110308,50807,17644,15626,20609,27662,7141,4470,3326,2542,4529,2860,1
59317,48166,8333,11255,10060,8512,7429,4901,177322,164264,14706,25991,16947,12236,12792,7195,11425,4905,3199,1922,3445,2899,2106,2239,1
295665,50713,11574,17374,11793,27673,47526,17115,764173,96125,17052,61493,20303,50196,124375,45102,16238,19292,2049,2521,3271,7695,8177,6179,0
848171,149698,44219,10079,25700,30875,12082,7910,1521379,212592,127090,15129,39032,61217,24171,12813,24834,55581,5030,3691,4205,5990,1211,1113,1
231584,46973,18219,6410,11952,8805,7260,5089,422836,73571,34387,11761,21720,11373,12365,8673,85621,22579,10553,2901,3947,6078,2857,3365,1
745125,150331,37860,20911,27756,14724,17757,11821,1282122,347429,74859,34790,45591,36581,27807,21828,160891,11648,2677,1539,6096,2151,2076,1583,0
485306,36394,13584,16990,9391,21317,28416,9193,1329114,52729,28182,42108,13586,36292,62872,15099,18831,12367,3239,3659,4169,11056,10855,4578,0
674575,121595,53279,18115,14319,20605,27724,21546,1535245,266063,153213,44707,37356,43597,79911,61922,181425,36033,12030,6723,1858,4527,2258,1510,0
747795,455820,30865,63726,28798,62477,39149,28682,2068615,964680,51752,176628,59859,134007,65287,42905,71709,24185,4867,2642,3297,8738,11007,1848,0
574693,291725,14888,11702,30952,42705,31208,20678,1787586,599301,19836,19712,55332,52627,65709,46728,17593,22397,3903,4998,8939,17352,3458,5333,1
713398,124850,15945,10799,11451,18953,12362,9990,1176062,405301,30746,32685,35403,38830,25948,27140,446487,11055,3532,31,1723,5813,2928,2650,0
874624,267423,32782,21474,25372,22570,23488,20898,1368029,755512,41967,27928,44966,36424,44792,45747,467489,53450,24807,8961,7379,8272,5352,7812,0
1433479,285349,46987,36229,45034,37774,54645,29090,2454142,607436,84388,90294,122894,81325,107010,62134,613271,96907,13017,12202,14094,11273,11180,10584,1
1217766,323276,37877,21745,24378,35981,44298,27895,2242841,775511,42949,43927,41857,46658,70171,48871,734283,121481,31303,2948,8536,14102,8151,15842,0
572117,173504,41553,14766,11903,31535,35408,20418,1037576,457544,104849,25831,17835,59797,53769,31682,124551,38573,1884,1479,4744,7091,15254,7689,1
577264,141388,29471,20383,27662,38127,33115,27966,1099834,193963,59340,35231,51750,55631,47899,46529,59211,19014,6817,12647,8403,18037,9870,4622,1
404218,155840,27558,10079,15486,67202,35013,22391,617724,207940,55994,15898,27053,117711,91007,50164,165865,106160,2616,3857,5133,16919,10405,6984,1
318613,90368,28206,22119,20055,39619,33305,21634,809412,243129,69290,58001,31713,67347,77142,32360,13039,11949,5498,3810,7833,13743,6609,5398,1
637939,124408,13610,10213,11483,48410,38795,17126,1300102,221610,25740,15735,22146,75948,101346,34400,171499,44059,4734,4705,4932,19165,7347,6011,0
347058,41273,6995,8550,5726,14800,12624,8372,827231,74275,12620,13657,7644,19179,17387,10465,78049,14708,3208,2861,2909,7031,9211,7225,0
281717,63121,13366,14886,19888,19778,21565,21797,751038,164916,32659,33521,39139,37076,60111,45331,68951,16198,2182,1196,1966,2286,570,1851,0
778451,62074,15117,11571,11815,26840,21957,13689,1713110,126494,24437,20524,22597,60402,53572,29096,69287,4162,2353,932,1307,5322,1772,2020,1
861657,91988,13450,16661,10804,19361,13049,7172,2696321,233615,24483,46205,24099,51127,37834,19278,116040,13234,3508,2376,1022,3391,2694,2033,0
367430,64494,16969,10066,11538,34943,27109,20484,825555,121812,33310,15996,21813,68294,54775,38858,145425,15318,809,2985,1911,4453,4730,3099,0
647994,116319,16539,19365,11589,35183,14904,15761,1674310,227852,29239,65522,18934,79828,30403,39184,2520,17927,6505,1026,2799,4550,1371,1211,1
493955,74624,11300,7176,11090,21558,25720,14613,1243920,152275,25564,15517,18994,42706,79280,35620,137155,19448,1857,1941,1615,3149,1911,1035,1
504070,97516,20396,31037,21184,39364,31317,13929,1048629,179256,36689,53964,40744,76252,71902,23054,199541,48759,8830,9306,2503,13636,6994,5793,0
827520,138231,34774,26418,26819,46295,35686,18695,1598842,289690,100382,47454,52411,83575,57657,34031,39586,6930,9260,2113,5515,10353,16354,6833,1
920410,123272,13699,13323,11729,15285,46822,17119,2125721,210270,30397,32148,20937,27415,157191,51020,119525,20786,5020,2510,5576,7770,2740,4732,1
837776,174915,32548,22368,21694,40900,39720,29824,1653987,348167,62983,39403,54540,100645,83874,72788,134066,55688,12846,5460,6790,13895,9368,7807,1
909438,189232,31381,26170,28712,42357,29902,28261,1911495,365580,55296,38269,50670,83887,51888,61405,152828,78391,12399,20677,3425,10940,11757,11482,0
1040647,141837,33287,26499,29630,35904,26066,12206,2862058,253717,53304,42413,73038,63845,54556,23049,218952,95738,9725,4315,8549,19438,5640,6245,0
49288,41463,12115,8060,19695,24327,24914,14409,141139,91037,28684,10936,20784,43971,35826,32704,2187,12905,3414,3803,18819,8530,7631,4881,0
