delta_max,theta_max,lowalpha_max,highalpha_max,lowbeta_max,highbeta_max,lowgamma_max,midgamma_max,delta_min,theta_min,lowalpha_min,highalpha_min,lowbeta_min,highbeta_min,lowgamma_min,midgamma_min,state
1627457,140970,24185,27994,80371,45817,37663,37458,9022,3680,12527,9404,7596,8188,6750,5865,0
516088,198754,41485,43306,21740,33646,35812,16569,124801,44495,3546,3429,1348,12230,8192,5783,0
1870505,655765,18856,59858,53689,85348,42588,39172,697095,20786,7930,932,8215,7801,5730,5670,1
842330,21515,23814,18037,26484,75918,56224,23330,12449,11776,3242,6669,2221,10760,6222,4165,0
1713407,97724,77654,17082,34171,35294,38631,33302,100805,4660,650,534,1179,2236,2114,1787,1
1695007,421328,58869,41055,42136,53912,65780,35059,51968,5894,3608,1077,911,6393,1770,2034,0
820897,205865,99107,72632,38949,31096,56499,58544,177646,16458,11001,5857,5268,13311,7379,5267,0
1813156,280454,104681,27805,41493,66659,80256,22720,11671,4289,9773,4839,5387,7713,5471,6413,1
289851,65835,17420,10990,17033,58115,23225,7974,144613,26556,3498,1462,1147,4864,3541,1072,1
992647,141244,61180,26690,45527,26291,28147,31979,8813,14729,1995,6294,6682,7724,11259,4129,1
525355,150758,32649,52615,28713,24634,21430,18647,104102,16752,1420,810,2640,7582,2949,3690,0
142325,35096,13752,20529,6525,8116,16041,7204,27596,12414,3957,1748,2424,3797,2170,2789,0
1571629,430844,69719,28345,58251,27341,19757,28410,7799,12227,5568,5301,815,3408,2061,5579,1
790460,228700,182228,28877,52134,42093,45455,48557,195210,29959,12996,10405,16258,15594,18017,24026,1
1035682,224015,72054,16942,11293,47497,31405,17410,25695,14687,3670,3144,4603,7037,8769,5510,0
154826,36392,10728,10065,21414,40700,43295,18126,56083,12330,3872,2202,2429,1146,817,1087,0
1766916,233202,61933,27232,33495,46534,42503,28224,141843,11381,6409,2340,1313,6732,4310,7605,0
257906,38611,13611,5330,30148,31112,24672,28061,16222,11462,1614,2609,3430,3671,2829,1455,0
623453,98455,29262,10612,19699,60009,31024,28091,10695,3577,5132,4710,2490,4986,4960,1554,0
542326,60195,18846,12395,20632,58627,32870,21409,3314,8888,5161,2593,2049,7543,8329,8361,1
527227,93429,24560,9956,15336,11259,7023,7434,103880,15941,2081,2857,2276,1176,525,1117,1
9525,18364,12987,9325,14287,29045,13401,14377,4733,8792,4627,5295,3408,10384,5689,2478,1
84800,51803,23238,20188,15015,21753,20793,19726,40299,12539,2122,1547,2091,4187,4417,2808,1
491037,60518,38222,47599,31526,29423,21302,10745,3428,7731,330,5741,5611,13300,2325,3010,1
155013,19062,17680,18039,10840,44540,37430,16623,1349,3489,1699,4413,4064,10587,3241,2643,0
545337,160214,18863,8499,15476,31798,37576,14788,25351,8962,2768,1283,2275,4041,2456,3815,1
663727,86074,28564,25879,14035,34129,17575,9016,6866,11160,4656,1152,5667,4663,4361,4524,1
1895072,400129,45081,38687,61970,34961,39507,32440,14488,7676,5733,4607,2527,4215,3002,1730,1
174636,27995,6983,15569,28379,10268,13336,6487,2592,4829,2235,3202,4019,4691,3528,3073,1
1011249,213355,27106,20781,25616,31055,37165,17251,48108,9185,1472,993,4632,2619,1029,944,1
674188,209430,33769,22398,29354,50288,54244,19396,28751,19166,2211,8070,7820,22181,32951,12192,1
527097,76635,15045,15807,23989,16610,14245,21080,14316,17802,8270,1152,3411,4780,2179,1767,0
793841,58625,41393,14013,79462,33448,29472,33340,103891,10824,4918,2067,2055,4512,6888,4197,1
214949,47303,23568,42746,19682,24050,11886,19234,8609,8059,3660,6349,4581,2352,4368,4397,0
622241,91681,22072,29177,19934,19230,12409,6572,68129,2956,1541,5074,5348,5059,3372,2976,0
1003522,229328,51888,26744,28132,45867,31678,15961,24196,28694,13910,1608,7787,5245,6418,4562,1
136715,97407,6443,25834,19949,12954,19804,8561,35968,3491,685,2108,354,2225,1639,1231,1
1045065,38060,25016,38085,23999,26345,17825,12782,5166,9256,1241,1752,7338,4209,1850,1637,1
551469,99488,49242,14876,5718,41956,26217,13788,44282,7741,2443,5178,3819,5864,5832,2057,0
1433175,377187,48701,81519,33101,86950,45077,15924,112350,86379,2626,11687,4229,19258,11812,6957,1
2640395,772823,39587,33169,25257,44096,31128,31786,5825,10002,9526,4162,4303,18464,13270,6645,1
412201,250358,45216,12115,24179,68178,30076,15525,39901,5187,4511,3366,4409,5811,2312,6165,0
18429,12941,16908,27560,39613,59078,30809,26847,3492,7648,2668,3192,16831,12733,13751,6591,0
681767,288798,20858,28786,30479,60877,29658,24470,58567,28461,6183,5638,10173,13902,13062,7100,0
693606,100067,14123,61101,25996,29497,26133,10810,263910,47903,5148,3787,4061,9984,7759,7580,0
3109403,223271,65200,191651,63627,51566,46877,29872,113490,33448,6924,4542,10641,15944,12464,6876,1
896102,103115,47097,33950,51475,29029,41046,30021,12285,7696,4065,8074,6030,13964,6810,4067,0
945638,204273,22308,35144,61849,56042,80699,26255,5260,10116,5660,6674,10112,12687,20637,14384,0
1327513,346459,23815,63069,32664,44558,54673,25454,55561,54003,3643,898,1778,13037,13851,4435,1
1564697,62640,61544,22077,17781,71499,40936,61285,259068,22725,4747,2378,2590,12080,5562,3946,0
1615463,315030,167320,27438,53286,30666,26348,40271,151077,6451,2030,2398,3316,11097,7443,4289,1
628003,780090,73694,33137,24574,54880,43230,33422,83434,14577,2920,2817,2605,3320,2171,1542,1
1457169,125576,43274,57576,20544,100715,43023,48863,85577,6595,1149,896,1680,4307,1545,1034,1
1511140,188323,78370,24318,30642,42858,28770,11810,130278,14989,1370,3543,1622,3895,1825,843,1
621771,417535,38909,31062,85459,99022,59452,31430,9026,8799,2789,1522,7139,14508,9204,8859,0
886819,202276,93375,185645,71310,58357,51577,35575,40220,11915,6174,173,2070,12134,5606,5199,0
659709,104055,32927,17796,51015,58823,50082,42199,26334,26202,2463,1693,721,3604,1690,2209,0
154708,90017,14601,19022,23501,13219,14479,5415,16420,5759,1194,2855,3198,2950,2121,2697,1
323072,45099,35597,17244,36191,32299,60891,46314,9777,8047,3161,3918,832,3093,1616,1375,0
1470172,291739,55954,129161,40090,67560,44408,25653,92264,52240,1792,5434,9825,15349,8226,4876,0
783982,85917,12085,4943,14881,14175,9399,4895,54923,10987,533,1421,1858,3902,2811,1881,1
613534,177421,29244,23183,13382,50526,39363,10296,69312,16952,2177,3075,3195,8795,3707,3446,1
1123749,110211,89588,31146,51212,47299,91259,25391,149395,33077,6473,3241,1360,7429,11574,4104,0
1635314,331508,140074,70041,38482,83241,90006,41060,111270,17543,4522,2899,3986,4716,4041,4226,1
1491205,426494,29883,29825,38647,154336,116851,38326,64978,20350,4624,2276,2473,6462,4093,1753,1
699409,364177,58105,31275,17968,121485,81044,52342,181107,25807,12314,11853,11031,7006,5728,6519,1
1853995,324198,90081,73178,31244,75393,47844,33206,4714,4424,7955,7015,12267,44831,20041,18683,0
2428398,466195,89981,67856,86921,102663,112130,41242,135131,91001,17547,17668,15307,21127,12495,12911,0
1893022,525629,130708,99896,44116,127153,53107,62281,235474,41435,4082,5314,2161,7481,3595,2286,0
