delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-9,1,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
13,1,1,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,-9,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1
8,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,5,-3,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1
10,3,0,0,0,0,0,0,7,8,1,0,0,0,0,0,9,3,0,0,0,0,0,0,6,8,1,0,0,0,0,0,0
5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,-4,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,-11,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
9,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,1
12,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1
6,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,-5,-3,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
4,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,-4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,-9,-1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-4,-2,0,0,0,0,0,0,-5,-2,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,-4,-2,0,0,0,0,0,0,0
