delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
875267,106077,9183,25318,14845,9871,11132,3367,-626512,-96037,-6991,-16276,-4651,-6841,-6913,-2112,-850590,-66945,-2780,66,-9365,-7807,-9618,-1870,-854625,-99543,-1622,-17287,-11633,-6780,-9501,-2348,-871972,-52566,38410,1239,-13290,-7517,-9203,-2240,-850583,-76878,3418,-1299,-9900,-6228,-9106,-2655,easy
169884,22025,2402,2685,2242,2026,2521,1634,561688,53328,3216,489,7373,12665,3626,3644,-157293,-4323,1800,2150,1132,3397,5663,3391,-119264,-14333,1264,-590,1117,-1278,-1228,-348,-90608,2514,1214,-1783,-1024,-664,-1505,-124,-70362,34785,16798,11690,4884,5313,2737,387,difficult
909293,191861,24537,45057,32616,20107,19726,12124,609692,-45563,-5927,-36031,-11949,11370,-7072,746,-679902,-126599,-22734,-4989,-25232,-7247,-12297,-4494,-904136,-182214,-19402,-12744,-26362,-9821,-15501,-8464,-907487,-172911,-5572,-16759,-28656,-10825,-12219,-10812,-901225,-183644,-18817,-36993,-14866,-15462,-14445,-8148,easy
783597,129675,61973,55207,51094,21295,23408,10979,-347032,249705,147808,75798,-15755,47307,21146,11487,974089,-60323,61486,-34309,-27737,14290,-891,2717,1391541,205174,-35530,-39962,-8122,12571,21053,5323,-643902,-102563,-42684,-50628,-46666,-15372,-17849,-8433,-671750,-72469,-57688,-50929,-49354,-12153,-15618,-9375,difficult
440048,36467,10033,15142,7673,8500,9023,5865,-236239,39652,28720,-2916,-666,13832,7871,1804,120249,103624,-3982,-5637,-233,-231,-3557,-2789,1258886,163242,-28,22025,5480,8227,6867,1607,-271427,-23475,-5730,-13011,-5057,-3859,-6261,-4580,-184601,-1108,31156,29189,3702,7181,389,4757,easy
411852,88018,11747,15616,5403,5310,4979,2274,-380315,-69839,263,-11797,-2356,-1539,-3422,-1092,-343486,-80315,-7848,-12314,-3800,-1930,-4014,-1634,-297580,-64043,-11389,-13319,-3177,-3791,-4099,-1500,-323952,-56499,-10470,-14018,-4280,-4171,-4142,-1569,-294193,-52286,1637,-12319,-2595,-1001,340,3387,difficult
78006,16997,1146,1926,1396,2065,1383,1106,161095,90676,3684,4837,1935,1462,1444,577,44877,218830,69345,12971,4632,7520,6279,4038,322616,28771,4466,1440,335,2161,1087,1037,-7862,12055,7080,3066,455,1820,2055,307,79091,33732,2557,5768,1888,623,1082,816,easy
52774,35069,6522,3238,2997,1856,2478,1273,50027,27350,-3155,-2057,-2085,474,-1518,-554,-16522,-18555,-5979,-2454,-2588,-894,-2128,-768,-10900,-25113,-4773,-2027,-2041,-71,-1577,-38,-5507,-19834,-2788,3795,-898,1370,-1687,76,114565,82238,23097,11905,8351,3480,-792,641,difficult
76613,30815,16761,5048,10523,6539,7032,3579,201061,14788,-14050,-3149,-4992,-1897,-4288,-2017,-67657,-11643,-16569,-590,-6250,-1980,199,2342,-72180,-14026,-10527,-2227,-6751,-101,-520,-881,200984,-24376,-15615,120,-8903,-4694,-5753,-2575,-14987,-16889,-10852,-665,-10202,-1297,-4549,-2271,easy
193657,30570,7111,6169,3660,5718,1490,841,-147676,-22052,10681,-1696,-1382,-1741,-331,761,-166369,183935,6009,11483,26522,4053,4151,1460,-140272,217879,60252,72281,-209,9,3984,1875,-172674,-5544,-6521,13197,-942,-2731,-687,268,157674,-160,20186,-979,-1617,-1879,4710,346,difficult
174206,76255,3257,11416,18149,11591,15600,9744,2000048,371572,26182,5659,2814,-1483,-979,-3983,86673,-63890,-1969,182,-13415,-9335,-11976,-8423,401002,-49751,10827,-3391,-7076,-5273,-8253,-5564,404817,-48120,13826,-8302,-15283,-7084,-12281,-7065,-135392,-41445,12656,1491,-4485,-1076,-7353,-5316,easy
768279,179228,15536,29164,13994,17222,14796,8773,-604829,-157801,-10198,-24645,-4293,-14334,-12573,-4993,-748524,-171583,-500,-19672,4082,45782,49375,49682,-735226,-148576,-5081,65109,-7237,-10734,-6231,476,-276169,-126735,45814,-21372,281,-9386,10173,19968,-756894,-167566,-5008,-13708,-29,-919,1874,8010,difficult
