delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
454474,21799,11985,10667,11344,8763,10151,3973,-301266,-2471,-6797,314,-2137,4027,-3571,394,-426105,-3008,-10317,1388,-6922,-4469,-6543,1346,difficult
48599,14625,7165,8574,3891,4451,2302,2683,-15668,13653,-3687,-5983,-2139,-2410,-344,-2167,8034,6320,-6075,-6351,-3643,-2426,-928,-1707,easy
218125,153388,8465,4744,4438,8466,2755,3018,-128200,-115607,-1382,1177,9861,-3680,433,-1084,-208796,-131824,21549,65423,-1896,-4437,2797,-829,difficult
227706,41734,15519,4386,3069,2704,881,800,-169745,-4049,-13334,10227,-1392,3597,1707,1139,36402,-9202,-9075,7705,6313,11644,4028,3642,easy
169884,22025,2402,2685,2242,2026,2521,1634,-157293,-4323,1800,2150,1132,3397,5663,3391,-119264,-14333,1264,-590,1117,-1278,-1228,-348,difficult
256866,197756,31205,23995,37935,20750,4933,7252,-176780,-167421,-28613,-22528,-35885,-19354,-3397,-6704,-220016,-188127,-30202,-22815,-37053,-20149,-4151,-6952,easy
783597,129675,61973,55207,51094,21295,23408,10979,974089,-60323,61486,-34309,-27737,14290,-891,2717,1391541,205174,-35530,-39962,-8122,12571,21053,5323,difficult
88523,36653,7746,6777,2016,2066,1221,1378,-79875,-33299,-459,1381,5111,8786,3373,1244,-31835,-32722,-6777,-5897,-366,-49,-60,-363,easy
411852,88018,11747,15616,5403,5310,4979,2274,-343486,-80315,-7848,-12314,-3800,-1930,-4014,-1634,-297580,-64043,-11389,-13319,-3177,-3791,-4099,-1500,difficult
174206,76255,3257,11416,18149,11591,15600,9744,86673,-63890,-1969,182,-13415,-9335,-11976,-8423,401002,-49751,10827,-3391,-7076,-5273,-8253,-5564,easy
52774,35069,6522,3238,2997,1856,2478,1273,-16522,-18555,-5979,-2454,-2588,-894,-2128,-768,-10900,-25113,-4773,-2027,-2041,-71,-1577,-38,difficult
48054,32722,21533,3585,5655,6992,5872,4126,481368,67058,-10069,26790,-248,5062,1218,-1328,1155648,46176,-11285,2548,1825,6088,6520,6189,easy
193657,30570,7111,6169,3660,5718,1490,841,-166369,183935,6009,11483,26522,4053,4151,1460,-140272,217879,60252,72281,-209,9,3984,1875,difficult
306469,106905,21141,16535,14913,13524,10570,13507,-38098,217869,291845,38200,1214,14778,29914,17416,-29273,58854,1404,1621,-1926,633,2735,-6539,easy
768279,179228,15536,29164,13994,17222,14796,8773,-748524,-171583,-500,-19672,4082,45782,49375,49682,-735226,-148576,-5081,65109,-7237,-10734,-6231,476,difficult
