delta,theta,lowalpha,highalpha,lowbeta,highbeta,lowgamma,midgamma,state,answer
2885657-2519160-2013358-1405430-1488742-937657-269326-124760,816445-363436-1338075-139256-68508-84910-229919-42231,196306-12733-56187-23009-32286-16757-8246-9789,90555-15866-56530-23997-11384-8462-49414-3918,67607-45858-59822-11352-16812-15615-26884-8577,162949-29105-173940-23920-24212-21754-57891-5149,79512-14725-40729-18625-16094-12926-35741-15502,43090-13122-33068-3454-14246-6044-22872-2189,easy,yes
841957-1915699-458462-433033-93887-2109296-414075-2459249,95213-129167-86588-94307-113650-118794-140304-151616,1359-36092-25951-2576-28157-79420-10845-28699,7634-76082-23032-19082-18031-28576-9769-45026,6671-30677-26266-12228-5394-80550-13461-41282,10854-50047-58463-14062-11377-18546-9681-71845,2494-69185-31475-1834-7975-9597-2533-49062,2801-11270-12494-1821-5017-4199-601-47783,easy,yes
29786-345832-1276157-29937-65375-452490-1183952-350668,20040-381736-146810-17607-70380-98667-17859-128411,21267-44648-26756-58785-53652-35750-16667-57390,39340-14967-13888-11532-8858-18450-2236-25060,32254-41268-18698-14887-24763-6666-2044-25175,27213-55419-32511-21913-17209-17648-3836-65229,13472-79258-34213-13779-8622-6384-4040-45924,10100-15654-13150-14812-29391-6966-1107-19143,easy,no
93549-162450-1042122-173690-2279483-1796219-1788341-893184,10572-30633-649507-115283-105071-33565-98830-34449,4484-6276-56366-21190-22667-9731-80868-12016,2774-1553-31916-4487-13524-45736-44877-11969,1538-2767-29485-9260-25256-12536-36921-37222,1706-6600-38980-4959-69816-25045-23486-33889,1607-9130-56718-2538-41060-21259-24571-19988,4213-2244-11704-4031-14842-21872-12200-23858,difficult,yes
96378-182743-696716-14287-407753-407753-102388-94391,36929-8779-28820-19022-41138-41138-12488-37953,1904-7848-4560-9153-25395-25395-25005-10077,541-1915-31166-24206-18622-18622-9644-2371,6666-6466-22107-10818-13258-13258-13753-3919,4524-8274-24103-35434-29619-29619-28651-7770,1164-9430-23929-22027-18159-18159-23378-3984,388-13297-16884-15743-17076-17076-13912-4340,easy,yes
311713-79280-117530-53629-21352-712556-21771-180919,154228-47229-20893-1645-29897-139551-59907-14130,48576-27133-5883-5374-7399-14131-10897-10041,10770-16559-7511-6455-16660-6710-26888-1455,9262-13923-9979-9229-6022-16785-10808-1335,26344-27048-10877-6877-11890-10812-23844-2001,23118-18676-3006-3289-13906-7843-7122-2068,6407-9323-1545-2187-4832-2927-4504-766,easy,yes
597792-800837-1260931-1648290-79547-36058-570973-146094,107792-117341-552361-398566-75807-46814-19717-16319,27084-7961-67770-26419-11781-14088-10257-5312,14047-18797-71885-46353-6520-5938-18571-3136,4071-24470-57232-23915-24807-10545-14729-5404,8773-20626-74083-15853-15030-6412-7389-3369,14188-7314-30168-21331-6269-5432-2188-6592,4666-1742-30580-6039-2537-2570-3576-2290,difficult,no
440871-685321-536620-842861-371417-247395-145391-108211,58565-479522-208230-639550-29210-203803-36263-41921,20494-71844-7599-36120-11995-15605-7041-8758,13857-20500-25279-8032-8514-20402-12224-7740,8949-107318-5279-26010-5193-10821-2395-6063,11370-33872-29667-22790-12845-60103-13672-16056,3379-22045-13077-5563-14207-16231-10832-5513,3429-29317-10423-6702-4294-16268-2510-5772,difficult,yes
72655-14406-1396593-610535-677936-7585-19344-36570,3902-21335-133056-133983-79795-2227-29325-47444,2986-17087-19802-143797-9103-15230-11470-5765,1293-9762-33786-37564-43041-2304-1935-16041,1127-30184-52206-41036-19682-27029-41728-13031,1532-29774-35611-86718-28120-29157-38563-26361,1903-24341-13636-64690-15952-10027-28625-19409,784-12295-13062-10476-14020-14878-11699-21022,difficult,no
298037-1579531-1542296-217110-116751-666223-165311-1564617,131831-379469-535915-99348-64560-12874-58162-79688,33328-54565-27784-16357-39036-9695-5318-232124,16935-21295-46239-6398-14512-11867-12092-17980,25875-30018-11248-10603-8407-25072-11669-82625,56705-85807-48454-11379-7443-19645-11252-62993,29465-18611-21661-7851-12589-5900-2794-18926,14530-11392-25078-3120-4184-2060-3475-12066,difficult,yes
