delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
286869,57993,10706,16787,10391,6108,212900,93387,22795,11691,12609,10659,-6742,-30634,4443,3694,-377,1363,-179719,-76329,-18039,-8150,-8069,-9032,-97581,-58197,-19835,-10641,-6073,-8434,579917,23584,-14924,35482,5648,-2103,easy
453628,254200,67158,23627,19124,10511,858279,240123,41768,24658,18168,16049,94440,164538,51499,33048,10956,-8858,-221178,330581,117793,-4378,5350,10838,-739096,-223831,-39378,-22735,-16337,-14570,-752770,-214979,-28355,-10059,3856,-9561,difficult
171158,88704,15443,12370,9257,6816,128161,56052,23799,8001,9915,8674,7429,179735,17959,17761,1778,1882,-93925,-18609,-18149,1744,6768,-103,-122289,-27971,-17976,1640,-7480,-6312,380774,-2549,-15259,-3670,-3700,-2898,easy
156936,68689,16438,10054,3979,4268,864882,74060,29230,22627,20035,15110,-634088,-36603,-27524,-19006,-18944,-13022,-680757,-36418,-21138,-17233,-18287,-13275,-741166,79984,10608,-161,-14927,-3514,-775773,-28449,-13113,-13893,-12066,-13559,difficult
1049188,181853,19262,21344,11921,8898,800640,177063,73377,13965,26206,12903,-125015,-62925,-65488,33213,-8345,-52,976700,330983,-29900,17431,-5278,1212,-585748,-110730,-55883,-11621,-22666,-11709,728254,-138169,-65191,-9508,-20853,-5470,easy
457731,35666,8400,9471,5104,5062,226067,12296,8596,6443,5593,6702,-217733,-9134,-4208,5109,-792,573,-9945,14041,1773,10334,1846,-3604,-7772,22555,-5830,-4651,-3881,-3858,1162107,66019,7480,1320,870,328,difficult
746989,148932,23282,8911,10187,5225,156050,18875,22341,9135,5919,4295,437840,47418,15019,1320,6137,2951,1228031,335256,241,-2293,8426,1377,145326,66777,4278,6148,1463,-532,552559,70778,-15776,-6071,1044,-78,easy
162826,75696,17633,7817,4734,4083,252879,36233,18422,6570,8218,4675,-148885,110310,38385,16564,-2361,3769,-124834,1496,-15773,-5428,-2154,-1235,-162263,40437,-13361,-5636,-5018,-2855,75768,5610,-12408,-513,-4405,-2049,difficult
801797,113001,26785,24784,7772,6224,662479,130782,28987,15587,23966,16646,177260,-46839,3228,-2661,-10180,-10468,-545097,-88142,-26710,-2494,-21341,-14670,1285972,22514,42443,46605,-17914,-5650,-360864,41343,-27769,-4661,-15343,-10901,easy
408146,138735,14371,7986,23399,7820,93853,44962,21330,14417,6918,8094,-36827,-27293,-11494,-4405,3020,-5749,164166,224528,-9964,-10249,1238,4752,548446,135065,-3715,-2014,58955,3048,581386,42793,-2664,-9057,2709,-3148,difficult
