delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
225409,37777,5849,9364,10759,8052,448905,60492,9644,16955,15697,7814,-426212,-50194,-6895,-15271,-11816,-4510,16815,13344,-1423,3968,8927,11188,-261091,-31294,-3066,-11471,-11924,-5963,easy
82213,74075,4867,16554,5539,6672,633213,42608,19787,5318,6232,5381,-442737,142400,-14884,39053,3074,8681,-595764,-21995,-13456,-460,268,-321,-614500,-26003,-16419,-4885,-5420,-4487,difficult
945569,165289,56749,19496,15558,26129,940611,36566,4071,10839,8781,9912,-200385,352695,52101,20984,21421,31068,954075,26847,99678,10136,1969,17475,-738815,6627,6256,-5149,-3060,108,easy
315798,68773,18118,9971,5881,5920,343860,49435,20138,12151,8100,12512,-62186,110364,-1391,-6858,-1765,-9400,-304572,-24514,4736,6490,-1780,-2761,282573,-27836,-9404,-6173,-3111,-7614,difficult
114550,90285,34592,12802,11801,10518,645659,75581,16284,9400,22450,14872,-508139,-7140,5818,10500,-8537,-6845,-595717,25698,38809,1579,-6835,3921,-489470,25553,10297,-1874,-16575,-10139,easy
115258,64828,20864,13962,6068,8900,790927,167656,14946,27796,35083,21738,-661327,-100212,-4865,-19072,-28232,-18342,-660182,-81684,33790,-2044,-28401,-6348,-705497,-126588,-11172,-20387,-30411,-13823,difficult
288495,39529,7043,3530,2154,2421,694763,180498,47325,20716,15582,17479,-658799,-158475,-43823,-15712,-14262,-14300,-642544,-168162,-42710,-16247,-12468,-15135,82540,-96271,-34312,-19599,-13553,-15738,easy
101063,18224,6494,11773,5000,7635,76062,42337,2865,2779,4895,3624,-50248,-6409,8774,21721,1527,12256,-60057,-35115,2269,5314,-713,-796,185307,-30814,-157,-52,-500,573,difficult
87445,42113,4266,28489,4472,6901,430214,72394,29055,16734,21595,13605,-280514,-60800,-26709,-16216,-19624,-12736,-348301,-13377,-22632,15083,-14335,-5831,-399492,-16666,-25026,36398,-17410,-1544,easy
78328,61426,11383,8111,11387,6197,529886,88419,59816,25291,21770,13010,-459217,36200,-51829,-15474,-18589,-10700,-368605,-41567,-50080,-16210,-4712,-2337,-526851,-75613,-43389,-19857,-7849,-7402,difficult
776170,65014,18282,15550,13824,8751,601390,176554,73099,42980,19652,10582,1563934,-59485,-48044,-16354,1302,675,-484129,-165910,-68239,-41323,-15498,-7540,-555464,-109224,-48167,-24612,-3287,1372,easy
771710,259857,36581,11226,5743,11418,442924,155640,33166,17671,10927,6978,307502,-57456,7138,-14245,-8547,-2253,112205,352281,14532,6190,-3296,1796,566651,17827,-11426,-11281,-3708,13776,difficult
574254,163719,40978,9653,10312,8845,388030,89739,23068,15305,15976,7800,626901,68119,11111,-916,2635,1749,82707,215297,64543,-4214,-6820,6012,-150936,-61475,-21925,-11826,-12807,-4627,easy
26640,28036,11096,6139,8134,10080,242917,87610,10043,9826,12534,7763,-230934,-70607,2494,-1920,-4227,6304,-219231,-39219,5590,-2107,61,3718,-198665,-68897,-4926,-7033,-9035,-3071,difficult
71709,39486,9041,5328,5145,6285,823781,63529,10062,8689,13313,8259,-704756,-52267,-8039,-7120,-11831,-7005,-748116,36828,7645,-6289,-8229,2424,-803345,-56690,-2668,3325,-4443,-1341,easy
105397,41131,22809,24654,7611,13229,286020,48708,17233,17304,13336,8062,-79568,42682,-6726,3192,3060,2981,-278979,-40650,-7274,1102,-8619,9078,-183322,-24763,30729,17757,-11616,3442,difficult
33157,11807,12879,9762,5098,7043,203834,35615,6690,19045,6138,10081,-195182,-24797,-160,-3635,-807,-5808,-192171,-25984,-5721,-15907,-901,-2364,-124679,-20643,24449,-8307,-1411,-941,easy
185401,12194,11208,8592,8449,4014,140355,20385,5410,13287,10694,9694,315494,-2681,5918,-9763,-9486,-6418,-50701,-10041,349,-8559,-5187,-6750,-129654,-11852,11128,4237,7938,-3871,difficult
933239,344554,65232,77274,46432,15755,395381,209307,17235,14064,31978,10587,352400,476126,94424,86273,-830,4906,1060130,-44952,20637,17010,36106,4268,201044,-25434,28929,86348,8086,6330,easy
