delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
253296,66030,30029,16602,13266,8940,3725,2485,760854,107820,-5454,4714,11321,-2453,2995,-550,-211971,-33991,-26275,-12412,-8979,-6340,-2676,-1711,easy
316733,89097,18007,12314,6674,9264,3668,3156,-177854,-62757,4669,-8078,-4851,-5598,-2599,0,-202146,-62240,-17204,-11180,-5807,-8376,-3101,-2636,difficult
247874,43630,28739,15802,13022,10641,5771,5672,-6721,-5636,-25883,-9014,-9996,-5703,-3925,215,-163027,-20842,-22520,-13641,-12207,-9723,-4282,-4853,easy
469488,95255,10589,14403,7345,7467,3714,2526,-278001,-88791,-2037,-13281,-5126,-3525,-484,-1386,-437454,-57409,-9878,-10729,-5617,-1813,-1827,-929,difficult
712025,105008,21842,27208,12822,12877,2494,1366,-607084,-85764,-10800,-24567,-8943,-11048,-1396,-188,-241779,-40317,-7916,-18711,-3042,-10968,-1041,711,easy
203791,81323,19342,8700,4929,8476,3927,3107,-115944,-25407,-17264,-3329,-2186,-6225,-2558,-2037,989641,471641,78095,29561,27901,11118,1411,4088,difficult
86872,21063,6613,5169,3060,2941,1034,1170,-4570,61234,641,-1657,5455,1432,723,-163,4218,-15554,-4554,-3237,-2425,-1809,-884,-1038,easy
84777,57156,9681,8260,7400,2838,1207,853,-74684,-36718,-7281,-6551,-5712,-1612,-563,-229,2284047,57590,22622,7058,13142,8641,4749,7116,difficult
118421,26923,8013,7307,5996,6626,4546,3219,-114826,-23354,-1170,-3303,-3946,-3161,-884,1991,-19265,-8079,20293,6665,11749,-2185,-2164,-656,easy
150861,87355,16753,13880,13834,10151,2846,3754,555111,-52720,1613,4886,-1877,25169,6391,17173,-21469,-42861,-10102,-10806,-10180,-6961,-2048,-3236,difficult
540914,305157,18823,16879,12979,21483,10260,4039,-537903,-303244,-18217,-11530,-8327,-5480,1039,4399,-534885,-296266,-7594,-15456,-9805,-4501,4861,6948,easy
128126,77902,2522,6069,7109,3553,2655,1902,102823,86372,19380,11351,2225,295,61,1039,1111718,168167,13844,41390,18136,17985,21743,9541,difficult
203225,103671,23195,17576,8829,12700,4871,3607,-163248,-86319,-13138,-13581,-3896,-10140,517,-1365,-174627,-67465,-20507,-7597,-2974,-734,3860,1174,easy
606626,91585,25284,10897,9960,8191,6458,3463,-523276,-39667,-13877,3247,-4001,2775,10778,4674,37655,67183,-2723,1102,8879,605,5172,5056,difficult
197693,57761,13953,5738,6273,4123,1484,2250,-59801,-2340,-5393,-1241,1112,2248,-528,-922,-42372,-20915,-4417,1320,-5034,-2511,-62,-1610,easy
790508,180350,34611,21819,21810,13635,10019,9966,-697616,-149642,-33415,-17154,-16222,-4257,-8391,-7406,-772007,-148242,-25701,-21326,-21038,-9480,-9383,-8216,difficult
365860,43744,13091,13151,18349,5139,3855,1544,-277365,-36738,-9585,-9780,-16465,-3823,-2943,-743,-335923,-24660,925,-12147,-16777,-4433,-3493,-1398,easy
632782,79235,11826,23787,12795,6567,2061,2009,-559810,-15870,-11075,-22225,-9859,-4787,-1610,-1510,-550216,-37529,34000,-5140,-6415,2864,1754,-115,difficult
114427,17448,7309,9801,4274,3560,880,482,229429,28698,-605,-8266,-2027,-1224,397,91,-38506,-12295,-6833,-9567,-3700,-3234,-706,-412,easy
108590,31912,6012,6931,4402,2147,1207,687,60954,4045,-1793,-5889,-912,1127,-63,612,95695,39534,15877,-3454,-157,1513,95,209,difficult
473798,23283,9399,5795,5422,4971,3417,1083,-334772,11733,-3439,1469,-1803,-1890,-2283,1272,143777,187612,-1061,19951,8850,1077,-1448,435,easy
282117,143622,11752,5276,5960,8071,4718,4579,-277897,-131321,-5645,9147,16832,-1874,782,2924,-6295,-110615,-4155,-4389,-4686,-6320,-3873,-3400,difficult
359844,39526,8065,10359,7593,7095,3298,2521,10612,57,36402,-1617,-3184,-3651,-2277,-1204,217032,-27518,-6238,-4937,-6587,-5911,-2906,-2161,easy
570523,109732,21336,46028,19058,17288,6189,19277,-124192,-93431,-3374,-42336,-17621,-6684,9825,-13938,-387823,-80509,19041,-25329,1578,-6083,2806,-12246,difficult
129364,11246,2710,2383,3643,1799,1241,910,215914,52857,6690,10889,18898,9949,6930,1079,312099,38179,21191,15250,17982,17951,7748,3554,easy
304991,236456,49720,19631,49649,26221,18264,7553,-31332,4987,12058,-6343,-41250,-19699,-9372,-3257,-141198,-190979,-25485,-17059,-44231,-23245,-16552,-5963,difficult
32186,11624,5366,1520,2980,1531,1145,916,50060,33963,3448,9440,4703,7921,2703,4000,587106,28176,-3047,13947,11505,11421,10131,4161,easy
633735,161643,30323,39133,23637,20147,20958,11853,-594876,-127975,-22005,-34839,-22241,-18316,-19697,-11289,-621963,-149999,-28612,-36785,-22123,-17721,-20244,-10603,difficult
97551,52203,9351,4294,4213,3158,1724,1571,238872,127713,-1219,12068,6232,8208,5884,2766,1955819,295525,10904,39900,35241,11441,8251,2707,easy
790579,178922,28086,19701,36997,16169,5474,2159,-385629,-129103,-13139,-7369,-23607,-812,-3111,1504,413333,114653,10957,68891,-5459,38028,17325,18679,difficult
160693,16521,11138,5362,5142,3301,1157,1213,694035,229443,27785,6797,2228,14459,1832,5293,-82304,16816,-4590,-2852,-2895,-2548,-784,-1048,easy
1124712,231351,55481,46145,43688,28645,11753,10044,-874705,-200622,-38653,-30340,-37983,-24744,-8935,-7213,-950330,-167693,-46131,-39222,-27876,-15087,23230,4903,difficult
58808,32862,10063,3632,3036,3712,1728,1122,497460,41179,-4225,315,1955,18903,9699,4809,489658,10333,-5262,1790,2385,-1485,91,509,easy
168347,71799,6605,10127,7352,4871,1058,2020,-128052,-55705,-4646,-6541,-6021,-1535,1594,374,114502,45651,6096,14610,-1538,1496,1640,-710,difficult
496651,103965,27629,7966,6769,5376,2714,1751,-476365,-90182,-26672,-7038,-3676,-2413,-2348,-1187,802826,25666,-16814,12228,2593,3435,636,2131,easy
615394,196163,20381,24708,19942,15356,4520,1941,-8961,-82179,-4863,-579,-5947,-8544,-1895,208,-471699,-184734,-15302,-24237,-18152,-13544,-3875,-1209,difficult
701787,212078,25657,19990,13817,10827,6453,4796,-300841,-129359,63605,-14583,-3955,-4560,2870,-391,-637774,-193589,-23869,-16229,-11392,-10080,-5656,-4137,easy
1506708,174393,105744,40690,28567,16013,8650,2328,-1483147,-105323,-96760,-39108,-24330,-11889,-4548,-1356,-1389508,-105438,-93201,-39077,-25053,-4509,14085,11554,difficult
561043,162382,29132,17553,8371,8224,4677,2749,-528923,-158997,-27780,-16148,-7185,-7497,-4317,-2289,-508417,-93515,-14764,-16402,-2938,-4137,-3532,-1382,easy
191237,38793,5896,6590,6164,3806,2386,2877,1391050,-8250,1376,-907,326,791,-693,-1107,-113271,-5980,666,394,-4002,-1332,1676,-1367,difficult
799141,105000,38473,32522,11235,5181,4589,883,-637456,-82207,-34241,-30194,-3440,-2986,-2630,103,262810,-92596,-22852,-25592,-4932,-1530,-3996,79,easy
141125,52696,7889,8033,8201,5683,3023,2464,-102690,-29142,-2482,-4738,-5180,3306,12598,3338,35785,-4930,11411,-2140,-2761,-140,5961,2468,difficult
777291,145780,25792,19138,9092,5729,7727,4274,-665202,-96218,-21672,-5856,2252,4868,-891,-2353,-739072,-140117,-24019,-18800,-8914,-5228,-7303,-4055,easy
73414,41902,9205,10583,5369,8026,4748,4895,124634,643538,165661,35083,57842,10015,19088,15969,115689,36682,-6272,2251,-2041,2869,1000,-950,difficult
391152,134843,24048,29439,16673,8052,5503,5142,-348778,-108809,-12812,-25417,-13700,-451,1571,-51,-356984,-51833,-20087,-25878,-14292,-6020,-4633,-3869,easy
1032363,76953,34312,20117,8349,16011,6999,4734,-357885,-51772,-23880,-17858,-4190,-10654,-3851,-2601,553585,-42011,-1155,-3526,-3246,1940,1784,3953,difficult
77998,27303,10556,3431,3471,4507,1404,1546,5357,-9003,6403,-1216,278,-2405,1112,-552,-68483,-4062,-8264,-564,-2453,1542,1500,-593,easy
1296140,49404,10795,19590,11829,7177,3143,3393,-1237619,-36435,-8928,-19086,-10706,-6283,-1839,-2507,-508725,49986,30619,8899,-5665,12373,23797,18564,difficult
274734,65747,31312,9717,9652,13138,13587,7889,-56732,-19668,-19767,-3256,-5250,-9823,-9770,-5840,-203971,-20773,-1478,-7169,-7171,-9683,-11845,-6629,easy
519790,195549,14575,37017,25260,18584,21039,7802,45572,-166199,-5199,-26410,-19534,-11036,-11194,3217,200477,-162014,20159,-21259,-15163,-9377,-17979,-2030,difficult
101798,15783,8671,2405,4619,3944,2388,1252,1097498,555017,41190,57518,28974,15496,16205,7914,-56942,33511,-3584,-752,-123,761,-461,428,easy
929855,70598,43980,6886,11026,10682,3065,3545,48774,4486,-40279,4613,644,-6243,-1712,-1840,-709678,434680,13686,61844,28983,30940,8491,3149,difficult
