delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
329882,66917,7334,7341,3058,3785,1787388,297699,41489,70342,18729,26168,-1725322,-294299,-33840,-65321,-17404,-24129,-1725322,-294299,-33840,-65321,-17404,-24129,-1385053,-106414,-33558,-59894,-13577,-20851,-994328,-228117,-35382,-61470,-14298,-20422,difficult
677636,123913,26726,27023,13876,22119,1215853,408002,38999,40414,28653,34173,-736074,-344653,-1531,-17176,-14779,-26694,-602998,-311508,-33556,13633,-13952,-6852,316531,-92836,19098,-12919,-3942,5969,-1130328,-387361,-33102,-37104,-26435,-20640,easy
427962,149210,21655,6642,6589,8323,325944,51746,23679,15180,5254,4783,-250727,55926,-5247,-8901,-4011,-357,-158043,12777,-21145,-2104,-1399,2812,985306,345433,-3806,-12036,10052,13312,-168463,-24281,22100,-11113,698,-1607,difficult
1173972,478704,10472,18432,9229,15554,1358975,142274,15416,14564,16034,36685,504082,1672847,9209,38967,8550,14646,-1289344,-134261,-10989,-10656,-11863,-35183,1311651,-55025,-5037,221,-9490,-28995,-1266401,-137843,-12959,-13061,-14417,-34993,easy
407813,104117,35934,26292,18251,22326,219616,15929,8422,21721,7188,16081,-196639,-5762,4757,32533,5364,18894,728884,87722,4642,-12665,2073,-200,-38934,108618,66785,-3597,21422,10964,259476,162175,33865,2011,15391,-4680,difficult
810304,140536,21328,27914,23123,17404,1058261,467433,36486,31275,32275,52814,-391671,-435896,-35714,-24668,-26535,-49185,-352290,-337367,-23261,-23910,-20714,-24494,-19539,-285549,-20285,-25801,-28163,-44159,-228329,-248776,18629,60935,38804,-23804,easy
1048509,184148,18912,8187,7989,23364,1003206,93297,26552,24903,10264,29074,127335,268017,3599,-10065,-7189,-13458,-320941,162412,6827,-16840,13358,32400,187408,-33513,-20494,-19979,-7634,-20892,187408,-33513,-20494,-19979,-7634,-20892,difficult
904743,67738,9903,5599,14227,31732,1978705,907530,82492,24200,36212,67134,-1875690,-882883,-81630,-22150,-35833,-64314,-1814559,-845613,-67890,-20758,-28556,-54281,-302800,-815337,-70418,-15749,-11775,-11507,-302800,-815337,-70418,-15749,-11775,-11507,easy
140467,15316,9408,4497,9869,9752,175049,40914,3132,17469,11087,20923,87708,-24425,-2117,-11283,-2937,-16731,-132246,-26700,1815,-14660,-2716,-11668,-108936,-29442,23918,-13257,-2534,-606,15147,-21826,1488,-12689,3314,-15679,difficult
1574820,272580,53762,50237,26423,42392,196445,78371,13688,9458,14172,15441,2466961,569414,59469,86939,5095,57546,1690704,125572,14515,28463,51101,39215,1450778,149875,96043,55672,4803,23073,-94942,-68026,-9730,-7957,-11995,-12032,easy
567112,87962,33651,26723,24436,17069,231359,107494,26861,8449,10641,6252,123967,-51707,-2138,11678,375,-1650,4244,-48021,-20998,-5837,-8387,3058,607401,10800,25148,33627,31595,20930,607401,10800,25148,33627,31595,20930,difficult
830705,58906,10595,7316,7421,24457,947119,180233,36285,25691,12344,35154,63882,-97715,-18746,-21703,-7022,1890,63882,-97715,-18746,-21703,-7022,1890,92676,-136042,-29255,-10074,2413,-15052,-686098,-153835,-36013,-20021,-8062,-31516,easy
576057,182346,49074,26799,9684,21985,2453861,53412,68376,27132,43372,112021,-1658405,80377,-47265,-20783,-38809,-95768,-1466775,458055,90136,57020,-18838,-58040,-2262886,-7022,-64105,-12078,-37188,-98388,-2123149,-15676,-55975,-25490,-39919,-107950,difficult
523816,248149,9851,19729,20154,24346,636748,310984,34211,11737,26642,33564,158721,333846,-24434,38007,14961,18112,-190261,-176026,-27183,-5136,-20857,-19112,-190261,-176026,-27183,-5136,-20857,-19112,-229929,-233136,-18639,4232,799,-16759,easy
375894,152092,18826,13660,19316,33225,596285,41487,8489,9397,14021,39754,479965,458520,40928,8564,11582,-1022,-571955,-18866,-7588,9195,-2266,15074,-280435,15547,8791,1081,22174,-6508,-509139,-12780,-783,-1790,-10309,-33659,difficult
181860,194597,28416,16167,23533,24468,162103,16386,4275,6503,6208,14724,-98914,1899,6730,8091,10763,47739,122767,295973,6696,22817,15597,-5549,153081,372948,49263,719,32880,-3795,-97907,42023,33874,7028,10060,579,easy
586120,111423,18313,15524,5785,8880,1201121,170674,51634,89411,41881,38593,83389,3099,-34769,-49789,-33494,-21833,-764962,23569,-33821,-77498,-35420,-27246,-889215,-131837,-32348,-84130,-37736,-34886,-889215,-131837,-32348,-84130,-37736,-34886,difficult
59462,27550,14244,3195,9133,8800,662945,367548,67196,133039,244683,116804,-628432,-352948,-61826,-131533,-242691,-113793,-547641,-289552,-45402,-125692,-222639,-89635,-618930,-358746,-52291,-131076,-238436,-114294,-618930,-358746,-52291,-131076,-238436,-114294,easy
58913,10952,4882,6092,5153,10298,614761,36394,8178,8209,7977,5055,-596489,-20036,-5208,-1882,-1902,8960,-518701,-25042,-1493,-6824,-4892,-814,-602020,-33419,-821,5346,-4629,14372,-506181,-23270,-5664,-5108,127,-1547,difficult
355068,122168,8332,19539,20053,24439,99420,68854,17931,12321,23581,19058,-43106,-56936,-8859,-8400,461,13037,901422,156033,-5639,38408,10365,-1523,82138,57079,-11949,-569,-12469,5004,82138,57079,-11949,-569,-12469,5004,easy
240510,81699,5255,4141,4374,1831,306404,34929,5045,4037,3472,1572,-166347,-22037,-3247,183,-1112,-961,-166347,-22037,-3247,183,-1112,-961,313989,249967,3540,2436,8082,2547,-244872,-18813,3792,-2385,-2249,410,difficult
204150,79426,6893,8189,19507,16778,97260,26295,9241,2813,3641,10610,-28255,-13118,1647,769,931,-454,-51250,-10983,-3565,2672,28276,13635,253533,118313,-3737,9031,17129,5746,253533,118313,-3737,9031,17129,5746,easy
754107,36139,20945,19747,20817,9670,431634,375739,33800,54925,9049,16220,1267921,-325168,-17611,-41836,-3220,-12911,-136019,-365566,-30555,-54218,-7719,-12467,382831,-348825,-7030,-43641,-2083,-12144,-224840,-318840,3776,-1018,60093,11323,difficult
895031,52550,10555,24168,13701,14374,137238,31609,11106,6208,6213,14004,97719,36523,-5122,3309,-1133,-11009,569330,977,-6631,4072,3788,-647,-66789,-25086,-8264,-2669,4270,-11651,2430912,71349,17811,67129,23026,24786,easy
336508,88509,27351,8637,19634,21349,172744,44565,11546,3503,3491,9970,487380,6980,41856,4551,34937,13759,-31621,27253,14556,3856,12964,1754,-31621,27253,14556,3856,12964,1754,230917,114288,-7750,8274,3705,28249,difficult
133676,69080,23633,5396,5383,17871,125761,21264,6749,9858,8354,9977,26553,141000,56935,-58,1463,11411,-6450,-4185,-1922,-6939,-7634,-7139,-16865,16465,10737,-7025,-4160,-1029,28422,37984,1785,-3828,-1553,28334,easy
92889,16728,5242,11721,8460,11188,186152,57614,18845,15198,10539,15861,-99603,-49366,-16939,-11025,-7067,-7781,-16334,-13692,-13043,11193,7330,6390,-140519,-52250,-8767,-178,-833,-5506,-116596,-48238,-15663,-13900,-7745,-11794,difficult
254878,26070,9027,6689,6543,6899,20173,37271,11971,9046,12035,27704,660290,7062,5572,9867,2884,-12059,99980,-33283,-8318,-8456,-10507,-26285,143213,-12575,-11404,-8213,-10716,-25771,35335,-6008,2375,-2627,-3630,-19105,easy
1385361,573993,97543,93519,32444,37443,1237023,513444,181416,47421,25270,36565,565632,147668,-115265,56670,10803,-1719,565632,147668,-115265,56670,10803,-1719,-797816,-459452,-171681,-37328,-20486,-33887,259902,406310,66719,108380,27577,40835,difficult
159149,118596,36871,16240,15284,28313,573785,62279,7267,5012,10503,15998,-455089,91573,64658,-10,7635,22367,-538307,-11507,19476,11713,803,20376,-384549,31613,16772,5478,14312,3564,-280601,113590,17511,27729,-3625,2953,easy
410479,59383,11684,11053,11127,20168,57226,25612,8085,6317,10886,19705,-50157,-8412,-3523,13759,2970,14295,313415,-11711,-5155,-4346,-7151,-10600,88440,48616,-5234,-1692,1069,-15089,1061315,106590,28306,11224,4076,13246,difficult
