delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
49005,22072,6089,12999,7146,4007,1674,1684,165807,34717,6046,6959,5990,3610,2480,1772,-89511,1227,9179,22735,11025,3856,201,1597,-133983,-22549,-3385,-336,-2886,-765,-1678,-1509,-126913,-16613,-5666,-4279,-4670,-1899,-940,-352,difficult
47543,6357,5860,5285,3084,5995,2754,3210,86493,40084,6130,4176,1403,2933,1495,854,6097,-37806,-3741,-3388,150,-2169,-758,-439,-59968,-38256,-3381,-2950,172,5370,849,822,-62980,-25119,6312,9664,4722,5985,3685,6686,easy
58094,22317,4723,2111,2265,2248,1209,789,143507,26026,1461,4385,2618,3215,1241,1280,-88055,-14106,1669,-3792,112,-455,341,74,-63976,-13572,-216,119,-682,-1307,-215,-921,-104207,16551,8334,-3148,-488,-1139,-223,-627,difficult
23551,17558,6814,3404,1970,10459,4719,5774,49570,5140,1269,3525,2876,6671,6900,2228,-31695,1985,1973,-762,-733,-5064,-1806,-1167,-2087,-2882,-1180,-3204,-2253,-5910,-6682,-1956,-44275,38152,15841,3603,267,22339,1946,13761,easy
56683,9522,1171,1487,2331,1219,1276,756,86731,28851,6261,5808,2736,2642,1153,873,-83327,-26908,-5818,-2943,-1343,-1232,-129,443,60922,-9261,-5017,-4916,-781,-1824,-858,-622,-67738,-21818,-4435,-5103,910,-1214,1356,-172,difficult
131675,41765,7376,7322,8972,9228,5215,6108,162572,17515,10198,4790,3783,9640,4291,2792,-67012,68536,-277,9930,13707,6226,134,11321,-32618,-3784,-3176,-1258,-352,-3927,-2325,700,6938,7999,-5014,-1075,2212,-3535,4964,-2074,easy
15216,21046,1887,3583,1986,6555,1744,1891,26311,18904,3474,2063,2034,2856,1975,1511,-20694,536,-2231,5090,711,9478,1317,1754,-2765,16940,-959,-450,-170,268,-1129,39,-9826,-11051,-1571,-80,-684,1350,-881,-652,difficult
100878,23033,7902,2198,2601,6993,1172,1368,757150,173916,35994,20572,15298,13795,4867,4052,-642572,-140479,-30816,-19258,-14568,-13042,-4701,-3854,-706678,-155823,-28065,-19123,-10455,3898,-2212,-832,-619566,-156347,-25396,-16740,-13067,-11261,-4172,-3367,easy
96109,10148,2802,2568,4994,4582,3406,2663,137576,36209,4999,3418,2223,1467,864,879,-129994,-32816,-3152,-1489,-294,941,1173,589,-132101,-25290,-1962,305,9692,7675,5613,4752,137694,-20077,-1476,-1367,-1084,730,839,11,difficult
646096,134768,29166,13989,15311,11286,3000,2310,343029,35029,23635,12064,18705,11050,2556,880,596196,205200,-2945,-5698,-8381,-4265,-977,3052,527667,64054,-10444,5921,-9328,-2095,417,1032,-214662,29964,29981,5552,7527,7068,1893,205,easy
137861,34659,15679,8725,4960,5292,5766,3513,44400,35228,19255,7319,4665,4513,4479,3026,35179,-25868,-18316,-7011,-3648,-4132,-4157,-2461,35235,-11395,-13217,-4679,-2188,-3337,-3620,-1968,209969,35555,20806,15908,6722,9805,11637,5891,difficult
33249,41423,13692,44465,12690,14961,10730,6027,141643,21886,7770,5117,9231,11761,4982,3062,-120803,8325,25036,113104,13392,7774,-1909,1455,-87025,59213,-5027,5897,-5385,2316,17463,5798,-117355,-8928,-2244,-957,2371,-491,1691,1641,easy
113472,43834,2464,4015,3656,2449,2182,1096,76631,22129,8614,5423,5103,4212,2598,2851,-63907,-18503,-7516,-5088,-2293,-1515,-796,-1856,210821,91912,-4711,95,-2007,-1722,-450,-2214,-36390,-8294,-6224,768,-40,-2052,-3,-1194,difficult
956251,240335,48824,23593,27817,23209,8027,5417,132857,24356,15376,13927,4758,2514,982,947,239558,37962,50651,-617,-88,13104,1366,-35,2058529,546467,22453,29680,48257,34883,8744,9626,172096,63509,27241,-65,21008,14097,11024,3819,easy
156680,29721,16308,9479,9879,18220,7455,9453,120725,30919,10649,2854,15756,5641,8204,7432,-38730,-19157,5246,12909,1205,23839,1481,4726,6562,30026,20783,6410,-5389,13455,-191,5748,140032,-14462,-9051,556,-13447,442,-3537,-4412,difficult
280514,64629,19523,30378,5263,8268,2046,1745,70360,17453,26079,34041,7700,5950,2352,1578,150269,8938,-19360,-5927,-5830,-3721,-1222,-410,384745,139671,20843,21931,3674,12755,2153,430,95447,-7080,-21150,-26993,-5156,-2081,-1849,482,easy
19578,4612,4623,6353,3395,7638,3816,3034,95545,24368,5587,4431,3345,4281,3195,1516,-87407,-20058,-4539,-645,-1027,-803,-2100,1099,-69988,-21033,3927,-517,-1822,-1608,-1963,-818,-70506,-18178,-2281,6927,2999,12483,5925,4272,difficult
48296,21657,18220,22031,2857,3549,3284,1224,374138,38350,6710,3303,3689,1727,1486,1285,-338075,-11082,34067,46945,1542,2822,5596,1063,-367565,-16298,6533,11997,-847,3401,970,-105,-271885,-22700,-6069,-2757,-3191,-757,-1173,-1142,easy
78758,18371,4125,5235,4849,10927,5206,4521,121749,26813,3618,8168,5981,7993,4215,4641,-103471,-17724,4333,-6254,848,5971,4323,3111,-96702,-4311,-271,-321,-1939,5534,480,-802,71200,-3291,-2541,-2225,-2306,-2704,-1829,-2668,difficult
199956,29814,3425,5733,5815,2699,889,981,144639,79743,14195,6270,8124,8702,7752,3150,-104844,-73237,-11745,-5699,-7002,-8032,-6948,-2771,314308,-58979,-9200,3592,-1743,-5123,-7037,-2109,-43512,-17570,-11366,496,1818,-4854,-6605,-1628,easy
976850,104421,39734,33541,22162,15136,6413,4247,328403,61960,12120,5813,6173,5062,2170,3137,713486,18521,14069,32824,9609,13873,4095,1960,1552402,162943,78548,53978,43795,18940,9670,3439,-320547,-54080,-9775,-3617,-5438,-2592,-1037,-2068,difficult
246028,115883,17235,16450,11933,10113,4098,3652,75368,47417,6587,3487,3767,5793,4216,2023,148787,-27794,2434,2336,-358,-3605,-2178,-640,403382,256192,34483,29254,22702,11361,2733,3476,-40189,-23000,-4974,7300,2155,5205,-909,2052,easy
423186,203433,50000,15012,16472,10968,3861,2487,1095051,149622,24742,21279,10704,4157,3934,1165,-1074647,-121391,-19592,-17178,-8292,-759,-2889,-213,-20653,411556,116812,16544,30421,23215,5303,3983,-920294,-128731,-21445,-18168,-4825,-2022,-2634,195,difficult
534492,135726,38152,18523,13004,5384,5446,2728,456672,134260,25909,21779,14226,24691,27095,18973,-153297,-110297,-18890,-18458,-10213,-21626,-24808,-18189,751430,243890,80845,29601,19959,-12115,-13225,-12070,-364674,-129196,-25226,-20911,-13413,-24180,-26914,-18475,easy
119172,44639,14572,11572,2663,6630,3245,2187,30937,28502,2337,7362,12722,8096,4421,3331,24755,37839,26306,-3924,-11509,-3477,-1944,-982,21341,-3028,-1210,-1725,-7989,-5902,-2931,-2146,218608,13600,11608,18279,-10679,4982,1346,-303,difficult
107679,17274,9966,3675,5476,4638,3164,1805,65430,64387,7575,7459,4917,6055,3652,1919,-60128,-61584,-6356,-7033,-3462,-4461,-2570,-1197,205878,-50538,-4885,-6706,-2405,-2388,-2256,-578,-19003,-29218,18415,2386,7544,2599,3362,1433,easy
191070,51106,9606,6657,6060,5113,1255,1202,103693,7455,982,864,1110,1020,555,315,253706,4655,-273,1694,1426,1709,378,434,-51959,52357,4960,4826,7281,2775,716,190,60385,73941,21184,10859,6142,7795,1005,2037,difficult
406763,54851,36259,20239,6779,7450,2525,1967,592273,27947,5309,5750,3314,2932,1916,1407,-147670,70282,92076,36382,6547,11897,1916,1512,102244,18083,-134,6567,4798,2970,789,741,-511105,-7654,908,517,-950,-1314,-879,-574,easy
374606,48249,19521,20586,15407,8492,4023,1683,147524,17325,5617,1435,1389,1170,579,812,-127340,-10156,-1081,-462,138,-173,-196,-643,865689,40901,32188,35607,14287,12618,4044,924,-57104,62026,10604,22308,27629,9521,6485,2331,difficult
91120,39478,14770,6375,5934,3723,1518,1815,336884,58164,23891,9238,25032,9542,8587,7485,-317619,-26105,-13213,-3798,-20145,-5362,-6723,-4691,-263718,-13141,1821,-851,-19546,-5874,-6776,-5589,-155956,-16811,-15972,-3941,-17604,-6221,-7707,-6729,easy
211145,87664,18370,6606,13080,4819,4081,3381,382626,42836,5105,8982,6602,6263,4679,2223,50514,122930,30355,2989,5159,-1808,-1400,-870,-272973,41425,9779,-3018,19217,2145,3609,5975,-291985,-29872,-340,-7099,-4943,-4669,-4004,-1632,difficult
82558,26102,11881,10290,7083,6627,3547,2932,71516,18570,4061,4742,2913,8204,3423,2198,-28285,-1265,17674,9727,4055,-2125,2643,-234,97694,15262,-2005,-1666,1100,-4674,-2820,-616,-36284,8598,7791,8583,7355,2067,550,3052,easy
643773,219892,56078,32398,30142,44910,26302,9722,553646,64854,23245,15163,6427,11956,7562,6080,165222,129581,-4635,28686,22046,21242,20777,12996,-120479,46335,28626,12392,21370,56095,23725,40,225637,289199,74507,10627,27729,21526,11718,-2111,difficult
50872,45671,10731,7969,5610,7086,2201,1993,66923,12966,2205,2185,2896,4286,3217,1086,-42566,18456,2912,4305,1702,2652,480,2378,-29671,18819,10720,2041,-779,-2317,-2954,-332,24085,60839,11946,11006,7219,8065,-574,676,easy
497037,32008,101404,4606,2794,12073,1284,882,166278,23444,7253,7104,2464,2514,909,503,732093,19653,286232,-930,1898,26713,947,1013,323513,-17250,-3886,-3215,-444,297,97,-53,-63328,23290,107,-3349,-463,1668,81,177,difficult
48364,10749,3147,4206,7809,6594,3797,2446,50815,26914,1936,6409,3163,4395,1616,868,78487,-15538,2414,-3075,3330,1865,4161,957,-38028,-7666,2395,273,11525,7020,1860,3426,-47813,-25291,-1175,-3808,-917,-2289,522,351,easy
146514,49683,3280,8600,4376,3753,4100,1560,811210,93950,32870,21728,18412,19778,12852,8232,-646338,-62774,-30137,-16769,-10865,-16457,-9024,-6977,-578513,7286,-26871,-4637,-13823,-15031,-7735,-6002,-769237,-77312,-31761,-17977,-17420,-16587,-9497,-7037,difficult
137588,61309,6706,13262,2085,4758,1516,1096,111902,48520,8200,8764,5758,7397,3594,2001,192407,105073,-1682,17344,-2747,5046,191,247,-28977,-25507,3570,3172,-3235,-6122,-3093,-1464,-86371,-41199,-6370,-7021,-5038,-6841,-3332,-1498,easy
1322739,114535,8684,16161,21291,13571,9730,6638,616422,95093,16669,16747,11520,8796,2926,1939,684989,-72166,-11667,-13453,-5622,-3642,-267,-251,238278,-9160,-9344,-10039,3729,4649,5531,1342,1195684,139652,-2944,21733,31205,13318,15149,13005,difficult
77113,34550,21743,7617,6653,6335,2566,2268,12552,13376,45712,41483,15202,12694,3025,2850,184083,28394,-24128,-37691,-10506,-6248,-1162,-2201,-3382,-2417,-38620,-38654,-13327,-11148,-1751,-2291,12983,37545,-9158,-25252,-1814,-1682,1537,2747,easy
794697,102414,14200,7906,7122,7656,2300,911,1234978,146955,57283,49961,16780,15421,11013,6306,-679481,-31453,-35932,-42066,-12019,-8438,-7945,-5126,587005,40864,-37643,-36541,-684,-2404,-8352,-5581,-1228366,-143034,-55675,-47558,-16272,-12452,-9842,-5479,difficult
30726,14225,3970,6184,5693,5215,3979,3034,273656,28925,8221,6948,7802,8756,3287,3290,-219225,-24943,-7593,-4287,-6743,-5207,-1505,-1527,-262093,-5834,-4403,3600,6476,507,5321,3198,-247472,-13323,-758,-1606,-6059,-5922,-1740,-2438,easy
460572,137956,6102,11592,12721,11093,2540,694,52354,21724,5243,5133,3062,4677,1804,606,491832,336011,5495,1494,18509,15162,2422,335,17474,12875,-1970,1147,247,-3207,-237,85,715349,-191,-947,16736,10221,7293,24,-156,difficult
