delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
292487,50305,15002,15625,5884,6832,218581,189830,29588,31897,12782,36886,-215085,-188454,-27927,-28982,-11243,-32668,-98062,-169447,5874,-871,-6126,-25527,-9516,-97530,-14747,-18121,-10385,-34114,618285,-102669,-21546,-17113,160,-27907,easy
732688,141299,11366,28298,13493,11419,443319,53498,15431,9486,9241,16912,-168164,3444,-8533,889,5978,-2090,44854,70315,-8182,7316,592,-8608,354224,-8344,-10157,-5845,-4889,-11530,926563,285789,10613,72888,15326,256,difficult
897341,128708,15474,9953,9909,5797,174206,76255,3257,11416,18149,11591,2000048,371572,26182,5659,2814,-1483,86673,-63890,-1969,182,-13415,-9335,401002,-49751,10827,-3391,-7076,-5273,404817,-48120,13826,-8302,-15283,-7084,easy
44959,30864,10303,4973,2589,3213,288903,134740,12633,12553,18116,13202,-257256,-88694,7832,-2999,-14873,-11286,-287675,-129550,-11200,-11223,-16794,-11377,-277576,-96380,-5168,-8396,-14618,-5699,-153268,-100881,-783,-7704,-15824,-11596,difficult
40751,13885,5412,5407,2229,3494,113373,30414,7243,5241,2425,2792,-67625,-11282,3896,114,-294,-1307,-61033,-11862,-2844,-1837,954,268,-93277,-26675,-3629,4641,58,4602,-68552,-16296,-4747,-2255,-1503,-757,easy
362458,75288,17186,11760,7264,6555,331463,28161,11812,8410,4593,4191,-211005,60974,11566,9097,15166,10406,-91294,82687,16079,4845,23,1133,632732,20138,3773,915,-1885,108,-206453,24710,-9922,-1456,-2621,-2192,difficult
23508,18216,8908,5740,4329,5027,27699,25064,9285,5049,6934,7739,-14473,-8766,-5942,-1181,-2761,-423,25254,3751,-2147,481,-3358,-5250,-25967,-21493,-3774,1328,1499,-152,-1579,-886,10354,2137,-5799,-5023,easy
249671,28079,18611,5485,5571,6531,576456,95797,31271,8293,7649,12428,131664,-80726,-11920,-4285,-2870,-2971,-568296,-61941,-24600,-3435,-6050,-8003,-359976,-38628,14848,3322,7708,-862,-510533,-89576,-28968,-6833,-7100,-11752,difficult
691886,154801,67530,84258,30129,29125,354644,44968,17083,16743,16568,13469,1997563,370712,212096,216969,67594,69939,-91321,130409,9916,81049,10955,14040,-239711,-26051,-4388,-14302,-13520,-9704,-317563,-35737,-15838,-13658,-10784,-11652,easy
216805,61378,8181,8212,5760,4124,436042,54044,11560,9511,7062,6489,322535,135606,-2804,3439,3452,2413,-425973,-41909,-4950,3862,-1677,-2742,-414809,-35166,4105,-3290,-1470,-4836,-358701,-29194,-9866,-9207,-5513,-4295,difficult
49716,15961,5356,6037,11564,7532,184811,10538,8855,4132,8639,4203,-56834,14799,967,7104,25097,15398,-171440,1325,-6999,1888,-6474,-1312,-182224,-5522,-5527,-1974,-710,627,-129884,11089,-2438,600,-6214,-1397,easy
721244,537259,48298,35075,39986,56925,58096,14994,6911,3843,2045,1785,55695,27876,2706,4280,5431,8297,1636917,1247383,57704,89347,113613,173373,911549,766472,108255,33734,34233,38397,48430,47328,-3116,-2432,-1513,491,difficult
125378,15126,5118,3638,2816,3934,125184,50580,8169,6834,5440,5514,-35296,-34008,-7435,-5001,-2403,354,-83559,-20559,-507,-3438,-4457,-2463,192859,-45030,2986,2142,1324,224,-73229,-42218,-7247,-6487,-4960,-4436,easy
135290,18312,5949,12395,9943,5225,86274,23697,4428,11533,3281,4695,80806,6291,978,-9416,1075,4065,-70428,-12502,-1456,-2558,-276,-1712,-73030,-10899,5767,17865,-270,-1085,258715,-4429,795,-2443,26119,850,difficult
486765,139462,6795,4183,7369,7727,58727,37485,3763,6551,1829,3229,1683078,393823,17284,-1735,17440,3206,-10338,-33543,-3469,-5338,-1510,-2628,59955,70575,-1205,2145,6557,19232,-20542,-22948,-483,-4546,-329,-1819,easy
251209,26986,30742,7315,8665,11558,37870,10506,15922,12231,5580,9956,-13737,-2415,-6542,-3455,161,2099,454662,62288,82173,3814,12697,17216,437962,12813,-7076,-9956,39,-4466,-25532,-6768,-9277,-10066,-558,-8441,difficult
365885,99455,31919,10043,12005,22189,486885,72654,14741,7983,3344,6233,-355747,-26872,5917,5857,-430,-3003,-298845,134790,44604,10,1897,10109,-158891,-49176,-9661,-5421,-2433,-5271,329482,48461,27851,7792,35609,61990,easy
37468,21468,6983,2805,1754,3343,58600,32291,7661,9170,12842,3283,-18701,-15310,-4304,-5361,-10736,-2010,-15212,1560,4790,-7941,-12077,-1631,-44887,-27875,-2130,-6344,-11459,4122,-5727,-1668,-1070,-5814,-10082,-242,difficult
176344,18574,11961,10267,6614,8323,295879,40036,3930,8844,2720,4034,-291140,-30693,5905,-1959,5269,8565,212633,-20170,29558,17599,2319,7444,-181781,-2257,-844,-7876,6999,3445,-217854,-32729,-2494,-2074,989,-2300,easy
16110,11195,4729,6107,4921,4473,50879,27440,5880,12461,5074,7298,-37477,-21435,-5009,-5486,1176,-1890,-6319,2800,2398,-5957,1837,73,-47594,-21325,476,-3696,638,-2930,-47688,-25019,-2469,-10278,-4262,-6554,difficult
282296,28578,26800,37232,26866,9368,104020,25454,1183,8937,10322,3381,-42230,-8940,4673,-8262,-9657,-2925,-55918,-19674,2392,-5909,-8828,-2376,728678,48412,80793,134217,90328,26150,82574,-7302,14609,-6868,-5666,3097,easy
182816,27348,9154,11184,8479,5567,210758,43463,13618,11684,4803,4513,333878,19032,1249,11308,7505,6742,-183374,-34361,-2993,3508,10818,472,-110557,-25340,-10726,-9892,-392,-1153,-151715,-23793,-5387,-6926,-3227,-1846,difficult
384443,78833,7400,10475,7367,9021,96708,27468,6746,19243,7157,5900,52161,-20648,-3287,-12997,-4020,-1685,115967,60406,6312,-10592,1052,-25,450181,16469,2372,-4067,-54,2651,532631,149233,-2780,-7415,3861,11541,easy
