delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
523502,76000,13569,22350,39956,25067,25117,21221,-510767,-69408,-11427,-16638,-24841,-2396,-5969,-15697,-166243,27165,-6188,-4021,-35017,-19037,-20707,-20103,-472410,-66894,-9689,-20932,-36199,-17799,-22952,-19787,-419457,-57071,-12209,-15777,-22593,23245,-10692,-5647,344524,-306167,52953,96573,-94059,9823,5239,-3501,-2520,12617,-16911,5155,-10176,-1182,13606,-16641,1238,41044,-14738,-2245,12260,-4406,316,14140,easy
128628,18676,13346,32580,2477,4605,2262,2156,1943952,294502,7420,13496,29040,12523,33570,11464,-43167,3203,3457,-26308,8031,7452,4797,5778,-108686,14352,-11938,-31499,-448,-1985,-1242,-1198,-57105,-14416,-3858,-22456,465,4490,2389,2004,-1987119,-65519,51581,-291299,11149,-28768,-3963,-15395,8080,-39804,-5191,9043,-21009,-8479,913,-5071,-9437,6475,-28773,-6039,3631,-5686,-6976,3202,difficult
475241,92292,10726,8477,11528,21174,9305,6592,1512968,48204,42638,20150,21693,-12287,-1539,-1240,-449643,-70986,-4867,-2382,-10280,-18785,-6820,-5692,-238717,-59931,-5068,-4692,-9526,-18271,-7685,-4535,-383704,-67419,-8456,-5029,-8941,-19048,-7040,-3742,-1962611,210926,-144987,-119190,11055,-7488,-47505,-201,-3388,-22532,-2310,-337,-31973,754,585,-6498,514,-777,-5281,-865,645,-4452,1157,793,easy
30827,13360,5917,6851,4039,6137,4270,2805,68739,98920,-2262,-1463,3189,-3484,766,-676,34988,1428,-644,-1860,2087,-2515,-3017,-633,-11982,1603,2216,145,9867,14961,6125,2303,-28944,-2295,-203,22778,6343,19599,4734,3384,-33751,-46970,-16962,-97492,175,-3898,1618,2860,-2419,-397,2005,22633,-1102,7780,-3524,969,17476,4638,-3783,9142,-1391,43,2936,1081,difficult
663866,106456,41220,29908,16973,22892,18345,8284,-200093,-37270,-36670,-24781,-3831,-14635,-12382,-6461,-370097,-90587,-30950,-28588,-9611,-15747,-14133,-5299,708478,-32679,-30022,9981,-9687,4022,-4353,5267,-594109,-54336,-32310,-21413,182,-18007,-13818,-6935,-170004,1078575,-1302587,-53317,57908,-21657,5720,928,-2288,-3807,38569,-31394,-5780,-76,9869,-1112,19769,-22029,-1751,9780,-9465,1162,10566,-12202,easy
153369,85711,26814,21394,25184,20621,9844,6527,-126377,-68548,-23549,-18353,12773,11072,-1700,5378,-132104,-73033,-21255,-18903,-18768,-1706,34447,588,-140569,-52299,-16602,-14039,-12485,-10355,5644,308,-123365,-82404,-26105,-18843,-21865,-15706,-8749,-4039,-5727,-8465,17204,-4485,20734,-30105,2294,4653,-9503,-550,4864,-4804,-31541,6283,-9380,-12778,-8649,-5351,36147,-28803,-14393,-4790,-280,-4347,difficult
840080,95180,14611,9992,24207,17260,29581,15848,-627668,31743,-6633,21953,-4489,10211,-5438,-5761,51707,-51962,-776,-4662,-16309,-12535,-27576,-14745,-808267,-75064,-9940,-2099,-18398,-13158,-28527,-14460,-830114,-91366,-7836,2030,-16890,-6735,-24538,-11280,679375,-859974,-21847,-83705,-23102,-16302,5857,-9164,2104,-26615,2563,4129,-11820,-2089,1508,-22746,-623,6423,-22138,-951,3989,-8984,285,3180,easy
54524,27245,19009,8277,8431,16064,6953,7395,-24173,-20552,-12454,-3509,-2609,-12335,-4438,-3547,-30369,-18322,-7299,-3110,-2703,2189,2820,-577,861326,15879,1064,320,27,6418,2598,-4040,-39882,-8728,-13355,-6077,-2037,-1440,-3519,-2802,-6196,891695,-901208,2230,34201,-24607,5155,8363,-14419,399,3430,-6397,-94,2730,-2064,14524,4229,-7858,7258,-222,-6117,2970,-3463,1238,difficult
148984,54340,13841,17982,21089,30601,13909,14062,-141046,-46631,-11043,-5904,965,48496,-5454,-1338,-143944,-50571,3338,-9531,-15201,-11623,-337,-7306,-142168,-34469,24978,-10392,-9614,5749,-5192,-9361,-64875,-44722,-10206,-17157,-19980,-26251,-10463,-11683,-2898,1776,77293,-3940,16102,-10253,14381,21640,-35184,-3627,-861,-6765,-16166,5587,-10366,-60119,17372,-32000,5117,-4855,-5271,-5968,-2055,-2322,easy
386325,197653,13954,19727,17384,13090,13635,3946,-344391,-183727,-10283,-13962,-9545,-10941,-12107,-2945,-382785,-176245,6094,5293,-6276,-5809,-7881,-1925,-380379,-191173,4198,-14158,-5464,-1999,-1935,12509,-381989,-190175,2623,1710,-2621,-7760,-6618,-1270,-38394,2406,-1610,7482,-14928,998,16377,-1896,-1575,19255,-19451,15868,3269,812,2843,5132,3810,-5761,4226,5946,-4683,1020,14434,-13779,difficult
