delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
139063,24272,13508,9433,5930,4614,3668,1840,180140,65910,23995,17014,11162,8622,5478,3968,-144869,-56248,18010,-8794,-1256,646,1786,-451,93234,-10559,-9908,-13835,-6267,-5714,-4321,-2758,-163951,-50151,-23497,11303,391,-1746,1211,-2634,-14698,-44646,-20057,-12941,-9592,-6949,-3791,-1563,24898,-46585,-16982,-13636,-9437,-6277,-3934,-3235,easy
379715,109807,15672,13750,15020,6749,4379,1682,93960,31843,8323,6333,2077,2264,1073,851,334087,84384,-2613,1137,4322,1845,1366,272,535557,72838,17565,13754,18667,3850,7906,2795,66350,37504,7882,8997,5216,3677,3204,9,481590,164544,8338,15372,37012,11995,1876,1117,11192,30548,5571,-2176,-501,1058,2180,-36,difficult
137649,42741,4341,5447,4620,2961,2164,1776,38483,14985,5723,7111,3060,6944,6929,1486,35794,47502,-3987,-3815,-571,-4743,-5581,-98,222733,31116,-3482,-1653,-606,-4833,-3743,2974,153831,67803,2207,4481,11550,-3042,-4349,-791,112755,-8371,-3622,-4176,-1404,-5377,-5848,-871,-29285,729,1976,-3159,-1168,-1920,-4302,236,easy
557477,89736,14748,16139,8817,9861,6899,5139,34630,29344,7631,13334,6444,8672,5783,5489,151632,-5462,-170,-10889,-3863,-7417,-3521,-4515,641840,57209,25212,12900,9981,12155,1584,1423,193768,1693,1152,3310,4905,-5681,645,-2319,214782,173333,5132,-1586,-2906,-99,2860,4194,1412211,75189,4259,10289,3750,6988,4013,-534,difficult
1263326,66763,11394,19968,25121,24317,13119,8048,288068,91099,17017,46278,13118,13880,14126,6342,1653459,31652,-4806,-45488,5987,18598,20631,6615,397133,-47919,155,-40838,-4384,-7043,-6683,-1367,1476784,-6787,-10479,-35430,69070,32329,-1095,6644,917574,-41407,-4311,28153,-1992,16467,-6463,1151,431339,-57218,-8676,-37946,-8667,-8167,-11424,-4512,easy
169738,49436,8987,9449,2649,2273,1341,692,766097,83240,50553,12258,12546,12559,10949,8292,-552981,27917,-40757,-9561,-6166,-9311,-10052,-7698,-425087,-74856,-38997,-5976,-12132,-11488,-9213,-7127,-723684,-66301,-46946,9454,-11948,-9493,-9883,-7863,-574686,5477,-44990,-6271,-8484,-10426,-9796,-7593,-705356,-61255,-36139,-1693,-10753,-10714,-9096,-7717,difficult
1080205,225173,68328,39429,54026,43441,13212,3512,445345,108545,36632,22285,23012,10848,14798,11490,1193166,-40551,46488,22091,17839,7068,-8182,-9739,1334409,-44454,-36317,874,58678,44093,7136,-4762,476884,610751,100610,65937,89339,77407,10888,-5313,194260,36562,15045,-6413,-5693,18109,-10799,-9755,-24417,20834,32652,3233,-5091,16286,-6972,-10321,easy
398367,137803,23383,8990,12661,7610,7619,4998,75531,18471,16416,3720,2950,3327,3150,3495,80374,-12818,-14341,3477,-1489,-1954,-1747,-1225,475474,64113,935,6516,22974,7567,8899,7582,34921,899,-12945,-1943,-145,-2544,433,-2528,591437,347331,71509,16799,28743,7518,8579,3776,431976,197134,-10324,1501,-1529,10827,6183,-88,difficult
382745,80867,17588,15775,10309,5661,3258,2176,267125,53607,13121,11907,24161,9658,4448,1471,113078,-31654,5561,-9229,-20453,-8433,-2119,-363,-91323,-31539,-6032,-2783,-17678,-7582,-2776,-416,64589,82732,13359,9446,1862,-3111,-1209,1335,690114,123129,13567,28362,-12250,1292,2441,1788,-198360,-6369,-4118,-6458,-20741,-2149,-2286,1183,easy
878443,56911,9110,10011,6062,10400,7638,3012,1213135,141815,20861,8761,15760,14269,7731,5660,-422551,-130787,-14806,-2479,-11857,-6380,-5281,-4469,281211,-129808,-5232,-7429,-10939,-11255,-5058,-4393,318178,-75703,-16879,7515,-7719,5232,15240,395,-716972,-2310,-2808,11129,-5955,2504,-102,-771,-1133326,-85914,-19032,-2488,-12022,-9444,-5263,-4001,difficult
440967,112196,35648,22988,14796,6001,5726,4866,648314,82367,16562,18904,17874,14014,12407,7780,-553210,-44493,-2325,-15169,-16463,-11936,-10602,-7181,-610286,-57453,5266,-16771,-12887,-11289,-7221,3121,-518308,-13264,4356,-10222,-9833,-9633,-6807,-2831,667046,195194,74576,55842,26703,-2964,-2511,-4102,-21977,69159,13559,6740,-2910,-4242,-6263,-3576,easy
485193,99220,18985,14055,6831,10322,9724,8510,151530,90285,4734,9777,29554,9086,9113,5561,-85680,-73270,7767,2035,-20408,3556,-1404,1705,355671,147735,21198,27340,-10787,4794,6887,11190,64135,22264,26913,-3064,-27885,-1317,5720,6594,173414,-53717,-1589,-1123,-28363,-4637,-3890,-3301,1160773,1663,16964,-3796,-26172,3783,-4260,-1443,difficult
688309,92037,21247,26364,8261,18009,11510,4612,750411,246148,34274,36939,7334,9098,8331,5180,792474,-85362,8810,1866,1263,16775,5603,287,475363,-178614,-24112,-29867,8694,-4979,3149,-1307,-275155,-91698,-15081,-25781,-873,4535,-1975,-917,-595384,-203285,-21726,-8780,-5210,-6181,-5475,-3133,-707809,-211596,-13027,9689,759,34404,14592,2232,easy
869907,73596,14240,15499,12941,13410,10442,6674,638853,105548,41863,5206,14117,10304,7641,3257,58725,-10848,-24883,14286,10421,9132,6174,-4,79583,-41565,-29673,2442,-8456,10104,13603,7337,-190135,48084,-19903,4646,3722,-2144,-63,7175,1091378,-68573,-28555,20533,844,4371,-493,3478,115718,-86857,-35103,9560,-12413,-5932,-5214,-903,difficult
1450437,174275,51984,26806,26512,33735,19700,10896,165161,49553,10127,10594,11547,3480,2301,1470,1332469,389395,5608,3527,6592,16819,19709,5160,639860,185682,14169,11854,8314,14835,13157,8675,2513621,-2594,25815,1654,-3657,22293,24366,7894,1628477,75157,167514,53740,73633,97526,29651,22891,311955,-24028,-3822,10286,-10056,-197,110,2511,easy
1200028,178801,21753,37986,24014,25570,8630,10475,181974,52435,7582,7060,6342,8716,6148,2073,560577,-38896,-6450,262,-4915,-5756,-3367,334,1354274,-1230,32385,91943,11315,5749,5836,4433,47251,394011,7790,2579,25363,4687,-2314,2950,1544591,139632,5752,43241,25338,26030,6251,6154,1583578,138313,31380,16607,31261,53561,6003,28137,difficult
353615,113272,5240,12996,9323,7123,4076,2700,50767,19991,4945,10704,4609,8063,4038,2790,63200,21703,-274,-8114,-1240,-4571,13,-434,384227,199647,910,116,-149,-3685,-468,848,245219,41547,-2147,-7025,2156,-2574,-2728,-460,807004,174713,-161,6279,1069,3708,1234,-881,14589,28795,3148,20203,21736,2421,2137,478,easy
1214501,78141,27764,23473,5493,9658,9457,5650,1426420,121573,26355,33910,32169,19551,9017,9134,267365,-79201,1761,9156,-28821,-10153,9277,-4231,-1352517,-83521,-17947,-14579,-26936,-8924,-2761,-4359,-673983,-63885,-23858,-31370,-30176,-17253,-5516,-7390,-670538,34708,34268,-526,-24447,-9929,-1225,2909,1370079,-25260,12822,-14865,-22998,-3206,2423,-4351,difficult
1000820,108436,15065,10914,15312,8830,4907,4750,773032,84077,12553,31198,23082,21026,14937,9554,118207,-283,-8517,-24922,-3229,-8537,-9302,-7469,1595965,129145,-11149,-22367,-2954,-8122,-3390,2931,-370509,47675,29580,-6222,1634,-13934,-10995,-4170,-277874,-37540,-5300,-19550,-13538,-13101,-12578,-6640,73149,-17201,7946,-28359,-20761,-17287,-13886,-8671,easy
645867,72014,9364,19078,11913,8706,8690,7071,268422,64827,11367,8968,4981,2552,2705,1808,793878,137161,-2676,4091,5967,11119,8434,11133,-218589,-57337,-7963,-5854,-780,726,80,828,709165,30907,948,8688,19396,2927,7980,4451,518285,-21058,5844,49676,12694,15922,13921,9021,84485,-53737,-6170,-6052,-2616,78,-490,882,difficult
206087,126716,21083,9402,7081,3844,3843,2358,64859,26007,4229,3495,3176,4079,1932,846,255989,18065,15511,2811,-865,-2348,-13,430,94464,-17455,-1099,1458,949,-1524,-557,246,64818,-11802,-2180,-1633,-266,-2525,-1532,-667,330073,511192,37238,22878,7351,1671,5492,4246,-39206,3544,34798,4019,12358,3552,6167,3304,easy
861441,41179,32098,18254,22180,14448,12621,5555,639989,88010,10765,17499,20915,11647,20905,7321,138391,-75874,11673,-7901,-12275,15671,-10604,-3054,1065771,-749,6853,40423,27126,14055,8753,2876,792575,-3870,88520,-4237,6805,872,-4225,-2249,-486809,-81124,-7050,-12646,-10963,-8181,-19768,-1620,-402669,-72540,6668,-11862,-4366,-8410,-15575,-4784,difficult
878514,143580,46762,50829,23571,25173,18761,12222,833546,388894,47484,36500,12513,35582,47345,16404,-690377,-261711,-36125,-33694,-8945,-24968,-40620,-8706,-63976,-269743,-36560,-25125,4590,-12836,-36252,-5791,-614654,-221945,-43610,-29772,-3766,-28941,-41507,-13416,913719,-123331,27514,92539,19113,15137,-16961,1065,680129,-349840,85173,67696,44298,-437,-7582,5937,easy
953531,85989,34345,23067,14938,37005,9794,9430,516615,109116,3084,10841,15784,13011,13745,11093,683613,-63615,14974,-9632,-12272,-5744,-4797,-7355,166808,-16058,55365,10612,-1655,4845,-1274,-6331,515441,7226,71432,47176,13212,127393,4176,17509,788808,-75014,9024,10018,-1785,-8835,-7690,-2677,29908,31828,5509,2958,-1729,2310,-10172,-9463,difficult
620654,78638,7924,14698,11786,8839,6275,4485,227873,30600,6170,5994,4468,4211,5980,5355,1029020,-16678,4260,10625,4502,3032,1501,-1045,-97725,-5656,-4933,-3949,-2543,-2526,-2308,-4679,-102658,22111,2127,17337,18703,7227,3440,-1929,1014043,241191,1746,2139,14796,11983,205,3594,121224,-778,5569,17366,1133,3425,-1361,-289,easy
636231,309961,28529,16426,40367,34427,12958,5434,1174262,124914,32716,46155,13165,35550,17513,8327,-965973,-85026,-28670,-33452,-1459,-27269,-5689,-3386,-649613,-42619,-23232,-40282,-3207,-24155,3024,-4875,-99510,1260104,52264,-27635,153147,92024,9182,4139,-430497,-97385,5836,-28152,-7367,-24720,-14020,-4487,-544560,-109840,-27131,-19124,-5102,-21493,-15274,-5854,difficult
845698,94054,24701,14493,9902,9150,6756,3506,327586,32790,59095,20386,8502,18068,6175,1815,11856,1806,-28581,7645,12639,2790,6230,2401,1328733,230753,-26369,1233,8550,-7512,4907,4284,-236612,-8250,-49631,-15080,-7014,-13662,-3324,-374,-187376,-27459,-58271,-19770,-6262,-16957,-5301,-1390,1673961,109471,-9119,-3491,-913,-9247,391,3535,easy
112921,19384,10520,4397,6341,2236,2179,1113,678308,169988,34971,15226,10632,9549,4922,4284,-563858,-151753,-26489,-8683,-2552,-6658,-3913,-3766,-563858,-151753,-26489,-8683,-2552,-6658,-3913,-3766,-655377,-166497,-32784,-13563,-9374,-9102,-4362,-3973,-567100,-140032,-33079,-13236,-8196,-8763,-4079,-3844,-476743,-142986,-3416,-9982,1219,-5382,2551,-506,difficult
549810,134123,54088,30948,15376,5776,4034,4195,528995,128886,11849,11338,12467,5148,5561,3125,-320785,-102391,-4307,-7988,-11282,-4293,-5056,-2832,-121568,41616,121552,43260,3211,1794,-2816,1875,9330,-84860,-11266,-10225,-8918,-2245,-4138,-2411,-355979,63291,85967,20896,17005,5826,3309,4688,893079,108531,19248,52109,14528,2056,1064,4030,easy
582129,122452,13213,8577,7872,6499,2562,2460,214747,29537,14142,12079,7948,6070,6279,1516,199017,181724,-7858,-2449,-4703,2977,-2759,271,113003,57891,-6779,-6161,-6409,-4812,-4738,-941,-63492,1646,-8573,-9450,-4168,-3752,-5025,-403,693730,93466,-9828,4628,17319,9979,-2377,5155,894650,129846,28393,-4078,-2418,-2245,-3686,639,difficult
924866,139834,25446,18290,14868,11690,8617,5388,434235,143508,18196,19078,17055,7769,6964,5880,1059926,-23139,5499,3003,-2473,13,3439,5128,-347632,-97198,21801,-13963,-7148,10108,-1191,-2081,-258649,46739,12019,20985,3524,149,-427,-1213,2323948,56278,5641,-4971,3773,9462,3953,-1171,-324438,-1052,-8708,-8995,-8612,-125,2490,-3124,easy
842982,45877,16747,6764,8208,5470,3243,2911,320161,25348,6748,8973,9242,6754,4100,4824,1934715,24226,30846,90,13488,104,1244,-814,-271149,2720,-5856,-7123,-8478,-6054,-3571,-4389,-246645,-7678,-5998,-6744,-7853,-5585,-3200,-3772,79899,74156,2490,-6408,941,2482,177,-1587,1117286,9220,28513,9140,-3267,2634,1064,998,difficult
859767,63037,14169,6426,8589,6561,3615,2459,116261,118975,33918,13943,14163,9555,9463,4823,35350,-112428,-26238,-11038,-7821,-6205,-7773,-4091,3255827,44620,-9853,-3937,-64,-1236,636,3777,4250,-104602,-27308,-11386,-12916,-7086,-8248,-4265,392126,-52021,-3911,-5015,4137,3981,-7034,-3581,29975,-55260,-31436,-6208,-11204,-4425,-6822,-3659,easy
982483,157726,35691,30288,31689,13558,10568,8544,503877,143997,28144,40866,19627,28119,7768,4435,2293183,5520,71545,1244,22204,-7279,3429,11733,-614,23488,13689,-2436,17588,-16559,11206,780,-389670,-49294,-18055,9306,4828,-17537,632,6151,-58383,130345,-7720,-24897,11639,-17960,-3930,3504,548515,-41413,-21724,-36106,4050,-13471,2663,-1622,difficult
152018,32450,6494,8330,4705,2917,4187,1703,60951,42496,5027,5434,4326,2599,1776,1166,349618,30047,14485,12866,5696,-404,654,48,-52064,-28579,-2097,-2344,674,-571,1545,1986,144395,-28784,-3757,-4281,-2843,-300,320,-171,-23853,-25624,-3102,8290,850,3134,9943,1561,37240,2710,1807,-49,-2482,-270,-406,-737,easy
1019401,118051,14564,21505,14522,11786,12053,3657,49225,37004,10568,11884,18171,12765,12366,7149,959796,35863,4143,36363,-8379,13944,5219,-671,65508,-33673,-9269,-9103,-16473,-12181,-11749,-6831,105626,74252,-6587,-1181,-3989,-5284,-6300,-3716,2707651,173525,31309,22850,9251,873,9456,-1973,1012300,155269,384,-822,1347,-2247,1807,-4271,difficult
252979,32476,10775,3280,3092,2920,3676,1705,76261,14274,2404,3908,2933,7745,5269,1165,500065,20025,-778,-2066,-1498,-5838,-3904,87,94219,72,-1591,-2828,-2251,-7079,-4505,-790,142542,27035,36803,5291,5825,1208,8012,4035,9369,49878,1854,-3160,-2165,-5398,-3296,-546,137396,-6001,5569,-376,882,-7017,-4272,-86,easy
521655,95481,11562,13578,16193,6885,13583,7450,229433,32361,8027,10954,14317,8870,12792,5790,404221,263530,15273,17852,16157,-32,-4394,2479,101255,1477,7111,-5821,-4011,-4099,-5312,-3475,309582,54283,290,-1449,2002,-1769,17110,10257,160468,7694,520,-6559,-12158,-5709,-3206,-3142,485585,-11386,-5521,9095,7390,1686,-243,2180,difficult
255536,69864,15351,2803,4025,3643,4236,1358,435526,109810,14485,17907,20149,14035,8945,11439,-259254,-78509,-9549,-17082,-16932,-12972,-7207,-10509,151067,107001,37243,-11059,-17825,-2156,1764,-8723,-416187,-72483,-1140,-16033,-17107,-11312,-6093,-10304,28856,-55513,-8589,-14323,-9157,-12256,-3657,-9593,-404434,-100227,-13636,-17021,-19599,-13263,-8351,-11277,easy
732711,107720,14259,11951,8015,8910,7783,6072,59022,36961,9040,5634,9924,7084,5745,4833,904140,-20184,-2442,13114,736,21,2563,4074,22186,128526,38493,11422,-6424,7164,12925,4700,1098467,38286,-6250,915,-8411,-4465,-1950,-2043,-32209,-21611,-4769,-2678,-6993,-1197,-1470,-3292,1375862,228778,1061,8811,11547,7605,-1878,2756,difficult
716203,86062,20875,18015,12976,12485,10634,7411,121474,17701,6679,6031,7335,7002,5817,3338,86578,-3080,156,7422,-2049,-3363,-3033,-1453,348047,134321,38570,35031,24293,12755,6062,9102,261073,45374,-5149,-3587,-3132,-322,6249,-649,1798653,92614,3884,15672,6166,6815,8309,2724,479294,72576,33517,5383,2927,11528,6499,10642,easy
651328,114480,21900,24176,8238,11092,7322,7022,71661,41449,8412,5249,4782,11677,13580,6417,751514,116735,1741,5276,-1811,6293,-7823,6921,183935,116284,-3875,7877,4653,-1174,-4677,1385,396145,-12128,-764,5061,632,-9221,-10846,-5365,1106735,35734,15301,46402,9837,4035,-1927,4227,460004,108531,55037,30018,3971,-2858,-6016,-4143,difficult
360444,68268,19664,7378,9429,13544,9665,6266,822663,73160,7321,7864,20773,9486,6536,4899,-423469,65579,78698,7254,8799,22122,21580,10843,-584782,-18415,-3148,-6059,-18644,-7678,-1832,-2405,-308447,-30990,-5799,2149,-9361,19076,2211,4341,-195285,2548,-2285,929,-18536,-4466,-385,-1799,-799112,-43180,-5751,-6703,-18978,-8766,-5931,-4147,easy
834305,83396,9059,13142,6932,12407,8617,6586,67044,48544,34018,10018,3017,12988,13704,10584,122269,30306,-21003,3577,9993,-2966,-2802,-4459,1299544,11510,-23116,795,5664,953,-79,-6293,631908,3256,-30700,9469,1926,5255,-6442,-4210,1244195,149017,-32444,2938,3383,-5842,-6469,-865,538388,-19828,-17530,-1157,-1390,-305,-9641,-4164,difficult
237133,89442,15799,9186,9232,3403,4219,2136,581748,52592,17573,12885,6978,6825,5271,4136,-274638,-9693,-13392,-7484,1074,-4587,-2652,-2808,-373926,32789,-11058,-11715,-5971,-4539,-934,-3559,-391529,-32304,-15162,-10478,-3971,-5005,-3264,-2525,-221270,137790,35924,17496,20320,1485,5133,2340,-461710,55667,-5184,-6314,-181,-4466,-3543,-3449,easy
890352,169532,18929,22092,9390,11958,11204,7453,74060,12678,5404,4710,3755,7538,12180,4356,466514,257610,16013,12007,2888,7931,4540,2876,998184,247847,10894,6748,483,4431,-2400,4622,1173975,40752,14526,16501,17831,9205,4511,8770,70353,-2210,-2367,-1974,-1331,-5774,-10658,-3199,1372435,240269,28559,53627,8304,6307,-872,2417,difficult
