delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
9501,16857,4832,8005,8491,5349,4261,2618,385383,48716,19231,6919,7979,5915,4309,1559,-380534,-38972,-17281,-1115,345,-1314,-854,1051,-371231,-24746,-11517,3287,678,182,758,1066,easy
781224,85700,34358,19669,18517,27768,31676,9176,434133,76758,18989,20670,15817,23817,7841,9940,472957,40874,18126,5754,5016,-11259,35587,-1685,221225,-22990,12612,-7757,383,19161,12083,156,difficult
22240,24010,21174,11560,5485,14589,6999,1672,127674,59678,5223,4073,3653,8440,1979,1751,-88907,-26199,31181,16800,1771,13805,8036,545,-121962,-45138,721,-1827,1892,-1508,2003,-704,easy
1142219,104835,28344,18277,12012,19710,7602,4830,379839,70437,9265,11165,6163,6342,3084,1837,1846298,105842,31314,14226,-342,7539,2602,3587,-321539,-37046,6844,-2,12039,19196,6433,2398,difficult
1327926,76986,97814,13186,8613,9315,3911,5061,523942,121596,23438,18845,36996,20648,9184,4292,352158,-25753,46585,-1006,-33012,-12235,-7399,-2843,1255810,-63467,102167,-10313,-23754,-10431,-3148,4380,easy
28349,21272,5136,11212,4020,3429,2243,1067,62962,14061,17916,6294,7530,5577,1949,1149,-20630,7473,-16090,-4474,-5312,-3539,-384,-447,-48597,6949,-9471,14309,-1709,-757,971,283,difficult
468374,26155,10110,6894,7023,2600,1796,790,84563,88560,12590,7207,5608,5090,1872,970,34106,-75621,-8334,-2059,-4526,-3236,-755,-507,733516,-49189,3374,1433,7356,-1744,603,147,easy
127134,48981,1968,8958,2926,3165,1972,2597,683104,236979,37128,15872,12987,26716,10665,5952,-498842,-159436,-35539,-2526,-9636,-21190,-7702,-1446,-613098,-216561,-34781,-11303,-10487,-25912,-9684,-5265,difficult
697457,124637,857,2910,21687,21634,1343,468,574273,65510,27391,19422,13179,7857,2462,1181,-51125,-63121,-27188,-16461,-12952,-7464,-2300,-1071,297493,181374,-25880,-16564,29968,35017,61,-356,easy
18681,17074,8481,5623,7134,14383,6966,4301,92179,82453,19027,6755,14959,22130,23208,11999,-60248,-65297,-12873,-2947,-13950,-19350,-19237,-8952,-86749,-65461,-8219,682,-1701,3855,-13248,-6445,difficult
430542,36350,12060,8535,4999,2691,838,1304,120861,103397,26823,23569,16103,8657,3970,2143,634936,-85919,-16977,-20589,-13892,-7173,-3306,-1716,-15574,-48176,-12550,-9479,-8317,-4760,-2958,37,easy
47656,28300,7040,1498,12652,34755,15875,8792,984256,37976,11871,19864,6741,24000,13830,7260,-970833,-23355,1000,-17347,16929,37892,9734,6214,-902368,4003,-10663,-19386,-5108,-16383,-5645,-3151,difficult
640643,151893,18666,9640,6854,5942,3945,1575,650534,232711,29137,16790,18942,20443,8264,3751,-376981,-169519,-16749,-4384,-13231,-16945,-4483,-2336,357198,7883,-4194,-9917,-10946,-12057,-4155,-2017,easy
491680,100609,18897,17578,9646,24181,24877,7930,681295,178435,32177,8141,10205,12312,22565,2532,273981,-12245,-1911,15255,3604,25356,15850,4532,-653211,-143407,-24650,3619,-4722,-1618,-11226,6263,difficult
976477,139386,13793,12890,3920,10455,4706,3585,717820,249934,69336,15656,10502,11978,5222,3961,-231569,-221007,-62277,-13033,-8021,-7193,-2087,-2497,748883,-89,-48809,7501,-5143,4147,1054,1744,easy
83470,57192,2015,16583,15389,8312,2718,1207,395566,30128,42014,14015,3946,8120,7957,4216,-308072,58440,-41626,12129,12984,-1180,-4057,-2724,-316120,-4313,-38372,-6994,9901,1564,-6421,-3294,difficult
258288,414368,57228,33420,10073,9443,5889,8002,512395,207911,50680,32808,11034,15703,6395,4145,-51833,402040,204,24615,6648,-1603,2279,10211,-456382,10874,12891,-23391,-8571,-10917,-3291,-2497,easy
264042,56368,6256,19023,10151,45078,12311,13363,184340,54983,7711,23031,7080,17756,6844,3919,281316,52616,2071,2261,9781,59508,14996,21439,-121913,-49847,-4982,-10277,-3640,-4865,-4062,-2551,difficult
938201,281199,33274,19839,29686,11675,12133,8826,599755,172670,48858,45544,20311,15372,11460,5807,-542336,-142991,-44655,-42546,-19500,-14409,-10659,-4980,1219227,360048,13486,-8864,38250,7015,12004,11017,easy
521424,219277,14155,10124,4582,6490,2660,1207,383908,134602,22840,12778,6165,5300,3748,3614,119631,39532,-3041,-4397,-1567,1438,-686,-2892,155401,129817,-14330,-912,-1599,942,-1491,-1923,difficult
447617,88640,18659,5566,11026,10110,2907,2679,788604,168655,15461,9987,13356,16553,4617,3609,-732779,-149748,-8560,-9473,-11148,-15116,-4184,-3330,50804,-10283,14955,630,6487,2230,763,1470,easy
270891,51214,10689,4202,2688,6213,1788,1164,340438,33074,7908,7251,5294,9290,2356,2201,-57504,22016,9207,-2972,-2286,-4843,-822,-321,-81591,14263,-3645,-3126,-2927,-1311,-314,-1753,difficult
448068,134289,25033,27688,15599,16481,8956,4207,1176776,247224,25982,29558,15268,12115,9332,5335,-652602,2307,-6581,14516,11014,13455,6451,910,-804815,-228178,4683,-18257,-10353,-4723,-7203,-3167,easy
5383,13085,9937,7218,6277,10280,4510,2023,61914,19435,4889,6372,2147,3443,1167,563,-56099,1702,8074,-67,1397,9226,2790,552,-56964,-14403,2022,1759,6863,4447,3896,2368,difficult
152801,35911,9308,7773,5866,1481,1296,951,306509,48967,11960,8550,12294,4295,1971,2482,-37074,9250,2171,5138,-2109,-2095,316,-975,-270342,-35363,-7475,-6693,-10747,-3533,-1667,-2088,easy
959622,200922,108788,78585,108782,69886,50110,7466,979616,125388,46680,35955,83908,42203,11334,9586,443564,208794,165029,77847,79782,85286,78014,1742,-483552,-57726,-40813,7412,-30034,-29920,-463,-5983,difficult
1568352,468596,189281,25928,16921,10005,16696,7235,457517,167815,17308,8366,12165,12167,2817,3471,1843484,607055,310317,28281,15717,2252,24695,8337,378185,-5493,33629,6842,-6205,-6577,3063,-810,easy
199521,35021,2856,7305,3912,1494,906,742,231968,39245,2131,9216,5172,2149,1093,1114,-158946,15364,905,-618,-3108,-483,177,-273,94052,-23813,544,-3204,587,-827,-551,-471,difficult
373611,93838,23804,22048,17086,7984,5702,2551,113741,55539,9652,4593,3180,3669,2219,1135,-54860,-47437,-7582,-1855,-1845,-1466,-1579,-814,574600,124034,35886,36764,29656,10096,8545,3645,easy
1003659,81622,23084,17693,5122,15440,7992,5776,642526,69286,35625,22089,10808,25029,4372,4797,1342572,-2788,-5184,-3345,-4766,-8556,3982,2601,-620307,27459,-19899,-5448,-6607,-10622,3257,-643,difficult
301291,49093,16881,19708,26807,17144,11833,7984,37388,20846,11418,7448,9117,15375,5599,2200,444261,61956,21199,26330,43655,8161,11658,10434,83545,-5462,-10274,-1810,-8275,-4623,809,1134,easy
67034,10006,2866,4107,2178,7353,6515,1835,332769,101712,33116,15616,12976,15401,9172,10622,-275813,-96700,-32394,-10941,-10392,-6439,-2041,-8625,-255658,-86713,-28106,-12077,-11204,-9657,-3273,-8950,difficult
822365,81704,34201,22718,9671,23853,10377,8999,155724,27312,6091,8494,7978,12709,5328,4657,1426872,68546,-4260,16366,3355,6390,4144,4725,-93591,40237,60479,12082,31,15898,5953,3959,easy
23456,12349,1613,3983,3320,2021,576,421,365913,51775,19394,8740,6131,8937,2977,1839,-323964,-32493,-18186,-4931,-4984,-7850,-2342,-1663,-360951,-46359,-17376,-4584,-639,-5983,-2461,-1174,difficult
33861,7889,1942,3736,3066,9713,7016,1748,401964,39223,6570,10225,4845,15236,5116,3272,-350335,-30395,-3562,-4778,-1749,-7562,-2198,-1394,-385871,-32273,-5695,-8201,-1809,-3484,5997,-1654,easy
61285,34831,6560,3186,1673,1450,575,284,566543,70652,9531,16856,7068,4946,1830,1266,-458998,-47329,-1769,-13140,-4454,-3435,-1287,-952,-551518,-24313,-4174,-14201,-6336,-3558,-1223,-1012,difficult
745439,44869,13599,15610,12146,32599,12789,10782,352561,159406,20453,12011,10053,27216,14908,4385,-317240,-135205,219,10061,6838,-3839,-2270,9821,1102996,-93870,-13927,-2863,-2653,14604,-1968,2972,easy
768697,128353,37270,46085,22783,35431,11213,8269,357327,134321,23989,31477,9514,24933,10097,2157,216012,-71359,21011,34543,3769,5684,-1225,5373,606728,59422,5551,-5328,22768,15311,3457,6850,difficult
1326276,289244,28704,8132,7530,12200,4724,4910,145497,72664,12901,9181,6597,15723,6251,4606,252793,179614,-420,3554,-2292,-3902,991,160,2108765,253545,32025,-5653,4158,-3144,-4046,447,easy
370456,63540,23402,4384,11140,9738,4036,1813,169883,47335,8819,9080,3069,2626,2278,903,-115091,-18545,8478,-4885,8289,9066,1524,939,516237,50955,20688,-4507,7852,5157,1992,880,difficult
169359,35594,31379,16402,6657,7611,4366,2647,183072,57774,20126,3777,2802,6674,2576,2051,66811,-35013,26932,1018,4738,595,1281,642,-94237,-9347,-4427,24231,2972,1279,2299,549,easy
89782,17747,4235,2154,3799,12902,3208,2919,59558,36981,1401,5302,2841,9717,4574,1804,106540,-17618,4490,-4083,285,-2970,-967,2795,-46092,-20851,1178,-2213,1631,9340,-1766,-565,difficult
318112,57486,11763,10295,6763,11840,5354,4025,211959,50731,8336,3696,7366,6794,3920,2841,387316,24266,13382,13243,4003,12637,3982,2322,-175011,-10757,-6529,-45,-5210,-2546,-1114,45,easy
345454,48382,10345,14049,7348,17011,12713,9217,401609,95754,23943,10043,11451,34241,8683,5302,-248703,-16757,-9272,2871,-2406,-15265,4443,2628,136393,-77988,-17925,5141,-5800,-19196,3616,5202,difficult
65460,24551,7814,2509,3644,1867,1414,571,476738,133029,22730,9851,21769,21132,7116,5963,-449728,-116975,-17908,-8463,-19924,-19836,-6181,-5328,-372829,-99981,-11924,-6222,-16326,-18695,-5224,-5457,easy
113157,158485,6321,17065,31096,6443,4678,4427,428911,153602,40251,29159,14246,6740,4434,3423,-378749,-131866,-36885,-10945,-6410,-1667,-1505,-555,-252760,141632,-30975,-13243,40109,1072,1992,2563,difficult
47985,19502,4701,4073,5304,13346,4835,9030,285906,95535,31317,14007,9835,22104,7351,5638,-279135,-88195,-29193,-6862,-1079,-68,-2279,10921,-196708,-63872,-24040,-13007,-7984,-17449,-2753,-4137,easy
600067,196107,21067,11502,5292,6558,4588,1333,655026,182818,13055,15130,9291,5572,3950,1065,41580,-90855,20422,253,-4603,890,-275,584,-151499,117432,-4398,-7509,-3396,1082,1551,-49,difficult
669771,268401,10631,11778,11750,22367,6150,8186,1583718,130962,21894,23203,21173,10754,5039,4628,-265418,386912,-14966,-2852,-8438,24385,252,1147,-1562477,-112034,-7561,-19999,-10408,-1160,1970,5968,easy
130584,9649,3671,9729,8225,12252,5613,5832,568606,35840,11225,13803,6081,7354,4742,4587,-393125,-24412,-8824,3430,2232,10523,5111,5306,-482920,-27970,-6284,-11578,2056,-727,-3369,-2817,difficult
688820,91937,33115,24880,12737,8179,3468,2488,745501,119977,11089,5833,8498,5836,1779,983,596183,56817,48356,38801,15961,9906,4677,3804,-709546,-112897,-4304,-708,-7483,-5220,-1299,-795,easy
47482,5673,2009,3766,6686,17554,5052,3428,586485,61992,17612,9043,6631,32203,15978,6114,-582943,-57415,-14958,-4417,4892,-2039,-9561,-889,-495064,-55223,-16248,-6137,-4782,-27259,-12292,-4483,difficult
