delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
629584,86593,25680,7248,6486,7462,12697,5877,-269084,82173,2838,6409,-1660,1357,-4254,-2664,-603471,-63202,-23941,-4866,-5363,-5173,-10549,-5416,-509411,-41176,-19096,2141,-5368,-2706,-4768,6535,134038,226183,-12692,25239,-1346,18320,9006,14133,difficult
430693,20279,6642,4713,2264,1892,1113,981,-38453,71246,13599,20824,19625,2944,4574,561,-229561,-12625,-3954,-4177,-1533,-960,-176,-546,-292607,43088,-261,-26,1353,1933,3716,-14,-209191,-4220,195,5573,2340,3960,347,751,easy
1174529,517943,129485,145108,54044,32218,23949,7777,209565,-434885,-124686,-106127,-34489,-16375,-15890,-4239,643760,-363611,-112586,-107965,-46035,-24802,-17042,-4896,2022451,-129278,-63654,-102324,-32142,18723,-15792,-2995,-796070,-494572,-124943,-143455,-53128,-30899,-23021,-7373,difficult
706417,135201,93162,20358,22532,23974,12188,5698,57241,-100061,-81198,-11964,-17828,-21837,-8447,-4480,747516,12406,-18192,62318,32731,3387,2831,3055,-635051,-127541,-88580,-18225,-20685,-22874,-11277,-5285,-32651,-70610,-81970,-16060,-16849,-19518,-9028,-1559,easy
873441,121356,23203,33782,16612,7315,4801,2589,195406,-23997,-13691,-7434,4883,-917,1158,-29,-671416,-90017,-16328,-25398,-15223,-4077,-3139,-1370,-744003,-92763,-10964,-29923,-15901,-6214,488,-2092,1056948,1071223,53070,52352,8938,38029,51992,1295,difficult
947604,53016,25563,39162,23456,19048,10682,5902,-883196,-28646,-22513,-37106,-21116,-18190,-9867,-5080,-359334,130088,-15909,6016,-12998,-14538,-6562,-4538,-232563,27334,5897,-31081,-16523,-7562,-4639,-4780,884636,22981,135306,-24163,33484,5241,8903,14263,easy
286372,80222,20101,9202,6269,10319,4274,6831,2027164,231907,190178,78135,16756,80272,5548,917,104521,171645,121449,57320,37356,3764,1323,-791,975160,29805,12828,8233,5181,-2187,1403,-1629,832657,52271,27638,2043,1882,18375,953,-5211,difficult
688573,350147,49827,35218,46325,21897,15122,8183,-62089,-237067,-34535,-11034,-41092,-9930,-10506,-5331,1305180,-140001,144897,57835,30447,3450,7206,3965,-583746,-307889,-37729,-10522,-31885,-15670,-12134,-7195,975670,-209082,134793,-18230,-37526,-6590,-10711,-4679,easy
802938,270510,199760,56181,40871,46115,11435,12359,-48774,-20837,-187366,-38422,-33773,-34364,4618,-9570,-531859,-236588,-191796,-31615,-35010,-42417,-9660,-10734,-186736,-1339,-189091,-30497,-30300,-36387,-8048,-8111,144587,-88390,-191478,-31769,-28374,-37843,-7695,-9564,difficult
2311730,405933,189583,60584,39611,41894,13457,6095,-2212231,-352331,-164042,-51314,-33678,-35730,-9759,-4598,-1065154,-306280,-148789,-53479,-30968,-34466,-10858,-4458,-1954285,-340988,-136359,-24166,-30474,-34428,-12603,-3112,-2255577,-382321,-185102,-57407,-29312,-38800,-12045,-4734,easy
1061336,112236,25097,22018,12464,9857,7047,2314,-555393,-53556,-613,-14913,-11112,-6492,-5574,-1438,-734512,-77560,-10732,-12843,-9443,-5294,-3464,-1639,-650749,-667,32706,17481,4255,-3705,6925,-105,340526,8362,3477,35375,-1390,6811,10516,513,difficult
677991,128430,22625,14576,10255,6399,2884,3080,1416056,-82105,-18339,17606,-5261,9340,-177,731,-476109,-100881,-10775,-10315,-6748,-3757,-98,-353,-86041,-64284,-13248,-10153,-4894,-2339,-803,-2483,466290,-41980,-15293,-2103,18148,4290,583,-100,easy
422713,105876,25671,15546,15903,7185,4534,2632,-140986,82199,19412,10049,-5829,3163,3904,-105,-121297,22048,21290,35881,-3291,-514,1643,-1392,927100,-74244,-9163,-11621,-5540,-2796,-886,-1306,441547,172759,52953,159541,27691,19472,5637,1036,difficult
654906,451082,11173,17719,30852,26362,12062,6272,-642776,-435887,-9848,-13197,-30606,-25814,-11699,-6037,1048875,-319129,4335,5630,-15210,-16406,-877,3083,-647598,-440678,458,-13801,-26142,-23628,-9645,-4039,1143079,-214634,14570,11064,-15934,-9830,1858,1962,easy
779433,274833,64278,41088,36701,34891,25337,11804,-701860,-262102,-62880,-32722,-31076,-32756,-22596,-10207,-74080,45204,-42366,5373,34756,-9760,5855,20903,312246,-200487,-23552,-21151,-11376,-14011,9116,608,-735916,-253462,-57922,-40372,-36069,-33014,-24763,-11405,difficult
