delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
57557,29318,12178,2486,5865,4743,196421,40225,8727,9412,15207,6979,-34393,-35879,-7265,-9042,-14085,-6183,-189871,-302,5439,-4994,-1642,7107,-149709,22665,11203,-5835,-8102,-3687,-181482,-30113,4426,-7834,-13539,-6182,easy
602090,140356,51736,25544,19202,24962,442070,40961,43141,25078,21838,11336,285857,17724,35299,-17743,-9810,17263,1047632,403948,36068,48623,23979,41268,-372992,-2507,-1309,-16908,-7457,4974,-320419,-21585,-35679,-12108,-17257,-9001,difficult
239384,30840,6992,6415,10439,8454,1089289,220540,25870,30134,53594,18327,-499614,-193526,-17292,-25975,-49364,-14263,-1064436,-216402,-23037,-28005,-50862,-16834,-957550,-205925,-19983,-27085,-49123,-13880,-878020,-142946,-15201,-13810,-23273,5483,easy
850260,180194,17190,49242,40191,13189,571342,119618,31141,48714,26612,13902,-28888,22620,-18541,50867,71041,-2683,1070588,360630,5533,-1247,11790,18437,-70288,-105416,-19907,-8773,-12412,-8377,144261,-35530,-22889,-38737,-16104,-10230,difficult
487035,66195,23208,15524,10814,8193,423495,112682,14046,15315,13449,10828,290660,50142,7076,20665,166,4703,-378883,-102541,-6897,-8025,-6296,-9111,710931,-65691,146,-11461,-847,-5621,-368548,-67857,36321,-342,-3563,-511,easy
433478,126111,55416,25002,25326,14711,568734,74404,24169,27741,21760,22232,-429018,-17382,9768,379,3243,1942,-401972,103399,20114,-13011,8596,-10518,714650,-30269,-7694,-13362,-10676,-15307,-424686,151079,102798,15037,13102,-6201,difficult
607310,105721,30251,38873,18932,24957,1230761,279418,53249,63173,50602,40173,348199,-114889,-16044,22754,1265,34632,-893175,-251414,-28480,-56714,-40709,-29784,-1065782,-95204,-44464,-34893,-45239,-32124,-883046,-233283,-3004,-28349,-41997,-33589,easy
767649,124987,16302,26352,36987,14632,761860,132516,39366,31492,21509,21413,305849,-46083,-11132,13232,40280,-5952,-691330,-97089,-30818,-17539,14567,-5234,892990,182287,-19549,5866,18434,877,-484352,-69233,-30757,-22119,-11369,-16816,difficult
560441,144669,48767,28681,28741,21208,580586,158919,30579,19166,23208,15176,-388987,-30212,-3650,2761,1102,-8740,-39812,-40666,44834,27389,13729,38838,629832,97545,55520,18737,14224,3784,-281615,-83666,-23952,-10826,-6924,-9753,easy
548432,166907,16579,24856,26052,17234,537812,134643,21062,10231,15438,14769,-459834,-120672,-18615,-7664,-13636,-14040,155125,-127423,-13466,-6793,-9248,-12188,653008,440357,29255,46093,55397,35742,-305818,-63208,-15107,26864,9941,344,difficult
76468,30270,6803,5158,4817,5820,1355115,246148,25550,41935,21726,29169,-1263586,-215533,-18200,-40176,-16897,-23695,-1341710,-227415,-18510,-31535,-12846,-17405,-1274208,-220269,-20942,-36590,-17621,-24447,-1235084,-200295,-17336,-38809,-20274,-27849,easy
555386,349306,41474,15482,25431,10765,297129,507266,26588,42612,40141,15115,370917,-366085,6589,-27413,-14674,-866,-68162,-469726,-12534,-36518,-36365,-12653,-220539,-478609,-23710,-41129,-39040,-13654,950810,682579,89198,-3461,31238,9771,difficult
226871,47552,17994,5401,15347,3895,985973,265589,75626,28287,40489,14939,-673808,-196379,-47433,-19166,-29623,-11615,-935358,-215339,-35492,-22933,-2283,-10482,-857223,-237413,-72670,-24419,-38040,-12767,-570021,-223018,-74932,-25028,-30623,-9313,easy
607134,228828,35820,27462,51315,17074,695092,256792,17877,30239,22010,16379,11822,-54954,73918,-9504,110823,23020,-461796,-152251,-10302,-15574,-17114,-14227,580161,338344,13641,41021,42527,9033,-482021,-242996,-5485,-27051,-19018,-15045,difficult
332576,59531,29527,21435,15052,5499,279713,37959,11022,15173,7926,9104,-123391,-579,-6789,-9122,-172,-6781,-122831,50563,19762,29977,10050,-4073,616614,10826,-7186,-1495,-3004,-5454,-158941,25477,68234,5688,21631,1886,easy
569642,55292,11661,9413,14420,8778,1138124,150913,32823,60327,18582,27478,-96433,-87331,-16863,-47953,-12988,-21365,-1092917,-75518,-19990,-56405,-11620,-20649,-65486,-97897,-17906,-42564,18036,-9144,-1019092,-121737,-29890,-56733,-10078,-23643,difficult
1138242,255502,28262,44389,67059,41093,240574,33934,9523,10943,9171,6673,-101512,41404,39345,15901,19408,1817,189685,380466,6205,10127,12709,18348,3637597,464121,38542,110585,206069,122218,-135099,281,-9136,-2828,-6636,-4705,easy
899736,117714,21730,18480,25000,18626,179329,25075,16637,6916,10406,7081,-87177,34033,-4297,20308,10836,2554,2044088,204090,16033,22129,31235,39372,-166171,13145,-14016,-5799,-6323,-3274,1090887,119287,22652,9618,22629,7529,difficult
421301,84587,18471,20764,9857,11611,207848,32429,4904,7640,4486,3609,401951,42164,13459,12098,799,18365,-127869,19239,13364,2413,-207,583,-145142,14228,12674,41321,11913,8756,724870,132999,14772,-3338,8978,4303,easy
77596,67104,39254,7020,9847,9718,211975,69165,51816,22753,8576,15305,-32952,-34036,-35459,-18514,-974,-10209,-171248,28573,-4367,-14850,2259,-5297,-171248,28573,-4367,-14850,2259,-5297,-162069,-31354,-6055,-14717,1541,-1545,difficult
