delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
47921,32703,8985,13609,17943,11334,3673,7013,43315,85404,-133,-8680,-12509,7855,3744,-4335,3301,68054,-5497,3308,-13130,-7857,-1078,-5565,-9147,-24520,2149,-11790,-14712,-7524,-3080,-5984,-46696,-6378,2264,19163,-6517,-6537,3452,-2674,33827,-4903,-723,-11998,-15348,-9019,-2823,-6506,-40014,-12448,-37549,80523,-17350,-92574,18142,1475,-5364,7646,115,-2987,11988,-15098,30953,-31161,-621,-1582,8195,-8831,-15712,333,987,-2482,-4822,-2002,6532,-6275,-1230,-419,3310,-3832,easy
768215,156797,46863,52875,41664,21761,14599,10376,-723788,-119849,-39122,-49931,-39641,-19914,-10206,-8061,449077,-34296,-29004,-18662,-32219,-14420,-11155,-5322,-377464,-51945,4816,-43219,-33770,-14310,623,-3508,-731461,-101868,-36692,-36190,-30109,-18959,-12769,-8150,-264522,-124507,38235,-37820,-19806,5596,1022,-4718,1172865,-826541,-353997,466939,85553,-17649,-49923,-22639,10118,33820,-41508,74927,31269,-24557,7029,-1630,7422,-1551,3661,10303,5494,110,-4649,24555,-949,11778,-13392,13791,2739,1814,-4642,3432,difficult
212538,31068,12361,7202,9221,5119,4032,1203,-186214,-19435,-11295,4821,298,630,2450,3095,-129017,-20139,7311,357,-8649,-1851,-3349,-39,-201457,-19438,42708,5251,-4801,2174,201,3965,-99330,3948,-6461,-5106,-6734,-3282,-2966,-546,-206595,-24468,-7707,-6469,-7290,-2992,-3409,-656,57197,-72440,102127,-107265,-704,701,23386,-28416,18606,35397,-49169,-1246,-4464,4894,-10357,-1363,-8947,3848,-1933,-556,-2481,4025,-5456,290,-5799,3550,-3167,-443,-3134,4004,-4511,-110,easy
1473940,272975,12148,26313,18018,19345,9250,9703,-1221399,-231185,35259,-19592,-14825,232,6837,-4435,-1444221,-253583,-10831,-24938,-16943,-17432,-8960,-9017,-1471916,-260988,28,-17745,-15547,-9324,-5750,-3930,-1257684,-248355,19238,-18768,-9545,-7090,-5276,-3708,-1367724,-246141,-6950,-23016,-13699,-15457,-5592,-9070,-222822,-27695,214232,-110040,-22398,-7405,12633,2214,-46090,10859,19210,-26188,-5346,7193,-1023,-4248,-2118,1396,6002,-4154,-17664,8108,2234,-8367,-15797,3210,474,-316,-4582,5087,222,-5362,difficult
458011,62976,24551,13792,7493,12716,7437,4544,-362991,-771,6457,-11042,454,-6145,-5373,-2852,-429463,-26671,-16997,-3361,328,-4406,-2817,974,-229183,25285,-23226,-4004,-2328,-6694,-6541,-2004,-326051,-13314,-16262,-3619,-1335,-9216,-6488,-724,635578,527821,9454,699,10031,6530,5045,6788,-66472,200280,-96868,961629,-25900,51956,-38599,541135,-23454,-6229,6964,25716,7681,-643,385,4318,-126,-2656,993,11366,1739,-2288,-2522,15746,2556,-3724,53,11533,3826,-2978,1280,7512,easy
95448,21282,7531,4523,2638,4737,1523,1985,-37778,410,317,-1119,1898,-2274,-230,-816,89352,-4484,-5165,-1792,2342,-1048,4276,1003,-73335,-806,972,9429,2210,-373,5701,182,-45933,-6606,-4919,-1564,-882,-2072,-609,-1607,-86569,-16137,-4347,-1369,-218,-3198,-490,-984,127130,-162687,27402,-40636,-4894,3678,-5800,-9531,-5482,6137,-5891,572,-673,11221,-10993,195,444,-132,-3092,664,1226,675,-1699,-1126,4506,1425,-6310,119,1819,-821,-1789,623,difficult
161040,48753,7924,10117,18736,7104,2509,2903,-65335,-34994,-2380,-8821,-16564,-4080,-1311,-1735,-132665,-35895,-5797,-5940,-12131,-4191,-1367,-1779,-158905,-44289,-4944,-6120,-16723,-6120,-1877,-2397,-138677,-32875,1844,-7207,-16128,-5264,-387,-1279,436526,67515,35690,535,-12798,-1278,-423,-1061,-67330,-26240,20228,575203,-901,-8394,11414,100390,-3417,853,6788,33846,2881,-180,-1087,7742,4433,-4592,595,3330,-111,-1929,856,3986,-56,-510,1490,-36,-44,-618,1118,218,easy
47151,39444,8063,8353,11055,6215,3385,2822,-42880,-38296,-4385,-5773,-10011,-3452,-2343,-1946,-37390,-25861,16672,-873,856,4186,-424,2230,84518,-22645,-3957,-6690,-9435,-4114,-2335,-1886,-30235,-37652,-6613,-7171,-9225,-4063,-1314,-2041,-26569,-31850,43398,-4053,-5919,1405,2343,32,5490,121908,-114753,3666,12435,3216,-15007,5802,21057,-20629,-2656,50011,4900,-5817,-481,3118,10867,-10291,210,3306,7638,-8300,51,5468,1919,-1911,1021,3657,4176,-4116,-155,2073,difficult
688321,90189,17412,21698,8972,9028,8333,6901,-349738,-61024,-5083,-17332,-5491,-2215,-2517,-3578,-625475,-87202,-15932,-20283,-6047,-2461,-6407,-4641,-562861,-74216,-12762,-17222,-7775,-4969,-5235,-5937,-655915,-60467,-12968,-11099,-7770,-7211,-5376,-3637,-628506,-70985,-8623,-16429,-7657,-6605,-5061,-4241,-275737,62614,-93054,27409,-26178,12986,13749,-10518,-10849,3170,-206,4345,-2951,3061,6123,-5330,-556,-1728,5,113,-246,-2508,-2242,606,-3890,1172,-141,315,-1063,-1296,2300,-604,easy
164383,69252,12436,7991,3905,4529,1622,1303,93905,-48820,-9189,-4323,-452,1024,197,402,-72833,-58285,-11427,-6921,-2650,-4225,-1374,-1197,-144060,-53352,-5489,-5063,884,-655,-404,-187,-81577,-7630,-5723,-7040,5223,-1970,-622,-238,-138527,-56509,-4630,16196,1517,14251,1129,3384,-166738,-71227,62483,-56950,-9465,4933,45722,-48879,-2238,5938,-234,1093,-2598,1858,-1977,23236,-2198,3534,4339,-3706,-5249,3570,-1315,16221,-1571,970,-218,1751,-1599,1010,-51,3622,difficult
