delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
152278,64438,26870,15484,11291,14167,10578,10478,-19438,-56398,-17140,-7582,-7479,-9038,-6696,-8886,192783,-41134,-13741,3242,4577,-6971,-7857,-7410,636535,-32368,-26160,-12045,-6650,-4291,-7453,-8192,easy
176915,88344,25234,13772,7665,14211,12604,10903,-147605,-82960,-23425,-11827,-4012,-8491,-8618,-7928,395444,-22738,-22022,-6672,-3308,-12773,-11287,-10074,116209,467661,47617,50820,8545,9391,9528,-6100,difficult
685732,374393,119911,34910,25269,50308,42388,32073,-553924,-252789,-88220,-15865,12461,4403,1121,-18534,726228,-235522,-11620,-29993,-22503,-26973,-4416,-18504,-627456,-333392,-107690,-31997,-20007,-43020,-35732,-29572,easy
109582,95413,43893,14939,10176,12613,5300,4729,147670,-19464,-40123,-10920,-468,-7740,-4411,-2973,155296,-40131,10183,-1962,-3038,-598,7594,-13,42020,-84499,-37820,-13898,-8893,-10926,-4946,-3696,difficult
338539,316078,18027,12289,15957,14004,17989,14572,-283988,-283350,1222,-10439,-11886,-8416,-12303,-12760,2359,-273157,-3402,-7187,-724,-8896,-13875,-10055,-331530,-306253,-12292,-9956,-11079,2693,-11476,-8881,easy
147259,26426,12273,10894,3523,5414,4087,3089,98464,31627,-72,-4012,2052,-2306,806,404,1463108,76020,15616,-3550,11455,8184,1370,1393,-118390,48132,-488,5539,6706,2582,7184,1326,difficult
717742,378609,18534,26697,11757,17660,10843,9518,-602839,-345450,-17783,-21750,-7803,-10310,-3972,-7588,-616228,-365667,-15748,-23879,-5464,-10570,-6155,-5525,-709941,-367319,-13601,-20054,-1117,2543,517,10169,easy
515541,141300,28084,17197,40450,22440,7594,9829,325961,108290,44191,9322,30050,6096,21203,14263,-375085,-122004,-19317,-5621,-32881,-15839,-4050,-6296,-459679,-131304,-22562,-15670,-37982,-20372,-6758,-8355,difficult
587352,169467,58928,11407,35959,28557,29251,15471,2255430,-10975,-42958,21762,237,-8048,-6612,14373,-541177,-128451,-35339,-6770,-22034,-13374,-6059,-6622,-579198,-167877,-57227,-10976,-33668,-21968,-27274,-12464,easy
180916,97478,12111,6042,12559,15762,17934,9715,-170504,-83372,-3027,-2609,-10977,-11572,-14013,-7145,389397,238813,94,40819,16104,-1662,-1550,-3375,-108642,-56702,-3307,4867,-8877,-10685,-14055,-8071,difficult
918119,211454,53595,39976,20856,34201,15796,19157,-897228,-209742,-50748,-37325,-20320,-31090,-13211,-16304,-837971,-164085,-31603,-36512,-16825,-26466,-12810,-15941,-892312,-200074,-37919,-26835,-15285,-19358,-6124,-10749,easy
1080179,152842,37804,33788,26241,24697,83476,10879,-1058341,-146902,-35241,-32302,-25372,-18207,-80944,-7138,-943873,-128000,-35153,-32087,-24868,-21352,-82910,-9837,110634,58364,49843,-21068,24983,-10712,-76945,-5445,difficult
621853,298870,119820,18674,10988,38834,12607,7066,-483348,-291480,-111604,-10447,-7071,-33826,-9132,-5329,-527976,-271118,-108041,-11901,-4810,-21604,-1308,836,-235154,-201570,-48601,-10712,1991,-9645,13450,1974,easy
366548,67211,8966,14090,11546,13321,9087,7433,-292774,-23634,11058,-4892,-4458,-11343,-7652,-5196,980234,-21970,73621,-6920,-352,2498,-5029,-2385,-202888,-8441,-1415,-13062,-10718,-11728,-8097,-7018,difficult
283943,74224,7882,9692,12976,10512,6574,6762,2020551,241610,2043,16983,10560,10336,9953,4118,-187426,10121,1516,-4165,-7466,-8503,-3941,-3755,-275869,-48785,-3450,-3556,-10768,-4187,-4125,-3770,easy
150382,38951,20296,9621,5895,8590,2466,2340,-83032,-29045,-17539,-8614,-4261,-7642,-1618,-1697,-104761,-20795,-15458,-7649,-4558,-7284,-1892,-1609,-81600,4862,16471,166,4733,-158,4586,-42,difficult
138464,23847,6638,12850,9958,5346,2359,2349,-124107,4620,10520,-1976,-5560,36311,12501,5254,252042,28211,61318,16323,11630,40661,16847,11867,633914,75785,9545,19162,9546,12165,12120,7534,easy
113680,41459,15009,2045,5723,4675,1886,2161,32332,-22906,-11717,945,-1543,-1519,-1473,-1940,173828,98173,77257,3827,-2280,-647,1754,742,650461,163860,39486,21779,6690,8700,5778,3586,difficult
62334,17471,5699,5669,4900,12805,8891,5553,220672,92953,-2368,-2215,1143,-1683,-6587,-3531,1059607,840694,138281,99166,39022,37561,9486,10390,-60307,-15664,-2496,-2936,-2707,-9905,-3393,-4095,easy
855211,119287,23162,22316,15196,18437,15344,4019,-833337,-101171,-10329,-12414,10253,-2080,5938,12912,-813311,-101343,-19210,-21894,-13557,-17093,-14823,-3625,-706663,-52978,12029,23566,-3704,-8032,-13375,-1201,difficult
529266,454953,24749,15829,15155,9936,8914,4572,244046,-294770,5299,-3420,-12227,3484,-4400,-2459,-259505,-446819,-22410,-14494,-14252,-9015,-8195,-4122,-30146,-424970,-7467,-9887,-2849,-4302,-3515,-3139,easy
524306,222371,98716,29984,34543,24381,17448,7756,145322,8914,8376,-15652,-9903,6111,4378,3019,-394242,-182976,-94844,-26683,-27990,-16752,-14903,-5567,-238959,-211408,-95478,-25311,-31604,-20960,-15206,-3933,difficult
895375,117331,29600,13299,19389,12951,12765,8932,-626697,104457,-25631,868,-11709,2523,-8106,-146,-822631,-102091,-20825,-11353,-16673,-7428,-10473,-7671,-803254,-37155,-20732,-3487,-12513,-8169,-7293,-6782,easy
1250190,335652,22342,23574,44261,24321,9528,6810,-722206,-124401,49467,15348,-29649,-9937,812,3000,-1225901,-330770,-18752,-18555,-38974,-19379,-7455,-3181,-946803,-151307,8718,-18669,-42274,-19340,-6628,-3925,difficult
1077775,109741,37063,11848,13863,25176,8435,9719,690081,32157,73434,10739,3748,31614,1067,11193,-878733,125781,-25109,7584,-6981,-19586,-3796,-7683,-983655,-90957,-22493,9506,-7043,461,1375,-611,easy
320546,48638,11541,18895,13822,20386,12808,6652,-37531,49326,-6374,115,-2852,-10311,-8662,-2723,-185415,39531,53339,-3879,-11336,-15058,-10829,-3828,28135,29273,-6666,14686,6936,89,-5663,-529,difficult
292900,141749,56756,34075,19706,15106,10797,7918,90888,419112,-15714,-8285,51171,40699,41973,23217,-252755,-98478,-42451,-16751,-351,-6105,-2957,-2885,-278644,-135027,-53102,-19593,-14870,-7861,2167,-2279,easy
588228,230612,12235,13049,12009,10261,13965,5003,-108858,81112,-4125,-3535,-1885,1281,-728,2866,-523184,-199070,6232,-637,8176,9586,-1324,422,-425083,-215795,569,-9953,-7209,-5025,-12796,-3632,difficult
267125,83498,10875,28658,13293,19802,11002,12570,1058566,464014,38894,34459,22710,2362,19033,1311,-155309,-47583,-2995,-26343,-10188,-18408,-10714,-12141,-181233,-34243,-5675,-5930,-9938,-8959,-1509,-5187,easy
503592,113942,24565,24931,10273,22719,26200,11224,670378,357880,28272,-16859,9013,14585,-9463,2027,-473850,-90920,5929,-9174,-1587,-12013,-15036,-2748,-461299,-93239,-16726,-23036,-3820,-17260,-23802,-9471,difficult
150226,46307,1588,2641,3831,2180,1199,1199,-66919,-32640,4630,-2242,-2386,-1496,-622,-296,106635,72527,36590,15531,14065,8753,8998,10084,-124101,-6748,8275,9770,1613,10527,9089,4800,easy
179069,38124,9242,7989,7133,4086,3763,3684,-152007,-12783,14796,6941,-5492,-1184,1145,-2131,1583936,489990,18074,1947,20603,35002,9386,16146,-75726,-30723,-7425,-4939,-3500,-579,1255,-1006,difficult
429424,181923,26841,17884,20959,18803,10650,18360,-27526,-159209,-17079,-10173,-16724,-12685,-6139,-15927,-299630,-165627,-24916,-13806,-18418,-14635,-8880,-17069,1922394,610901,104517,35341,3979,5633,2952,-10671,easy
958110,379404,44743,19475,24002,21798,13679,12105,136898,-99075,-16046,936,17857,661,-3094,-774,-879589,-362622,-43575,-18676,-22863,-21237,-13023,-11805,731459,-351994,-32142,-16556,-11905,-13863,-9671,-3685,difficult
96749,44401,12146,7416,5364,3992,4679,1606,131483,-25349,3700,3546,1232,-1706,-2027,-212,-72999,1780,3363,5054,11007,1843,2046,2509,204063,16740,2790,-2727,-2404,1573,-915,571,easy
1005568,358896,11971,34382,13652,26444,8902,8294,-839292,-324090,-7855,-29861,-9523,-20065,-5410,-4935,-979658,-354684,-10449,-32503,-4740,-17846,-5906,-5720,-912435,-350818,-9513,-33273,-13086,-25742,-8386,-8027,difficult
410218,264970,39177,33902,14086,21946,13787,19747,-134415,-235661,-26637,-24360,-3282,-10578,-7229,-15287,-47157,-236064,-21993,-19127,-9202,-6744,-2289,-6460,-262264,-225976,-22421,-29283,-6790,-19340,-12040,-17521,easy
661674,68764,23868,14896,17106,21725,15272,7920,-429185,-779,-20412,-2625,-11570,-17010,-10838,-5502,-589880,-18887,-17497,-13020,-13295,-17853,-12990,-4302,-116827,135674,-10997,12872,29394,16647,-6784,3920,difficult
458313,211884,103941,21151,26836,13881,10032,6400,777358,-150140,-86157,-11173,-19723,-9437,-7083,-226,-117616,-154607,-102391,-13789,-21051,-10331,-6874,-5225,554849,858606,-65223,18251,13801,2029,1426,-693,easy
72059,36735,4719,3477,3743,7828,8779,4404,-68815,-25378,-889,-555,-1312,-3991,-7456,-2567,674110,160391,4035,-247,2278,461,-5436,-2335,55588,108494,11016,-1844,853,-1897,-4930,-1271,difficult
956909,334666,12460,7948,7503,7376,8243,5980,-617446,-52019,23478,-4126,4460,-2961,-7416,-4611,-936587,-330760,-8217,-7373,-5745,-4977,-7367,-3830,-950635,-322651,-7419,-5698,-3885,350,-3860,-1603,easy
333157,58761,23560,13951,3644,6540,5988,2936,-118490,-4229,-9201,-7502,19330,14452,5383,12090,-238651,-54277,-18267,-11677,-2884,-4294,-5550,-2624,53783,30624,-13873,-945,2313,-376,-1625,-991,difficult
35594,18440,4101,5133,1644,3711,1200,720,1184173,599809,46325,11178,18571,28279,12289,6717,468405,136610,6378,16503,12000,32080,4506,5437,-22993,-8435,4779,-3221,5514,-1011,449,788,easy
688437,58311,19258,19308,13238,10926,3930,2849,-601778,111243,-2288,-14317,-6659,-3260,146,-1149,-652347,-52034,-18450,-17264,-11452,-9139,-211,443,178949,59730,1095,-927,-7893,-4295,-1058,-1910,difficult
346644,195821,18293,21918,19116,14985,29744,10748,-90197,138617,-9274,-18271,20523,3122,-5088,-2560,-267293,-186475,-11514,-19543,-16079,-10429,-27816,-9884,43623,-98916,5663,-17093,-12302,-9084,-27678,-9319,easy
387330,126518,37606,13150,15291,12437,9405,10286,-279716,90258,-34363,-2819,-4798,-7228,-3743,-5217,-194232,-109888,-35131,-10710,-13941,-11643,-8982,-10121,-350215,-111060,-31774,-4177,-12970,-10350,-4267,-8621,difficult
161556,124483,8499,12210,9893,14000,14322,10804,275054,76546,61379,47031,50045,8927,-1309,-5081,665544,-43222,4789,853,-5489,-6228,-12376,-9534,687288,87656,36931,45937,8536,32269,-2310,8617,easy
358370,365005,22080,10950,5395,11901,6678,4054,1222759,64901,-20246,17317,20784,-554,-1998,-1918,-352433,-360458,-20352,-7911,-2745,-8857,-3015,-1711,-65825,-330571,-7292,-1743,11751,-8483,-5007,-742,difficult
267248,178404,63652,26535,14882,18301,20895,20372,-86333,-35188,-37814,-23238,-1200,-11308,-17413,-18347,-169804,-55760,-42256,-9615,-6757,-12056,-18517,-18339,-247784,-173036,-60819,-24004,-10788,-16513,-19791,-19217,easy
291107,141907,12928,4627,3854,7995,4838,6043,-243145,-130442,-4978,-2091,-495,-4613,-3227,-780,-277460,-126036,-9207,-3550,-1055,-2843,-861,-2996,-173059,-62644,-4685,-1088,-700,-4580,-1376,-1769,difficult
89442,17285,5628,2116,4164,3409,1692,1336,-31130,18692,2773,2333,-778,3001,284,1528,-79166,-10696,-2075,-529,-2333,-1158,1436,1313,811705,256345,32551,42910,8465,7697,7836,9874,easy
523254,130181,27033,21711,14698,19304,9237,12160,-292665,-21999,-15181,-11008,-9010,-5171,5974,-5546,-365934,-79446,-12005,-14094,-9840,-13563,-5542,-9484,-101486,-72713,-9578,-16582,-11303,-15950,-8378,-11676,difficult
148792,59661,60271,22810,7230,16292,5389,6373,1691442,72263,-45397,-7834,27966,9065,7731,4399,-4549,13733,-58760,-20828,2203,-13539,-1169,-1576,128448,11302,-55818,-19506,5039,-11745,1356,-4781,easy
389489,145653,6201,28304,29906,17524,9668,10947,63479,87584,6265,47250,20928,9930,758,-1358,-288174,-47959,26450,-12778,-24280,-13842,-6298,-7059,-329152,-136037,18656,-20023,-19826,-8313,-4374,-3913,difficult
194763,74515,12632,6126,3427,4114,2231,2404,-157055,-62622,-11316,-1047,121,-2436,-1833,-2142,555853,-34992,9241,3924,935,1377,1342,-402,359254,179204,1596,5682,6207,6386,1533,949,easy
563667,100989,10417,31427,18321,25185,26530,9097,1604327,246773,9457,545,-12118,-18107,-14999,-3103,1739416,151385,14680,45414,48772,3091,11408,13560,223866,180133,65640,-10950,-2968,3705,-7797,3757,difficult
512587,125570,32346,17813,20656,12079,8916,5633,-462882,-87205,-22374,-15942,-19331,-7596,-7205,-3771,548981,2869,44813,2560,-12684,-5883,-6498,-3347,-471979,-101785,-6812,-6490,-1390,8973,474,1029,easy
382664,173645,41953,35604,22855,20025,21375,38839,357906,89532,-10167,-24221,2414,13188,-5028,-30799,-317795,-160800,-41654,-34769,-21457,-18232,-20773,-38697,-318126,-90273,-35442,-30176,-15362,-6952,-18809,-37265,difficult
609183,205881,9905,8070,11335,13265,12727,7725,-241197,-26061,16189,573,-9767,-4584,-11479,-6146,-464742,-201108,-7349,-7346,-8728,-9764,-12074,-7046,1591114,200348,19982,-6123,-2247,5310,-6093,-1565,easy
72722,22955,11639,7593,7708,8162,5077,3635,1845,-11704,-9700,-6860,-6933,-7216,-4530,-3404,8826,-2838,-4482,-5066,538,-4234,-2383,-2074,-2965,35950,-4420,-3318,2730,-5666,-4216,-3146,difficult
175553,37342,11979,12961,11486,11343,5132,11023,-161037,-28526,-9346,-8153,-9244,-7610,-2374,-9974,-97371,-15669,-10761,-6584,-9586,-8645,-4702,-10591,-172991,-8275,-9552,1623,-5594,1185,3269,-7377,easy
428174,77120,54375,26981,20486,31357,14482,11673,-66678,343094,-35293,-2879,-6820,-10522,-1175,469,-424060,-71328,-53455,-23425,-18296,-28458,-12145,-6132,-410142,-76395,-51101,-24014,-9376,-18810,-4935,-1910,difficult
666500,152110,35132,43399,17188,33067,20239,10813,-505385,-124237,-22224,-35703,3873,-18114,-15394,-6711,-245810,24761,-29596,-37258,-41,-28161,-17335,-8075,-630682,-114426,-33813,-41914,-16345,-31968,-19959,-10471,easy
232511,85248,28542,9735,13588,23009,14765,16281,471927,283957,-1190,23033,24254,-10629,-8175,-12121,1199973,279067,-4451,5788,14175,-12473,-9794,-12916,-160711,-67172,-23710,-3571,-10707,-20262,-11898,-15359,difficult
514169,184687,73770,11952,31104,25912,20322,21675,-332919,-158928,-49763,3712,-27194,-20669,-16892,-18677,1197047,525025,-15728,101293,32639,22827,-5765,-14250,-384858,-163562,-70994,-9823,-29570,-22441,-19476,-20855,easy
135427,21905,9510,15778,16576,16884,7369,9177,-21461,11072,-4866,-9795,-15742,-14634,-7040,-8764,330463,29237,-4875,-7279,-12729,-13241,-5434,-8431,-50472,13155,484,-4152,-4069,-5021,-807,1388,difficult
183402,15048,3126,3368,4797,9035,1479,1555,32456,22956,1551,-2320,-2216,-6880,-420,-888,-162510,4688,8156,5061,6488,-4304,1053,1341,227743,1304,6456,-2455,179,-6929,137,-817,easy
368131,60866,12651,6789,5493,5384,2835,2203,-236067,-45281,-10851,-2921,-3427,-2896,-2050,-1511,-156664,2744,11681,9394,3651,5332,608,2267,-223387,-27987,-8064,-920,962,4965,1344,3162,difficult
533603,152942,16772,9053,20423,14936,9543,10771,-441245,-46105,10963,3449,-10694,-7240,-7318,-8613,142871,-124615,3173,12887,-14596,-9118,-8321,-9017,-478235,-140812,-11144,-8440,-16072,-12410,-7659,-9280,easy
529125,75789,47980,15548,19779,10433,10175,6290,-521868,-59499,-32429,4165,-15687,-8586,-8677,-5282,-339810,-49518,-44273,-12078,-14905,-4444,-9154,-3820,-187544,-39477,-22265,-7901,-13429,-6700,-7066,-4982,difficult
309420,74777,22409,12336,10002,10609,5599,5472,-300166,-69250,-16133,-8345,-7341,-3302,-2715,-3852,1852911,62105,-11644,621,-6336,-5265,-2131,-2175,503660,576254,3637,31728,3951,43726,25706,24141,easy
653110,177890,37137,13220,8802,7045,3040,4144,744601,179113,-23169,62386,4477,28337,21738,12967,-578605,-154989,-23102,-1091,-1498,952,-796,620,-622582,-171533,-35950,-10939,-8237,-2738,-855,-3386,difficult
190698,68577,20616,4220,16587,14638,8006,11437,1029800,501452,235091,54616,55186,27689,59091,26814,1658167,244009,-7837,59369,4544,12008,18545,10405,-183712,-66512,-15070,-2596,-12851,-8499,-5321,-8488,easy
721111,210362,41803,12428,4356,15768,9090,4800,-692378,-204224,-40579,-8627,-706,-11104,-1951,-251,-494235,13140,-4301,-7849,4496,-6837,-7131,-222,-612175,-188267,-39855,-9887,-2435,-9511,-7463,-3405,difficult
142204,49513,7945,8131,5204,4912,3334,2874,140558,434431,1538,15638,23876,6402,13108,9836,25985,-34754,-6945,-3009,-3565,-3123,-2285,-2147,-98805,-3392,1708,23207,13528,2180,2331,15315,easy
370302,128277,24304,17475,21766,9699,17828,6697,-353680,-125327,-21661,-13394,-16699,-7843,-16263,-6157,392108,176856,-22424,611,-6758,11035,-9143,716,-276881,-118182,-20036,-16122,-20877,-8907,-17115,-6467,difficult
277643,70280,9782,8762,8266,6173,5054,4736,-126734,-53194,-7039,-5098,-1893,48,-324,1446,-267875,-23530,-3204,7965,7615,24788,13179,13336,691780,-49756,14606,-949,18723,20923,10568,31163,easy
320374,149973,39653,21542,17108,16402,17360,8944,1566948,78655,-312,1129,-12925,-8605,-11457,-6187,2414459,100345,35990,52126,24766,29863,-4050,3593,152439,28562,-19676,1837,-12920,-9339,-9233,-7132,difficult
467174,116674,19793,24362,16141,12123,11549,8901,1067088,-18421,44804,-536,8032,-1748,1486,-2686,769952,-101063,-14675,-12136,-6577,9952,-5252,-2818,-379529,-108853,-17259,-22163,-14575,-10639,-10391,-7730,easy
146585,115809,16699,29879,11300,19807,9160,9554,-110757,-113644,-13033,-28511,-8336,-17668,-8518,-7651,111907,-93527,899,-26079,-6988,-17890,-5696,-6364,84059,-80281,-14255,-27790,-6968,-17076,-6807,-8044,difficult
256333,103784,20605,14115,11913,9716,9022,6051,-24119,-84204,-19976,-10821,-10142,-8807,-8369,-5411,424139,-60144,-5282,340,8473,9735,9707,6227,201416,322757,58382,25402,2461,22864,6163,10558,easy
218230,233638,16159,7633,12210,12392,4801,5717,519053,50790,153363,18388,7969,10716,2403,4671,-52115,-193182,-14698,-2738,-9739,-7952,996,-2743,-148573,-25813,-9281,17624,-7152,-5087,636,-3183,difficult
460245,53953,24323,19970,8802,12829,4869,3628,-172464,66571,-22926,-15449,-4263,-5684,-1761,-1406,-437357,-2025,-1769,-3557,3703,1415,3754,1919,-149859,27836,-21595,-13108,-5259,-10800,-3708,-2050,easy
64454,51991,12633,3424,6172,6813,6010,3205,499528,1596,7850,39145,4125,2091,1043,-69,53651,-21455,-937,6808,-4130,-4438,-1891,-1382,1356775,1374810,109385,83218,13051,28431,12440,3876,difficult
51763,48141,42715,10128,11155,22625,6348,7391,130851,72336,-7753,-4397,-7375,-13808,-3304,-5578,-45492,-40041,-33991,-4170,-9718,-17303,-4295,-1244,486044,81415,-27000,3378,-7372,-15565,-5120,-5835,easy
692006,94623,40427,15871,5740,8046,8798,8345,-679907,-89855,-39490,-13849,-2806,-4074,-4313,-6264,-569410,72578,-24997,-8295,-1923,-1761,-2811,-2186,-670824,-79133,-29603,-10048,-3416,-6850,-5268,-6668,difficult
