delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
72528,59620,45734,19031,8188,8145,3805,4320,196421,40225,8727,9412,15207,6979,3123,3614,-149709,22665,11203,-5835,-8102,-3687,-1696,-1593,-181482,-30113,4426,-7834,-13539,-6182,-2800,-3141,-40489,65632,95391,42525,585,13367,6542,6851,easy
152734,244789,32165,21499,11036,8220,8437,3206,442070,40961,43141,25078,21838,11336,6339,9350,-372992,-2507,-1309,-16908,-7457,4974,7192,-5895,-320419,-21585,-35679,-12108,-17257,-9001,-5056,-8642,-174597,635576,4060,18278,-7691,-5321,4157,-3895,difficult
247013,67097,19801,10236,14528,12308,6232,3935,1089289,220540,25870,30134,53594,18327,10011,8519,-957550,-205925,-19983,-27085,-49123,-13880,-9118,-7269,-878020,-142946,-15201,-13810,-23273,5483,5491,-80,-691257,-111459,16977,-18799,-44802,-9661,-7710,-6402,easy
1144872,85725,13536,33400,12622,15475,4318,4222,571342,119618,31141,48714,26612,13902,10991,7843,-70288,-105416,-19907,-8773,-12412,-8377,-7837,-5928,144261,-35530,-22889,-38737,-16104,-10230,-8829,-5988,1646616,39268,-10018,1569,-13455,23326,-3353,1053,difficult
462569,52125,35626,13373,13277,13281,4178,4644,423495,112682,14046,15315,13449,10828,3387,2884,710931,-65691,146,-11461,-847,-5621,77,-142,-368548,-67857,36321,-342,-3563,-511,-976,1635,-225160,-48124,28273,5976,3894,13491,3272,3788,easy
653419,204271,62614,23833,28353,19165,4851,5217,568734,74404,24169,27741,21760,22232,5715,3186,714650,-30269,-7694,-13362,-10676,-15307,-3574,-1618,-424686,151079,102798,15037,13102,-6201,1980,5364,-35909,268792,20231,-13400,17352,12307,-997,2346,difficult
191268,78109,20684,21508,5475,5664,2663,1324,1230761,279418,53249,63173,50602,40173,19330,8051,-1065782,-95204,-44464,-34893,-45239,-32124,-15778,-6150,-883046,-233283,-3004,-28349,-41997,-33589,-15300,-6168,-1169650,-275441,-50228,-61754,-48144,-37815,-18924,-7863,easy
646777,128462,13481,17613,19634,13634,8934,5723,761860,132516,39366,31492,21509,21413,21963,8021,892990,182287,-19549,5866,18434,877,-9486,-3249,-484352,-69233,-30757,-22119,-11369,-16816,-18538,-4743,-753886,-125217,-27350,-25385,-12691,-7397,-11062,1099,difficult
516972,118456,35612,17511,22884,9313,5424,4291,580586,158919,30579,19166,23208,15176,9709,3743,629832,97545,55520,18737,14224,3784,1925,4056,-281615,-83666,-23952,-10826,-6924,-9753,-7481,730,-539059,-135269,-16469,-12875,-8273,-11620,-7299,-3141,easy
508798,282110,34344,36561,37877,25012,14170,15600,537812,134643,21062,10231,15438,14769,10834,5053,653008,440357,29255,46093,55397,35742,7457,21644,-305818,-63208,-15107,26864,9941,344,3701,1621,-434231,65252,25698,6032,1979,-5358,-1150,8376,difficult
89592,27257,5489,3290,2062,2645,907,621,1355115,246148,25550,41935,21726,29169,14151,8462,-1274208,-220269,-20942,-36590,-17621,-24447,-12887,-7542,-1235084,-200295,-17336,-38809,-20274,-27849,-13683,-8107,-1287277,-236110,-21906,-40536,-21096,-27276,-13161,-7875,easy
472102,418123,43032,29020,54648,13160,8178,5676,297129,507266,26588,42612,40141,15115,10100,8108,-220539,-478609,-23710,-41129,-39040,-13654,-9478,-7672,950810,682579,89198,-3461,31238,9771,10837,112,-205353,-471399,-16155,3815,51324,-1981,-7126,263,difficult
294819,38358,8436,12895,29941,8563,4058,5524,985973,265589,75626,28287,40489,14939,9018,5392,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,-646217,-221262,-53967,3270,37018,2951,-1013,9044,easy
599131,217462,17014,31429,24605,10515,5813,4012,695092,256792,17877,30239,22010,16379,6786,3519,580161,338344,13641,41021,42527,9033,4369,6188,-482021,-242996,-5485,-27051,-19018,-15045,-6068,-3162,-386023,-213338,-10744,-10399,-15723,-11581,-1221,-1546,difficult
376530,41054,29250,13144,12393,6036,3946,1774,279713,37959,11022,15173,7926,9104,2590,2012,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,-167223,-27017,-6365,-10280,-5225,-5637,-820,-1361,easy
466598,43865,11358,9901,16614,8463,9007,5688,1138124,150913,32823,60327,18582,27478,10953,9481,-65486,-97897,-17906,-42564,18036,-9144,9573,2967,-1019092,-121737,-29890,-56733,-10078,-23643,-6975,-6127,-930000,-101509,-16598,-51982,-13863,-24259,-8435,-8219,difficult
1475170,181160,17057,43694,73295,44169,23149,7083,240574,33934,9523,10943,9171,6673,2704,1670,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,201291,-22724,-6805,-9503,-7061,-5024,-1214,-1472,easy
508626,144260,65631,51946,40914,12018,9003,7397,179329,25075,16637,6916,10406,7081,5599,2986,-166171,13145,-14016,-5799,-6323,-3274,-4930,-2317,1090887,119287,22652,9618,22629,7529,4872,9906,63175,225124,138347,131270,75217,10557,10270,5643,difficult
425588,81218,16135,20225,14648,9157,3112,4449,207848,32429,4904,7640,4486,3609,2050,2856,-145142,14228,12674,41321,11913,8756,1732,2328,724870,132999,14772,-3338,8978,4303,436,-15,73492,-861,6247,-227,9595,3584,1018,2466,easy
190537,55481,34118,6524,8445,8514,4756,3221,211975,69165,51816,22753,8576,15305,5260,3429,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-162069,-31354,-6055,-14717,1541,-1545,60,534,269002,-38270,-42673,-19121,-4194,-13532,-4040,-2397,difficult
578215,22017,16897,6971,6935,10118,3726,1571,982264,197456,71885,20801,25771,24200,13979,7598,-749041,-186693,-67992,-18693,-24786,-23598,-13445,-7154,-720811,-182565,-65127,-17325,-23096,-22344,-11800,-6434,257704,-157060,-31846,-5471,-8625,3697,-5513,-4494,easy
581828,23293,8342,7137,10711,7314,2420,1326,925297,94286,82281,16022,41248,28261,7253,6517,-731747,-83727,-79426,-14087,-38091,-24561,-6601,-6050,467958,-40647,-63625,2192,-12897,-10835,-1635,-3561,-766619,-88604,-78767,-14760,-40623,-27445,-6262,-5961,difficult
118763,65121,35720,26629,16962,7817,3559,1722,235404,50018,7588,11225,8301,7652,1842,1032,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,-64952,82640,33729,23175,26663,5668,4707,2088,easy
77011,39115,24667,11141,7122,10054,3515,2077,331063,97496,37249,23696,15895,13317,8924,7291,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,-213400,-42518,7296,4252,-8804,6063,-1694,-3169,difficult
463176,205908,73285,39425,18906,12693,5665,3380,395502,110304,39389,20315,21273,10750,3753,3163,-158444,90651,5625,-8581,-17134,-5504,1065,-1466,-35684,-55805,-19974,-7859,-15079,-2656,-2630,-1560,397151,251965,116036,73771,25111,13989,7301,3676,easy
