delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
1190662,217342,98511,61063,23736,20172,994670,85067,24092,18330,7491,5644,276685,151382,10562,46348,7591,17804,-81281,330345,185036,76537,25353,16685,1211086,60344,107907,53128,29657,25053,-622522,-12971,-5829,-5082,2379,-1429,easy
638431,191469,54462,60678,64054,19360,1291178,258449,17094,65287,16585,17750,-138862,263739,154592,57865,189750,32080,-1209226,-213920,-4392,-43528,-9473,-13248,-33933,-140511,12898,15273,20266,-889,-1228969,-177228,-13628,-48045,-10669,-11502,difficult
836897,341033,19405,20183,13667,11941,560526,31454,7478,3389,2181,1871,2011389,1123097,37127,36222,43565,40260,-458135,12763,769,12482,575,14,-330016,52516,-1620,-1518,-646,-509,-117755,49940,11430,19989,2449,515,easy
1003708,278424,67643,30539,25336,12789,334453,163832,11661,35768,21500,16900,1215369,69459,84740,-17102,3651,-137,1224189,509134,101604,19514,-633,796,-172082,-126160,-698,-19667,1625,-12711,409544,5933,38282,-3661,10702,-4394,difficult
809488,158136,40891,19265,8519,8607,644996,103626,19129,19834,11607,7460,230439,-71837,24318,751,-4407,1948,398539,371043,63817,20533,5057,6058,-596621,-92846,-14629,-18749,-10953,-4808,625612,11680,13540,-4810,-2049,1390,easy
461179,91541,21870,33404,7516,13120,408646,95848,9136,18480,8169,5607,422473,142904,36534,85267,3373,33261,-5969,-62156,3810,3819,1399,3667,-378974,-75929,-5867,-16126,-5335,-4694,172600,-22046,16457,-13265,-2051,-2183,difficult
530816,46433,9548,5254,2352,2687,987236,252508,34629,21314,9519,10013,698520,-186079,-6894,-6626,-5641,-4463,-956586,-247406,-33049,-20160,-8449,-8955,-824018,-197396,-29928,-19627,-8586,-7536,-743595,-193419,-30454,-17826,-5991,-8351,easy
172651,38670,6826,7309,6545,2699,917831,105852,110643,79977,41771,24730,-703077,-35724,-102655,-64288,-37891,-21149,-725620,-89447,-107980,-76278,-40473,-22338,-795728,-62316,-105667,-75362,-26156,-22558,-756296,-81241,-98965,-74743,-36385,-22078,difficult
1103956,161026,42768,20262,9626,8646,715830,66767,32333,22743,14292,7183,-188580,-65,-29184,-13981,-11453,-4370,863438,60999,-3432,2881,-2110,7734,963827,96059,45886,19257,-673,4026,-86182,220041,28470,-18082,-4427,-1540,easy
1320283,100449,49712,19875,18150,11557,975498,255312,50279,36179,13937,18045,998066,-178558,14016,-14896,15938,8230,683263,-177654,-37407,-4852,-3487,-13855,42991,-45661,40541,-19632,16602,-5080,-345180,-217580,-19418,-25836,-12202,-15249,difficult
