delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
594972,65137,11752,27341,9984,15630,6147,3999,58014,37288,8328,3830,3780,8966,4626,3606,1093693,20221,2700,19742,10409,13083,2800,1099,-19777,35476,4148,27279,1998,245,241,-313,easy
320720,174610,24748,20883,16999,7008,4530,5071,56989,21109,2990,3260,3192,5355,2005,1426,578055,315676,41901,33089,21647,1896,2636,415,-50594,-8674,1614,2157,5966,1409,2414,6874,difficult
1167333,100844,6708,8601,6944,5601,4335,2277,140259,19129,3622,2411,5327,4392,4598,2535,1821246,155821,7796,13116,-251,4238,318,-775,232901,7609,-1624,-737,3485,-1820,-845,258,easy
125417,45224,6772,4935,6196,6381,4628,4325,306062,38137,18469,3085,3624,3750,2563,1272,-226083,24285,-10374,5619,3588,3847,4373,4408,-135207,-10111,-13020,-1920,1556,1414,-243,1698,difficult
108174,32926,17087,5574,10663,8262,2722,4588,314756,25651,17374,13015,7359,10260,4861,4294,-162075,-12819,-14503,-11008,-6407,-8931,-4206,-3985,-251089,27368,13929,-3875,13015,4934,-73,4573,easy
440238,121593,4075,5505,7213,7141,6556,2584,75907,13250,4166,2977,3942,2582,1412,1906,792265,226068,-244,5987,6663,2768,4353,1831,-63604,-9383,62,-931,-122,6349,5934,-475,difficult
366052,33186,3540,3210,2736,3770,872,1154,118241,26265,5762,5827,4810,2677,2156,949,-115672,-20485,-4318,-4982,-3809,-55,-782,619,611293,34327,-127,-253,-340,2240,-1787,-209,easy
68673,66834,14319,14578,6753,10616,4316,3334,82418,34168,6694,4800,8355,4126,2519,2131,-53726,-18237,10130,1784,930,8983,1819,1157,26236,83569,5119,17772,-4135,3997,1775,1249,difficult
257889,64333,26628,31318,34085,8913,8414,5214,58542,39330,5488,3366,3080,7431,5797,2585,132491,-25999,6434,-279,-1650,-4734,-3463,-2135,266203,76005,35846,56183,63660,7697,8696,7393,easy
112588,32486,24365,78015,12588,10661,3239,1514,1180182,118743,18322,18470,14047,6860,2825,2966,-1025977,-87701,11035,23775,999,7717,390,-1377,-1109212,-84814,1050,95314,-3917,-116,438,-1528,difficult
22762,34748,19983,8343,14452,6633,6096,3112,330344,52003,3834,3072,5321,4567,2621,2885,-318430,9523,30813,6900,10833,1836,5190,344,-296734,-44034,1485,3642,7429,2295,1759,109,easy
110797,19195,5199,2860,3660,2499,1360,1213,370247,29393,8325,8296,6673,12339,2629,1587,-362875,-23229,-7485,-6477,-4191,-10622,-1300,-567,-156026,2832,1232,-4395,-1836,-9058,-1239,-182,difficult
603647,129337,8732,9099,14160,8321,5729,3712,808354,80331,45261,18613,34338,26036,20755,21242,-526492,15316,-41554,-7619,-30641,-22110,-18260,-19973,117077,82695,-31504,-11410,-9716,-13321,-11793,-15087,easy
48484,21559,9078,15697,9789,4307,1521,1895,165807,34717,6046,6959,5990,3610,2480,1772,-145135,-27544,-3115,-5260,-3428,-2462,-2120,-1352,-89511,1227,9179,22735,11025,3856,201,1597,difficult
194638,20479,2362,2042,3177,1926,926,663,86493,40084,6130,4176,1403,2933,1495,854,210192,-1404,-3796,-880,3397,154,-380,57,6097,-37806,-3741,-3388,150,-2169,-758,-439,easy
180828,17260,5180,2211,2492,1999,1323,1228,143507,26026,1461,4385,2618,3215,1241,1280,162697,-3427,5769,-556,-364,-1978,-177,-179,-88055,-14106,1669,-3792,112,-455,341,74,difficult
10013,5465,2298,1605,1367,1359,2724,1174,49570,5140,1269,3525,2876,6671,6900,2228,-47419,-1335,84,-3078,-2285,-5560,-6546,-941,-31695,1985,1973,-762,-733,-5064,-1806,-1167,easy
8801,14536,4314,3159,6959,3389,4602,2777,86731,28851,6261,5808,2736,2642,1153,873,-72533,-1722,1924,-2355,9788,2726,7026,3364,-83327,-26908,-5818,-2943,-1343,-1232,-129,443,difficult
