delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
152074,40981,8790,6332,13015,38211,4633,3144,-151515,-37265,-6771,-140,-8523,-13192,-147,6723,-118706,-31995,-7418,-2498,-11144,-33516,-3522,-938,easy
78887,32938,23671,81907,7564,7337,1535,1847,-55474,3172,17813,-2274,-1300,16815,1409,-539,-62574,-27213,8382,291368,-1348,1745,-75,-369,difficult
335014,141701,56671,27453,16465,16173,6154,6554,-321367,-134470,-55260,-5754,-11811,-5759,-3195,-3065,-334169,-133164,-50128,38006,-12409,-7877,-2487,-5119,easy
274498,18720,37667,128574,9750,8114,2770,1915,-230485,8188,16117,235162,7771,8493,-1540,-977,183374,51649,-17556,277148,18242,16235,-475,-1288,difficult
403822,76503,70897,153068,24953,11499,10130,8617,-369569,-6614,-16007,81777,-10948,749,-7062,-6131,53887,155548,29472,-116605,-5460,1319,-81,-4285,easy
29801,32527,41063,130890,12220,8052,2055,2580,-9804,-3845,-36329,84177,-6072,9907,300,-848,484353,-9756,-27878,81335,-1779,-559,1428,-1456,difficult
16000,13834,7119,11602,21205,25611,5638,4316,74163,172,-6328,-10215,-20219,-20997,-4746,-3405,1047774,44352,8070,3758,-14648,-9184,-479,-384,easy
71455,16522,18725,50759,7158,4276,1588,2138,18012,20272,-16111,37059,-4837,-1580,246,-1582,-14116,2500,-8469,288148,15855,70971,1282,458,difficult
37154,24943,6720,7427,7233,15799,6080,2955,-26106,8367,-2422,-1180,-5530,-4091,-3086,-474,-20564,4010,12789,-1637,19129,-9521,-3478,993,easy
44307,13775,8322,4488,4926,8256,3349,2254,-25524,-2869,-6990,3440,-565,196,-442,-353,-29891,-791,-6813,3650,-2475,-3095,-889,-954,difficult
312329,75997,30911,10708,9993,11137,2747,3221,1411263,67674,32287,163093,5213,53104,63619,9985,-74932,-64760,-24265,7687,-4255,-5194,5730,340,easy
314073,85209,27420,123185,12919,10146,3308,1858,-296838,-56036,-17274,165499,-50,-848,2605,-896,-42382,35691,-22186,163345,-2876,7868,380,1208,difficult
28516,23314,4207,9815,14533,6074,4738,3190,63819,-13581,3063,-5300,-12879,-4335,-4131,-2194,-24355,-12470,-1437,-4146,-8066,11022,504,8095,easy
386436,31961,19571,122035,7204,8730,5463,2553,-382441,-15833,-12537,-96662,-1828,-5730,-4503,-1757,110838,335162,15883,208681,84242,111826,35146,23014,difficult
11865,21348,9911,14546,14184,27556,7000,7086,-8524,-14415,-6611,-6214,-7879,-12400,-2083,4140,39559,-9652,-6252,-12854,-13030,-23205,-5608,-5575,easy
30294,78968,3767,27769,23280,14102,3605,1800,1076,-21116,14587,-23458,-7134,-6375,-208,855,-24412,-71762,3962,-24082,-17031,-5604,1113,856,difficult
45301,49229,17373,4893,13817,9043,5333,3355,215040,-46033,-15066,308,-8138,-4639,-2923,-1740,23764,-39674,-15429,-3014,-10621,-4666,-71,-1427,easy
22541,14508,8817,11035,3630,6550,2771,1487,68141,22547,1041,10376,4394,-2395,-136,-338,2410,1914,-1222,-5983,2245,-2249,-383,-534,difficult
13200,9701,699,3793,3362,10878,2328,1179,-7835,7165,14634,24803,7021,417,149,349,3849,-1497,6664,39886,10246,-2984,425,1771,easy
17867,18927,9036,10974,7665,9441,2175,1775,31700,9080,-5942,6780,-2744,-3126,368,-65,-15659,57615,-6203,11588,-5317,-5442,-480,-779,difficult
142230,10537,10346,8810,4985,9221,4299,4063,-75205,4127,-6368,-3485,725,15055,6191,-780,-91796,-1497,-7916,3128,-3301,-6823,-2418,-2004,easy
43218,20675,19107,7920,23582,14425,6486,1977,22353,66677,-12948,6758,-12563,-9532,-4158,266,-34846,-12960,-16075,-1297,-21738,-10596,-1691,-770,difficult
105681,53812,3246,12221,14109,10107,1901,1023,-39042,1176,6867,-4826,-6768,-6285,238,3181,-44864,-31408,4594,-2258,-10206,-9168,-1298,-420,easy
74206,20534,39179,73855,20328,6937,4023,2673,-66729,16294,20213,1301,26706,15219,-2847,-622,400356,15559,-28825,160313,-8847,-2187,-2588,-1339,difficult
188638,40706,43034,10295,13579,29338,9755,10952,-98650,-26226,-41361,-9327,-11678,-21744,-7880,-9666,-320,73558,-42479,-6974,-9871,-19299,-5821,-9009,easy
18045,41106,9195,5134,4140,4697,1064,691,-8402,-29260,27433,6285,7894,6018,440,1908,-5687,-23207,4435,6333,-1987,142,536,461,difficult
95009,44585,47516,188917,12116,9115,4914,2089,-52332,-23550,-15821,-30679,-292,-259,-3239,-1434,-86160,-23414,-42197,-78475,-5055,5471,-3277,466,easy
114916,53043,118718,45029,18572,8404,1949,1538,-98610,-32331,-72480,100841,209,16801,-461,664,-107322,-25875,-71824,173148,-15474,34989,-21,2313,difficult
53033,22877,3455,9099,10617,8189,2402,2313,-36814,-19206,21429,1211,-4487,4558,198,-352,-26362,46287,1270,3820,-1516,3495,-322,278,easy
27960,22045,6312,3588,3444,6602,1327,1036,-23037,-8391,-3032,-1268,1437,-1930,1619,-344,26594,130538,-2584,12469,3764,5128,1460,1367,difficult
219549,32848,23214,11361,4070,16002,6056,6440,-209554,-23093,-18921,-5338,10528,15371,-126,-3834,-213227,-25209,-20777,10993,4547,-3104,-1422,-1049,easy
184955,35948,14549,54688,5187,7783,3795,2616,153639,59645,19344,84003,5631,1253,642,-823,301218,296641,62274,-33987,50023,14239,11421,14172,difficult
704229,60968,40190,210873,16010,12460,3595,1571,81041,14362,-37674,104993,-5179,4965,-1547,393,-684399,-50223,-35210,-202237,-12892,-10699,-2907,-1189,easy
43748,6548,4995,4187,3357,5278,2762,3762,-6131,9566,10297,15997,418,-626,516,713,82040,44687,13493,18252,96146,1619,5134,519,difficult
13180,16830,3662,6009,7884,8642,4388,4462,9211,21897,2786,197,-6028,-2173,-200,-3293,1583670,75262,20321,13720,1114,-1579,672,-2479,easy
131743,48244,46304,82123,16348,9703,3774,2811,-108162,-36297,-33369,48837,9816,37047,281,-1438,169938,7617,-2014,23078,38897,23207,25273,7547,difficult
68722,28054,13341,62564,5650,4021,991,960,464659,8440,6035,-38674,3171,7830,4546,1913,16723,20699,11681,-37944,-1500,23118,4343,6374,easy
52669,60048,6872,8003,6786,10615,5132,2822,-43782,-53882,-616,-3217,5357,-4422,292,1129,-46884,-16305,9104,7559,8215,7508,-1729,78,difficult
498263,41362,16174,15831,9154,9363,4017,3917,-341406,-24132,23511,1566,15925,23195,3183,3641,10120,604799,101763,4046,27636,11845,1758,8701,easy
80614,60688,3593,6544,4952,4246,4368,3423,-73611,-53959,5737,-2939,-3438,-2056,-3387,-2848,311453,121651,10725,-3854,5788,594,-1262,362,difficult
23310,33958,16811,149519,29138,13522,2792,2131,-1355,-7418,-7652,27524,-18383,1640,-860,-482,1048065,530562,119399,-23388,28730,117006,132540,115965,easy
40067,66389,5454,8805,17894,7460,1360,1363,-37964,-44965,7400,2038,-8015,129,1683,-24,-34013,-58502,1012,653,-8082,-3198,600,-223,difficult
