delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
454068,76081,5416,24112,12397,5391,5423,1899,212900,93387,22795,11691,12609,10659,8698,3114,-97581,-58197,-19835,-10641,-6073,-8434,-7206,-2153,579917,23584,-14924,35482,5648,-2103,655,-278,easy
112346,20718,7902,8261,11928,3984,3776,1853,858279,240123,41768,24658,18168,16049,13325,12518,-739096,-223831,-39378,-22735,-16337,-14570,-11723,-11806,-752770,-214979,-28355,-10059,3856,-9561,-7375,-9525,difficult
257404,40792,7182,6986,4325,4069,5584,3428,128161,56052,23799,8001,9915,8674,4185,3552,-122289,-27971,-17976,1640,-7480,-6312,2474,-1303,380774,-2549,-15259,-3670,-3700,-2898,324,1054,easy
106413,99828,27978,15600,6539,6574,9209,2301,864882,74060,29230,22627,20035,15110,5492,4780,-741166,79984,10608,-161,-14927,-3514,9727,-1439,-775773,-28449,-13113,-13893,-12066,-13559,-2293,-3520,difficult
871893,52614,12840,3401,4447,4314,4869,5284,800640,177063,73377,13965,26206,12903,10517,6685,-585748,-110730,-55883,-11621,-22666,-11709,-8225,-4914,728254,-138169,-65191,-9508,-20853,-5470,-3072,2112,easy
803235,56583,9421,4778,4088,4937,3820,2490,226067,12296,8596,6443,5593,6702,4505,2120,-7772,22555,-5830,-4651,-3881,-3858,-2358,-1350,1162107,66019,7480,1320,870,328,988,2090,difficult
504993,87653,16592,9174,7173,3990,4172,2314,156050,18875,22341,9135,5919,4295,4580,1305,145326,66777,4278,6148,1463,-532,1387,2314,552559,70778,-15776,-6071,1044,-78,-2204,-296,easy
209632,59257,5538,3496,3507,2223,1894,946,252879,36233,18422,6570,8218,4675,5362,1469,-162263,40437,-13361,-5636,-5018,-2855,-4233,-256,75768,5610,-12408,-513,-4405,-2049,-2704,-791,difficult
1125033,162711,36324,36559,7338,8371,11489,3039,662479,130782,28987,15587,23966,16646,13325,5471,1285972,22514,42443,46605,-17914,-5650,-3446,-2292,-360864,41343,-27769,-4661,-15343,-10901,-226,-2573,easy
658769,133891,18141,8882,37750,8044,3611,2682,93853,44962,21330,14417,6918,8094,4001,4054,548446,135065,-3715,-2014,58955,3048,1769,-44,581386,42793,-2664,-9057,2709,-3148,-2549,-2700,difficult
705511,202527,43461,65926,17625,26126,16117,9478,335090,81149,15320,17910,16812,28149,14508,16849,628388,226376,-1207,13089,6169,-2146,-2733,-4960,112453,16379,57488,82943,-4543,-1901,5951,-9782,easy
396049,151680,18728,12741,6769,2495,3794,1931,231294,60796,13096,10322,17791,9798,3161,4419,-32059,100208,-800,-8863,-7887,-5885,3448,-1416,361569,81560,12064,13700,-14157,-8721,-2183,-3561,difficult
732306,62801,45456,8789,15837,8111,6643,3571,492672,98103,25630,19279,15955,13105,7711,4801,-363031,-79548,-18810,-15252,-11685,-10826,-4152,-2236,842298,8944,58462,-5729,11449,838,2015,-225,easy
278717,170102,19183,27279,16457,11848,4552,4081,171937,24097,6421,7341,4432,4097,15577,3339,67431,58447,21356,22049,21284,7352,-10406,402,146128,233562,4168,17827,2765,8149,-11645,1081,difficult
244647,250777,24871,11924,10665,8190,13018,7249,100046,38567,5244,6748,3725,3552,2395,1802,-75714,4379,-2864,5261,4671,6416,12467,4992,364915,420041,42118,5090,9209,2860,8778,5902,easy
62050,92826,14526,15824,8726,5154,6207,3971,295074,52475,10400,8808,10341,6893,6329,2242,-224615,36291,11378,9982,4082,1009,633,5329,-241434,44411,-3127,4049,-7312,-4487,-878,-1871,difficult
90816,18512,2218,16195,6562,4275,4188,1870,180140,65910,23995,17014,11162,8622,5478,3968,-163951,-50151,-23497,11303,391,-1746,1211,-2634,-14698,-44646,-20057,-12941,-9592,-6949,-3791,-1563,easy
367930,132867,16433,18518,23191,10100,3613,1414,93960,31843,8323,6333,2077,2264,1073,851,66350,37504,7882,8997,5216,3677,3204,9,481590,164544,8338,15372,37012,11995,1876,1117,difficult
171776,44701,5016,7264,8133,2735,1831,655,38483,14985,5723,7111,3060,6944,6929,1486,153831,67803,2207,4481,11550,-3042,-4349,-791,112755,-8371,-3622,-4176,-1404,-5377,-5848,-871,easy
238905,116857,10773,14196,7444,5782,7536,6427,34630,29344,7631,13334,6444,8672,5783,5489,193768,1693,1152,3310,4905,-5681,645,-2319,214782,173333,5132,-1586,-2906,-99,2860,4194,difficult
1485247,67002,9622,42640,46657,38278,10347,10240,288068,91099,17017,46278,13118,13880,14126,6342,1476784,-6787,-10479,-35430,69070,32329,-1095,6644,917574,-41407,-4311,28153,-1992,16467,-6463,1151,easy
116912,52828,4585,13850,2330,2600,1110,564,766097,83240,50553,12258,12546,12559,10949,8292,-723684,-66301,-46946,9454,-11948,-9493,-9883,-7863,-574686,5477,-44990,-6271,-8484,-10426,-9796,-7593,difficult
780917,432202,94460,52047,64835,58606,14843,3956,445345,108545,36632,22285,23012,10848,14798,11490,476884,610751,100610,65937,89339,77407,10888,-5313,194260,36562,15045,-6413,-5693,18109,-10799,-9755,easy
388710,192586,45698,11148,17249,5814,7656,4119,75531,18471,16416,3720,2950,3327,3150,3495,34921,899,-12945,-1943,-145,-2544,433,-2528,591437,347331,71509,16799,28743,7518,8579,3776,difficult
644477,156538,26584,30811,18967,8749,5064,3033,267125,53607,13121,11907,24161,9658,4448,1471,64589,82732,13359,9446,1862,-3111,-1209,1335,690114,123129,13567,28362,-12250,1292,2441,1788,easy
1013738,102809,11018,18083,8923,18137,15300,5472,1213135,141815,20861,8761,15760,14269,7731,5660,318178,-75703,-16879,7515,-7719,5232,15240,395,-716972,-2310,-2808,11129,-5955,2504,-102,-771,difficult
722683,173332,56028,41714,26309,7716,7748,4314,648314,82367,16562,18904,17874,14014,12407,7780,-518308,-13264,4356,-10222,-9833,-9633,-6807,-2831,667046,195194,74576,55842,26703,-2964,-2511,-4102,easy
270305,74559,17396,7684,1430,6109,10028,7208,151530,90285,4734,9777,29554,9086,9113,5561,64135,22264,26913,-3064,-27885,-1317,5720,6594,173414,-53717,-1589,-1123,-28363,-4637,-3890,-3301,difficult
315142,98657,15871,19659,4293,8275,4606,3155,750411,246148,34274,36939,7334,9098,8331,5180,-275155,-91698,-15081,-25781,-873,4535,-1975,-917,-595384,-203285,-21726,-8780,-5210,-6181,-5475,-3133,easy
1089475,95304,17634,17796,16400,11418,7363,8584,638853,105548,41863,5206,14117,10304,7641,3257,-190135,48084,-19903,4646,3722,-2144,-63,7175,1091378,-68573,-28555,20533,844,4371,-493,3478,difficult
2236210,85835,106792,38291,46535,63390,29310,16863,165161,49553,10127,10594,11547,3480,2301,1470,2513621,-2594,25815,1654,-3657,22293,24366,7894,1628477,75157,167514,53740,73633,97526,29651,22891,easy
977895,319257,14353,29970,31693,24075,8117,6625,181974,52435,7582,7060,6342,8716,6148,2073,47251,394011,7790,2579,25363,4687,-2314,2950,1544591,139632,5752,43241,25338,26030,6251,6154,difficult
576879,128121,3791,10331,6222,8630,3291,2120,50767,19991,4945,10704,4609,8063,4038,2790,245219,41547,-2147,-7025,2156,-2574,-2728,-460,807004,174713,-161,6279,1069,3708,1234,-881,easy
