delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
85288,22912,4556,4781,4968,6947,3418,3244,12459,1439,34250,40197,14386,18745,2316,2068,-68498,-6853,432,-3336,-3332,-5623,-2780,-2532,difficult
56802,30636,3343,3999,3627,6993,4073,2541,-46858,-26418,-1487,-3042,-2653,-3036,-2474,-639,-35810,-27960,1157,-1430,7917,6455,256,10184,easy
88418,25096,4118,3372,7485,12534,2539,4447,216508,47975,-198,-1106,-780,-6553,-1311,-3056,-84568,-22222,-3777,-1305,-6585,-5225,-1329,-3914,difficult
155026,58226,6110,17806,4887,12083,7133,5315,58313,13036,-5089,-13850,-1191,-9653,-5214,-3787,72461,-39344,-4128,-16449,-1579,-9669,-5512,-3867,easy
273619,40523,6060,7145,9129,5839,5396,2448,-255295,-26575,-4455,-4731,-7006,-3963,-4349,-1893,1161988,576692,57316,51365,22228,17218,1987,3642,difficult
460314,66034,35572,15829,10509,7426,3658,1225,-458599,-54449,-31716,-13983,-7468,-2935,-2280,137,-458707,-59041,-31109,-9803,-5919,-4814,-1126,2371,easy
819749,128431,9758,9030,10844,8798,5574,4861,-811580,-90948,-4600,58824,-3286,-2476,-1800,691,-795561,-102729,4207,1881,-5840,-2006,-884,-1738,difficult
107534,38601,5620,3961,3304,3219,1354,1212,-49010,3807,5269,15878,4523,6154,2248,782,36605,-8481,12069,787,817,156,-219,50,easy
110853,10848,6238,2948,6786,3691,3351,2390,-106806,-7515,-5507,870,-6379,-12,-2246,-886,-105743,-1654,-4464,1490,-4691,13713,725,9000,difficult
67081,31530,13673,11322,11760,2565,1947,1182,-56004,-18057,-10209,-7958,-5291,3059,1358,1732,861255,48549,-5436,63758,34129,28528,3561,9078,easy
344183,63808,10177,5494,7215,8394,4903,3289,-342126,-56500,-7084,-4032,9011,26455,10076,11540,168635,-28379,-5911,3547,-1108,-2314,-2154,-2212,difficult
122068,118897,10884,24322,19255,9342,16129,5702,-117871,-116443,-7774,-17336,-10507,2434,-5376,155,114951,-71275,-3492,-20401,-10677,-5865,-14971,-4481,easy
49540,12370,4370,4754,7356,5102,2484,3054,35701,35987,-3239,-2396,-4772,-939,-648,-1097,257634,-5194,-1513,713,-5074,651,-1179,-564,difficult
19462,8984,7094,4139,7048,7201,4246,1546,-13692,-4116,-617,6786,-4018,1406,2751,524,29030,24854,-4010,660,-4659,-3709,-1599,-775,easy
294582,23712,16803,3836,7861,6413,2003,2170,-291876,-14622,-11792,22941,-742,15582,5161,7393,-104064,1688,-15345,-2079,-6406,-3721,803,-1497,difficult
776102,101139,15264,13585,8610,8663,3830,1869,-745291,-61127,-11468,-3486,-5744,-4654,-3184,-1263,96038,-64279,-10973,-12197,-4839,-5717,-2467,-1191,easy
45430,29428,5932,20210,36289,16317,16907,5383,-42758,-23275,3130,-15066,-27803,-3900,-13240,2573,241236,7289,3017,-13323,-31223,-12283,-11566,-3956,difficult
125873,18156,5543,5430,4420,8510,8591,4241,-117869,-10241,251,-4461,8562,21643,-3107,8841,2577099,17076,32294,36417,16480,2525,2230,1974,easy
242578,24047,16384,12649,7363,11698,13816,5006,-201569,10275,-16039,-10789,-4764,-10516,-12651,-4125,-52159,13297,-14665,-1261,2202,-9006,-11891,-4334,difficult
297614,27383,3960,10141,5657,7420,7502,3026,-202800,8037,2552,-5012,-538,-3583,-5305,-2140,820003,101070,41907,113771,150140,47919,98643,28806,easy
112981,42777,7552,7961,7189,15740,9854,13560,-109571,-30669,-2284,-5480,10971,-6912,308,-5302,-61660,-39536,-6658,-7844,-5978,-14018,-9474,-13124,difficult
50881,40453,6876,3719,2633,2313,690,539,-41487,-20318,-2557,11646,9313,9326,15374,3510,451764,57898,-3117,1565,889,11708,5341,1997,easy
177640,49113,4212,2144,5979,2837,2868,2344,-173032,-38227,1368,-947,912,9830,4366,3670,-140017,-8675,17114,3207,8679,10954,4291,6374,difficult
87064,29578,9462,14869,10626,16167,9092,7039,-80413,-15738,-4061,-8353,-2062,-4987,-1662,-1811,-15383,-2186,-1732,-11490,-8824,-12605,-7669,-4234,easy
397929,64818,16945,8530,7470,12404,6641,7247,-393600,-61653,-13184,-6913,14680,-743,-1523,-2112,-311531,-60123,-12752,-7584,-5869,-11367,-6303,-6999,difficult
180035,32798,16093,23628,5357,5453,1959,1448,-88061,1714,-9277,-11903,5777,-1378,-134,2223,320021,66938,23881,-16695,22370,20043,8428,10490,easy
470623,55444,3314,13261,11146,22572,8838,5764,-459966,-52860,-2099,-11856,-9753,-16940,-6689,-4562,-453644,-28555,7597,-5019,6402,-7353,5998,-2059,difficult
351742,44694,8673,10388,11477,10682,6155,6157,-222045,-36666,-833,-4038,-7768,-6877,-3439,-5185,-336217,-28392,-4755,-9167,-4917,3358,5257,-271,easy
339015,71327,22983,6981,4951,10718,3097,3376,-323556,-50515,-8248,567,4896,23685,12062,4341,-248915,-62855,-20215,-956,-2697,-9193,-2243,-2985,difficult
634403,81215,38179,7820,12606,11429,9685,6973,-608776,-60047,-28152,-5959,46,3547,-4520,-2368,-598366,-42064,-31357,-5213,-7550,-8218,-8790,-6349,easy
79963,41414,7344,10735,6192,4554,2259,2341,38937,420,5580,11015,1776,-1189,785,33,-52727,-8982,25768,4508,5934,5226,1258,-175,difficult
535255,484902,95450,47272,22967,45595,24636,16707,-524092,-481719,-93085,-39241,-17801,-35666,-17401,-13388,-467228,-455885,-92504,-44281,-17680,-43052,-22463,-15222,easy
327966,23463,8231,6507,3934,5974,4142,2299,-319097,-19747,-5807,-4276,-765,2223,-1060,-1596,-284224,-16527,-7729,-6113,-3295,-5349,-3903,-2246,difficult
146867,22147,15030,10246,8072,11674,7379,4442,-136006,-21159,-12308,-8683,-5165,-9536,-5778,-3139,25747,2444,-10015,-9363,-6067,-8417,-5770,-3401,easy
334085,107273,25977,15996,17304,7286,8445,3386,-322617,-101614,-24368,-8203,-15684,-62,-6478,-1291,-327453,-99025,-17431,-14523,-10603,3120,-6291,-265,difficult
33900,16878,16726,10341,7491,4956,4351,1616,13381,-2685,24790,22697,-4316,305,1380,514,76667,28854,26229,25149,-2244,-1036,-895,2229,easy
222842,25159,5423,5092,7699,4474,2485,2395,-200806,-13484,4668,8203,1711,2122,10024,8372,-150011,-18254,-5316,-3187,-5228,-2718,-398,-1815,difficult
113310,29936,5779,6222,9767,6941,4549,2357,-62417,-8750,5771,2951,4827,16600,2389,1578,121917,34793,-853,6305,-6044,-2718,-3012,-914,easy
88358,16614,9323,9155,5138,5217,3158,3657,-76758,-12637,-9025,-7426,5698,-2245,4158,5571,117794,-9251,-3684,-1258,-883,3385,-1500,-2235,difficult
92024,22014,5779,1925,4541,5833,3678,3630,976970,311720,10911,3174,3373,1862,6587,2273,-46740,-13209,-4074,373,401,-1986,-392,-2954,easy
10370,7396,4099,4892,5506,27054,28490,20201,107794,1075,-3285,-4252,-4285,-22507,-25835,-18956,360233,10500,2532,-46,-3297,-23472,-25290,-17014,difficult
105478,38328,7531,6837,3620,5941,1323,1373,-99478,-33371,-5296,-2932,-1722,-1304,1742,-192,-94924,-28925,-2157,-2994,-786,3276,646,-538,easy
350884,33279,18353,8205,21505,14297,6681,8910,-348202,-22818,-11603,-3443,-11926,-4913,-1598,-4672,-210336,-19525,-14740,-7357,-20508,-13717,-6378,-8700,difficult
27719,9070,2539,5834,6913,5167,4855,3946,-24869,-3380,2168,8038,-1251,17975,1085,11933,-9146,-2094,-188,-3696,-4687,524,-3736,-890,easy
76421,39733,7980,4144,6116,6335,3363,3159,211151,-16693,-6237,-620,-4905,-2306,803,-2100,150637,-29495,-4905,-1919,-4198,-1060,-2164,-2496,difficult
1081950,78254,15488,16291,13461,8978,6411,2343,-1072544,-71293,-11579,-14507,-11341,-7165,-5754,-1774,-926001,-43994,-6615,-15757,-11863,-6958,-6170,-2104,easy
510882,38306,20290,18754,11260,14156,9779,8545,-97038,31879,-9788,35891,27325,2934,-5998,-3386,-384476,195487,41627,-1573,16915,58594,7533,-1137,difficult
195424,31403,6509,7450,6516,6925,3646,2212,-43193,-16875,-1524,-3700,-3671,-2780,-2047,-277,-185206,-25195,-5757,-5597,4036,24640,1763,3220,easy
141199,48206,5561,4149,4829,1959,1720,735,-86278,-22987,-2482,-1478,3831,4754,560,1789,423274,23237,-3694,370,8562,7098,560,1349,difficult
1195079,155819,35979,49601,18040,31264,19617,12972,-1110645,-148346,-34993,-48232,-17419,-30144,-19049,-12670,-1085963,-143703,-34084,-48769,-16798,-30448,-19347,-12580,easy
37556,39554,8909,14800,7586,4971,3722,2977,-34136,-27732,-7494,1585,2645,4297,-1722,-1117,-16194,-23144,-207,-11750,-5846,-2817,-1001,-2463,difficult
321563,36809,19523,20964,13712,12664,7829,5317,93131,43026,-17680,-14149,-9141,-3370,-2767,-117,-309664,-31379,-18064,-18236,-8931,-7508,-5838,-2013,easy
104306,32926,24463,16395,23591,27065,24632,7849,206329,-23294,-22200,-12327,-20675,-25227,-23601,-6773,-64592,-13107,-9704,-12899,-20937,-22254,-23315,-6845,difficult
584924,72307,15767,22963,12976,20122,10760,7032,-575238,-64164,-3720,-17632,-4905,499,-7621,-871,-552133,-62653,-8587,-5899,-2080,7970,-4893,-4216,easy
106800,15838,6913,3701,4698,3600,3166,587,-55337,30123,16028,61176,5109,12009,1805,1904,146056,113564,28115,14902,3320,3891,2624,2801,difficult
818791,235649,43702,14051,17578,15105,7453,4719,-789782,-213595,-25267,33550,4393,-5083,-5951,-1731,-798591,-216642,-39362,37962,-9458,-8391,-4640,-3910,easy
1244585,232085,6310,16911,8425,7319,7368,3219,-1048471,-201790,-5201,-15492,-3779,-5045,-6011,-2497,-422674,-56978,344942,56910,24829,11210,33600,23336,difficult
325855,71998,23300,9278,16373,20297,10916,5686,-306447,-68946,-19746,-6639,-15127,-15263,-9480,-3099,-310927,-58612,-17324,-1532,-13568,-14277,-7679,222,easy
55314,22971,1923,5312,9571,5614,2296,1320,-52942,-19532,10247,2100,-6209,-1006,4519,945,169744,26250,5313,-846,-6217,-3495,-1498,-1016,difficult
41847,19455,4113,5289,7532,4255,3951,1885,-25994,-4853,-2007,-826,3376,5557,4979,2990,2911099,173214,83931,12295,34473,18647,9464,10403,easy
593469,143829,32073,15540,21872,15499,13265,13119,-590996,-137664,-31325,-14470,-20394,-12110,-11732,-12369,-576646,-139578,-10721,-2846,-10922,-5664,-7731,-8578,difficult
103811,22141,6006,2978,3660,5827,2670,3360,-96598,-19757,-1054,6296,126,11491,6560,2023,240381,60550,12740,11499,343,-555,-1144,-2175,easy
564348,36435,8921,8744,2685,2940,2173,1332,-560918,-22542,-6432,-4266,4877,6619,-77,1036,-430696,-10960,-7368,-5928,3632,-1450,-1472,-595,difficult
31228,14605,2830,6264,15845,15176,6118,9175,347054,-3708,13949,2931,-5537,-4351,10955,2689,56797,-2488,-2404,-5413,-14394,-14363,-5483,-8532,easy
351591,58188,6230,7347,9663,5541,2500,1984,-346784,-48007,-5197,-3342,-6164,184,4968,199,-167975,22865,10153,1425,-8829,-4327,-1335,-1166,difficult
60837,28815,5760,2122,7071,8884,4325,3185,43367,41331,28914,14659,2621,11301,6106,-808,48631,-15519,-5135,-1949,-6101,-7678,-4079,-2919,easy
654735,135639,25649,29112,15039,8626,3987,5192,-653709,-120051,-22721,-26409,-11486,-2974,-1859,-4166,-607569,-113639,-23532,-26398,-12347,-7245,-3021,-4390,difficult
208109,26501,9348,5202,6545,4514,4798,2253,-198194,19988,6363,-276,-407,-1985,-2824,2360,270110,245301,29013,8686,32246,18781,7652,10352,easy
671463,202444,14418,19283,13050,12596,3360,2268,1391571,147918,5206,3648,8955,5537,6748,2311,-503110,-141975,-12529,-15074,-11781,-11601,-2418,-1832,difficult
143694,39132,3549,8685,4069,4375,2984,1338,-140628,-33676,6210,-7178,199,4442,5251,2133,-81038,-31013,-1843,-4757,-2479,-2765,-1779,-165,easy
19085,11521,6862,5043,7160,4336,3648,1841,558407,-3389,-314,3667,-5846,-2670,-1976,-218,-15986,-8968,-5593,555,-5713,-1343,-550,-544,difficult
