delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
38602,42317,11243,11828,7083,23417,275002,24924,17887,10097,6912,20277,-266997,-11824,-14682,3208,551,-6513,-147228,106144,6945,-764,3445,4600,-265880,-17649,-5358,7846,-3371,18536,-265496,-7101,-13480,-3365,58,-4065,easy
9681,14718,7770,11671,8382,21163,176522,30642,11905,13046,13268,17172,-157130,2112,-657,620,-6283,-4311,-166254,-27501,-10845,-11049,3322,829,-173065,-26385,-3209,6438,-10260,878,-170915,-11924,-1831,-1508,-6322,18569,difficult
210779,99149,13098,8057,4500,19233,214445,143681,56025,32629,21763,57962,38335,-115774,-55009,-29820,-19947,-54872,200992,166645,-35160,-22053,-15757,-47998,-156172,-122699,-26248,-14831,-12790,1750,-97820,-106302,-55292,-31586,-20559,-53795,easy
397344,102935,15041,7479,10630,22335,111224,81557,13844,10459,4922,13712,1334157,252553,1759,3010,7528,11911,-102328,-53976,-7068,-289,9906,6919,-96512,-73391,-6018,-6829,645,-2565,9164,-39676,16116,-7813,4751,18228,difficult
32162,12342,9952,4496,3956,21092,18811,20669,18705,14264,8744,30440,97633,-10605,-17424,-13088,-6919,-19874,-11083,-141,-3639,-11589,-7512,7257,-16506,-9799,-9025,-6243,-6406,-14016,-16642,-12765,-4924,-8154,1684,-10760,easy
288523,32037,18194,19384,9864,22719,579237,32516,19951,29635,9484,28787,-551602,-19245,9011,-21261,-2602,19802,-577244,-27216,-19600,-26610,-6848,-21669,-564152,11018,1909,-14611,851,-18406,530143,33528,1650,21476,10119,-4001,difficult
102083,13989,13721,7285,4448,30412,93753,38611,5784,2919,4798,6874,269650,-20350,7736,9404,-1217,38519,-58670,-19288,-3491,1458,5938,40766,-92429,-36703,-4331,1840,-3005,-2925,-85230,-22148,31834,4762,-3115,17793,easy
14530,8672,3781,5596,2865,29589,25417,7893,7364,7756,7059,11740,4731,1074,-5262,-6141,-5518,-3818,-24387,1424,-6274,9809,-6026,52026,-18598,-384,2081,-6492,-664,22760,-5293,1003,-4876,-5818,-4568,427,difficult
837641,50503,6873,9848,6568,38038,445868,79158,13370,4801,10179,13954,-418276,-70987,302,562,-3760,50521,1204834,8124,-10354,7119,-1436,3642,1204834,8124,-10354,7119,-1436,3642,-424301,-59881,-5583,5386,-7814,38529,easy
24600,13699,4452,9469,5526,39104,1319637,176868,42296,12193,30219,36156,-1315663,-166939,-40259,-3791,-22061,-10565,-1313088,-169511,-39395,-10852,-24559,48135,-1301887,-153906,-37337,675,-23618,6337,-1249511,-162319,-34386,3070,-28533,-32115,difficult
34885,17143,7380,11733,5286,13823,113165,28232,11791,7790,3152,16002,-43394,-17319,-10464,-6596,-1474,-11563,-54770,-8616,-5591,12628,6908,2836,-107228,-13104,1446,1345,-40,-2978,-107727,-5318,-3034,8393,3140,2989,easy
50594,13436,7885,18411,3375,16324,372919,141867,25200,9443,13338,9815,-209678,-113794,-22739,287,-10382,573,-367472,-129841,-4552,24832,-6297,23444,-359576,-132197,-18839,18016,-11978,7500,-352576,-137891,-23132,-7264,-11196,-5483,difficult
511823,26466,18107,6839,5725,16182,415532,47100,20444,7812,11577,20175,306922,-29409,4557,-3988,-6806,-15312,872092,-20465,-16167,226,-4652,-11733,-379716,-25828,13702,-4291,-2532,18742,-414133,-6836,-11442,4162,-9419,-7669,easy
259246,40669,9591,13415,13251,19985,174740,68539,18538,6347,3097,3664,605709,15249,-3489,4450,507,3469,54528,-36150,-13015,-3170,3614,5919,-156664,-37070,-4244,23751,25493,31973,-165551,-53510,-15040,3240,11002,23921,difficult
239812,33745,9155,14811,6507,26068,480796,188878,113899,86046,90723,43026,349703,-95768,-108148,-48737,-75286,14616,-369525,-157435,-112756,-83487,-89075,-39971,-467850,-184435,-111595,-82084,-88812,-38532,-476263,-182896,-86476,-70631,-83693,-3945,easy
53381,9521,10515,12414,3545,16556,123759,74609,4492,18306,6884,22393,-98133,-66815,425,-11173,-3318,-18391,-63873,-67991,-3029,10630,-3611,4255,-109160,-65712,28605,-7133,-2093,9652,-10346,-59835,-1909,-15891,-4335,-18865,difficult
81340,6312,4111,6802,8026,29832,244949,74278,19004,20396,16920,20909,-219137,-67979,-18153,-5576,-9937,29081,-242849,-67925,-9649,-18873,827,20685,-235052,-69302,-14007,-12859,-13318,-4772,42603,-66658,-17763,-17069,-13149,-9304,easy
35741,8600,3808,5554,4713,28065,46893,15100,2885,24263,4552,8350,-43633,-12246,308,-19218,4482,37510,-34865,-9633,4656,-21693,-1259,23615,75444,-3420,-352,-19757,-1789,-2318,-41554,-702,-920,-14169,-789,20051,difficult
86439,65558,13711,12530,5634,17586,61159,21168,4392,2658,1965,4310,105094,181520,16666,21764,2915,2237,-30293,10327,15139,5724,6412,41889,-51880,-5401,4511,3776,3870,5798,78199,-8888,961,8224,1480,3181,easy
319044,67933,11017,12105,6836,35366,934171,184366,105538,20924,25041,17570,272867,34081,-76550,-1789,-14952,60175,-886345,-176414,-99627,-10092,-17759,1840,-918310,-150843,-101472,-8600,-18408,6847,-928720,-172555,-100434,-14794,-21702,2320,difficult
37554,18968,13009,11414,8425,33321,413517,40721,28349,13088,6723,9332,-332147,-26556,-14681,4400,5980,25374,-408009,-28251,-372,1811,1720,23137,-383309,-10167,-19380,-9850,-849,11876,-380388,-22040,-26926,-3056,-45,35569,easy
21615,20930,11525,12159,7796,35800,859886,113557,13497,8071,9326,21882,-796207,-78224,9764,-118,-3753,25644,-851790,-84153,734,4095,-4234,16607,-855406,-102305,-10598,5540,-2327,500,-849683,-105828,-7788,6835,4192,12922,difficult
13040,16157,3351,11854,5852,24873,1144395,94893,60046,20369,21971,19413,-1130396,-88137,-55368,-19093,-13297,32036,-1128889,-82235,-57291,10946,-13764,-6598,-1129198,-67552,-56289,-14788,-20114,2714,-1136939,-77020,-57833,-11126,-17302,-6314,easy
3890,6315,2364,2587,4100,36703,204485,40595,3214,5810,6071,28372,-199757,-37282,-1809,-4958,-5657,-13596,-202002,-33465,1066,-2956,-2988,67552,-199919,-33358,-1669,-458,651,-10790,-200701,-33017,-990,-4519,110,-9843,difficult
36699,22394,10215,12530,6309,24105,179802,30972,7213,3182,2570,1631,-169644,-15996,3936,11654,2119,40503,-174901,-20540,7477,21258,6269,11396,-172150,-20922,5133,3192,5947,34081,-55718,23145,-4537,1289,622,3914,easy
43538,17134,10298,23366,4445,18253,968830,99278,51447,56325,88926,28506,-896275,-84971,-41084,-35054,-85878,-10399,-906598,-77638,-24164,-45835,-84428,-18793,-940225,-79011,-50903,-46838,-81989,2831,-958071,-86955,-48444,-4109,-85631,-14650,difficult
57874,22429,4065,10793,8629,34040,30620,22860,8456,8104,5632,17150,-26006,-574,-3848,-3149,3779,37139,179486,30881,-4036,6079,-4327,-6677,-24109,-17280,-4849,12749,2852,9841,-20356,-14750,-4833,-4925,9682,27256,easy
112212,53626,7913,18774,8750,20978,247801,74685,12316,4123,4263,9713,-82362,-38149,959,22863,9825,20290,-41031,73586,-5713,32905,7042,21278,-235030,-61335,-1798,4270,2899,6934,-183932,-58339,-11060,-1436,-1818,-3443,difficult
63205,14730,8118,6608,6448,17671,90080,10664,8675,17089,9560,16085,30838,17517,-4162,-9026,-3285,-11081,-68996,1243,-912,-8739,840,15971,-83924,2070,10408,-9432,-2549,13286,14582,-4565,-7563,-14728,-7456,-11832,easy
22088,26269,12724,9896,7432,20849,95346,78825,7624,15111,7602,15037,-58212,-56883,-1471,-3917,-4416,21698,-71013,-60822,-151,-7451,-4062,-7783,-81051,-24948,18204,-10285,5512,12114,-82757,-67570,3817,791,2287,-2781,difficult
170981,9445,13815,14145,12294,28936,74511,41981,5979,2659,7808,7692,576711,-32435,389,13711,17112,27882,-68529,-33242,36163,14959,-2231,15831,-59375,-26151,-4956,4205,-883,17893,-62926,-38315,-252,13069,3944,23370,easy
61627,25336,6285,7014,3417,34530,129614,37017,10132,8832,4114,8732,-97369,27579,-291,-3627,140,36463,71352,-29779,-9050,-5244,-2874,-2110,-122917,-17241,-7241,7397,-2682,62458,-123014,-27285,1193,-5800,2627,6382,difficult
85363,18613,4853,7918,5413,7394,356240,103234,33718,20983,10513,7259,-350900,-99317,-30782,-19932,-7990,-2793,-109126,-95510,-29795,-13504,-8018,-4233,-337197,-96052,-30108,-971,-758,11961,-286287,-47606,-24774,-17855,-3636,-4394,easy
15012,14919,7175,6072,6697,16795,131861,53569,8120,13201,7651,9496,-112721,-32033,3542,1046,12240,20539,-107336,-33607,5225,-9601,-5008,-802,-120778,-44801,-6690,-12197,-6721,-2624,-126561,-44160,-5858,-7764,-4327,12083,difficult
10713,13107,6255,4804,4562,21418,282444,197186,32168,55063,12461,29758,-264421,-192814,-26673,-47714,-11271,-19535,-278817,-194275,-30229,-48775,-9207,-15531,-279059,-187231,-27623,-51112,-2778,-10853,-264627,-161997,-19129,-53437,-8342,12557,easy
196914,77127,10978,29813,12482,41600,140900,38022,7164,11779,7207,9356,561989,108896,2669,41436,1360,48892,-136108,-32354,-1015,1780,-1481,40715,-78458,100391,4686,28336,9218,12300,-123367,-20514,8915,585,12001,27068,difficult
72354,11973,5281,6503,3527,8618,31342,38404,5877,9360,3240,8112,137113,-34527,-4707,-4527,-1123,1209,-15441,-30704,-5004,162,5871,7893,51673,-25755,1335,-8293,-2038,-3588,-9299,-14737,5990,1228,-1563,-3490,easy
601376,79756,40038,49190,11730,24597,574634,238771,34928,26289,30143,26123,152400,-62170,91781,40304,-4668,9582,-329101,-194235,-30751,-22008,-27415,-14645,-285315,-151023,-15571,85890,-24604,19546,568983,-228633,-25021,-12581,-16965,-20589,difficult
