delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
620874,73894,6120,32486,9977,15993,864965,189524,15979,11553,5498,17330,879197,-20802,-8513,13105,-642,12736,-233937,-124088,-15222,-5721,4405,-11984,-774304,-134612,-865,41621,12197,-3445,-847321,-183019,-14836,34728,1956,-2654,difficult
520386,118319,13618,24127,17259,25145,635868,120778,14177,8120,19715,34513,444790,55335,759,38708,14491,16510,-502069,-88315,-13194,-4326,-18367,-30755,-195,73213,8875,35826,7044,1403,-404454,-50071,1322,-6179,-12993,-24630,easy
446415,115412,13561,13681,7994,15293,159370,55682,10422,5003,4679,12984,496084,-46201,8233,-723,3913,-4719,743787,333254,21705,43100,14946,23824,-25044,-31262,-7125,-3776,-2759,-723,-66648,-16872,-10259,-3889,-2840,-9145,difficult
383946,25315,19931,13907,13037,9924,727003,121454,32580,29795,21081,45693,-650390,-86959,-29613,-27019,-18534,-44358,-429026,-111771,-24780,-19945,-17851,-41734,-707362,-109871,-25263,-25982,-20375,-41492,414549,-75956,29058,9394,24583,-15491,easy
1144182,430620,47095,31130,13149,35909,916070,48453,7976,4771,13804,14959,-826983,-24282,-2624,-3093,-13485,-12378,-692877,-25652,-4961,-3431,-12066,-8621,-404928,74968,62910,30687,642,8136,2837235,1503634,101152,81272,22289,96663,difficult
169892,48082,5711,3460,7292,7505,98955,16681,7992,8160,11177,6068,425870,107289,7154,-3173,4679,7247,-90542,-12740,-6541,-4557,-8272,-2554,-91584,-6336,-4102,-4763,-4157,2413,40005,37389,-5635,-6307,-7789,-1358,easy
934437,58244,27294,13459,4349,12441,1034323,76778,37925,38936,23350,12842,-183459,-57703,-33916,-35908,-19249,-5094,-845500,-3712,-29266,-33165,-20410,-2969,-929108,-27887,-26305,-35499,-20230,-3772,1558522,15164,46961,2664,-16115,10229,difficult
169987,60054,9982,15566,10196,8244,295468,88404,15173,12287,4432,8845,20316,-16986,-62,2719,3708,-5065,-212918,-35092,2395,16932,11291,4223,-141322,-82939,-10942,-2660,6617,4281,-168000,21618,-12154,-3877,1439,-5843,easy
944475,114373,20153,12887,8209,24554,547628,279231,56747,32896,14753,33874,1153470,-153546,-14291,-13511,-6838,-25160,-340254,-254268,-52918,-23238,-10623,-24481,-340254,-254268,-52918,-23238,-10623,-24481,1114425,2651,-26249,-20051,1909,36843,difficult
687905,282346,45996,39797,32747,41657,59870,54413,10119,5262,2756,5770,282042,84715,-5785,13296,16895,23356,113280,-43720,-6426,-1455,8861,-2292,-34633,-13433,53,5137,16385,12253,2151450,884169,155665,121162,77822,110230,easy
611415,85463,11375,5021,13962,19127,324881,276455,22441,13661,11571,35268,-54288,-239882,-22153,-11085,-8932,-32998,100812,-256866,-13234,-12635,-10021,-32482,-248666,-251422,-12650,-8743,-5113,-18988,1348277,-15798,3771,-2099,33629,19902,difficult
703882,35746,22942,28382,12604,30967,487599,68409,3966,4666,3861,10648,338343,-14021,53289,74455,4744,5466,-453323,-28547,-2434,-3146,-2859,-8013,1447577,-29693,20833,9991,19454,59073,-467467,-58392,4216,13565,13632,24748,easy
436698,190656,30399,29485,10427,31526,788646,84683,10431,9773,5690,28288,-569907,-38881,-6120,-8452,-3101,-24638,-701435,-22836,-7596,-6463,-3223,-24159,-459839,-22866,-8304,-5406,7243,-10870,323390,508474,101890,99170,18029,72619,difficult
490529,29053,8635,16673,9337,17614,527117,50024,19065,14330,15485,16463,279894,-36708,-15878,-8855,-6986,-9650,447436,-6652,-9686,31753,4779,7367,-513063,-4177,-9822,-3682,-10068,13317,-360620,-36348,-6334,-9845,-12318,-6432,easy
477777,48293,13038,8295,12862,26816,423049,222653,14276,18185,47669,26298,285735,-135896,5461,-9392,-44399,-12603,75478,-167966,2983,-15055,-36545,-13105,153539,-188519,578,-1288,-15983,37576,-295842,-205060,-13976,-13824,-42302,-9796,difficult
785538,118033,13751,14689,13688,33802,1331080,300023,68789,26972,12269,45276,-191714,44356,-33548,-15044,11007,38906,-388944,-253303,-66379,-23880,-6145,-25926,-305235,-264784,-57305,2096,-3970,-35579,-1296276,-254228,-62920,-12303,4783,-23299,easy
403564,65133,18795,7711,7000,21567,263161,72363,13494,16617,19389,30500,584090,-16457,6206,-7999,-11490,-10168,121649,12517,17019,734,-8368,-1974,-111992,-47438,-9833,-14411,-14870,-20692,-32135,22458,7811,-13949,-14830,-2900,difficult
355480,172867,35374,18615,10277,25455,491834,89115,20736,8413,12084,12274,-259552,32564,107269,26873,5121,13936,-40052,5675,-17221,24040,-894,13175,-384609,-75395,-18269,-7011,-9877,-2992,138796,372163,-13229,-3095,-1580,28603,easy
578010,44665,40314,9069,11459,22468,448809,36768,4321,3919,2183,3180,-91014,47930,21164,20902,2013,11983,942285,-13460,111050,618,14766,7378,-298619,-19028,3490,645,5011,15415,-35850,16144,8267,-1565,15314,42375,difficult
495017,146378,34775,35804,18255,46149,1218012,78505,33447,22478,10834,9442,560962,435091,44120,94398,31373,131469,-1140775,-48457,-26718,-19290,-3864,-1502,-1212738,-76921,-25994,-19853,-6455,-5019,-1099429,-38220,13905,-1950,8629,21881,easy
125331,10541,6299,3071,5789,11358,477618,156621,33790,12005,13901,34636,-189007,-150667,-32647,-9783,-13353,-31800,-372280,-144285,-31893,-10502,-3153,-30353,-468201,-145281,-21332,-6740,-6933,-4486,-379662,-144089,-24091,-8710,-9008,-26473,difficult
376395,82966,9891,11018,8198,41480,844534,287626,33899,33640,37525,93538,-733284,-255154,-27022,-28957,-34227,-34259,-614795,-268611,-28548,-32477,-34478,-81965,-26684,-216501,-18237,-28506,-27922,-32872,-497794,-78375,-22225,-548,-20683,-59137,easy
80059,39961,6760,6661,8352,13030,847070,64909,12686,14605,7747,10458,-829094,2191,-8650,-13630,-6038,-8390,-578423,5434,-4444,-7825,-426,-3942,-838330,-49672,-11528,-6541,4235,14482,-822196,-57745,916,-3782,4650,8139,difficult
749739,105193,12251,10902,13446,8260,1068797,107251,27953,15858,14488,49697,-946362,-93474,-20273,-12794,-10610,-49177,522918,240191,-9472,-5421,19117,-34928,189873,-64660,-7977,9973,-756,-33893,-1042661,-90289,-25088,-11584,-11920,-47750,easy
922360,188017,28784,15267,14561,30908,766220,170927,14966,8883,10632,11057,1353930,144767,38882,13654,9364,41195,-202194,-38356,11667,11544,8054,15268,-578726,-80009,-13640,806,-4717,4569,51548,41956,18361,-469,3014,18370,difficult
916691,192416,57431,29587,14476,50377,559567,60571,20206,14803,19953,44253,1455873,177074,93800,16329,-906,56566,39578,11176,21648,20091,7234,-1988,92753,332156,47831,33419,-10169,-3567,-159709,6973,-14381,-10705,-18068,-26514,easy
946794,214583,16336,6949,24524,29309,238703,49220,17559,11680,10370,27091,435398,23173,-16966,-10852,10591,-10560,2628353,681752,6653,5403,35199,18682,-126456,419,21107,-4542,12844,13797,-104933,-43891,-15685,-8932,-2020,-13048,difficult
246077,38024,5405,2793,4599,5870,606203,101964,10339,42873,18866,15227,37737,18095,-7950,-40828,-16153,-7342,-571756,-96349,-6320,-40059,-15077,-10701,-376694,-90138,1710,-39243,-12968,-8618,-529791,-87369,-7177,-40192,-12872,-10768,easy
175602,47437,9598,9153,8835,36221,53924,53933,8935,5338,8821,9892,224134,11924,-6811,-1610,-2529,5218,226512,-14368,5871,1118,-3734,11711,24681,-35197,-3353,-2978,-5893,-1041,11383,11656,6945,18729,12212,89428,difficult
239552,40310,5131,12103,14173,15360,59405,23726,9822,6018,7400,10805,634762,34662,-6994,-2286,-1217,-3240,73507,8499,1581,2009,-1912,3023,-43223,-17932,-6654,-965,-3416,1138,55540,41108,-6697,25581,33638,17297,easy
211061,63286,14765,8719,7755,13271,115176,23418,14511,12349,11783,23323,-71118,-8612,-13212,-9336,-8398,-16190,598582,141779,34906,9566,8219,12228,-101788,-521,-11249,-7510,-6573,-16979,-42136,26827,-9431,-7242,-9360,-19269,difficult
61782,13961,7004,3019,4117,9992,41716,18584,8292,10474,8438,21850,65259,-450,-5377,-7818,-6129,-17577,-34068,-14761,-1013,-8130,-802,-12118,84919,8991,5136,-5431,-3684,298,-35846,-12272,-3897,-8443,-6671,-18036,easy
599049,76380,17221,7786,7945,7986,103279,20429,8843,1747,4585,6415,12618,-3222,-8220,-770,-2949,-3257,1262278,185521,16319,11472,9171,3897,109870,-6288,-1959,519,260,-2701,598315,47791,27370,12935,6956,8343,difficult
453289,108731,20351,15826,9896,27587,838372,192246,36818,33156,13664,36572,-649836,-160105,-30608,-27402,-12692,-34665,-692653,-151969,-14398,-26663,-5474,-26412,315390,55678,-8386,10918,1620,17198,-513234,-77665,-12476,-26173,1474,7940,easy
140703,28441,8420,7250,7731,13274,1070148,33564,10319,11187,8724,10837,-1002121,-14709,-7710,-10389,-2588,-8794,-1016335,-7051,-1536,-8794,4072,-4357,-857248,21477,10522,8476,-1358,27400,-842076,-20210,-8872,-5041,-4098,-4501,difficult
634214,198694,77231,34241,11547,43074,793643,275640,18671,14446,8396,27306,-579102,-111044,-13195,-7389,-5094,-11037,-379589,-242443,80672,13481,-757,-13110,-681421,-259282,-12863,-8374,-7110,-22885,1002394,304984,179627,81461,25564,110103,easy
320667,42392,7780,8557,9165,16095,506170,69779,8581,5695,9129,28194,-387845,-41512,-2861,3852,3234,-21901,-95741,-38968,7062,7179,5823,14497,-395775,-59569,-6158,-4192,-6386,-16886,137350,30499,-1249,4608,-2529,-24106,difficult
95614,44627,12273,14557,13167,40114,926941,128052,110826,47651,7004,38983,-743171,-73845,-93770,-16644,10804,37549,-758329,-60761,-105770,-44918,-716,-27624,-915412,-101391,-87019,-39209,1281,15307,-908397,-97705,-107654,-31605,13284,-20707,easy
687570,77408,19027,17377,19718,25811,743238,476218,98343,28192,29583,52606,-213464,-304703,-92322,-18647,-10449,-22232,567518,-378382,-47349,15806,18881,9631,-689941,-456201,-94867,-20258,-24986,-46589,113215,-455956,-82725,-20162,-22905,-47991,difficult
520005,24923,6785,12988,4095,10424,336219,50354,17909,7777,8949,41047,-333186,-48927,-17475,-5733,-4736,-30752,-178171,-29670,-16318,24364,-4905,-28293,-301853,-7221,-5353,1462,-5609,-30773,1548353,-15908,-5350,751,-4167,-32673,easy
410345,29586,9447,9604,5620,5145,1365274,173770,70557,77356,37782,47617,-1200855,-122378,-48478,-67613,-31315,-43086,-998202,-154588,-61104,-69520,-29980,-39001,-1069096,-161931,-68618,-70634,-34235,-45478,-551563,-137838,-66240,-63240,-33118,-42323,difficult
