delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,midgamma_cc0,midgamma_cc1,midgamma_cc2,state
486885,72654,14741,7983,3344,6233,9418,4570,-355747,-26872,5917,5857,-430,-3003,-5284,-2607,-298845,134790,44604,10,1897,10109,675,902,-158891,-49176,-9661,-5421,-2433,-5271,-7614,-3788,329482,48461,27851,7792,35609,61990,32727,8872,56902,139954,488373,161662,-183966,97637,38687,-54265,37512,-5847,-5431,13213,2327,-4330,38042,13112,-15380,67261,5959,-8289,40341,3509,-4690,12660,easy
58600,32291,7661,9170,12842,3283,3133,3959,-18701,-15310,-4304,-5361,-10736,-2010,-1095,-2370,-15212,1560,4790,-7941,-12077,-1631,-1379,-2720,-44887,-27875,-2130,-6344,-11459,4122,70,-859,-5727,-1668,-1070,-5814,-10082,-242,-2503,-3226,3489,-29675,39160,16870,-29435,26207,9094,-6920,1060,-2580,1597,530,-1341,618,1377,379,5753,-4364,-284,1449,-2573,-350,1861,-2367,difficult
295879,40036,3930,8844,2720,4034,6942,3075,-291140,-30693,5905,-1959,5269,8565,-800,639,212633,-20170,29558,17599,2319,7444,1001,5598,-181781,-2257,-844,-7876,6999,3445,-3838,771,-217854,-32729,-2494,-2074,989,-2300,-5280,918,503773,-394414,-36073,10523,17913,-30472,23653,-30402,-1650,19558,-25475,5802,-2950,4680,-6010,-1121,-3999,-5745,1801,-4839,-1442,4959,-4827,147,easy
50879,27440,5880,12461,5074,7298,8522,3561,-37477,-21435,-5009,-5486,1176,-1890,-1396,1322,-6319,2800,2398,-5957,1837,73,-2573,723,-47594,-21325,476,-3696,638,-2930,-1808,327,-47688,-25019,-2469,-10278,-4262,-6554,-7425,-2758,31158,-41275,-94,24235,-24125,-3694,7407,-1922,-2945,-471,2261,-6582,661,-1199,-4900,1963,-3003,-3624,-1177,765,-5617,-599,-396,-3085,difficult
104020,25454,1183,8937,10322,3381,4451,7839,-42230,-8940,4673,-8262,-9657,-2925,-4206,-7219,-55918,-19674,2392,-5909,-8828,-2376,-3755,-6815,728678,48412,80793,134217,90328,26150,53872,11411,82574,-7302,14609,-6868,-5666,3097,823,-4578,-13688,784596,-646104,-10734,68086,-55714,-2281,78401,-66184,2353,140126,-141085,829,99156,-95994,549,28526,-23053,451,57627,-53049,404,18226,-15989,easy
210758,43463,13618,11684,4803,4513,2739,2636,333878,19032,1249,11308,7505,6742,3169,3445,-183374,-34361,-2993,3508,10818,472,6015,4036,-110557,-25340,-10726,-9892,-392,-1153,-1068,-1869,-151715,-23793,-5387,-6926,-3227,-1846,-339,-2176,-517252,72817,-41158,-53393,9021,1547,-4242,-7733,5339,-7800,-13400,2966,3313,-11210,-2835,-6270,-1625,-693,2846,-7083,729,591,-5905,-307,difficult
96708,27468,6746,19243,7157,5900,4706,3692,52161,-20648,-3287,-12997,-4020,-1685,-2387,2652,115967,60406,6312,-10592,1052,-25,-919,-1838,450181,16469,2372,-4067,-54,2651,7045,3417,532631,149233,-2780,-7415,3861,11541,10930,-94,63806,334214,82450,81054,-43937,132764,9599,-3940,-5152,2405,6525,-3348,5072,-1106,3915,1660,2676,8890,1468,7964,3885,-4490,5255,-3511,easy
172075,44530,7101,3045,9703,9568,7759,4173,-169135,-26042,-2880,5370,-2208,4507,4383,4297,-110921,-21932,1573,9508,-8571,-6403,-5569,-2578,-124473,-33092,-4919,-435,-7868,-6684,-5624,-2897,-136962,-27879,-1652,-1434,-9395,-6921,-6586,-2011,58214,-13552,-12489,4110,-11160,5213,4453,-6492,3267,4138,-9943,-999,-6363,703,-1527,-10910,-281,-237,-9952,-55,-962,-6875,-319,886,difficult
950371,136585,12490,54980,37446,27346,12007,6906,1781867,91302,55363,-36063,-28977,-6209,-7097,-250,1810401,176519,20830,5045,1743,-9949,-2839,-2828,394837,38185,46588,33062,7109,1098,-3459,2891,-901483,-69926,17908,-53336,-26740,-20913,-6418,-5645,28534,-1415564,-1296320,85217,-138334,-108111,-34533,25758,-28680,41108,28017,-86398,30720,5366,-33849,-3740,11047,-22011,4258,-620,-2959,-2578,5719,-8536,easy
12520,7181,2752,5035,6068,8082,4833,4276,30323,7800,-1990,-4096,-1854,-5224,-3557,-1960,114655,74454,3272,181,-26,-4002,-2981,-1318,-5524,-3377,-1689,-2691,1392,9588,3933,196,140649,116637,18008,34360,19825,7432,2062,-20,84332,-120179,146173,66654,-77831,120014,5262,-4961,19697,4277,-2872,37051,1828,1418,18433,1222,13590,-2156,576,6914,-1871,642,1514,-216,difficult
341703,296311,37918,41995,28215,34077,17045,8953,-82686,-246181,-27745,-33266,-17029,-27142,-11932,-7327,-301038,-265749,-12284,-16255,-7856,-24074,5944,1323,68565,-292946,-31316,-39936,-24421,-32554,-15989,-6737,-338369,-274244,-27314,-38336,-25762,-30941,-13631,-6540,-218352,369603,-406934,-19568,-27197,18702,15461,-19032,4002,17011,-23681,1600,9173,-16565,-1341,3068,-8480,1613,17876,-21933,2358,8650,-8060,197,easy
37326,18170,3984,7707,7691,5610,4413,4546,87324,9110,-1488,-4018,-4812,-3378,-2814,-3547,33638,12411,499,-6178,-5864,-4963,-3943,-4367,-25390,-10203,1093,-5659,-1395,-2436,-1287,-348,-12734,-5881,1237,-4222,-6776,-2778,-3223,-3655,-53686,-59028,12656,3301,-22614,4322,1987,594,144,-2160,519,1437,-1052,4469,-5381,-1585,2527,-342,-1129,2656,-1936,-820,4019,-3307,difficult
36720,7695,2877,9146,5763,7368,4187,7191,46256,76334,23055,26118,10833,5467,-1458,-2550,-1310,26879,21857,-5463,-1917,-5595,-2989,-6126,189427,19330,62624,24671,19102,7284,-279,-1016,104717,23800,613,-6484,-3815,-5135,-1985,-6269,-47566,190737,-84710,-49455,-7549,4470,-1198,40767,-62011,-31581,30134,-31155,-12750,21019,-22917,-11062,12879,-12419,-1531,2710,-1706,-3576,5110,-5253,easy
106662,36957,4185,7552,5036,7229,8269,3773,-81461,-26948,-3184,-6937,-4613,-6605,-8007,-3461,2466,-15172,2172,-6768,-3846,-4182,-7468,-2493,40336,-13365,-2107,-6724,-4186,-6249,-7964,-3429,-52190,-29484,-3235,-6829,-4573,-6024,-8029,-3599,83927,37870,-92526,11776,1807,-16119,5356,-4279,-1128,169,44,-105,767,-340,-387,2423,-2067,225,539,-496,-65,968,-936,-170,difficult
48054,32722,21533,3585,5655,6992,5872,4126,765987,110671,-3039,12262,1012,-1178,-2152,-478,481368,67058,-10069,26790,-248,5062,1218,-1328,1155648,46176,-11285,2548,1825,6088,6520,6189,170851,41499,-3503,2035,-2812,4192,2974,2046,-284619,674280,-984797,-43613,-20882,-4677,-7030,-1216,7782,14528,-24242,-513,-1260,2073,-4637,6240,1026,-1896,3370,5302,-3546,-850,7517,-4143,easy
44778,17054,4959,9865,8306,18046,9339,7065,24760,24524,-20,-7666,-5196,-15388,-7073,-5236,56158,1701,17246,5791,3820,-12889,-6166,922,15505,3488,-3912,-7492,-7873,-17690,-8819,-6578,14384,34837,8611,-2864,-5277,-15465,-7433,-4232,31398,-40653,-1121,-22823,1787,31349,17266,-21158,12523,13457,-13283,4628,9016,-11693,2596,2499,-4801,2225,907,-2653,1386,6158,-7500,2346,difficult
197264,26012,9171,10081,7797,7688,3924,3038,-155114,-3875,-7004,-5215,-6164,-2353,1824,-665,355133,109454,66906,-5873,2761,8807,10284,4776,-158875,-17429,-5113,-6491,-5807,-5316,-1439,-1053,-189669,28006,-5261,-8540,11300,5098,6896,8077,510247,-514008,-30794,113329,-126883,45435,73910,-72019,-148,-658,-618,-2049,8925,-8568,17107,11160,-14123,10414,8460,-11723,8335,5441,-5829,9130,easy
166621,17485,4552,10626,6889,8517,4815,4424,-115249,23743,4644,-8711,-5268,-5603,-3496,-2816,-75055,46878,12602,-7651,2059,-350,-2745,-2201,-147920,1007,4656,-5990,-2292,-4962,-3821,-3107,126460,36985,6108,1785,-1115,11187,5093,2246,40194,-72865,274380,23135,-45871,35978,7958,-7946,1452,1060,1661,7775,7327,-4351,1177,5253,-4612,16149,751,-1076,8914,615,-906,5353,difficult
720815,90577,28124,18466,14703,31871,17690,11540,241726,51609,-18917,-5357,25631,-16422,-10492,-9059,-708741,-69576,-22780,-17155,-13652,-31178,-17420,-11153,-650039,-64530,-22012,-14568,-12538,-30812,-17024,-11068,-579677,-56286,-27045,-11949,-4208,-28031,-14732,-8508,-950467,58702,70362,-121185,5046,8244,-3863,768,-5033,-11798,2587,2619,-39283,1114,8330,-14756,366,2781,-6928,396,2292,-2094,85,2560,easy
188908,71994,11302,12677,18377,13727,3712,5408,1585,-59740,-9781,-11772,-16200,-12546,-1784,-4719,17844,-48238,-6441,-8302,-14129,-10354,-1938,-4030,-2045,-60438,-9829,-10357,-15233,-12652,-3017,-5140,-136479,-65939,-4011,-9447,-16528,-11662,-2745,-4121,16259,-19889,-134434,11502,-12200,-5501,3340,-3388,5818,3470,-2055,910,2071,-1104,-1295,2192,-2298,990,-154,-1079,272,689,-1110,1019,difficult
172521,69799,11738,11450,14693,19928,10582,9383,147733,290921,42495,44608,52711,2109,16733,7117,146296,-19159,30842,44724,15150,-5602,-1529,561,382567,33056,-2908,-8421,-4065,-15528,-4584,-5660,-161946,-45124,-2595,-8059,-10633,-13607,-5898,-5131,-1437,236271,-544513,-310080,52215,-78180,-11653,-33750,313,116,-53145,362,-37561,-19215,-6568,-7711,-9926,1921,-18262,-3055,-1314,-6556,-6221,529,easy
297498,31512,15485,23662,10433,27362,22458,12807,-96363,-4770,-2764,-16432,-6078,-11867,-16073,-9822,334104,25668,5501,-9830,7052,-6063,-18712,-5652,-241371,20530,10159,-18623,-6118,-16389,-19669,-11134,-260592,-6996,-12553,-10286,-5317,-18808,-15411,-10151,430467,-575475,-19221,30438,-5138,-27526,8265,4658,-22712,6602,-8793,8337,13130,-13170,801,5804,-10326,-2419,-2639,-957,4258,4170,-5482,983,difficult
502798,69626,17191,25888,13133,10159,3141,2518,-465974,-41686,-12302,-20856,-11431,-7783,-1196,-1856,-279538,-4597,-6949,36886,-1336,13465,14623,7560,-340595,-61162,-15141,-20383,-10112,-6155,2024,321,-219322,188838,31115,38237,15139,7189,14693,11838,186436,-61057,121273,37089,-56565,250000,5353,-8192,46256,57742,-57269,58620,10095,-8776,25251,21248,-19620,13344,15819,-12599,12669,9416,-7239,11517,easy
132596,25591,3954,7914,6593,5764,5505,7130,143309,3897,812,24023,15382,9864,15865,8751,-97445,8680,938,12263,27393,13400,3430,-2742,41072,19349,10624,-2744,-3481,-1545,-2661,-4970,-93194,-18270,-1787,-4266,-4728,-2993,-845,-6207,-240754,138517,-134266,4783,10669,-37619,126,9686,-12411,-11760,-15007,-1522,12011,-30874,-1247,3536,-14945,-1448,-12435,-6091,1816,-11493,-2228,-1237,difficult
645967,97053,32845,10158,20035,9421,7315,11427,-444668,-88695,-30805,-3934,-18376,-8006,-2438,-10020,-605696,-76997,-18360,-8604,-18510,-5100,-3320,-8015,-530794,-55182,-25611,3596,-9033,5118,9760,-8829,-571298,-35849,-26228,-7997,-18134,-6889,-3651,-9985,-161028,74902,-40504,11698,21815,19333,12445,-7251,-617,-4670,12200,-11593,-134,9477,-9101,2906,10218,-12007,-882,13080,-13411,2005,-814,-1156,easy
71890,33981,3720,6369,1934,4369,1703,1927,32289,-22416,-1821,-3818,2072,-1702,647,-846,-64476,-22855,416,-625,6944,2123,5960,647,13913,-29266,-2519,-2934,646,-2317,150,-66,-58310,-27781,-1848,-4558,2090,1575,4960,2735,-96765,78389,-72223,-439,-6411,1485,2237,-2935,671,3193,-2309,-1624,4872,-6298,1444,3825,-4440,3892,5313,-5810,4810,1493,-713,2801,difficult
154552,17049,2906,4812,3641,4039,2971,4763,-122880,-5871,5844,10934,3075,1462,-1086,-2478,-141395,-5090,4825,5583,-1869,-72,-1923,-2668,-143593,-4468,-810,5693,901,43,-1959,-2050,-130220,-732,3665,13797,526,-628,324,-1038,-18515,-2198,13373,781,622,3736,-1019,-5635,4475,-5351,110,8104,-4944,2770,-375,-1534,115,-671,-837,-36,2283,-190,618,1012,easy
441247,63490,17229,11854,4674,3926,6408,3413,81084,-50041,-3506,3133,2684,757,-3048,-1070,-227373,-44107,2763,8127,-2393,4093,-3027,-356,-429166,-58096,-16431,-8407,4392,4256,-1089,-353,-420054,-43530,-7565,-10198,-2519,-1856,-5498,-1996,-308457,-201793,9112,5934,-13989,14566,6269,-19194,8866,4994,-16534,-1791,-5077,6785,-6911,3336,163,-6112,21,1938,-4409,714,3,-1643,difficult
947288,264184,70109,65835,23787,37065,22411,14745,-58887,-48485,-61532,-41617,-15415,-12176,-13256,-220,1188933,-5671,-38360,-59491,-18528,-28088,-18808,-9563,-492503,-222278,-69512,-65285,-17894,-34441,-21039,-13997,-666278,-259581,-64949,-63444,-21285,-35015,-21535,-14006,1247820,-1681436,-173775,42814,-216607,-37303,23172,-31152,4563,-17874,-5794,1841,-3113,634,-3391,-15912,-6353,-574,-5552,-2231,-496,-9343,-4434,-9,easy
331862,99695,17705,22481,9043,22859,13730,10021,-257458,-6673,-16441,-12784,18398,-10530,17241,1876,-249586,-69816,-12528,-17597,-7028,-19210,-12463,-8824,-201168,-15832,-8673,-19143,-5893,-20755,-10880,-9251,-288001,-75740,-14531,-19216,-6954,-19461,-11413,-8902,7872,48418,-86833,-63143,53984,-59908,3913,3855,-5858,-4813,-1546,-73,-25426,1135,-1061,-8680,-1545,1294,-29704,1583,-533,-10700,-427,349,difficult
90622,23988,5103,5489,2919,2226,972,1397,-66444,52429,23963,56535,4380,4008,4898,754,-66836,-12379,-2931,-2275,-1580,-623,-72,-844,408048,26484,-892,1724,5346,6166,2503,3613,1999152,315096,15118,7532,19423,22458,25000,11969,-392,474884,1591104,-64808,38863,288612,-26894,2039,16010,-58810,3999,5808,-5960,6926,14077,-4631,6789,16292,-4970,2575,22497,-1598,4457,8356,easy
1790513,133247,32533,48521,44089,75844,87712,32149,-1459121,-40109,-19202,15704,77719,-58289,-75608,-24614,-1703735,-112034,-3960,-39964,-13225,-54847,-64078,-23177,-1767762,-113055,-29221,-35995,-34102,-71113,-82985,-27675,-1709419,-64427,-13272,-23961,-25172,-67431,-82315,-25232,-244614,-64027,58343,-71925,-1021,48628,15242,-25261,15949,-55668,3969,12034,-90944,-20877,8930,3442,-16266,3682,11530,-18907,670,1437,-4498,2443,difficult
440048,36467,10033,15142,7673,8500,9023,5865,-236239,39652,28720,-2916,-666,13832,7871,1804,120249,103624,-3982,-5637,-233,-231,-3557,-2789,1258886,163242,-28,22025,5480,8227,6867,1607,-271427,-23475,-5730,-13011,-5057,-3859,-6261,-4580,356488,1138637,-1530313,63972,59618,-186717,-32702,3954,-5702,-2721,27662,-35036,433,5713,-10537,-14063,8458,-12086,-11428,10424,-13128,-4593,4396,-6187,easy
41817,19774,8147,21124,6245,10829,12594,3155,227357,-7187,-7899,-17654,-3369,-9613,-10214,-1842,416461,160842,4081,-8259,379,-4821,-4053,331,5444,7097,1349,-17531,-2806,-9350,-11162,-1530,20821,-7761,-4650,-16037,-4457,-9332,-10801,-923,189104,-411017,15377,168029,-153745,-14858,11980,-2732,-5999,9395,-9272,1494,3748,-3185,-1651,4792,-4529,18,6161,-7109,361,2173,-1861,607,difficult
48599,14625,7165,8574,3891,4451,2302,2683,-7311,2017,3354,-7868,-3092,-3234,-422,-2122,-15668,13653,-3687,-5983,-2139,-2410,-344,-2167,8034,6320,-6075,-6351,-3643,-2426,-928,-1707,4730,-2974,12091,-3724,2303,3611,1112,-695,-8357,23702,-3304,11636,-7333,-9294,-7041,-2388,18166,1885,-368,2627,953,-1504,5946,824,-16,6037,78,-584,2040,-45,460,1012,easy
234324,117159,4750,12609,9197,11448,12490,7715,-218899,-106819,1443,-4396,-3601,-5388,-6769,482,-189442,-89173,6331,-10037,-7327,-9656,-11379,-6632,-200234,-108318,13,-9131,-8556,-8061,-11664,-6487,-171262,-94313,-1338,-10890,-8519,-9567,-10441,-5676,29457,-10792,28972,17646,-19145,14005,4888,-6318,-1351,-5641,906,-1759,-3726,-1229,37,-4268,1595,-1506,-4610,-285,1223,-7114,145,811,difficult
909293,191861,24537,45057,32616,20107,19726,12124,609692,-45563,-5927,-36031,-11949,11370,-7072,746,-679902,-126599,-22734,-4989,-25232,-7247,-12297,-4494,-904136,-182214,-19402,-12744,-26362,-9821,-15501,-8464,-907487,-172911,-5572,-16759,-28656,-10825,-12219,-10812,-1289594,-224234,-3351,-81036,-55615,9303,-16807,3332,13830,31042,-7755,-4015,-13283,-1130,-2294,-18617,-2574,-1004,-5225,-3204,3282,-5240,-3970,-2348,easy
64789,28017,2961,6436,2379,2389,2200,1247,3811,11304,3433,-3230,-868,806,-1060,-814,344779,5672,3303,-2425,-487,2064,971,720,193870,101400,11276,-3957,3359,3082,210,-509,53257,-2426,1634,-5742,868,2706,-803,463,340968,-150909,-140613,-5632,95728,-103826,-130,7973,-9642,805,-1532,-1785,381,3846,-2491,1258,1018,-376,2031,-761,-1013,1534,-1229,972,difficult
103997,65808,29539,9735,12050,10060,9156,4569,-98767,-50165,-27316,3185,-2938,-693,-4194,-336,44415,14445,-13627,-4869,-7979,-2110,-3464,2921,126774,-27232,-28095,-2943,-2076,-6632,-2678,-649,-1470,-57380,-22544,-4663,-10843,-3749,-5928,-2493,143182,82359,-128244,64610,-41677,-30148,13689,-14468,5551,-8054,1926,-1720,-5041,5903,-8767,-1417,-4522,2883,730,786,-3250,3257,-3570,-1844,easy
239387,23891,8665,4952,4543,7794,2970,2224,-3329,-16779,-4051,-2434,-1484,-5534,-728,-1408,1221386,130800,19194,21472,3250,10537,5540,487,-147972,7768,-4904,-2865,-3405,-4629,-2185,-1585,-169858,-6066,2406,630,-367,-5871,-1381,-854,1224715,-1369358,-21886,147579,-123032,-13834,23245,-24098,7310,23906,-24337,3495,4734,-6655,3038,16071,-15166,-1242,6268,-7725,804,1895,-2072,731,difficult
88523,36653,7746,6777,2016,2066,1221,1378,-78378,3108,-294,-371,6209,9348,6032,6502,-79875,-33299,-459,1381,5111,8786,3373,1244,-31835,-32722,-6777,-5897,-366,-49,-60,-363,-16049,-14713,-5949,-4752,-1153,-948,-383,-423,-1497,48040,15786,-36407,577,18009,-165,-6318,828,1752,-7278,1145,-1098,-5477,-787,-562,-8835,-899,-2659,-3433,-323,-5258,-1607,-60,easy
