delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
282107,152704,17756,43339,11223,53476,54583,16179,13797,35288,10269,8581,19567,29088,9113,14172,114871,6103,8018,31771,-5090,43689,26278,6084,421749,228728,6956,37745,-11599,5087,64661,-2070,easy
756492,354134,29361,14563,16098,67786,52473,17841,341239,85492,18365,13547,20349,28096,17251,15389,737013,533467,5519,2546,-10261,60636,38748,1859,93493,3816,16473,-514,1759,18744,31696,3044,difficult
78125,22119,6684,5505,8938,4756,2155,902,790286,73746,32217,33214,19127,31775,16330,9968,-644510,-39169,-25616,-31919,-8799,-27825,-15003,-9295,-779812,-64086,-25451,-23500,-11580,-26213,-13348,-8837,easy
961625,89765,18478,4203,16908,42808,6595,9856,1668605,129083,57152,43436,32534,49472,49644,25830,7956,25170,-29250,-41259,-26638,-37804,-46667,-23803,-1421917,-103807,-48098,-37208,-4614,24476,-39431,-8146,difficult
64977,30057,7990,9007,12685,13008,15289,7047,273135,102639,14722,13286,6097,19264,19447,7589,-243096,-57509,59,3040,18561,4436,9265,5888,-173221,-87656,-13523,-11598,-5386,-16949,-17582,-6972,easy
205029,67198,10114,5129,12732,20982,7461,7806,221390,29762,7654,2620,6374,11671,7977,3512,123298,31145,-3945,6044,8522,27378,6391,11240,-156021,43726,8865,-1027,4193,-8756,-7424,-2653,difficult
57690,7611,5163,5417,4629,18576,12745,5877,22210,17039,15750,4447,7890,13293,6437,5106,70074,-4539,-7284,5253,354,9997,17223,4806,886,-14317,-13890,-3313,-6877,568,-4607,-3264,easy
257856,62915,9026,7286,10616,15568,5105,3973,540351,62893,13385,12757,7127,14767,4970,6567,-205564,49675,3183,-677,10516,6061,3137,-2407,-359427,-49632,-11901,-10266,-3539,-4460,-2867,-2781,difficult
121069,45147,13298,10914,17208,7740,3293,1793,108527,30978,5559,7349,8069,5596,2241,940,53611,37279,12985,9000,25203,9080,3545,2279,-28527,-8942,2493,-1871,-6925,-4793,-1441,-574,easy
49815,9348,2095,1016,1512,3708,2236,1509,82073,16491,6915,7664,10158,15369,14317,8550,-55035,-5185,-4359,-6282,-9046,-14235,-13221,-7830,-9481,-9101,-5282,-7014,-8247,-9087,-10942,-6252,difficult
469715,91469,42567,28008,7871,8153,8603,1556,292255,79008,1693,14058,18453,4526,2886,1669,-163219,-52720,-568,-7778,-15928,-724,-1922,-1281,518138,77641,82315,35677,-5237,7978,13356,1054,easy
661211,58469,26344,5013,4925,16394,3660,2942,123889,38005,11003,11874,10537,21667,13174,9747,51714,33477,9319,-8221,-5804,-8589,-9880,-8126,1022929,7451,21362,-5502,-5420,-1958,-9148,-5484,difficult
338761,223545,21708,12474,7782,14086,5220,2715,487220,165197,31871,25389,13653,30696,21472,17179,-107046,-74746,-7294,-22382,-9796,-18441,-15322,-15035,-189873,191442,-13033,-3449,-1946,-14780,-17182,-13894,easy
15492,5335,3656,9413,10031,35714,11160,13980,38835,23526,3545,7641,10210,28602,14785,11065,-15440,-19335,-702,740,-1223,-4297,-5238,719,-31247,-17048,923,2804,865,18520,-2012,5111,difficult
260318,17495,5957,2965,5153,3553,1691,1235,107300,13018,4524,4152,4341,8351,5431,2874,-45478,10115,1685,-514,-854,-6889,-4522,-2007,351513,-1162,1181,-1860,2477,-2708,-2959,-1272,easy
41521,13694,2384,2412,7291,12124,4672,2402,14999,12322,3207,7758,12818,23416,16281,7511,55903,5714,-1442,-5519,-9899,-15306,-13694,-6247,-2859,-2971,-205,-5173,-1156,-7279,-9524,-3972,difficult
178688,21616,16950,13888,10828,56013,21787,12992,110875,25063,17841,8367,7704,41343,15327,8372,218052,5701,7751,5568,-2020,-32868,-9362,-4730,-82427,-12595,-9534,5474,8267,62208,22281,13969,easy
169968,48968,11193,14319,9482,11844,6481,3186,742032,236155,76912,44605,28161,39029,26827,28363,-500518,-159875,-65064,-25025,-15545,-29116,-21832,-24912,-643610,-214499,-66375,-35547,-21813,-25254,-18860,-25442,difficult
628082,179854,11178,30915,43590,25053,10796,4516,300397,30922,4289,8581,3899,7597,2015,1358,401240,299690,5020,39332,78538,32112,16574,5099,254130,-1827,8758,5336,844,2799,987,1216,easy
11662,8895,3319,10107,11839,26512,11066,8023,82504,21180,8389,4380,4053,11400,3950,3243,-75277,-13261,-5360,1889,8037,14381,5459,5161,-66407,-11309,-4781,9565,7534,15842,8772,4398,difficult
35997,22090,3115,17977,4497,23489,6467,14026,464472,71437,13108,8794,18871,27223,7685,8341,-445896,-67216,-10398,-6283,-13789,-11655,-2741,-4651,-411054,-31478,-9589,24648,-14960,4187,305,16020,easy
45871,21763,2170,5967,5693,28904,5703,6492,41199,28800,6165,6532,10399,44660,16594,10613,42790,5848,-4255,-4025,-1282,-16376,-12170,-3799,-33447,-19922,-3735,2894,-8131,-15137,-9612,-4444,difficult
