delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
38764,15631,4047,7261,3553,5681,2837,3506,62987,12164,4075,11205,5088,5372,2543,4896,-53706,6682,794,-3610,720,1843,1717,1534,5260,252,-850,-4279,-3791,-1225,-1129,-4314,easy
76884,18031,9543,14047,8346,9834,4955,7729,165923,42645,14137,7351,12689,19804,5272,4757,-31376,-30925,-9810,-6422,-10823,-18763,-4408,-4473,-146703,-18304,621,19813,2136,-1177,3773,10416,difficult
611140,51017,7300,14205,11617,7668,2360,1232,58405,31529,6160,21493,8619,7954,3663,3007,1151958,45025,2954,5622,7180,4028,223,-1374,-46489,-6049,-675,-20198,-1185,-4601,-2829,-2177,easy
50293,38231,14188,7648,12582,9938,7778,8045,68918,12803,3857,5590,6104,8469,5198,2756,6973,53025,20093,-369,12658,317,7536,1662,-44224,-2169,569,4485,298,2620,-2377,8916,difficult
18762,6546,15434,12100,10273,15777,6604,4249,37710,28219,6216,2294,10633,5082,2077,1772,-20317,-23778,20024,11748,-5391,16452,3209,4389,-17579,-19569,-1588,7864,4670,4938,5844,565,easy
15881,9463,5603,11637,6600,11585,6818,4567,360268,44134,7590,11348,5641,9231,3904,3123,-335597,-28724,-3322,3111,499,-124,1693,2019,-353178,-40618,-652,-2533,1418,4832,4135,869,difficult
20013,63320,4069,9117,16313,6169,2910,3866,28612,12211,5608,4334,4635,18260,4583,2180,3159,111677,1425,12511,24682,-7807,102,3308,-20358,-9459,-4503,-2945,-1326,-16375,-3448,63,easy
95996,24396,11364,6473,4058,3952,1367,2402,204143,37416,9249,4658,10344,9556,2636,1269,-73099,-27033,-3608,-1297,-6446,-8382,-2328,-975,-143196,993,7837,4927,-6126,-2827,-210,3241,difficult
30657,10259,8223,9124,7825,12363,2220,4186,15180,19174,10174,5964,3126,4012,3230,2541,490,-10065,3990,9418,8540,17619,619,5054,30463,-7765,-7893,-3098,858,-917,-2640,-1764,easy
558661,20481,14519,5253,28860,8902,1985,2638,251516,31232,7565,12828,23100,11879,5833,2510,853784,-6583,16909,-4930,-16502,-2542,-4381,-186,-239495,-14920,-3002,-10221,28022,-3412,-3315,442,difficult
26900,18119,3099,7927,5270,7106,3257,1667,43846,25201,3500,2108,2670,1482,1138,516,-934,-4745,1907,6643,2488,5994,1021,1313,-32959,-9419,-2710,4995,2712,5253,3216,989,easy
445490,167528,9196,11093,19047,10262,6611,3232,112790,14504,8353,12751,8429,11707,2770,3320,776790,315890,8773,8044,28924,7823,9071,267,-111391,-9843,-7088,-11361,-7689,-10714,-1389,-443,difficult
5477,6382,7749,3368,9720,6771,2017,1404,193122,45269,17232,6595,4263,3919,1217,1032,-189088,-37642,-12701,-2498,6254,4922,1325,-173,-186202,-40133,-6266,-3956,4659,781,275,917,easy
202682,114141,11581,15044,10033,6705,4453,3882,91408,44179,2815,3055,5538,3745,1666,1301,133162,170687,15188,22485,11945,7041,6190,3551,89385,-30763,2343,1493,-2956,-1122,-616,1611,difficult
2608,6099,3660,5997,5415,3336,923,1396,12872,15145,7498,2478,7205,6687,1522,1768,-9439,-8582,-917,4683,594,-2626,-411,153,-11089,-9511,-6760,2355,-4174,-4077,-787,-897,easy
83105,17339,12287,11578,5936,6547,3463,2294,11212,16011,9363,35711,9847,11292,6137,5182,142664,17465,14610,-12728,1415,-53,-352,-1120,1122,-14809,-8763,-35539,-9237,-9438,-4997,-4656,difficult
38088,14047,13268,2427,3353,3237,947,1032,54818,16440,5038,4522,2611,1973,1085,748,11107,7475,4796,-2096,-529,-650,-482,-505,-44568,-12261,11664,-2095,2012,3177,206,1073,easy
377559,127408,5723,18935,29136,15177,5677,5851,334536,148621,24207,31785,15724,9499,5820,3918,406768,98781,-14241,-2950,17737,-3249,2664,5088,-320722,-141208,-22727,-22751,9086,14605,-2951,-1223,difficult
68693,32743,6457,12082,4820,15719,8363,5495,46227,18221,6946,19463,13727,9459,6095,5412,52389,45063,1964,-11148,-8866,3330,-637,1108,-7457,-16020,-2943,-3615,-8949,9189,5173,-942,easy
146811,17394,9872,9562,12466,6470,4183,1821,50271,11983,7622,12535,6359,5258,3215,2846,19388,-3089,8081,4330,14746,5626,3219,-116,173692,13910,-3582,-10276,-2532,-3203,-1283,-1934,difficult
29125,37176,10573,6125,3130,8097,2190,3687,92503,44884,5646,6858,2413,7908,2012,1194,-39745,26557,10842,-1768,2602,6691,1650,5480,-87011,-41973,-989,302,-1168,-6313,-1295,-494,easy
50912,13330,12417,76200,6778,6637,14556,5581,17715,8664,6082,15229,7108,13391,16772,4758,66878,4496,-5312,-598,-3428,-11318,-9606,-3376,-485,4836,17981,122539,2767,-2190,5173,5022,difficult
113562,53032,11499,24500,14891,5022,3482,2309,13466,10404,13381,5717,8638,9659,3908,3012,800,26443,2604,-667,17304,-3632,-200,-1319,199392,58813,-6368,38232,-4799,-5642,-653,-88,easy
15666,14288,3112,7954,16714,7592,3722,3027,85442,123497,14869,10181,9435,8776,2697,2158,-64197,-101457,-11375,1699,18809,-3245,-1147,150,-75356,-116962,-12140,-6153,-4251,876,3197,1588,difficult
43925,31827,4611,5132,2663,3289,2779,1123,52781,29704,4958,8925,5120,4274,1146,935,28810,26650,2944,480,-1838,457,3610,336,-46522,-22405,-3639,-8066,-3076,-2428,-345,39,easy
18087,12477,3628,3789,2044,4510,2191,1523,80292,6150,1238,5489,5302,5670,2254,1354,-74720,-3744,-241,231,-2630,1315,1296,953,-49691,16398,5021,-3631,-3886,-3636,-1422,-616,difficult
1808,6133,4412,9526,10331,10900,4626,6433,41245,9993,1863,2669,3552,7108,5446,2317,-40596,-5457,98,-177,-1607,-2909,-3047,1168,-38278,-2264,5000,13891,15165,10493,1406,7063,easy
16232,11264,3738,5137,7444,5539,3119,2657,299336,119766,15848,8197,5820,7882,2420,3594,-294127,-117897,-14992,-7492,-2592,-5095,-1407,-2433,-272081,-99108,-9229,1371,5839,409,2804,559,difficult
10668,11970,7707,19099,12581,11042,2772,6767,340220,30447,9108,16287,11445,13669,4695,4422,-332846,-22887,-572,-11285,4365,-1576,-3004,6277,-326259,-14068,-2230,16908,-2094,-3679,-843,-1588,easy
