delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
254861,48580,15361,10557,3477,4071,1923,1970,726843,65446,5453,15353,11072,6862,3150,3408,-388057,25694,13327,-7746,-9112,-4772,-740,-1891,-433652,-33279,23335,9890,-6628,-2340,-1172,-1957,-294763,31024,16741,-5067,-4226,-1642,-1955,-653,-717821,-62790,-839,-10736,-9979,-1575,-89,-1625,-525619,-44978,-3024,-10322,-8029,-3627,-2178,-1065,easy
394893,126312,31455,7905,14713,7304,3313,2632,1053756,137609,193493,72428,64750,39281,15412,8456,-947936,-88545,-132445,-63834,-58406,-33570,-11911,-7336,96231,-116836,-181114,-67921,-57356,-37017,-12723,-6586,-526082,298953,-136240,-51090,-12296,-19659,-12028,-2197,-1021467,-87842,-172688,-68680,-61438,-34786,-11347,-7232,-895061,-62216,-187702,-71090,-60689,-34852,-12488,-5769,difficult
242924,106277,31160,11677,7361,10780,3624,2769,569862,145379,25990,19672,15963,12632,7880,5559,-494460,-119778,-25256,-16209,-12387,-8977,-4277,-4999,-508996,-121638,-22406,-10884,-12315,-6746,-4884,-4300,127313,259088,89068,10170,406,17446,-2474,3825,-511602,-117372,-24918,-10246,-10375,-5759,-5612,-4066,-246946,-95809,9364,-12805,-8339,-5222,-4034,-4410,easy
644631,93494,27898,15040,8909,5721,4194,3143,1050996,223135,117977,130581,45403,21364,11219,19976,311869,-1500,-86742,-108920,-34302,-13778,-7374,-13483,-829054,-142473,-102782,-113713,-42130,-16172,-5822,-16934,230877,-144592,-34929,-104655,-19842,-14969,-5618,-18179,-775174,-169679,-116826,-124718,-41874,-14719,-6073,-16119,-970344,-189959,-109116,-125700,-44321,-18576,-10239,-19452,difficult
443635,57598,12195,8433,7473,9177,5274,11163,694714,167714,7335,24494,13199,18519,9230,10981,-491533,-38469,11565,-9834,3394,-15339,-4582,-4211,-541904,-146195,-2932,-22623,-10737,-10765,-4314,-4222,482713,-78153,11880,-21834,-7890,-4115,-1559,-4977,-25759,-137345,3106,-17488,-10160,-16037,-8385,-9381,-678913,-150419,682,-8528,-3239,-452,-938,23700,easy
879687,59409,9436,7965,3735,4702,2035,1839,596897,43626,17490,14664,9333,13875,6545,3132,884233,53465,-4802,-4524,-4336,-7766,-4233,1658,-407376,-16045,-14967,-11416,-8157,-12897,-5631,-2671,300289,18424,-15592,-4970,-3384,-9160,-3156,-1130,1171076,48486,9744,691,-3574,-2879,-3707,-1772,-534273,-25415,-14651,-13275,-8541,-13165,-5821,-2552,difficult
335324,94474,11583,11216,6552,17237,9699,8610,840679,58200,48484,10577,4113,4364,2879,2764,-700807,70293,-41423,47,1311,13484,638,1629,-206610,11578,-47036,-4556,-903,4616,2808,-484,-718975,41016,-36558,3410,6226,37558,10849,16684,-104290,94488,-12469,13959,8181,12074,22493,13290,-796091,-36003,-47018,-9667,-2618,-3369,-2688,-1889,easy
847490,191365,99885,37426,19789,22626,8979,9231,796919,166793,37670,9747,7602,9302,4170,7315,2267660,721,21093,10730,13180,3345,3342,1759,-774455,-105924,-32076,-1725,-2191,-3570,-2515,-3663,-209010,71953,-3085,7188,9114,13951,4271,-2674,-764731,-152461,-35640,-5825,-5244,-7803,-3542,-6843,-266611,308569,360781,128026,46078,60696,22490,21000,difficult
56119,9348,1284,2859,4770,5942,4998,9347,294770,151461,38772,21464,10247,15902,6126,6075,-211433,-148752,-38649,-21228,-9279,-13199,-4861,-5496,-280770,-135141,-36922,-13529,1776,-7244,1184,30088,-206083,-135743,-38135,-20780,-7080,-11408,-4460,-3604,-288537,-146511,-35671,-17580,-3196,-3066,7889,714,-206430,-144416,-38062,-19910,-9608,-14883,-5393,-5344,easy
417237,71515,11762,7286,4113,4933,2130,1829,569293,267849,30774,28516,17548,14677,9201,7564,879495,-54901,-11972,-9988,-10830,-6033,-6130,-4674,-273218,-209066,-18867,-21563,-13779,-9565,-5426,-5096,-478968,-207374,-14924,-21544,-13295,-7896,-6996,-5302,-480252,-259705,-25209,-25206,-15790,-12953,-8452,-6798,-407339,-250625,-24087,-27851,-13480,-12271,-8353,-6803,difficult
594915,151732,50809,17836,26614,14317,10347,6892,743188,242577,123113,48240,19556,23496,12305,10214,29012,-34974,-103401,-39107,-7531,-18213,-8461,-7970,308577,58517,-50368,-28702,11475,510,4605,3844,-719653,-216202,-105650,-32332,3712,-9586,-2346,-5358,154082,-45212,10682,-7579,41230,-768,5281,-1198,-513385,-216355,-112784,-44300,-13595,-17837,-8867,-5927,easy
1088307,151098,55021,13442,16778,15849,7178,6366,1006823,155642,17698,21127,17978,19320,30407,11107,-295180,-37906,22464,-3821,-3109,-4275,-19643,-8569,83465,64409,-7253,-5057,-8810,-10354,-24909,-3902,-1488,160735,20636,-12764,-829,-6673,-25908,-8226,1568692,-73996,142318,-1580,23568,20598,-18817,6894,-948071,-135962,8448,-15203,-16821,-16653,-26868,-9902,difficult
579838,42097,12214,13821,5062,11570,4937,3283,851104,40627,10026,7453,13861,11021,7054,6791,-798171,-370,-5076,-5762,-13306,-9968,-6210,-6365,779615,8952,21029,53195,-1448,36314,11434,3646,-724209,-16833,-2182,-4644,-9512,-8705,-5885,-6146,183200,12214,-4023,-4452,-9375,-8212,-5698,-5843,-796766,3385,1190,-6498,-10352,-6684,-4228,-2832,easy
381575,131463,29548,7777,27025,10415,7978,6216,549511,124551,34428,40636,17034,19179,14790,12621,-358049,-86181,-24028,-39847,-13140,-17707,-13645,-11752,-454164,-105434,-32204,-38839,-13980,-15071,-9076,-11078,-449035,-115960,-34161,-39705,-15817,-16954,-13156,-12217,3534,297801,51438,-21191,17637,-1271,-1703,4381,418033,44336,14557,-24711,75254,7181,3520,-1361,difficult
109836,33980,7514,3903,2438,2423,1526,1396,611580,121925,11674,20165,9760,4378,2906,1932,-419189,-32565,-4541,-14584,-6212,-760,716,151,-600493,-114174,-7583,-17510,-9103,-3806,-2450,-1672,-402630,-81608,3604,-13893,-7152,-37,-1875,-1043,-522336,-113355,-9107,-18072,-8226,-3444,-2246,-1250,-564074,-98025,-3173,-17252,-5919,-1727,-1046,1136,easy
247985,44289,17244,7391,5282,10732,5026,5240,859480,50328,18084,18964,16156,20695,17074,4822,-538867,-6476,-6236,-14962,-11762,-16478,-15327,-3451,-850917,-41582,-13111,-11673,-8925,-3906,-9069,9283,-395930,36287,35564,-6293,-9887,-13718,-12281,-2564,-839236,-38814,-14341,-14306,-14697,-16856,-15715,-3191,-432524,20392,-6078,-10632,-9099,1143,-7846,2015,difficult
108502,32964,5293,3514,3208,6151,2004,2052,201673,51092,6748,3651,6635,6981,2429,1534,-186166,-45730,-632,-1097,-2905,-3024,-839,9,-30929,26003,-3345,-509,-6176,-5975,-1657,-960,-175760,-33724,-4464,-644,-4057,-3473,200,576,114578,-924,3831,2675,-1665,1119,77,2498,-187580,-36264,-2667,-1111,-2330,7203,96,469,easy
