delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
22734,37642,15750,3191,7446,6058,4333,2603,196421,40225,8727,9412,15207,6979,3123,3614,-189871,-302,5439,-4994,-1642,7107,8127,1702,-149709,22665,11203,-5835,-8102,-3687,-1696,-1593,-181482,-30113,4426,-7834,-13539,-6182,-2800,-3141,easy
560144,167580,42834,31614,21593,23750,16380,3376,442070,40961,43141,25078,21838,11336,6339,9350,1047632,403948,36068,48623,23979,41268,27987,-3386,-372992,-2507,-1309,-16908,-7457,4974,7192,-5895,-320419,-21585,-35679,-12108,-17257,-9001,-5056,-8642,difficult
122620,32116,6463,7167,12508,9917,5652,3345,1089289,220540,25870,30134,53594,18327,10011,8519,-1064436,-216402,-23037,-28005,-50862,-16834,-9449,-8173,-957550,-205925,-19983,-27085,-49123,-13880,-9118,-7269,-878020,-142946,-15201,-13810,-23273,5483,5491,-80,easy
952862,192846,18720,32462,21037,13845,8110,3933,571342,119618,31141,48714,26612,13902,10991,7843,1070588,360630,5533,-1247,11790,18437,8024,187,-70288,-105416,-19907,-8773,-12412,-8377,-7837,-5928,144261,-35530,-22889,-38737,-16104,-10230,-8829,-5988,difficult
411328,33986,23903,8706,9880,5747,2171,2662,423495,112682,14046,15315,13449,10828,3387,2884,-378883,-102541,-6897,-8025,-6296,-9111,-2749,-2160,710931,-65691,146,-11461,-847,-5621,77,-142,-368548,-67857,36321,-342,-3563,-511,-976,1635,easy
531398,149140,62575,23962,25434,11557,5515,6366,568734,74404,24169,27741,21760,22232,5715,3186,-401972,103399,20114,-13011,8596,-10518,993,5794,714650,-30269,-7694,-13362,-10676,-15307,-3574,-1618,-424686,151079,102798,15037,13102,-6201,1980,5364,difficult
283427,86118,27933,23188,7954,8341,5265,2053,1230761,279418,53249,63173,50602,40173,19330,8051,-893175,-251414,-28480,-56714,-40709,-29784,-11118,-5675,-1065782,-95204,-44464,-34893,-45239,-32124,-15778,-6150,-883046,-233283,-3004,-28349,-41997,-33589,-15300,-6168,easy
667629,137838,12325,20228,28720,14355,7894,3794,761860,132516,39366,31492,21509,21413,21963,8021,-691330,-97089,-30818,-17539,14567,-5234,-14184,-4688,892990,182287,-19549,5866,18434,877,-9486,-3249,-484352,-69233,-30757,-22119,-11369,-16816,-18538,-4743,difficult
683388,149990,56046,30933,30218,26132,8576,7482,580586,158919,30579,19166,23208,15176,9709,3743,-39812,-40666,44834,27389,13729,38838,2156,6430,629832,97545,55520,18737,14224,3784,1925,4056,-281615,-83666,-23952,-10826,-6924,-9753,-7481,730,easy
705250,217885,21289,32286,34135,22735,11261,11515,537812,134643,21062,10231,15438,14769,10834,5053,155125,-127423,-13466,-6793,-9248,-12188,-9877,-3879,653008,440357,29255,46093,55397,35742,7457,21644,-305818,-63208,-15107,26864,9941,344,3701,1621,difficult
71448,30155,6621,6290,4812,5935,3993,2670,1355115,246148,25550,41935,21726,29169,14151,8462,-1341710,-227415,-18510,-31535,-12846,-17405,-3903,-1726,-1274208,-220269,-20942,-36590,-17621,-24447,-12887,-7542,-1235084,-200295,-17336,-38809,-20274,-27849,-13683,-8107,easy
517832,418681,44239,15576,25419,9603,7611,3101,297129,507266,26588,42612,40141,15115,10100,8108,-68162,-469726,-12534,-36518,-36365,-12653,-8825,-7462,-220539,-478609,-23710,-41129,-39040,-13654,-9478,-7672,950810,682579,89198,-3461,31238,9771,10837,112,difficult
198439,40332,14595,4160,16840,4085,2485,1476,985973,265589,75626,28287,40489,14939,9018,5392,-935358,-215339,-35492,-22933,-2283,-10482,-5731,-3099,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,easy
573873,237824,17162,29704,24142,9633,4311,3590,695092,256792,17877,30239,22010,16379,6786,3519,-461796,-152251,-10302,-15574,-17114,-14227,-5727,-2814,580161,338344,13641,41021,42527,9033,4369,6188,-482021,-242996,-5485,-27051,-19018,-15045,-6068,-3162,difficult
391327,66914,37959,26563,17485,6557,4376,3808,279713,37959,11022,15173,7926,9104,2590,2012,-122831,50563,19762,29977,10050,-4073,471,4743,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,easy
412292,52529,10228,8426,17361,9666,9330,6317,1138124,150913,32823,60327,18582,27478,10953,9481,-1092917,-75518,-19990,-56405,-11620,-20649,-7466,-6332,-65486,-97897,-17906,-42564,18036,-9144,9573,2967,-1019092,-121737,-29890,-56733,-10078,-23643,-6975,-6127,difficult
1471302,315557,21393,50238,79885,51960,25983,9194,240574,33934,9523,10943,9171,6673,2704,1670,189685,380466,6205,10127,12709,18348,7288,4862,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,easy
1168930,137249,24860,15565,26253,21623,9866,9610,179329,25075,16637,6916,10406,7081,5599,2986,2044088,204090,16033,22129,31235,39372,12858,12283,-166171,13145,-14016,-5799,-6323,-3274,-4930,-2317,1090887,119287,22652,9618,22629,7529,4872,9906,difficult
358468,87918,18507,21105,11381,8156,2526,3020,207848,32429,4904,7640,4486,3609,2050,2856,-127869,19239,13364,2413,-207,583,-741,-1820,-145142,14228,12674,41321,11913,8756,1732,2328,724870,132999,14772,-3338,8978,4303,436,-15,easy
43787,77762,46886,7947,10596,11259,6925,4434,211975,69165,51816,22753,8576,15305,5260,3429,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-162069,-31354,-6055,-14717,1541,-1545,60,534,difficult
240132,15092,4335,3198,1894,1899,1610,941,982264,197456,71885,20801,25771,24200,13979,7598,-756543,-177835,-69531,-16792,-23750,-20961,-11861,-6384,-749041,-186693,-67992,-18693,-24786,-23598,-13445,-7154,-720811,-182565,-65127,-17325,-23096,-22344,-11800,-6434,easy
578723,52187,14226,13154,12460,9448,3116,1731,925297,94286,82281,16022,41248,28261,7253,6517,-775933,-1922,-61113,3290,-35375,-21043,-4175,-4746,-731747,-83727,-79426,-14087,-38091,-24561,-6601,-6050,467958,-40647,-63625,2192,-12897,-10835,-1635,-3561,difficult
85220,39829,26407,22321,7726,6798,3208,1625,235404,50018,7588,11225,8301,7652,1842,1032,-165581,6763,5790,10251,-1045,2613,3654,1799,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,easy
386806,46588,16942,6216,6682,5730,2123,1819,331063,97496,37249,23696,15895,13317,8924,7291,715984,-20097,-15880,-10522,-10124,-6908,-5870,-3943,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,difficult
251216,96892,28466,15995,8400,5738,3547,1430,395502,110304,39389,20315,21273,10750,3753,3163,-238730,-75081,-18421,3481,-6405,-6876,948,-2174,-158444,90651,5625,-8581,-17134,-5504,1065,-1466,-35684,-55805,-19974,-7859,-15079,-2656,-2630,-1560,easy
519052,54190,12180,9764,6835,5976,1236,1552,819521,204221,28689,35318,10308,12380,7646,7286,-304882,-166760,-14398,-31016,-4994,-7262,-6783,-5825,-463250,-164533,-24138,-27142,-1642,-8415,-5975,-6202,-133275,-118800,-10990,-18505,-3784,-3535,-6471,-5176,difficult
593960,77007,10651,18633,7641,4456,3807,1185,265209,37319,19396,16499,22306,23931,11903,2507,233550,26417,-6562,-3699,-12597,-21822,-9600,-1314,-99829,33694,-8067,7243,-12444,-20014,-9449,-1612,852531,58953,-11605,2859,-18953,-16590,-5238,-1041,easy
638823,177037,47168,40690,27388,28710,10274,6165,197022,76466,10358,16698,12982,10929,4302,4154,-60400,987,-914,-4750,-6068,4167,-685,-212,896513,36555,27726,36952,49284,25831,7858,3120,489289,264171,83619,39773,1,23344,10742,3124,difficult
105114,23471,22881,9888,8287,4853,1043,1404,300789,36314,16667,13941,15536,11370,2698,1899,-146571,-10173,6523,-9989,-9021,-8512,-2356,-1336,-230442,-26252,-3976,7713,-2915,-1848,-778,1217,-210011,-2103,16094,-9884,-9811,-9192,-1830,-1367,easy
96566,38969,12431,4980,8019,4240,1910,1905,233424,54242,26440,15877,15718,5727,3241,2555,-144613,-36506,-25630,-13772,-15069,-3131,-2181,-2291,-119361,-47162,-24592,-15106,-13531,-3979,-2703,-2025,-146600,37850,8196,-3813,5504,2649,892,2367,difficult
