delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
142363,31946,7976,4850,4320,10244,1032709,109639,14103,26462,30818,32029,-1003981,-81185,-732,-22740,-23023,-13974,-521212,-20168,-7501,-12782,-25712,-20500,-1025540,-105100,-12003,-26018,-29052,-19097,-1022040,-101803,-10001,-24986,-29417,-31150,-878957,-80209,-397,-21535,-25284,-24205,easy
1029470,187411,48015,33098,20259,24655,335886,210349,17986,19614,27683,21184,1403746,338232,171575,7919,638,25002,706716,-77757,1044,3231,4691,13639,274285,-125952,-7253,18658,-12227,-2112,1278955,-78067,-1163,53065,-3458,-4303,-195782,-171144,-14058,-15451,-26763,-14871,difficult
926145,151648,8892,20154,6617,23721,471101,89524,36473,11040,17280,18621,-409185,-68256,-35063,-5219,-13586,-12299,1585804,343191,-15677,5788,-10204,4344,262878,-35444,-28321,24020,-12721,37733,-177106,79059,-32627,17368,-13149,-10151,1012830,-7930,-26217,3614,-3654,5875,easy
1043572,408475,77876,39584,21407,34835,529579,91751,39978,32048,21156,22997,931806,-41495,82672,-397,171,42953,2430831,1726995,199527,115879,49086,64599,-463230,16004,-24374,-24135,-16621,-13119,-435166,-54379,-30435,-28057,-17711,-20315,105725,-63506,-37901,-25608,-13671,-14928,difficult
785266,163906,19090,5583,10449,9329,1643497,220671,202467,74042,35987,47497,-1490977,-205384,-190812,-72394,-33375,-45755,-1398866,-148258,-171174,-70434,-28572,-36660,-810266,-186962,-190051,-67292,-30901,-41780,-1606792,-215612,-200210,-72832,-34912,-45743,1015747,472393,-164638,-59344,72,-20901,easy
917308,194092,14511,14691,11150,20643,1105091,145224,18272,22977,11287,22808,255976,-42870,-4514,7408,-609,-14132,-121466,46095,-5552,-17294,-3190,-7491,-473940,-112368,-6950,-16004,-10425,-20445,87252,392240,-5294,3519,19278,34060,-686735,-38759,3503,-19058,-5737,-2818,difficult
100147,29702,7557,5070,3052,10054,530386,22811,3493,11461,2120,9854,-528132,-19010,1073,-5691,1741,499,-292133,4990,15446,3256,4463,-2114,-434880,20462,2563,-10146,164,5076,-493017,34083,2710,-9948,-830,5859,-403031,-6068,-1474,-9427,-877,-8320,easy
452077,104965,11163,19262,13506,10685,781839,56236,24263,9809,14618,12597,-582219,153246,-4646,2693,4099,3130,-661525,90765,-12426,4984,-9787,-3046,521028,45901,-11180,50245,23763,4783,-684858,-8803,-15015,-4521,-10799,-4243,-241238,-37462,-22232,-6134,-12838,-10184,difficult
450004,66576,11514,11758,7117,15727,148447,45372,20228,4975,5943,6178,36043,58989,4889,18718,4925,13591,-51403,-24545,-18753,-4018,-4971,-1756,-84327,-6779,-12447,-1503,-4337,7372,-124977,-106,-15568,-2684,-2258,26225,1732447,78461,-1690,23403,12511,2312,easy
662425,158580,20031,18764,8523,13407,1715396,148472,91825,141148,16412,68724,-1595519,-112252,-84711,-134770,-11218,-64569,-1300632,-49336,-86824,-137904,-11003,-66194,-1629336,131270,-81855,-117160,-5488,-32334,-352035,-21997,-57396,-101503,-6281,-59689,-387333,102855,-48183,-120585,-5454,-53801,difficult
486880,92250,24825,4003,6291,14051,1286897,156027,74791,41915,23742,36357,-1108481,-52358,-3127,-37288,-14259,-24081,-880857,-131984,-72111,-37301,-18955,-27559,-490368,30677,-56389,-35029,-19171,-16159,-902811,-51618,-50520,-38441,-12166,-11739,-617570,-113601,-67684,-41502,-22702,-31993,easy
736974,140420,30706,24769,17525,20620,331871,92193,11243,13122,16204,12814,1205543,309340,108833,61710,39564,49645,397754,-28252,-377,-6621,-7433,-8876,31156,-43082,-4428,-9824,-11988,6167,444261,21706,973,16125,-933,-3252,-53199,-18576,-7687,-3156,-12606,-4655,difficult
625932,90779,18798,11563,11693,20265,413738,123855,19778,22530,39040,33223,58982,-90255,-16003,-15966,-36015,-28171,99058,37466,-1584,-11211,-27810,-12961,-182010,-118523,-17234,-20433,-37826,-31024,484336,-17365,1777,-5800,-25170,-12205,600602,23299,28144,-1427,-9916,19573,easy
