delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
71229,109432,6170,10923,5124,11333,5006,2063,47921,32703,8985,13609,17943,11334,3673,7013,43315,85404,-133,-8680,-12509,7855,3744,-4335,3301,68054,-5497,3308,-13130,-7857,-1078,-5565,easy
630860,79725,12800,18579,5734,4594,3919,3685,768215,156797,46863,52875,41664,21761,14599,10376,-723788,-119849,-39122,-49931,-39641,-19914,-10206,-8061,449077,-34296,-29004,-18662,-32219,-14420,-11155,-5322,difficult
54923,11281,10369,9791,5046,4509,3583,2731,212538,31068,12361,7202,9221,5119,4032,1203,-186214,-19435,-11295,4821,298,630,2450,3095,-129017,-20139,7311,357,-8649,-1851,-3349,-39,easy
141130,30591,24362,4048,2134,10745,8189,2977,1473940,272975,12148,26313,18018,19345,9250,9703,-1221399,-231185,35259,-19592,-14825,232,6837,-4435,-1444221,-253583,-10831,-24938,-16943,-17432,-8960,-9017,difficult
61784,49255,19281,6591,7884,7441,3342,3605,458011,62976,24551,13792,7493,12716,7437,4544,-362991,-771,6457,-11042,454,-6145,-5373,-2852,-429463,-26671,-16997,-3361,328,-4406,-2817,974,easy
121235,19245,5107,3068,4758,3076,3546,2079,95448,21282,7531,4523,2638,4737,1523,1985,-37778,410,317,-1119,1898,-2274,-230,-816,89352,-4484,-5165,-1792,2342,-1048,4276,1003,difficult
62040,13309,3836,2737,4389,2969,1170,1146,161040,48753,7924,10117,18736,7104,2509,2903,-65335,-34994,-2380,-8821,-16564,-4080,-1311,-1735,-132665,-35895,-5797,-5940,-12131,-4191,-1367,-1779,easy
7016,7366,14207,5030,6478,6582,2002,2964,47151,39444,8063,8353,11055,6215,3385,2822,-42880,-38296,-4385,-5773,-10011,-3452,-2343,-1946,-37390,-25861,16672,-873,856,4186,-424,2230,difficult
200715,16076,6905,2891,3203,6690,3871,2792,688321,90189,17412,21698,8972,9028,8333,6901,-349738,-61024,-5083,-17332,-5491,-2215,-2517,-3578,-625475,-87202,-15932,-20283,-6047,-2461,-6407,-4641,easy
174919,15700,2128,2369,2354,2929,1034,906,164383,69252,12436,7991,3905,4529,1622,1303,93905,-48820,-9189,-4323,-452,1024,197,402,-72833,-58285,-11427,-6921,-2650,-4225,-1374,-1197,difficult
97201,10460,3767,13518,7469,5163,5428,4915,272695,109689,60589,8354,15456,13088,13034,7313,-267217,-99048,-55504,18333,-1417,-3795,-2697,2036,-83771,-99410,-58141,-8005,-14557,-12056,-12516,-6833,easy
1122487,166593,19077,18420,9337,3157,2042,2213,64361,18026,6969,8422,4516,6943,1883,2084,2110868,299572,29483,26007,13280,-1657,1989,2198,5383,-2438,-5267,-6011,-3639,-5915,-1672,-1941,difficult
132774,21439,5829,4374,4465,1883,1380,1278,184684,30433,8376,8925,4085,3792,1741,2014,73809,4107,-10,-4725,1453,-2229,-143,-847,-177630,-22095,-5085,-4377,-693,-1589,-579,-625,easy
23459,28307,30946,8563,7501,7424,1944,5007,413843,87946,20574,8568,12526,7426,2981,4090,-378455,-41684,-17388,-3447,-8063,-4995,-2005,-1522,-402313,-77595,38132,3436,-1988,4991,-70,3355,difficult
466986,32126,11876,5399,3228,2253,987,720,273425,54215,10700,19653,11611,6831,1786,3948,405718,-29424,2566,-12574,-7847,-4707,-683,-3414,-18597,-14754,-215,-15935,-8919,-4449,-915,-3042,easy
78850,11592,26674,5364,4384,6295,3413,4011,371212,56556,21357,6997,7041,12405,3514,3106,-369054,-48626,11550,-2477,-1590,-8639,1067,2093,-215670,-41303,-916,-790,-3725,-3581,-1269,-283,difficult
4347,5185,12525,17622,3620,6344,4241,2935,50259,19195,7876,4982,5333,6729,3134,3458,-47501,-14029,9678,-346,-2250,-2563,2671,881,-44324,-13992,-380,25626,-1177,1792,-458,-1927,easy
43515,66672,5810,4289,5137,4708,1113,1750,1008739,179129,11242,24648,22898,11747,9372,4859,-926753,-52115,-1082,-19250,-14000,-4627,-8053,-3322,-1003695,-172800,-9782,-21468,-21523,-9451,-8465,-2897,difficult
50618,25595,9228,10138,4180,6234,3566,4472,364467,36714,9784,12582,3269,6844,6232,5494,-361487,-33168,-7485,-9637,-2426,-5200,-4488,-3744,-266212,10930,6373,4749,4248,3980,-845,1699,easy
111022,51597,5388,5349,6118,3609,1060,944,62294,39626,20494,7485,9200,7458,3816,3039,86297,-16865,-14941,190,-1854,-3193,-2946,-1847,11159,40806,-15272,-4463,-4311,-4506,-2566,-2344,difficult
138129,4566,3922,1610,1618,2172,898,995,924984,261817,39452,30841,25806,19456,12159,9791,-911793,-254413,-34229,-28914,-24121,-16018,-10898,-8455,-661918,-260090,-36832,-29549,-24255,-18550,-11625,-9137,easy
496170,76372,22780,7746,11416,22077,10420,13841,575790,257662,17946,19666,11977,13774,9374,6168,-543198,-239926,-10325,-12319,2467,7708,-1950,13784,383958,-122654,19993,-11521,-3589,8898,4042,1561,difficult
9608,10930,8990,7853,4119,2949,2417,2465,177356,17733,4205,3435,6191,2123,1026,966,-167216,-11416,103,898,-4013,-741,-142,161,-168280,-2190,9466,7938,-132,2392,2924,2837,easy
59038,10853,5329,2062,1587,5738,1433,1442,297732,113548,21211,10426,3337,5482,6902,3239,-292234,-107902,-17967,-9073,-1782,-587,-5704,-2007,-185155,-97489,-13798,-7655,-1719,1099,-5234,-1587,difficult
98289,27088,9250,10172,6772,3288,1400,1494,188218,44855,10673,8027,3379,5735,2295,2401,-54825,-1724,6169,8741,8281,-2696,-389,-69,-125034,-33810,-9016,-4451,-1496,-2198,-1402,-1746,easy
167354,159563,13048,17741,23771,10890,11889,10931,387369,20649,12536,12616,6095,13674,17353,8996,-56632,290494,10895,21137,38170,4812,3261,9733,-383398,-12667,-9872,-10888,-2819,-10381,-14190,-5863,difficult
65889,15485,28130,9589,4106,7487,5908,4458,115372,52227,11074,7170,4935,4789,2855,3008,-9774,-29758,6117,-2676,-1985,-116,342,-1951,-89192,-43726,27995,7513,327,5511,5763,4851,easy
