delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,state
139230,56762,19855,11704,8901,13156,178043,95504,6758,18414,10658,12049,-52050,-80675,-1194,-12990,-8135,-7327,189535,86619,42835,4792,7492,17962,-118128,-75736,8254,-9506,-7863,-5139,-174611,-85178,2494,-9138,1477,-1070,easy
419397,58207,10746,10584,6426,6018,268899,11091,3542,4311,2161,1714,1199079,168700,31804,27316,12534,9430,-125891,24658,-1040,-591,-261,6129,-220970,-1505,-748,2048,311,1306,-250227,-3391,-1199,-3680,4474,350,difficult
89340,17656,9342,17276,14316,27907,114985,22692,5296,6886,6733,8826,-68553,-4073,-883,5712,710,46679,-88529,-10056,14363,24192,15279,20836,-46375,-14246,1345,-1015,-3022,2252,100878,8231,1359,12669,17365,6558,easy
111091,25305,10892,6640,9183,21643,153443,13260,3993,5925,3597,5036,-125827,-6121,855,-2599,15462,42079,-149117,-575,2779,29,1339,11830,5164,37937,1904,-1009,639,-2020,100372,16940,22057,6438,4904,14540,difficult
943005,100848,28423,24927,26709,52760,50548,17289,3043,9496,7251,12491,-19145,17758,18205,6989,15206,20224,286713,-1108,16334,-6541,1913,-1952,1224928,79217,66471,22945,18966,42443,2077331,238368,511,38332,41745,100362,easy
335074,13262,7488,24908,4738,10732,429270,48016,16585,9299,7118,16836,717237,-28634,-7670,-2908,-3838,-4825,-314460,-28898,-5279,60099,3129,3808,-410252,-40021,-10392,7904,-4229,-13100,-369311,-41464,-13049,-2661,-4582,-10300,difficult
29663,12594,7533,8551,6786,12683,99027,25088,19708,16807,24319,22880,-94870,-3163,763,-527,-12351,-1905,-84619,-4565,-18721,-2108,-16576,379,-90120,-21209,-12827,-15795,-20399,-20357,-7846,-21039,-17916,-14594,-20808,-18907,easy
181422,53283,20909,13396,8381,15045,484944,130304,30280,9258,27478,19984,-291454,-109571,-24592,-5883,-21352,-15211,-377202,-102175,11214,5483,-13321,10681,-286242,-18645,-7405,12470,-17495,1684,-259191,-77693,-16700,4483,-24222,-16912,difficult
106711,32663,43392,65248,18705,13994,64257,59022,8042,11031,7991,13810,293577,47947,34722,90312,24282,7241,-33449,-53953,107601,43055,7772,-3111,-43250,-53808,2094,36747,953,-4928,-47063,-45623,-3018,46753,9849,1535,easy
395636,15576,8788,29074,12886,16877,44491,51157,11274,5580,4398,12857,1444560,-34202,-5970,58147,14121,1612,-40331,-36037,-3019,-1592,5812,3430,-32825,-43912,-740,8932,6903,5057,33174,-28173,-216,28488,7115,5982,difficult
103916,43472,13668,7395,13686,14304,114227,103906,8259,10729,9671,16637,34172,-32722,1929,4699,-5542,-10030,-63848,-57957,11643,-5438,14484,4912,-63848,-57957,11643,-5438,14484,4912,52281,-93099,-3578,-7160,-7366,-9127,easy
90240,31550,14719,18543,7629,16673,444114,49836,16508,14781,11675,21914,-207818,-38349,-6194,-12052,-9572,-18067,-329868,9111,10733,12421,2040,12311,-434315,-9116,-3498,26219,-2275,-7342,-443495,-34791,-8196,-11539,-6378,-7868,difficult
524325,52541,8851,15969,17184,17770,807233,169249,33225,27029,27984,30248,1040742,-10120,-21952,-10252,-7245,-2886,-727914,-158411,-18434,-21527,5320,-8607,-697976,-153902,-26172,11878,-15660,-9126,-746485,-144398,-30937,-24341,-25614,-29293,easy
253246,38682,20024,13413,13628,13158,758544,272866,33718,33448,29924,32183,-44591,-193795,29036,9054,2073,-11832,-616897,-214226,-20659,-28649,-16693,-11151,-674686,-271364,-31380,-31000,-25313,-28183,-685020,-257353,-31772,-29546,-25250,-24935,difficult
166586,13673,3831,8292,6239,17784,279278,72636,10885,13154,19585,13789,-264911,-67412,-8994,-1675,-12718,-10386,-272924,-59929,-6804,-8674,-14346,30995,357196,-38119,-2624,3028,-12981,5994,-270130,-70392,-9796,-12129,-13338,-10622,easy
144444,38045,15163,11840,11083,29245,142684,179292,16725,30291,14026,25373,-109682,-166546,-14765,-27555,-11473,-20151,-8056,-150663,2263,-19833,-8489,-15985,249805,-89306,-693,-9935,8505,52304,-125027,-158475,6948,-16483,-316,-681,difficult
78470,15207,12133,13967,6313,14852,143526,54696,13692,5699,8764,6507,-105576,-30765,7555,7045,-2405,9462,-142512,-49738,-8092,5466,-2704,6962,-119652,-35521,-2562,16087,-2008,6996,107516,-41934,-3139,4475,-2687,9961,easy
291722,27226,10487,10059,5984,12786,260427,41090,17561,15327,6961,10761,-94636,-21604,-14261,-12979,-3426,1460,-109279,4483,943,-12378,-4161,-4435,-191136,-32257,-12471,-13781,-3448,-5030,520229,-6079,-2507,18065,7127,16103,difficult
1351488,207493,42430,45993,24543,54304,936837,249007,60391,45562,47259,32112,-176235,1243,-25341,-33301,-20691,14898,31476,-139444,-44616,51730,-23839,49480,-741850,-235636,-43047,-38282,-22933,-21034,2545213,207782,41160,21577,-23403,45423,easy
560019,56805,22395,14148,19599,17859,762992,58739,33102,25329,7406,18498,1146136,95193,34311,19435,61640,28017,-642108,-49370,-32008,-23711,-4489,-13936,-609840,-12917,-12531,-18698,-3474,-503,-706079,-40643,-32600,-21749,-4904,-16134,difficult
38631,15683,10813,18516,15824,37966,52325,35911,13560,21277,32640,33598,-49385,-9564,502,7701,-22929,215,-13709,-25146,-10613,-13533,-7824,2913,-47673,-28995,-12034,-17232,-21382,12749,55991,-17206,11155,12021,-15130,1596,easy
354643,107280,22694,6163,14326,12879,285322,194646,20541,13694,25983,21472,345251,169103,53270,5096,18234,9986,-154124,-166603,-11736,-12020,-20324,-16063,69166,-167315,-15977,-10632,-21687,-17085,16992,-184651,-16947,-12567,-22853,-11210,difficult
461620,364857,25847,15535,23258,15493,519744,67144,20266,19546,10847,17175,856552,1248611,60444,5147,53150,21106,-486680,-35183,-16960,-18369,-7957,-13823,-179564,6639,-3594,14018,11620,-835,-422804,-29214,-17565,-16841,-7169,-13175,easy
827485,33772,13395,7905,11117,26758,632243,45948,26065,20672,12786,22866,-21904,-13416,-3324,105,2412,29501,-574077,-30568,-21674,-19158,-9907,-14120,1650824,254,-1320,-15834,314,12660,-273877,-4976,-24364,-16183,504,-12475,difficult
10469,6848,3147,5981,6824,18038,47497,63880,12389,20504,19940,36898,-40491,-54371,-9648,-13511,-10809,6323,-43198,-61324,-7035,-6952,-12047,-17183,-26364,-51322,-8556,-17529,-13378,-31389,-38058,-61112,-11731,-20099,-16231,-33191,easy
1115967,194426,33439,16705,24069,38714,387283,183311,18553,7730,14530,16620,938870,-120737,-2372,3232,32503,51906,787050,-114931,1771,2552,-8246,-5717,1077118,381676,75730,32427,17306,48240,111698,-101548,-15585,-2312,-3409,-6054,difficult
273861,32566,4901,7537,11863,17666,593690,211674,35045,11047,16462,32110,393566,-114964,-32216,14351,13005,10877,-541415,-203133,-24360,-9621,-9069,-22984,-540422,-196164,-33119,-9815,-12893,-27913,-591047,-202173,-30881,-8956,-9441,-17758,easy
1337196,176504,82744,63313,94784,55804,197930,92412,20606,7772,23267,20093,372620,60577,-10501,16947,-241,-11483,3113948,24430,172903,55935,104152,58519,803669,185754,43371,55911,119856,59496,266827,65605,42779,93370,62302,36311,difficult
691697,162640,18904,12572,13494,12584,569605,176548,36511,47561,30971,37758,-514609,-155407,-33851,-44277,-30023,-34410,-70700,-137473,-27591,-41274,-11922,-16679,-104677,-67005,-14843,-33067,-8540,-27508,1178354,304253,5858,-21337,-19425,-22099,easy
44005,15987,3337,3797,3731,6352,64079,24838,13496,11083,16433,17237,-46474,-9550,-4930,-3001,-9801,-6649,-19490,2971,-11198,-8418,-12636,-7969,46098,-6322,-11431,-7269,-14633,-13484,-60432,-22504,-13078,-10455,-13739,-15439,difficult
395099,44626,7119,11961,6220,13896,34873,30137,7635,9836,12704,13121,780598,81472,-4740,18784,-9079,3655,-24749,-13451,-1280,2097,-9628,-65,22612,-10038,6820,-4652,-1419,-3304,662444,-28,-2863,-7731,-5811,2815,easy
215506,38465,16204,11834,16413,22993,32811,27418,15128,4855,9776,27349,-18111,20791,16502,17139,17792,-12038,-8765,-3143,-5687,2454,5749,-16789,748821,45772,7873,12233,11503,37219,8833,-19231,-14386,-3910,-8497,-25816,difficult
436079,168977,23081,64937,35509,45126,415227,93471,36361,19580,18704,13738,1051824,452405,3399,157660,51870,57881,-248227,-41076,-17986,-14062,-2263,3471,-407344,-85364,-21331,32750,14028,48655,-312844,-23943,-17204,5078,3586,15543,easy
69594,25138,3993,7947,8557,20499,140529,69514,29569,36141,23815,27601,-42705,-37721,-26080,-17865,-16219,4872,-139484,-66769,-27366,-34951,-19144,-20478,-119736,-20261,-21605,-30969,-4763,4139,18184,-52755,-27254,-28991,-20905,-16942,difficult
482312,55602,10263,12950,23505,44802,778686,105321,31135,15793,19431,40199,619727,51526,-4905,17493,26502,-4651,-652271,-87587,-26728,-12947,-16492,-36166,-411589,-71885,-21776,-8604,7846,65224,-741362,-90929,-30081,-7313,-1561,-5997,easy
24761,9074,10846,8059,27851,30185,14027,24056,6261,14769,17755,30440,66127,-1301,15316,7698,44585,28294,-5281,-23159,-3724,-10687,-14824,-18584,-10830,-19785,5636,-11542,7822,143,-7080,-15685,1113,-12308,2800,-10874,difficult
487461,54518,13585,10962,14497,11106,1385318,100205,36497,17721,12823,19472,-1007323,-74092,-24521,-11064,-3753,-12209,-547026,34604,-9380,-5284,2270,-11239,-1207402,-84721,-33832,-14926,-4350,-14958,-829679,-58539,-23917,4239,12529,4941,easy
5653,5183,7161,8428,13120,32602,186766,16944,11621,13276,31399,42759,-181305,-11377,-5551,-11168,-25361,-29982,-179176,-9841,611,-5202,-20502,-26974,-178864,-13223,-6459,-3366,-10247,22414,-185107,-12602,-6441,345,-17005,-6086,difficult
98993,38832,4440,9318,4934,7555,188055,132033,8556,7247,5219,11544,-72403,-125339,-4990,-3135,-3923,-4022,-87910,-8728,-1888,23236,7944,6971,-12194,-112816,-4271,-5988,-3618,-9806,-183743,-125921,-5317,-5828,-1542,-9101,easy
156923,25335,15899,13125,10880,7660,41055,64816,20378,19452,15241,20587,8419,-26870,-819,-12458,-10352,-14108,53178,-59187,2558,-6330,15469,-6708,183681,-37341,-4757,4066,-12831,-14191,218193,-34528,-14899,-10588,-9729,-16702,difficult
452206,21008,14651,8043,9131,10065,28980,8457,7052,19582,12125,41473,5999,34678,7334,-14829,-10003,-38027,13366,18472,548,-19010,-7087,-35920,1699366,3544,27920,6148,10671,-14264,-25829,-6491,-5407,-18466,-5556,-37420,easy
302744,128598,15810,17598,40312,26645,122527,117603,8733,20272,15746,18621,223341,114035,35654,-12015,3220,-2810,719352,119178,-2211,-1924,80466,6802,-115861,-105490,-5956,12219,13230,11360,-105965,-83744,819,-8975,1348,16744,difficult
202218,21108,14863,6515,5726,11828,94178,11061,5236,7042,7017,8949,635222,14199,1367,-4672,-4446,-3731,-88927,19328,29222,1839,3154,11983,-92362,-425,3246,2892,102,9037,-21773,7087,4671,-2166,-3973,-5772,easy
131630,12008,4037,4862,16910,14927,153412,31458,10201,10948,18955,14678,255817,-16680,997,-7183,-8411,-8725,-135739,-12715,-8540,360,11785,8086,-131589,-25248,-8282,-7340,6562,15572,-75616,-23156,-8833,-10182,-18118,-13936,difficult
163776,28784,8413,21183,13637,14054,79196,29025,9421,12500,10750,27055,20164,-10753,-6801,-10396,-9120,-26151,-42980,-23168,-8351,-10529,-8841,-24816,-10011,-10393,11311,6454,17418,-2695,371146,43348,-191,49203,12091,1658,easy
8691,7456,8349,6520,10935,27637,530780,46920,18097,7289,19479,42570,-525137,-36966,-5136,1513,-11984,-26309,-516543,-38384,-13247,-593,-11650,-18506,-523114,-41449,-9338,-1572,957,-1846,-523564,-41056,-11270,-2423,-11498,-13070,difficult
941150,151020,22027,19385,15602,15458,587350,21963,10754,5383,4271,4324,-381909,933,13250,-2788,1052,-588,995050,300991,41316,29477,19943,26184,-150035,119039,-379,5431,1685,4390,952092,95264,-9094,23886,22643,14548,easy
267181,37070,16671,6503,26978,26061,19733,19835,15998,8687,15122,32036,-13868,-9936,-3553,-1904,28336,-11300,37552,18658,15716,-3416,10294,-7201,-10523,15151,-7334,-42,17077,10022,976630,45068,-2136,-3373,-8283,-15421,difficult
237079,63469,14020,22924,7277,17360,501693,107359,9252,16677,17041,24930,-443841,-73559,-7282,-1342,-11197,-15443,-37932,-35583,448,3289,-14520,-18722,-474646,-87655,-6695,1736,-10157,-17185,-102036,21236,32600,21306,-3181,21071,easy
51189,27985,6173,2933,7640,13808,110308,29084,4013,9551,10422,15753,-10671,-16191,-2344,-6076,-9146,-9200,-64364,12553,1922,-7539,-4082,-8548,-64364,12553,1922,-7539,-4082,-8548,-97078,-13312,7139,-5319,6182,18514,difficult
64350,8496,6922,10907,2944,5614,320309,28069,10469,9977,13365,27276,-153056,-23117,-8315,-8775,-11965,-25360,-252664,-11008,-10248,-7840,-12591,-26466,-308127,-22545,-2664,-4040,-8962,-15613,-309990,-21621,7040,24373,-8168,-19210,easy
66230,17020,4798,6529,9049,19526,290747,69778,10971,12315,16352,32024,-289795,-66828,-9144,-1324,-11997,-25788,-285443,-59478,1110,-9113,5475,-6382,-288421,-51822,-9331,-2932,-13146,1698,-34411,-32906,-7328,-9774,-9545,-19519,difficult
13709,15717,6268,6259,15657,19519,7845,9251,20651,8672,17042,20361,26772,13107,-18686,-5828,7009,-3180,-3671,8235,-14616,2073,-4356,-8815,-4932,6398,-15371,-3190,-3212,8782,5287,-1876,-8859,-2709,-4982,-154,easy
107329,38264,3716,4869,4229,5588,576735,311160,88851,30107,37037,16152,-234833,-221576,-79408,-25255,-30354,-8326,-565093,-305483,-88630,-27276,-32060,-11701,-508166,-259751,-84469,-24280,-34126,-12085,-569532,-304773,-88035,-24140,-34693,-10144,difficult
236560,23094,12372,10479,24424,24655,235322,56861,43111,16065,21022,27906,442480,-32825,-20759,-1158,6509,10262,-197886,-38614,-33185,-4896,9426,-122,-221607,-49652,-31108,-3608,11918,-927,-18034,-13976,-37903,-12682,-14247,-22218,easy
458418,35447,12277,7451,24692,36119,224668,20835,4296,4685,2454,5996,-151917,-10826,27,-1378,2084,-1300,-130516,35240,10167,7271,61863,58469,-214888,-11522,10406,-562,5625,40192,1432320,45554,11325,5733,19380,23132,difficult
230213,92853,12797,9308,11337,6778,37710,28425,15950,10693,8349,12181,3542,-7743,-11866,-3445,-1563,-9456,815573,292146,5279,4073,13261,-1658,-22060,-16845,-4225,-6138,-3870,-9100,-27043,-9847,-1802,-29,4122,-1398,easy
100794,21436,4075,5272,7878,17174,621568,40610,8168,9101,20538,24394,-612949,-35207,-7209,1393,-10882,-2108,-613048,-29925,-1100,-6585,-5619,11585,-393179,9857,-2364,-8630,-18086,-17292,-463921,-21423,-5699,-1496,-16053,-21067,difficult
673192,42191,9425,7009,11002,18479,604202,84604,115713,119790,38512,62603,1964154,1637,-96734,-100174,-18579,-36987,-581981,-69402,-104979,-116783,-26084,-41781,-511402,-29200,-108898,-115016,-35142,-55875,-594811,-72686,-114543,-119151,-30235,-41853,easy
413684,136685,15470,18832,22734,24543,294686,53506,9922,5563,7439,15649,-289152,-45343,5399,10377,10206,4405,-285967,-46250,-2180,9059,6923,15654,-225857,32012,13576,18744,21717,8428,1276966,392295,5397,14894,22332,7090,difficult
71677,53360,10552,13487,8668,12622,529291,22208,5630,13178,7580,11267,-519083,-9431,-2643,-10276,-9,2078,-282248,108101,22796,-1478,-4769,-6699,-504895,31087,1742,13693,2797,9203,-524230,-5148,-2208,-705,6332,836,easy
66785,14886,16989,9958,9794,14585,72853,17865,15173,19471,19127,15216,-13006,-3400,-5158,-14867,-16142,-9031,-56347,-2175,24367,-1958,-7265,12992,-60632,-12155,-8813,-12402,-710,3552,105712,5813,-3131,-8824,-13215,-10038,difficult
197016,36624,6300,4052,7156,16388,80665,55048,8376,10534,11922,14430,651599,47770,-4487,-5893,-2673,6103,-55621,-47699,-6743,-8358,-10261,-8561,-54454,-29115,1033,-6699,-2452,-1467,-76121,-44652,1892,-4978,-3680,11757,easy
48871,19283,12490,9091,14612,24902,173001,28216,9821,11942,8682,16241,-133663,-761,-1581,-7551,-1866,-10667,-68230,-22210,6244,4508,-242,8867,-125994,-17001,6117,-9204,16055,20617,-168633,4238,-104,843,9771,15825,difficult
316316,45285,12537,7942,16208,28337,81727,44051,18010,5996,13017,14860,716821,-27084,-12863,-790,-8439,-5849,-28774,-36507,-16015,-2890,17496,19696,-59545,-15951,-10208,3394,10296,19777,309852,84478,17195,8068,-6589,20283,easy
534016,45878,5273,9618,16200,24580,104040,11626,4200,5946,3813,3987,-54282,-3321,-316,796,3518,116,1966849,133291,4484,18354,33655,65882,-99804,-7377,-2127,-4702,445,1856,-92859,14415,2249,240,11930,14519,difficult
336120,59935,24149,5225,11543,25880,53933,20006,8545,7943,9412,14056,-11450,1500,4255,-3931,-4956,-9753,75564,44845,1139,-3662,-3998,-5393,1103759,118149,30250,-918,17038,32029,-39125,-4779,26771,-2363,441,30414,easy
7707,9160,5330,6882,12734,28572,47105,17474,8523,4877,14690,25257,-36769,750,-6350,9212,-2742,-905,-42206,-11471,-3347,-1106,-3782,-12896,-43207,-12043,-4889,-2449,-7645,23566,-35409,-10494,1812,2362,6346,3495,difficult
112014,21303,4237,3369,5218,7189,417380,189250,23891,24463,27266,45785,-338122,-139402,-15151,-18533,-17297,-35032,-225063,-181113,-19488,-23657,-24106,-41894,-402743,-183444,-20170,-20761,-21629,-38272,-255536,-167831,-23808,-21424,-25162,-39185,easy
106597,50979,13852,10254,14169,21814,686696,191794,33409,13150,34542,27762,-581975,-180249,-30297,-11394,-28117,-22069,-643659,-162967,-22311,9885,-18421,10298,-661815,-168285,-2795,-2079,-3518,7487,-432948,-51760,-22826,-7996,-31438,-19508,difficult
739167,183875,26328,21958,32972,13399,364180,28849,10644,13169,14574,43056,229985,78348,16581,10973,18465,-24385,-63727,260070,6941,17815,28442,-27256,1584607,170248,6673,11569,13394,-29686,-250916,111439,32539,-5203,13292,-37300,easy
301984,19831,11158,8524,20501,21311,124045,32748,5535,9858,10927,8813,1072258,3447,363,3358,-185,6091,-113616,-12239,8914,-5292,-3094,25059,-123366,-27458,10686,-2616,29501,-247,-123522,-15419,2528,-786,12073,19089,difficult
397759,85342,18106,32382,16297,18786,116142,11364,9052,4579,6437,10183,78123,23274,-6303,-641,-3350,-4327,24506,67257,11593,65887,39160,14423,929871,209426,27555,47950,470,28756,93969,-4047,3369,-1985,3161,-4440,easy
261640,42964,22920,17782,21587,23434,1080362,222680,39734,37093,17168,39084,-1064512,-215305,-39072,-19961,15846,-11500,-168330,-152568,-19122,-22618,-3582,-7344,-966763,-137479,27663,-26309,-2408,-20377,-1075284,-213512,-36724,-8356,7818,-23379,difficult
1078221,54858,8457,7707,8748,21672,466669,25137,15964,8951,8962,23830,-436295,43358,-11741,433,-3402,-12626,3141027,72718,-1065,3987,12953,45225,-374809,-20881,-12380,-7608,-7659,-22893,116285,23689,-4841,-1788,-2748,-18340,easy
62358,19373,11118,12324,10037,20480,196078,54401,18176,41595,33409,21220,-99040,-28408,-4631,-33047,-30312,-16875,-78321,-19172,-1676,-35547,-28611,-8168,-167028,-46639,-11481,-20648,-10498,14243,-190490,-45892,-10444,-27844,-24068,7840,difficult
138816,33711,7229,15002,12407,30772,114844,65230,11185,4953,12842,13070,-40719,-25078,-10758,4001,-8594,-6281,351833,3532,7898,19345,8932,33508,-109595,-51867,-3892,12628,-922,18944,-105631,-52665,-9072,4221,-1157,24636,easy
224110,24982,6343,16900,14196,28374,512202,35113,31263,18427,7668,12803,105745,17738,-21320,20458,7691,25328,-249335,-4284,-29251,-12837,-6500,-8627,-501938,-29945,-26954,-3654,18539,27376,-506840,-24032,-22155,-10075,6383,18205,difficult
82818,30588,4532,6960,5788,12790,337830,68321,14975,8344,4407,3348,-274058,-39952,-7060,-1387,692,5949,-185735,-52614,-11929,-3880,-273,6630,-314731,-46478,-11432,-1022,655,52,-245525,-11888,-11353,753,4451,25136,easy
280556,50074,20579,17909,13862,21043,98192,12329,12618,2621,5304,7625,594824,114971,53166,18872,11612,26407,79423,37489,-10494,24811,12207,7543,89083,-340,-7039,16699,5900,12000,-33873,-1142,-3791,769,4513,7721,difficult
718567,77200,12918,13788,17695,22097,753509,290832,86323,119058,69554,87868,-206476,-268670,-84710,-113834,-65935,-83697,120246,-261487,-65425,-105458,-63858,-74319,-482850,-206165,-80113,-115709,-33987,-76663,429312,-118208,-63373,-86081,-43657,-28404,easy
463873,32845,21441,21228,22781,32393,429219,126302,26357,29909,31888,24387,898969,-112239,-6506,1125,-7283,17473,57183,-39380,27701,-1970,-21681,7602,-392084,-97572,-18083,-12708,10759,1861,-425451,-124636,-22775,-21170,-18225,5089,difficult
233931,43027,12638,27342,18593,18756,255867,43749,5513,19028,8972,12742,155757,40548,20243,55157,40782,17799,-137723,1707,-3591,-9918,-4841,-7208,79882,-6331,16891,5907,11316,25264,-185662,-38811,-5043,-17889,-8774,-11799,easy
796209,163095,23645,18105,24294,43898,383196,77530,30755,31757,6869,19573,-336150,-72923,-28991,-30464,-4723,-16978,823413,94577,17631,-17746,21433,65988,770847,356093,-5251,19631,45789,46338,393941,-35489,-11829,-26028,7202,1953,difficult
108738,32675,24752,14719,11666,11889,395303,48724,27221,51502,8579,13366,-386517,3482,54298,-42163,3791,-145,-294753,-7634,-16080,-39988,-6795,-10662,-388586,-26429,-22503,-21484,3082,-6508,-76404,-33616,-25592,-43496,12270,11405,easy
558520,83985,13458,22958,31326,25756,1223754,112930,31771,54481,19140,31704,-1062187,-43857,-21279,-49272,14103,4251,774524,119316,-14986,-19735,33324,-2079,-1189078,-95298,-16918,-31098,-8804,-21750,-1184194,-95940,-20070,-25987,10121,-4215,difficult
692978,299035,33250,36285,37179,17660,889487,177629,36773,40891,18885,20037,-82552,691647,78977,-14856,83122,16029,-225277,28924,-29788,14911,-7667,-6689,-696304,-159752,-35398,-38271,-17065,-11159,218095,-75197,-27883,19793,14785,-7688,easy
835923,76911,48748,20363,23355,34200,848680,52141,10182,16530,4175,10483,-213215,-32380,43662,-7903,18093,-3023,-241548,30770,3204,10855,26545,34463,-696697,-38558,-6890,-14529,-520,2570,1100433,139248,114288,26908,32601,60857,difficult
304821,38226,8140,9282,10326,18812,72143,51997,12486,6398,10506,9347,73977,-5306,-8484,-4137,-5202,-5290,654850,-13895,4075,8472,1602,40105,48020,-7760,-5604,5335,-88,-771,153864,-28125,-7373,1865,2966,3816,easy
117222,22372,13586,10171,11382,21591,1439009,200916,27031,24220,36083,40299,-1243328,-190613,-21177,-12510,-30564,-26872,-1313949,-190596,-17276,-8445,-28435,-29719,-1373869,-163074,10273,-14007,-8748,14454,-1356004,-169894,-25602,-21233,-31056,-32695,difficult
