delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1151511,184633,14989,16700,20995,30359,32227,14124,-992975,-112094,-6424,3478,-3829,-4765,-17322,27488,-1145644,-175235,-9576,-3078,-9175,12524,-22158,-1417,-1142164,-144037,-9772,-15034,-13565,20351,-14436,-883,difficult
801077,66024,15735,10883,22211,28948,27561,15657,-406321,-27454,-13778,9696,-14007,20073,-11208,17110,-522588,-37358,705,2558,-10658,-20321,-16131,-13166,-734642,-33774,-8242,24933,12422,-2329,4164,-876,easy
383693,98520,21148,25707,16493,51321,16653,15544,2169187,68264,1086,-16066,9164,2891,30151,8130,-225537,-76417,-12583,-16235,-11550,-36700,-7028,-10408,-323243,-71542,-18089,26716,271,-26490,-2762,11019,difficult
631136,104782,54362,17681,37234,27825,24009,21470,162606,-64531,-39950,795,-27356,52523,1542,512,-514815,-11089,-44717,21542,40089,4105,-12516,7225,-41424,66548,34565,3745,-20949,21969,13195,4625,easy
403504,113329,20594,27758,20636,41209,16405,34183,309890,-72258,-15663,-22941,-13494,-26036,-7434,-22404,259424,-55959,-1917,-12872,-14135,-30406,-10660,-28193,425960,-36469,17469,17501,-12313,7111,16949,-1569,difficult
611468,158209,14044,53485,30887,28965,28424,21071,1198800,-77044,2228,-41723,-22843,-20321,-23846,-18211,292306,-126040,12767,-21425,-8046,-16993,-22290,-14864,188303,23997,48833,-33013,-15082,2910,2111,3938,easy
938633,205117,13317,28823,16933,30345,28592,24856,-822481,-81877,-6530,-11782,18981,32161,51503,-15914,-163549,-111743,658,8820,9739,13848,32665,4390,-805995,-167802,-8084,-22417,7884,-8410,5093,-6539,difficult
363637,71536,9003,9334,13966,14072,22752,7986,2158238,68497,39946,112109,36740,116157,15198,16866,422043,61277,-794,18449,4123,-2025,-13218,-4820,326727,-48302,933,-3665,-8493,-798,-17677,-3894,easy
984710,166554,67998,22724,50668,56172,56027,17556,330713,-63016,-32897,13520,-4400,-35191,-32648,-2499,-979661,-142284,-58559,-19248,-33976,-17408,-39925,-6665,-931686,-110757,-27325,9454,-28983,-17354,-40254,-548,difficult
280522,187590,15252,16585,16528,45540,12805,10297,-203859,-162262,-13560,-15759,-13971,-16359,-6842,-6347,395045,-16393,-7718,12567,-5554,30321,32639,25727,196175,-157879,-6778,6041,6799,-22385,4466,-1784,easy
554056,180472,42463,37685,31500,57004,30947,8111,-436158,-155707,-36045,-36588,-27765,-44046,-17747,-3614,-271395,-118100,-19879,-12048,-17647,-2791,-11553,625,-540780,-176402,-22837,-18342,-3061,38403,-16924,2710,difficult
569709,304551,36002,31087,23301,47522,21013,13715,-424417,-288390,-34362,-29185,-21774,-37012,-15123,-10106,-532368,-278757,-29034,-23080,-14769,-13594,-10199,22389,-500354,-275557,-32534,-20813,-18939,-32253,-19112,-8084,easy
493053,84683,12641,16497,12706,47234,12090,17425,-390785,-42904,19425,1109,37573,-13906,-4434,-2396,-461331,-75355,-2986,-12570,-9516,-25885,-6260,-4770,241285,-38234,-7553,5702,11552,-20067,-1756,-5998,difficult
248061,47923,12550,19422,13550,45860,11675,14882,-139636,-10104,-3855,-13692,-11068,-19555,-3348,-11874,-242325,-32137,2539,-9993,-10109,-4117,-2244,11852,-234023,-29831,-10992,-16068,-11245,-13428,-2735,3982,easy
192765,28031,9027,12145,20678,14485,9168,6364,-187251,-14461,11370,-3904,8292,5420,6952,15549,1468527,49211,6034,6503,1443,6017,19758,22842,2799169,389177,22034,-2314,6123,31353,6732,3410,difficult
596882,61824,16673,17749,14866,23181,16827,13577,-528443,13352,-5629,-7200,28998,8,24547,8837,-541195,-26354,-10992,8775,22783,28048,2246,-6555,-394555,-16546,-15434,-5126,-5388,-16831,-9005,-6290,easy
388816,50851,23953,15850,11843,15011,13016,13073,-125287,-32651,-18920,-10433,-10833,-11508,-11563,-10946,-292458,45578,-5729,-5393,19185,24953,489,-1474,166804,203716,-19749,-14150,6984,1925,-489,386,difficult
282866,86024,18068,9114,6233,19534,16093,9190,-181328,-69350,-8854,-7768,-3326,-9149,-6386,-7790,-280039,-77757,-6613,-1589,802,16809,-7410,1321,-280685,-69070,-12958,-2223,8888,2944,-8900,7534,easy
513663,89783,14304,7872,10651,19264,19871,10148,-463556,-64970,-9574,6192,-809,31994,-3447,13437,-426336,-2969,3776,11580,-2515,25151,-2373,8273,-495449,-58715,14476,-6663,11756,28981,767,668,difficult
307671,43924,5987,3536,7964,36488,12326,6946,-269113,-37840,239,-1109,-3577,17065,3768,2557,-236345,-26489,-4397,-2751,-6160,-31929,-9881,-6118,-192552,94551,-2753,2837,-897,-1323,14272,5634,easy
168437,49472,7254,11828,11150,30104,9924,12256,152788,75031,-887,-1444,-2941,-24262,-3115,-6560,324451,189572,74895,28369,6687,-1154,8110,1390,-146898,-12446,6293,21283,4381,-14481,4444,-3909,difficult
1237384,191474,30035,19699,17493,34307,11172,11358,-489845,-93251,6812,22031,71269,3201,15576,1161,-692746,-132585,-11983,-16235,-5473,-3712,2163,-8403,-405148,-62399,-28093,-10863,-882,66981,9311,7261,easy
200491,57709,13574,7603,6877,28616,10993,7780,-163781,1295,305,8600,4101,-13314,1889,3910,-184365,-37047,1315,6567,-2907,-3668,-6780,-1679,-198122,-39591,-6338,11839,-1028,-20478,-5764,-3094,difficult
822106,32193,8694,5644,7279,4798,7714,2783,-741979,-17853,-6087,-3687,-2038,11361,-4316,3957,-663698,16107,-6045,3678,-3754,8549,-5743,5782,-802640,-19821,-1234,-574,6014,37360,20406,6479,easy
157863,21277,4882,6752,7053,23850,10832,7364,248976,259732,57940,47667,4870,21687,23104,11469,-127332,-10108,-1952,3706,1947,767,5230,7300,-112149,36012,-1605,15079,12171,2093,11428,2083,difficult
464291,93998,8603,32468,50540,26757,21819,11665,-421998,-65451,9549,-13292,-26510,9140,-5341,256,-351367,3155,19690,699,22934,45350,-11560,6710,208620,223843,2769,-20625,-15037,19422,20918,6784,easy
397717,94765,20915,27296,22048,12119,16541,11363,-84060,-44988,-12930,-17259,-10097,11302,13075,-3005,-290991,64542,-4575,-18311,-3142,48395,3648,14129,166852,-24229,-6136,-16030,-16118,2794,-9766,-5075,difficult
68163,23512,3206,1415,3247,5248,4836,4653,505709,91129,5503,11471,26412,26670,23625,9656,495646,-14369,2123,480,878,-782,5713,-774,54723,15475,678,1086,6661,10740,5760,-1645,easy
340664,179003,31932,23404,7621,34701,20266,15523,-303038,-168399,947,-5276,3257,24330,-2006,15714,577279,-109863,3526,-19229,10421,-5157,-7107,2821,-307469,-164407,-28273,-13180,6131,-14208,-6500,-7989,difficult
922450,183077,60424,32407,19961,31909,21012,9984,-728587,20380,-56369,-4763,25932,3872,8441,20123,1361512,248603,26046,2773,37262,5490,-946,16616,-406433,-12726,357,-18131,7750,52397,-762,12351,easy
280424,165740,26500,15749,23820,26548,12474,13695,817720,220100,74179,35058,-1928,28752,6053,2090,-18133,-11342,32397,34806,-9584,31963,4332,428,493274,201517,32635,17175,10508,36497,-6254,24420,difficult
198594,127333,18172,21005,13521,48252,26690,14998,899222,282621,35213,35715,3972,-1443,-14287,8055,-112842,-111264,-14408,-16369,-8392,-38890,-25504,-11021,-82222,-20954,103755,28771,12080,2374,-19450,12140,easy
123738,15838,3185,4147,3072,5844,4121,2798,438510,13711,8423,4522,3939,124703,13422,27403,-84015,43656,5108,6749,15457,37897,13889,15968,-27305,-8075,1675,-1333,-1395,1903,-1727,5732,difficult
530151,49304,9483,18877,17873,17041,15676,11208,-378563,-26682,-4679,-14235,-12036,-10808,-12531,-7911,-424241,-33634,-6618,-17652,-13993,-15535,-13966,-8357,63934,213066,19489,-11302,9857,1312,-4859,3613,easy
642735,442350,46910,25255,53117,32478,27840,19499,-74170,-152688,20493,-10525,-10130,11896,-13037,2067,-436276,-375029,-42911,-6870,-6671,-6592,-200,4488,-127053,-348756,-7671,-11871,-35126,-15386,-17340,-14566,difficult
583677,107816,6233,10153,6430,9618,7828,8303,-537225,-66618,19439,2996,8463,71349,16008,767,393897,-85306,-1121,-4856,-3859,12932,3620,-6340,-529336,-46503,10066,39410,11704,47228,14349,3196,easy
226026,70403,15786,8165,11873,54930,17750,13657,62910,10654,-11082,25620,23125,-33883,55568,6946,515241,-29149,12548,1873,-6586,-47617,-10145,-7708,-138388,-63905,-888,-6629,-5713,-50096,-15644,-8309,difficult
864363,143951,13916,38413,19975,34772,17266,12148,-784381,-130331,-12837,-35830,-18368,-32516,-10224,-11237,498014,-120966,-9725,-32480,-16543,-24597,-9846,-8286,-557095,-122733,-949,-27600,16315,34209,14098,-489,easy
851765,252429,25896,40499,34118,59519,11721,24525,-786015,-39811,-15916,-9074,7490,66322,45420,-4512,-583386,-221579,-25187,-36671,-25108,-45961,-3246,-20864,488281,-158435,-8928,-36757,-8806,-5051,20151,-10128,difficult
497067,31425,15350,7226,4855,22190,8650,11580,-463125,-23740,-3670,10543,29720,14828,8806,-1613,-485760,-23140,-8872,-1039,-1207,-308,25247,-4082,-409959,-17688,-13167,-6843,-3114,-15268,-6007,1074,easy
518747,43638,10486,6121,14085,9867,7685,3106,-436980,8415,-5827,-3610,-12149,-1836,-3260,-1160,-447271,-19107,-1568,16878,204,53629,9705,9288,-512823,-30716,-7476,6951,-12158,39751,3871,11927,difficult
674921,168678,17275,17792,16089,17499,25986,9316,978285,-91952,102396,-426,4856,17316,38268,7524,-483407,-5294,8719,-11211,-7383,856,-20785,-3336,-25692,-20070,1409,-12318,-5761,-4669,-16655,-2382,easy
406377,297940,15943,14025,26477,31959,7613,9685,-269681,-289360,-8520,-7995,-25464,-27632,-1769,-6430,327426,-12453,18147,-11073,-11875,7660,15260,3536,-389682,-285507,-12943,-7229,-14379,24272,8119,-2774,difficult
352595,51439,9680,9018,5497,11839,4600,4331,21527,-10268,-899,-3607,506,-1775,7161,-2596,461774,-22692,9593,17503,7298,18975,26550,7070,-280035,-25384,-2436,3003,-3585,-8090,6698,2695,easy
808160,146104,25025,17694,17237,16127,15326,14011,-631447,-87559,-6699,21607,-13855,255,-8643,-8738,-787315,-120508,-16190,3735,2236,-1584,-5483,-2889,-800346,-128975,-22083,2352,-12381,22708,1922,811,difficult
196582,66281,15068,2283,7584,9695,3993,4026,574255,435923,83274,12359,103965,40367,25763,22780,1128796,244180,43654,35267,1797,28387,11042,20869,86475,-4622,29759,6729,-1488,-757,6743,-1027,easy
103559,37401,7783,15518,11845,8729,9465,7160,943353,-1619,70215,53900,39625,28559,18874,18558,-48372,-15303,3574,-12445,-10092,-2857,-6862,-6091,-55606,-10350,-388,4918,-6759,5993,-2675,807,difficult
841187,221661,36526,40419,22107,48191,31263,16828,2200859,212598,17522,-17359,-10658,-7008,-13180,4480,-832331,-212187,-33058,-36625,-12469,-16466,-11960,-1296,-835517,-209028,-18898,-34019,-11241,-21158,-18551,-1946,easy
168494,28862,12774,12440,8333,6650,7304,2716,-45870,1899,24837,-5206,519,6917,9365,7057,-148261,-1354,-10164,-1680,1559,13854,-3771,-1109,-139317,-15334,3813,-5235,-2525,5395,-813,2789,difficult
392681,47206,15560,7147,6003,8490,4057,6555,-237383,124898,6418,20674,1202,20619,49529,3633,855242,55408,-1533,1212,14055,56819,17554,863,-135118,90930,-5707,4597,-2446,19121,1075,-3137,easy
48790,19692,11933,6351,14644,9586,12014,10419,-28468,-13699,-9831,11791,-8404,56872,1057,-696,-37787,-2922,3540,5667,-11624,17232,1299,-2788,-42735,-11382,-8271,-743,-2522,19968,-8189,-6753,difficult
253259,46292,19902,15053,14545,17616,23441,7414,-203928,-35439,-17035,-7038,-5533,23085,-6180,4070,1215134,364705,123536,6374,31740,12508,67165,37586,-201477,-41902,-16751,-14442,-13120,-6596,-15093,-5871,easy
202046,34954,9420,5812,7163,24427,8105,4992,-186065,-12018,1967,832,7670,6571,7857,18828,-147558,-25545,13597,7058,4209,17616,6437,11697,-69793,-10272,-8701,-5037,-4914,-11422,-1853,-1879,difficult
