delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,state
74742,26224,6171,4406,3979,5035,1355115,246148,25550,41935,21726,29169,-1263586,-215533,-18200,-40176,-16897,-23695,-1341710,-227415,-18510,-31535,-12846,-17405,-1274208,-220269,-20942,-36590,-17621,-24447,-1235084,-200295,-17336,-38809,-20274,-27849,-1287277,-236110,-21906,-40536,-21096,-27276,easy
462664,286618,35266,21671,38638,11238,297129,507266,26588,42612,40141,15115,370917,-366085,6589,-27413,-14674,-866,-68162,-469726,-12534,-36518,-36365,-12653,-220539,-478609,-23710,-41129,-39040,-13654,950810,682579,89198,-3461,31238,9771,-205353,-471399,-16155,3815,51324,-1981,difficult
249448,46907,18727,10632,27779,6694,985973,265589,75626,28287,40489,14939,-673808,-196379,-47433,-19166,-29623,-11615,-935358,-215339,-35492,-22933,-2283,-10482,-857223,-237413,-72670,-24419,-38040,-12767,-570021,-223018,-74932,-25028,-30623,-9313,-646217,-221262,-53967,3270,37018,2951,easy
547521,191753,30083,25938,42309,14619,695092,256792,17877,30239,22010,16379,11822,-54954,73918,-9504,110823,23020,-461796,-152251,-10302,-15574,-17114,-14227,580161,338344,13641,41021,42527,9033,-482021,-242996,-5485,-27051,-19018,-15045,-386023,-213338,-10744,-10399,-15723,-11581,difficult
288559,49813,24553,18127,12582,5092,279713,37959,11022,15173,7926,9104,-123391,-579,-6789,-9122,-172,-6781,-122831,50563,19762,29977,10050,-4073,616614,10826,-7186,-1495,-3004,-5454,-158941,25477,68234,5688,21631,1886,-167223,-27017,-6365,-10280,-5225,-5637,easy
497338,54115,12574,9200,12479,7666,1138124,150913,32823,60327,18582,27478,-96433,-87331,-16863,-47953,-12988,-21365,-1092917,-75518,-19990,-56405,-11620,-20649,-65486,-97897,-17906,-42564,18036,-9144,-1019092,-121737,-29890,-56733,-10078,-23643,-930000,-101509,-16598,-51982,-13863,-24259,difficult
998966,206644,23153,35799,54069,33204,240574,33934,9523,10943,9171,6673,-101512,41404,39345,15901,19408,1817,189685,380466,6205,10127,12709,18348,3637597,464121,38542,110585,206069,122218,-135099,281,-9136,-2828,-6636,-4705,201291,-22724,-6805,-9503,-7061,-5024,easy
768289,144211,48381,42421,37125,18429,179329,25075,16637,6916,10406,7081,-87177,34033,-4297,20308,10836,2554,2044088,204090,16033,22129,31235,39372,-166171,13145,-14016,-5799,-6323,-3274,1090887,119287,22652,9618,22629,7529,63175,225124,138347,131270,75217,10557,difficult
393308,73983,17007,18093,10702,10727,207848,32429,4904,7640,4486,3609,401951,42164,13459,12098,799,18365,-127869,19239,13364,2413,-207,583,-145142,14228,12674,41321,11913,8756,724870,132999,14772,-3338,8978,4303,73492,-861,6247,-227,9595,3584,easy
158272,59862,33232,6343,8754,8129,211975,69165,51816,22753,8576,15305,-32952,-34036,-35459,-18514,-974,-10209,-171248,28573,-4367,-14850,2259,-5297,-171248,28573,-4367,-14850,2259,-5297,-162069,-31354,-6055,-14717,1541,-1545,269002,-38270,-42673,-19121,-4194,-13532,difficult
449905,21973,11143,5592,5105,7272,982264,197456,71885,20801,25771,24200,-693102,-173263,-69212,-17765,-23073,-21436,-756543,-177835,-69531,-16792,-23750,-20961,-749041,-186693,-67992,-18693,-24786,-23598,-720811,-182565,-65127,-17325,-23096,-22344,257704,-157060,-31846,-5471,-8625,3697,easy
918815,383554,24662,22984,30657,23867,925297,94286,82281,16022,41248,28261,1773929,1661242,-5166,58175,74033,61915,-775933,-1922,-61113,3290,-35375,-21043,-731747,-83727,-79426,-14087,-38091,-24561,467958,-40647,-63625,2192,-12897,-10835,-766619,-88604,-78767,-14760,-40623,-27445,difficult
214070,106076,26484,23368,13664,8478,235404,50018,7588,11225,8301,7652,408834,228217,4292,4253,1878,1022,-165581,6763,5790,10251,-1045,2613,-129813,-7559,3911,-1175,-1674,-5486,-155158,-29772,46757,24212,994,312,-64952,82640,33729,23175,26663,5668,easy
682985,63743,26366,12013,6968,12005,331063,97496,37249,23696,15895,13317,1805783,26474,-790,-10230,-8193,10139,715984,-20097,-15880,-10522,-10124,-6908,-253055,-53601,-15039,-20148,-5346,-7451,-295700,-79025,-30002,-21769,-12170,-8401,-213400,-42518,7296,4252,-8804,6063,difficult
333756,140639,52187,30261,15852,9242,395502,110304,39389,20315,21273,10750,-273022,-60056,-19278,-11083,-13597,-6495,-238730,-75081,-18421,3481,-6405,-6876,-158444,90651,5625,-8581,-17134,-5504,-35684,-55805,-19974,-7859,-15079,-2656,397151,251965,116036,73771,25111,13989,easy
470829,96768,22256,22747,20076,19483,819521,204221,28689,35318,10308,12380,-183173,7234,28181,31676,38843,56665,-304882,-166760,-14398,-31016,-4994,-7262,-463250,-164533,-24138,-27142,-1642,-8415,-133275,-118800,-10990,-18505,-3784,-3535,-658881,-94407,-10818,-17869,20419,-1938,difficult
472421,93260,10767,15999,14595,8556,265209,37319,19396,16499,22306,23931,23624,8128,-9488,-11549,-8606,-18532,233550,26417,-6562,-3699,-12597,-21822,-99829,33694,-8067,7243,-12444,-20014,852531,58953,-11605,2859,-18953,-16590,26185,152515,-7423,2646,14045,85,easy
565116,159511,37658,26660,20785,22660,197022,76466,10358,16698,12982,10929,-140870,-13823,15825,-13699,-3431,-4137,-60400,987,-914,-4750,-6068,4167,896513,36555,27726,36952,49284,25831,489289,264171,83619,39773,1,23344,655938,127335,10243,-8464,-771,9451,difficult
189026,22109,18646,17025,14459,9425,300789,36314,16667,13941,15536,11370,-287525,-26384,-5931,37656,10385,7658,-146571,-10173,6523,-9989,-9021,-8512,-230442,-26252,-3976,7713,-2915,-1848,-210011,-2103,16094,-9884,-9811,-9192,315732,-6114,-2813,-10076,5979,2168,easy
245229,60221,16580,9307,9966,4446,233424,54242,26440,15877,15718,5727,511531,98490,13071,10065,-853,2229,-144613,-36506,-25630,-13772,-15069,-3131,-119361,-47162,-24592,-15106,-13531,-3979,-146600,37850,8196,-3813,5504,2649,-41930,-22776,-20345,-10225,-4809,-4171,difficult
1251247,128536,23758,13806,21722,12186,253464,65074,26709,13538,21273,13934,1376626,1533,-7465,-5767,-1444,-2905,1353256,117576,3417,7610,-8316,-529,794704,59851,9591,576,19270,4925,587696,5283,-2458,-2523,-16372,-8741,876632,133067,-17839,1445,9105,-1488,easy
98474,38133,8991,13822,5219,4425,116729,62438,15077,20674,8594,6852,99420,7747,905,-11344,-3949,-3117,-94189,-17413,-5990,-12582,-2086,-3859,-83676,-26111,-3623,-9031,-2305,136,69603,-42181,-12616,-18306,-5033,-4505,-82431,-43566,-9105,17003,-3502,-791,difficult
375459,107920,20226,22792,14856,10468,355299,83040,58793,14172,8836,9749,-238949,-45815,-30779,-1486,-4080,-4941,-138608,203042,-56190,-3324,3352,10220,454028,71862,-19513,11624,17447,3154,-267127,-68087,-40327,32997,15603,1049,291458,-36603,-46025,3289,-2223,-5886,easy
317902,44220,12274,6775,12196,7760,304958,55471,15785,8927,5993,5885,-270280,-51534,-8121,-6639,-3123,-4491,-100501,-23986,-7044,-4780,1200,-2204,-207629,-11242,20930,-5670,6642,-217,199270,76795,-11859,6652,28478,16623,443859,-46287,-11461,-321,-2181,-334,difficult
221402,37244,5218,15731,10658,5832,73165,126636,14979,9833,20386,19319,-55276,-112058,-11679,19400,-11641,-7508,671245,-33372,-4206,28698,12401,-7267,-34608,-118836,-11841,-8941,-18851,-16752,156940,-78677,-7480,-997,-14821,-17144,2886,-104017,-13597,-8670,-15729,-18764,easy
1130771,151773,41127,57310,61090,39552,491248,218585,29130,13977,20617,23007,227956,-153779,43342,85535,41732,-13709,2157632,46962,35130,73164,86167,53694,634127,-81314,8886,2755,3194,34079,-345099,-141697,-14583,21140,-8238,-8727,522997,-4234,-12791,34071,79508,17389,difficult
386636,184398,45042,19318,21617,14636,1033767,131608,80196,55155,47440,49755,13607,485931,8548,-29396,26245,-16323,-967360,-108265,-73683,-52292,-46118,-48122,-751127,-65140,-60679,-31134,-37231,-44119,-848171,-56462,-33736,-46582,-26284,-27165,-682604,7888,-16221,-19783,-45729,-39865,easy
61994,38509,44289,27818,10626,7372,293219,51075,7908,10775,10632,9327,-250388,-32883,29542,7143,-3023,-1939,-71169,-19344,8208,-9531,-3015,-7505,-283840,-39431,103871,10849,-8422,-5771,-265187,-33584,6680,14100,3652,-2197,-285540,62411,33606,62656,10776,7638,difficult
707753,233647,80580,20271,35988,23090,123468,26303,7279,5907,6366,3892,1487837,304391,56735,11699,2662,8412,149113,-12385,-3263,6266,7683,2516,582018,626066,166847,42912,60309,37362,420078,35827,88860,9062,34193,18920,282381,82822,57324,1883,43263,28782,easy
428445,168054,23836,28005,22627,17102,293579,71810,24594,23006,13627,12773,-249564,-62042,-17684,-22479,-12552,-10904,36490,95867,15226,6689,9847,9338,416938,352396,24235,42126,25599,29289,608351,158123,-2305,16419,25169,-4525,-137884,-63125,-23261,-17759,-3061,-1551,difficult
126140,37576,10623,9826,4194,6576,258177,45129,12805,5412,6543,5370,-118489,-5504,8983,6408,589,3876,-109868,19937,-4291,3165,-495,11097,-225309,-34002,-11640,-3155,-5007,-4062,-215210,-14165,6273,9906,-2983,-2299,8691,-4031,-10233,5745,-3847,-2580,easy
140439,31364,34147,15140,11862,12488,374273,21547,36863,9370,4730,5222,-367069,-16516,6121,10769,5203,4684,-368713,-10994,-21016,-6482,3506,2323,-96885,26833,-11765,-4205,1972,1933,-157138,10902,-33234,-3631,-1637,86,-179367,38862,46314,32398,26614,27304,difficult
529243,70306,47344,11015,9494,7087,325902,74306,25517,13408,29512,24105,-199530,21239,13875,-7261,-24145,-19955,-199632,23021,35705,2824,-20153,-18415,-199632,23021,35705,2824,-20153,-18415,1786931,-21648,43416,1364,-10232,-7540,-171432,-65634,-19567,-11716,-25405,-20765,easy
539839,66544,34066,29963,14692,12885,340537,31960,17787,6372,3936,8877,1598195,196693,13907,40737,26386,12011,-21279,10866,20257,63866,10338,7359,-91969,-8261,74243,17010,15999,7934,-181076,-19144,-10785,-3725,3312,-4850,-307363,-7236,-16225,65,-2253,-2416,difficult
861060,186818,24945,18825,15031,8623,35233,21575,3335,2112,3143,2133,2395801,751143,55081,50164,19886,8317,113317,6488,33418,7458,25434,13673,10060,18210,8673,12186,9119,8317,497829,31317,9087,7058,2812,1450,1112126,19055,1790,6699,2191,691,easy
338224,61090,27895,9636,13314,8204,1038344,125738,53463,22627,17513,30428,-179221,-45917,-51576,4513,-11581,-26415,-1010165,-113833,-48575,-20011,-16539,-29112,-955507,-77676,-31789,-17631,3679,-26333,-818672,-75700,-25904,-18163,-13490,-17586,-537034,-10113,30004,-13662,16938,-11676,difficult
326212,34312,20234,21923,12298,10416,516249,56214,27996,12906,14435,13055,-296931,-38462,-26417,-5708,-7776,-9390,-470362,-37796,-20955,-6781,-11532,-8369,-280823,-26135,10799,64156,2583,-4199,166566,17943,15286,2153,14942,19950,-68636,-25062,-17521,-8734,-8904,-11187,easy
300513,78202,16066,17598,8790,6679,140013,104293,21272,22064,11333,13050,-44597,-61543,-6679,-13428,-4785,-6667,532614,123175,13047,30218,10337,6021,499849,-36559,2725,-10780,294,-9764,-107240,-58033,-17971,-11066,-8744,-8873,-78126,-97493,-17151,-17272,-9818,-12574,difficult
1220005,150606,40479,41501,34339,23910,800066,120019,69252,58983,44715,26220,791441,5767,-46253,6335,32022,-3058,573982,-81486,-58650,-45938,-41123,-20829,-174149,-51731,-57024,-49795,-35958,-17491,182837,100854,15053,1012,6665,5131,725583,179530,3010,977,-13487,24697,easy
255094,61397,14924,6373,6331,7342,94182,26806,8509,7683,5601,3268,83608,6729,19354,9063,-1626,8715,-41742,-16331,-5157,-7484,-4464,-2556,-4051,28783,-463,-6854,1710,2898,540071,133863,22548,853,5823,10432,226675,19909,-4205,-2127,2209,879,difficult
506234,212366,37924,29705,18670,11435,818893,492993,78316,58233,54588,28528,859629,240733,-31076,52551,-4152,11223,-382100,-453628,-40533,-49333,-50376,-24771,-702494,-435088,-72504,-51860,-46207,-25226,-675130,-432009,-64627,-44021,-42061,-24044,-663201,-323145,6779,-49975,-36795,-22646,easy
373339,86692,16544,13252,7652,4777,42451,34251,22421,16720,20193,18942,1102276,253962,2435,12603,-3554,-7457,15635,-28155,-18584,-9548,-16125,-16707,283253,39985,-8066,-14726,-13264,-15372,45797,7242,-9144,2485,-16682,-15356,207480,-10828,3974,-8153,-13078,-15932,difficult
592380,87035,18260,39502,21635,11749,706555,301368,95356,76853,120396,55986,140509,-232467,-69264,12471,-86349,-42560,-526014,-255759,-81820,-68506,-114805,-53202,-218635,-197714,-87604,-54909,-110019,-35669,141393,-171106,-67427,-14141,-95574,-44040,-108127,-214618,-79365,-61668,-87057,-45714,easy
373381,114987,21929,12606,9639,4340,239239,53859,10145,5516,8660,2316,-39710,-20956,-606,5536,-1041,1076,623146,291415,62365,35367,16773,8309,42598,-3000,5505,1136,-3040,1222,71314,-44727,-8698,-2902,-6954,-303,-26638,82909,355,-3685,-841,-186,difficult
565976,88581,17549,26800,33253,15460,675511,81111,30827,19409,26934,13866,-576513,74264,-1355,76641,33094,16344,602993,39776,3388,-2651,39927,17781,-209465,24638,-23775,-12512,-2674,-5369,191639,-56927,-21961,-15211,-18424,-10535,-556328,-44401,-22685,-9310,-20329,-10251,easy
693644,136710,26449,26476,24615,21785,107264,34508,19682,9196,5616,6915,1434504,264815,44758,60050,25749,27082,180870,-9161,-13624,-7383,-1920,-4181,1308803,257438,11563,41234,60296,57301,-46541,8623,-8733,-3730,10147,-2869,54262,-10703,-128,-3772,725,-2981,difficult
1387372,419011,87452,81361,99134,49064,302458,96523,7636,4501,14328,10872,-28560,-23799,5424,37849,17595,472,-218204,-69357,22360,14261,2347,-3343,1951314,1351574,151400,135890,74095,38286,1465081,14966,37841,13947,-4096,1002,2254941,339054,182056,182351,334091,154542,easy
200365,75313,16908,18100,11085,8300,379024,92234,27621,28498,13281,6900,-237349,-60089,-13696,-25928,-8579,3068,-328352,-80519,-24755,-26261,-11660,-5965,-304547,-63088,-21488,37240,3704,8944,218559,160886,24919,-18220,11072,2345,-241606,-41793,-18545,-18821,-5517,-1390,difficult
681990,68686,27998,15836,14541,14539,212462,67001,6967,4890,6272,2506,468301,17660,53147,18575,12542,30221,1286117,25872,25690,23999,29197,26086,1915,-60148,13685,2958,897,4525,639800,-33468,6793,7653,1207,-81,-48491,58510,5839,1543,-2497,-585,easy
421361,120159,59915,16632,13164,13961,231357,62820,41425,10864,16591,13728,-179827,-43732,-34057,5768,-14645,-9555,339285,96757,-4512,18530,14953,19368,-114514,-21147,9719,-1107,-5377,-4641,944732,300668,138120,9680,-3048,7501,-39654,-45852,-16822,-4031,-9018,-11506,difficult
237119,113214,23019,22697,14835,11426,251946,107925,12076,10292,13400,5577,157846,-18334,7739,9140,2554,7128,9231,113570,34340,26405,856,12169,-137583,-67712,13820,1628,8306,2193,74870,8673,-2372,-5749,-2896,-1151,-178497,-9754,1189,30599,-1645,8908,easy
961188,227435,57299,34601,40075,16067,187946,166876,35329,25609,21789,9814,777487,5589,40510,11761,62108,18991,1586074,140660,6267,63867,33184,-2824,367164,32886,-12393,-11864,-5224,-4307,1072349,245572,65891,-238,409,19222,63138,-121914,9577,-18568,951,182,difficult
1076641,288869,71377,29171,56034,28283,1118733,190196,76775,91990,52790,80983,77876,-114962,-49073,-84576,-27326,-71965,-77368,366238,60015,-35266,156742,-41398,-320515,-112508,-51369,-72537,-45444,-66307,1002179,142733,54157,-77282,-31953,-26193,-892634,211865,-40718,-44432,-35799,-57636,easy
278417,67661,21371,25877,9836,9576,573955,202294,70772,18870,36236,21966,379235,-89313,-49098,13971,-30458,-10983,-516369,-157831,-66244,-16050,-30380,-19264,-297954,-64168,-21010,31908,-8957,-2595,-501192,-175604,-58054,2196,-29942,-18496,-541408,-186249,-52601,3010,-32263,-10611,difficult
984528,248903,24106,11617,15706,10626,336173,90502,20935,11918,11634,17683,483527,167916,14728,-954,12734,3354,1185406,414760,15349,7633,9679,-3407,-308115,-76218,-18930,-8939,-7357,-14939,327148,66418,-13084,-8182,-4180,-10249,1553808,219130,17792,8937,9486,-10045,easy
208468,40482,10010,31431,9037,6617,76259,49488,24421,10106,4742,9204,584767,18818,-13134,82471,20326,-1428,81373,-33505,-22539,-6270,2276,-7655,100699,21740,-20675,-7486,-3972,-4292,-59308,-28524,-10721,18443,-1723,3036,-46486,-23558,-4984,19467,4566,-2594,difficult
