delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
576037,33215,15145,24394,4201,17718,17761,5516,366625,28355,18930,5950,6021,11311,6569,9156,-236049,-15101,-16141,-4719,-4148,-10535,-5001,-8292,-216570,-33,-11316,2942,-2759,2200,3619,-3239,1080855,29713,16102,57109,1448,27555,34957,610,easy
410080,146729,11133,29531,17561,25709,18341,12204,783122,198129,25936,19180,26083,58420,28670,23150,-619563,-149554,-24732,-12448,-18261,-37048,-23797,-19886,-479762,45966,-10161,22153,-4261,-32942,-483,-10921,-19801,-50611,-9517,21349,-3043,-28142,-6708,-2032,difficult
1271601,102698,108574,70775,35503,77601,89096,54867,777741,648665,73252,42302,32824,60363,35857,37886,-109366,-531989,-41454,12784,-2398,68641,86763,2740,2188792,-511141,212109,106435,18377,19194,88469,65701,-597845,-594771,-64689,-33799,-7943,-36122,-15514,-17497,easy
2069432,223301,72167,35120,27135,92702,49110,31310,717752,170851,28342,32070,23094,27907,30914,14144,661490,86528,125039,9890,9808,137536,9305,36395,1190212,-79621,-22758,-25927,-17962,-8998,-10940,-7994,2203339,150444,29195,25187,20278,65848,56223,23096,difficult
112700,42215,7812,20651,30206,42366,21223,18984,645846,86211,32343,11447,8397,17629,9530,3569,-331116,7706,-21618,26856,25659,43173,9388,8993,-640579,-74168,-27704,507,33876,1846,12131,16111,-627744,-65526,-24271,250,5893,29192,13561,21141,easy
316606,83284,8338,15372,12285,23770,7684,2750,896403,107211,62605,42015,23275,28384,20383,8657,-603767,-99150,-61057,-32480,-16365,-13193,-6423,-7211,-307374,-11330,-47824,-8124,333,22953,-14565,-4482,-828251,38698,-53921,-39325,-16939,-23601,-17108,-6029,difficult
511814,126321,21231,11849,13773,32772,19536,28342,263970,154775,5587,5996,14161,52667,12965,12994,-254736,-153766,-4826,-4353,-7882,-35842,-7846,-5641,-98337,-69263,9080,14396,-10620,-40886,-5581,-5653,1096604,137666,42678,7516,17337,17043,33139,57338,easy
778889,44897,18757,20649,13479,36852,27662,19185,1300727,98921,15212,37537,23969,33675,23404,24746,1015087,13808,-6682,-10011,-6162,-2498,8964,8947,-1287034,-86388,26755,-14127,-13890,20769,5212,-16127,-1293568,-89491,-9437,-26527,-11418,-8739,-1401,-9502,difficult
886495,212924,67214,39604,30625,58043,32025,12566,1092883,280846,27229,20132,13864,34222,47738,13216,-944097,-105680,45410,39845,14034,20625,-20572,1821,-163280,14880,39471,4087,7953,41845,-16939,-2906,488213,-112965,35074,14485,28296,8993,-9629,-864,easy
117724,23427,16350,22678,20488,24379,25376,10976,1482450,110466,21989,19502,6530,37598,20802,15066,-1369963,-83448,-18088,-16767,1645,-26646,-17056,-11466,-1312780,-83774,13080,32235,13334,-9909,10510,-4832,-1411435,-93894,-11908,-5941,26895,-3101,20268,4029,difficult
