delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
67890,72084,14019,11319,8910,19321,23062,8167,275002,24924,17887,10097,6912,20277,7698,4533,-266997,-11824,-14682,3208,551,-6513,23448,2473,-147228,106144,6945,-764,3445,4600,7279,4795,easy
14830,17948,6154,7832,11788,15431,6681,8892,176522,30642,11905,13046,13268,17172,8544,6015,-157130,2112,-657,620,-6283,-4311,-2228,5542,-166254,-27501,-10845,-11049,3322,829,-1498,212,difficult
334109,169117,10941,6693,3911,6527,3940,2473,214445,143681,56025,32629,21763,57962,13427,18524,38335,-115774,-55009,-29820,-19947,-54872,-12501,-17498,200992,166645,-35160,-22053,-15757,-47998,-6474,-14604,easy
727139,180846,11190,11820,13639,23127,4727,1991,111224,81557,13844,10459,4922,13712,1866,1327,1334157,252553,1759,3010,7528,11911,2863,1396,-102328,-53976,-7068,-289,9906,6919,2859,-69,difficult
62086,15296,8174,1926,1529,24132,3836,4678,18811,20669,18705,14264,8744,30440,16943,5830,97633,-10605,-17424,-13088,-6919,-19874,-15049,-3666,-11083,-141,-3639,-11589,-7512,7257,-11166,1361,easy
14814,9286,14657,5700,4759,27854,6394,2438,579237,32516,19951,29635,9484,28787,8260,3437,-551602,-19245,9011,-21261,-2602,19802,2822,-348,-577244,-27216,-19600,-26610,-6848,-21669,-6555,-1651,difficult
199243,18792,7907,8350,7159,46517,9619,8097,93753,38611,5784,2919,4798,6874,6298,1927,269650,-20350,7736,9404,-1217,38519,2137,3184,-58670,-19288,-3491,1458,5938,40766,4505,9156,easy
15589,9142,1596,9590,1287,35844,2756,3583,25417,7893,7364,7756,7059,11740,4470,3588,4731,1074,-5262,-6141,-5518,-3818,-3139,-2197,-24387,1424,-6274,9809,-6026,52026,-290,2187,difficult
839147,47727,8344,8642,7581,41036,11108,9489,445868,79158,13370,4801,10179,13954,11560,8108,-418276,-70987,302,562,-3760,50521,3740,4323,1204834,8124,-10354,7119,-1436,3642,-4645,-1562,easy
5262,8643,2469,4872,6909,54941,7770,8532,1319637,176868,42296,12193,30219,36156,15678,10284,-1315663,-166939,-40259,-3791,-22061,-10565,-8619,-4484,-1313088,-169511,-39395,-10852,-24559,48135,-7198,980,difficult
