delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,state
17339,27100,19537,8213,7538,12769,3655,4514,62987,12164,4075,11205,5088,5372,2543,4896,-37591,23190,30129,-2375,4180,12951,507,-2299,-53706,6682,794,-3610,720,1843,1717,1534,easy
71659,10730,3715,4497,4287,7681,7924,4479,165923,42645,14137,7351,12689,19804,5272,4757,-157153,-32905,-11035,714,-5982,-5483,9711,3917,-31376,-30925,-9810,-6422,-10823,-18763,-4408,-4473,difficult
669964,64557,5096,14309,8856,7171,3142,1344,58405,31529,6160,21493,8619,7954,3663,3007,71160,21030,-5082,-19991,-6707,-5594,-1265,-1952,1151958,45025,2954,5622,7180,4028,223,-1374,easy
129764,65579,15243,8758,10959,6419,7191,2719,68918,12803,3857,5590,6104,8469,5198,2756,114719,52527,2679,6704,-2949,-4417,-3551,-1736,6973,53025,20093,-369,12658,317,7536,1662,difficult
24152,10161,14508,8234,4411,12501,3798,3949,37710,28219,6216,2294,10633,5082,2077,1772,-6799,-12338,-3441,131,-7053,-1615,233,-35,-20317,-23778,20024,11748,-5391,16452,3209,4389,easy
66115,19297,3185,8646,4783,5987,3764,3424,360268,44134,7590,11348,5641,9231,3904,3123,-252709,-20951,-5488,-8516,-2216,-6364,-1974,-1417,-335597,-28724,-3322,3111,499,-124,1693,2019,difficult
19098,63814,4782,11404,20393,11859,4765,3995,28612,12211,5608,4334,4635,18260,4583,2180,-22188,-8472,-3077,1629,6833,-4996,262,321,3159,111677,1425,12511,24682,-7807,102,3308,easy
148861,48733,5415,4963,4216,1443,973,848,204143,37416,9249,4658,10344,9556,2636,1269,-37466,49667,-4061,1906,-5811,-7845,-999,133,-73099,-27033,-3608,-1297,-6446,-8382,-2328,-975,difficult
14340,10885,8208,15253,10344,20030,5559,5975,15180,19174,10174,5964,3126,4012,3230,2541,-2170,-6513,-7922,9160,5896,14417,4039,1813,490,-10065,3990,9418,8540,17619,619,5054,easy
573577,61266,34169,5521,5900,6956,1550,2175,251516,31232,7565,12828,23100,11879,5833,2510,-209663,66651,36299,-9684,-17899,-7304,-4186,-484,853784,-6583,16909,-4930,-16502,-2542,-4381,-186,difficult
31981,13039,3442,5732,3500,4241,1751,1230,43846,25201,3500,2108,2670,1482,1138,516,-22797,-19579,-2024,605,-829,-476,204,114,-934,-4745,1907,6643,2488,5994,1021,1313,easy
477522,195573,9086,11993,19813,13245,8457,2606,112790,14504,8353,12751,8429,11707,2770,3320,-47326,46248,-7308,-9560,-6157,-4747,2302,-1696,776790,315890,8773,8044,28924,7823,9071,267,difficult
5379,7222,5702,6825,6764,7018,2259,946,193122,45269,17232,6595,4263,3919,1217,1032,-186399,-38453,-10359,2957,-1252,1276,759,0,-189088,-37642,-12701,-2498,6254,4922,1325,-173,easy
126796,110707,10833,14082,9460,6713,4646,3052,91408,44179,2815,3055,5538,3745,1666,1301,-62387,-37631,848,-431,-4101,-1106,-231,-50,133162,170687,15188,22485,11945,7041,6190,3551,difficult
9175,6835,6007,4980,6187,4821,1171,2678,12872,15145,7498,2478,7205,6687,1522,1768,2044,-8038,-2066,320,-2631,-1106,-292,1666,-9439,-8582,-917,4683,594,-2626,-411,153,easy
128126,43907,23310,35881,12964,15369,9717,4201,11212,16011,9363,35711,9847,11292,6137,5182,91164,38326,13284,13068,4819,8207,7512,-842,142664,17465,14610,-12728,1415,-53,-352,-1120,difficult
111110,17546,6040,2168,1821,855,432,229,54818,16440,5038,4522,2611,1973,1085,748,101476,-5264,-2793,-2612,-1052,-1586,-825,-534,11107,7475,4796,-2096,-529,-650,-482,-505,easy
720362,167539,9810,44639,25244,10135,5623,8431,334536,148621,24207,31785,15724,9499,5820,3918,364884,-60946,-14554,28658,1302,4521,-3058,3938,406768,98781,-14241,-2950,17737,-3249,2664,5088,difficult
67423,39821,9334,11896,10922,13356,4247,4883,46227,18221,6946,19463,13727,9459,6095,5412,-9998,-1863,2812,-3986,3256,4463,-3059,-2167,52389,45063,1964,-11148,-8866,3330,-637,1108,easy
357695,99038,16435,13471,12285,10318,7004,2110,50271,11983,7622,12535,6359,5258,3215,2846,595459,177199,9544,-2459,-2895,4493,4359,-1356,19388,-3089,8081,4330,14746,5626,3219,-116,difficult
85292,47675,12129,3944,3699,8696,2195,4274,92503,44884,5646,6858,2413,7908,2012,1194,25322,-20975,2124,-4061,-30,-5116,-1285,679,-39745,26557,10842,-1768,2602,6691,1650,5480,easy
43162,7058,1147,8019,2368,2448,4456,1760,17715,8664,6082,15229,7108,13391,16772,4758,-15985,-7709,-4558,-13823,-6053,-10569,-15027,-2621,66878,4496,-5312,-598,-3428,-11318,-9606,-3376,difficult
24547,21403,8481,6384,14006,6010,2242,1084,13466,10404,13381,5717,8638,9659,3908,3012,21361,-4446,-12404,2001,-6568,-3666,-3133,-2538,800,26443,2604,-667,17304,-3632,-200,-1319,easy
80743,47153,7871,9005,16049,3888,1051,1494,85442,123497,14869,10181,9435,8776,2697,2158,54799,-51232,-2621,-4052,-5581,-6532,-2145,-1478,-64197,-101457,-11375,1699,18809,-3245,-1147,150,difficult
47423,33549,5977,6981,5151,4840,2998,1858,52781,29704,4958,8925,5120,4274,1146,935,-39527,-18960,-906,-4369,1900,674,94,1509,28810,26650,2944,480,-1838,457,3610,336,easy
53860,28173,857,5413,3825,5170,2267,1973,80292,6150,1238,5489,5302,5670,2254,1354,21856,47789,-522,-384,-325,-2315,-1270,285,-74720,-3744,-241,231,-2630,1315,1296,953,difficult
3667,8850,1102,3433,3475,19843,3474,6388,41245,9993,1863,2669,3552,7108,5446,2317,-34560,3170,-1621,1705,1452,28379,-897,6974,-40596,-5457,98,-177,-1607,-2909,-3047,1168,easy
32924,19076,1560,2407,2929,2306,908,947,299336,119766,15848,8197,5820,7882,2420,3594,-238697,-83483,-13584,-4089,-3191,-6058,-1617,-2862,-294127,-117897,-14992,-7492,-2592,-5095,-1407,-2433,difficult
37707,23290,7064,3640,10046,8107,1666,5917,340220,30447,9108,16287,11445,13669,4695,4422,-272180,8572,-3517,-14010,-7163,-9548,-3055,-3288,-332846,-22887,-572,-11285,4365,-1576,-3004,6277,easy
152871,34945,5718,5021,4917,3967,1585,1527,57971,22905,7024,29031,20389,13598,4124,2551,208778,44424,2413,-22973,-13791,-10777,-2485,-395,-18978,-20345,-5026,-25048,-17154,-8485,-2594,-1653,difficult
68844,4673,1437,2102,1210,2385,781,644,30052,29734,14288,11557,6811,10924,5713,4738,96393,-24342,-13707,-10370,-5638,-10268,-5297,-4425,-18810,-25780,-11996,-8541,-5565,-6811,-4567,-3763,easy
431206,113633,3941,15270,9155,6469,4218,4099,59912,21760,10318,6116,9465,6701,2519,2568,10099,64548,-7887,-4891,-2466,-3929,-1368,-1302,732489,119197,-4868,23199,1846,3464,4766,4363,difficult
62059,34874,10007,8133,5629,4464,983,983,852450,167909,68281,20447,15328,8755,5317,3854,-736966,-111350,-52680,-14055,-9913,-7229,-5039,-3329,-843816,-154720,-63868,-10573,-9486,-1354,-3630,-2414,easy
43482,26109,10330,6074,4108,3142,3628,3093,156019,44017,9981,4887,7277,7267,1525,2302,-84558,-449,10006,6325,-279,-2572,4341,2435,-140517,-35368,-9309,-3952,-6060,-5679,-135,-854,difficult
82133,16585,3617,2538,2992,1612,486,679,65050,74782,14369,8083,6263,3128,2068,1727,-62548,-67527,-13639,-5426,-4410,-1398,-1469,-1018,96714,-48868,-7866,-5664,-2132,-1635,-1695,-1079,easy
211786,61271,15815,4404,7321,5362,1429,1884,82305,19466,5350,9771,8587,4422,3689,3517,197338,47694,8368,-6542,-4102,2469,-1572,-2656,61623,35916,12561,-4193,1570,-590,-2948,-610,difficult
110584,27349,16443,18573,5647,4231,4631,3981,117926,36933,12470,9299,9400,7889,1495,2137,-98347,-24004,9035,15475,-1291,-2653,6721,4714,83662,4836,-1090,3073,-6216,-4663,-449,-1026,easy
198615,16252,3622,3998,4165,8011,3775,1447,81059,12511,15638,4035,7273,2912,2071,1664,303616,14391,-14143,237,-5761,430,-319,-871,-68505,-6910,-9890,-311,-455,9768,3727,436,difficult
23667,22644,5171,4438,8751,2007,1498,961,7893,12037,6680,6149,6914,7713,2343,1565,28663,24191,2210,-2483,-5321,-6319,-1984,-973,2884,-2978,-5228,-939,8995,-5093,293,-236,easy
113989,16363,10005,7235,11905,4765,2214,2639,283707,45877,11773,17249,8407,6136,2395,2242,-60765,-26231,-9561,-11849,-5554,-4010,-681,-888,-278672,-32797,6024,-8180,12549,1267,318,1682,difficult
52083,24600,8687,4924,16537,4312,2458,1748,49583,17212,8401,10126,5593,6887,2361,1814,51077,21144,453,-2886,153,-5389,-1678,-888,-46078,-6369,118,-7518,21734,238,1872,756,easy
99422,19582,10719,14435,4156,6686,3959,2351,27458,21207,4912,5930,6676,4990,2001,1556,6884,-9828,12808,14406,-1837,4523,4933,1656,137043,6578,-1194,2604,-3204,-1131,-1018,-67,difficult
76845,43619,2509,4124,2630,1642,655,609,49329,5310,2447,2727,5667,3199,1396,1011,86462,61721,-516,1189,-2357,-991,-975,-785,-31431,14896,640,1605,-3717,-2123,-508,-20,easy
51545,1647,1900,2897,2026,1467,996,613,333174,217375,26401,20871,14234,9599,4502,2692,-247953,-216278,-22866,-20341,-11918,-7925,-3659,-2172,-315305,-215179,-26137,-15608,-12498,-8339,-3353,-1986,difficult
33941,20997,22319,4696,8149,7157,2473,4722,213358,10729,11239,10594,7534,12287,4471,4149,-149962,21369,29031,-4433,-5347,-7786,-3157,-3430,-208873,-833,-6871,-7364,6577,-2475,-840,4576,easy
23654,11162,3251,5790,11689,7261,2058,2188,28056,44279,16065,7553,9024,6837,3171,1129,12480,-36807,-14830,-4066,-7321,-4907,-2610,-631,-21285,-29427,-10799,540,12650,5755,384,2749,difficult
39939,18062,2943,1853,1384,1735,641,439,99005,38668,11111,6644,6262,3382,2042,1142,-24651,-3199,-7983,-4629,-5309,-1737,-1259,-673,-93481,-38014,-8353,-4953,-4448,-1557,-1543,-734,easy
23851,19751,13450,13013,3129,2217,1075,591,19952,38759,16637,9336,11962,6508,1600,1692,-10674,-38146,-7844,613,-7608,-5562,-1434,-1356,18472,129,1469,6741,-10059,-3020,383,-847,difficult
20355,8622,6484,5014,2567,4097,989,786,148747,60446,3984,6761,6758,5264,2355,3671,-117685,-49890,-2996,-4753,-4118,-2254,-1545,-3176,-139100,-53758,7996,1259,-4264,-80,-1187,-2594,easy
40408,29487,12465,11978,6830,2739,1433,1970,97797,24502,8877,9011,12167,3515,1352,1814,-46328,1801,-1196,-6986,-9921,-2008,-642,-1378,-68450,8169,8372,12919,-753,455,803,1690,difficult
66210,28513,11423,4599,1644,4545,2640,1565,145205,77640,19269,9292,7744,9278,5760,2392,-25926,-24685,187,-5995,-6641,-4913,-4363,-1180,-132065,-73570,-15879,-3392,-5559,-4553,-1877,-474,easy
20561,19084,7472,38961,3969,11085,11414,5848,28129,10291,14437,28574,9075,7732,6039,4637,-4951,9219,-11394,-14141,-5464,-1841,4859,2318,-10185,8366,-2536,34915,-4748,8546,5890,104,difficult
10273,10520,1987,8460,9309,8613,5101,4126,90265,57173,22767,11996,10915,13852,2782,2352,-83438,-44429,-19983,-9671,-139,-4925,291,1025,-76546,-48877,-21577,2599,-3074,-5554,4346,2522,easy
78255,6242,5608,6105,5091,4636,1235,1509,86749,28897,4857,4131,6219,6156,3393,3167,63811,-21701,1869,6245,130,-4847,-2648,-2606,-80800,-23609,-368,-2298,-2386,1807,-1668,-711,difficult
48327,16105,6346,2427,2859,1312,345,366,14109,16733,6901,7306,10648,3903,2975,2261,80418,13716,5201,-4539,-9416,-2203,-2485,-1704,-11982,-14973,-6312,-5220,-6163,-2979,-2776,-2086,easy
49389,8660,1802,1877,1586,1616,896,811,60612,28292,7161,12283,13792,6871,2634,2692,31928,-12044,-4790,-10938,-11452,-5628,-1879,-1853,-54375,-27221,-5929,-9875,-12960,-4883,-1598,-1910,difficult
414110,87789,5403,26863,10593,6647,3166,2294,338061,81145,26267,15279,8953,10988,3245,3090,333431,82372,-17687,34563,10331,1440,2492,454,-181333,-69084,-24041,-11396,-7051,-10122,-2651,-2046,easy
69245,52484,17209,13762,5184,6901,3468,2413,32185,14342,5138,2460,5561,4650,1400,1396,83706,56204,19947,10254,-668,665,2046,-244,-9587,20079,4194,12349,-87,3837,2089,2277,difficult
