delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,state
8032,9141,6292,59846,5802,8352,32850,23489,6558,22949,5843,5094,-20218,-7824,-3701,7758,-1947,1780,-29929,-18258,6631,57119,-302,3560,-24306,-16963,-3728,45813,2125,4434,difficult
20216,49206,17621,42352,20397,7776,1151516,78098,17196,22051,26386,15199,-1133212,-63100,-2323,38214,15780,-1554,-1146977,-70430,-13457,-4721,-16978,-8426,-1113711,46855,17056,27411,-16770,-12288,easy
12264,7179,4446,67024,3920,15678,43192,16967,11623,21243,6808,4043,-35694,-8392,-5882,37863,-3776,9751,-31220,-15009,-6764,70959,-2121,8193,-25871,-5962,-8886,28521,-2766,16962,difficult
314757,148589,18387,46642,13181,8947,42336,49515,7078,3242,1294,1647,889107,384068,29099,13677,8031,3653,-38943,-45615,11129,48915,10622,8314,-32900,-41230,-6301,67607,17008,9933,easy
49560,30956,2148,18360,2698,8806,259025,30617,4298,11733,2969,5725,-142028,-11504,-535,-5234,-1003,-3933,-251802,-18448,-2434,1609,1303,12350,-234564,30969,-3481,23506,-1112,826,difficult
6184,9663,9402,42543,3315,5126,430795,56127,8223,8883,3891,6017,-425389,-49233,5031,36544,-1351,-780,-421752,-50815,2902,50646,497,-122,-426692,-39343,-4395,13789,-875,-1772,easy
263743,112949,5875,66681,22676,19552,580843,14392,14134,16298,13885,5968,3656,296283,-2042,135197,27723,35196,-560183,-10983,-12839,27937,10830,8556,-394774,10370,-9895,-11986,-12179,-2999,difficult
89148,27688,5230,6818,10793,3549,115758,65909,8552,9170,6990,4380,-63284,-55836,-6058,-6793,-6484,-4144,72165,-18546,-7853,-6179,-5957,-3049,-88711,-40281,3946,5917,23849,4699,easy
59325,20058,5739,35590,3250,6300,55114,43971,11552,44201,4948,5071,-42964,-30014,-6361,15707,-494,-980,-39130,-37987,-8060,-7434,-1308,6833,94728,-3738,-3018,-34105,-3291,-2166,difficult
8830,4859,5989,50875,5315,6129,48827,44044,12958,15323,8419,8358,-47352,-39454,-8882,57642,-3890,-1588,-33608,-36061,163,36434,-1870,-3178,-39030,-42039,-12188,12581,-3552,-1921,easy
7224,12006,3835,29434,5533,5924,37155,7724,4215,26620,10532,4902,-34340,3440,-1030,14325,-6954,60,-24768,7259,-163,-3246,-5082,-1117,-30686,2148,54,-2637,-2962,4123,difficult
40423,13681,3055,1461,794,1336,222685,48404,27511,6494,4224,5344,-163435,-30072,-26870,-5300,-3441,-3757,-167332,-27534,-20685,-4302,-3507,-4076,-216020,-46563,-25814,-5496,-3342,-4191,easy
7784,6139,9972,55990,15331,10704,11480,4087,30873,50019,5551,11123,3076,-1547,-14127,63994,17858,206,-6984,7229,-20777,-12860,5918,-4683,-7180,473,-27798,-33220,5563,3220,difficult
6072,11115,9927,64828,4850,10838,153508,24383,6317,20672,3789,4668,-149431,-16874,5619,25735,1032,5071,-146426,-5569,345,39301,972,5416,-146452,-17361,4867,67433,1178,8023,easy
237980,43719,5131,3918,5187,3647,846539,301242,28442,7918,13287,7416,-698431,-270326,-24562,-2838,-9948,-6122,-837335,-286816,-24440,-5653,-11172,-2048,-289911,-215428,-20930,-3510,-3180,-3136,difficult
151393,21135,2346,4414,4125,3693,797283,104861,18891,10834,11792,3233,-473129,-52747,-14607,-4009,-6710,112,-730229,-99277,-18471,-8084,-10691,-1652,-734311,-99155,-16557,-7166,-5601,2920,easy
864202,30418,3219,6388,4719,6343,494483,71304,10028,9155,7908,4688,2052559,-40530,-5721,-228,172,4301,-478374,-66527,-7767,-2866,-3783,3710,-465029,-15602,-6938,-5207,-5955,-3045,difficult
4748,12877,26159,81605,3291,7102,428354,38243,12572,18300,3804,7940,-420535,-12715,26302,143630,764,-765,-426823,-32546,8510,26878,212,-927,-423460,-30836,5949,19407,-2514,-822,easy
7754,17312,28919,32029,20214,16585,626484,51611,15497,22078,7748,9419,-621903,-43966,21733,7045,37322,12407,-618232,-33501,17938,7985,-3631,4924,-616055,-25429,594,14823,3707,4168,difficult
214050,36297,2752,16923,1745,3034,874916,323980,104084,153835,15932,28817,-814384,-276036,-102179,-145686,-14005,-27438,-834936,-308815,-101334,-114517,-13771,-23170,-333279,-278198,-100483,-150532,-14786,-26742,easy
158803,18640,2527,1975,2284,1921,785494,72892,8795,24141,21084,12717,-354113,-25772,-5126,-21663,-17968,-10873,-748903,-70595,-5591,-21818,-19185,-10187,-777057,-66390,-8086,-23017,-19248,-11328,difficult
189191,101664,17591,13552,5246,9554,206299,23672,2763,2231,2534,2365,-45151,44471,482,-857,-1008,-1190,-198466,-19541,-740,1954,682,4819,192292,209046,44742,32865,8463,17939,easy
4442,11532,12048,57578,7264,10595,93952,46252,12096,13282,5963,10688,-86729,-34961,-10275,57229,1849,3096,-90068,-41821,341,16908,1501,-5778,-91734,-27379,9791,58750,553,2402,difficult
9913,9407,10815,39607,3122,7181,7103,10181,7852,33109,9315,11138,-5205,780,-3114,12133,-7607,-6092,10208,234,4547,14305,-5987,-5105,3427,-3337,7455,-6943,-4984,-675,easy
532034,160076,7815,11358,9843,15967,485392,46520,9638,25101,11035,10988,1105896,416245,10010,-499,11832,24007,-481984,-43732,-7594,-20806,-9769,-8472,-483987,-31844,-7885,-19924,-5638,-597,difficult
226354,26942,5560,10506,4506,3322,1159080,75092,25386,17012,18338,7649,-645441,-22077,-15240,7755,-9279,-1217,-1066228,-59173,-21101,-11746,-16090,-4724,-1086510,-63200,-23136,-15527,-16128,-7039,easy
634038,50529,17980,4542,4727,2579,336478,56535,6296,5305,4673,1935,-283360,-29652,-2051,-5103,-4072,-1674,1447380,46779,26112,2477,6136,3549,-271341,-35145,10990,338,-1903,57,difficult
6213,12360,7916,22312,5448,7398,31540,9900,5495,16277,13067,7813,-31138,-216,8424,22201,-8780,-2517,-27535,10839,-1321,1002,-4576,4097,-17307,-3243,160,-5098,-9501,-2825,easy
397679,26300,4050,4970,3453,3921,109944,17523,7947,10124,2268,1781,1060021,31901,-47,-5304,476,-802,-91011,1851,-6374,-7175,929,4477,-105805,-7422,-5271,-2982,2149,2745,difficult
109806,13717,4064,27081,4330,4447,7442,15411,7991,54168,5883,6735,-3856,3130,-1336,-29939,232,-2234,-3417,-1762,-4490,-5340,117,1008,314365,-6451,-5954,-45982,-5009,-5638,easy
252960,89246,14933,35031,1806,4548,243419,22982,8078,3170,3766,3374,-232151,-9084,22391,79521,-2205,1483,493200,225842,2307,16918,-207,4855,-232426,-17967,-4133,-857,-3469,-2816,difficult
43987,26244,5581,30109,3132,6599,98992,29434,2860,18472,3600,4434,-95620,-23552,-1533,3339,4333,2865,-14149,31430,9641,48653,-2388,7598,-55245,-17447,54,-17081,-3349,-3967,easy
26666,12067,13315,49932,26803,9195,272473,84363,14659,32534,7708,11551,-206172,-60474,-2869,28825,57235,3943,-264940,-83549,9254,15951,706,-5121,-266309,-72865,-10417,7417,-656,-5889,difficult
6032,11865,35901,28032,5042,7481,54867,15662,4796,26539,7351,5981,-49684,4679,97014,13394,-2998,-1636,-50097,-5491,-389,10398,-2143,-217,-46723,-10580,-3311,-19314,-1785,6354,easy
273248,35111,7845,4052,2803,2857,371808,82801,10031,4602,4716,4072,149828,-54368,-5794,-4249,-3051,-2271,-365518,-72030,-9578,-3904,-4214,-659,-79989,-16673,8815,6502,1526,-716,difficult
19103,13870,5421,27519,5257,7005,73547,34863,4418,21728,5288,6881,-68254,-30525,1055,15613,-3717,287,-61994,-24724,2218,11465,3805,2427,-33083,-7729,-263,-9706,-181,-2342,easy
799242,140863,43184,13934,15239,8862,124629,26138,3046,5201,5262,5834,779317,147822,6872,14506,8339,-2734,1363690,208981,112985,14444,23984,14449,-119169,-12627,558,-2750,-2392,-2630,difficult
13941,9950,3267,29243,12376,8391,4204,8797,12487,46233,4484,6858,8499,3939,-9578,2776,4876,68,-298,-1772,-10716,-34323,6689,2518,21009,1292,-7365,-19423,12112,2013,easy
204928,84885,11956,19350,12447,11926,81623,44270,17909,4502,10235,3329,7212,379,-16280,-1110,-9138,1353,-76260,-34004,-14484,-1530,-5814,-746,438964,155469,12905,47183,21589,25184,difficult
6036,11590,33249,64014,8700,9240,69505,21732,7077,18764,8559,2798,-62715,-5719,70228,65554,10917,7184,-66782,-7488,6707,26205,-4211,6073,-60910,-17219,1582,43990,-6284,6068,easy
33920,14535,1591,1038,1147,2996,544664,98027,24579,35032,16078,8977,-455222,-75009,-24224,-33681,-15554,-8497,-535794,-93537,-21004,-34060,-15134,-7213,-541215,-81929,-23735,-34240,-14105,-2232,difficult
21582,18777,12136,42690,6399,7255,178232,63707,17581,11039,10611,6290,-164516,-31989,-2122,62351,-4539,-459,-172401,-61560,-5153,20664,-2964,-780,-133032,-41242,-9061,11937,-5132,4135,easy
140664,24136,4485,6362,3630,4413,216349,31971,12762,10314,1973,5533,-174121,-19585,-12413,-9303,-183,-4749,-205756,-24578,-12413,-7939,1569,-1097,152822,20658,-4,5386,3584,2485,difficult
43141,19869,8150,10532,7213,15811,723995,102803,14868,19827,8124,10603,-710090,-97939,-11325,-11903,-2602,5364,-719891,-92583,-6733,-4206,611,4156,-612581,-58281,-2097,-11777,-743,6104,easy
488557,57027,15475,18862,3383,7884,89982,15845,3579,1937,1236,1591,6493,-10260,1766,665,434,368,1271996,142862,34834,47726,3947,9640,-82763,-9055,-911,2385,2060,8871,difficult
4520,11346,11817,29355,6632,12273,7368,5379,16558,56964,6974,7392,-4769,3031,-2162,-19100,-178,-2421,-2800,12343,3217,-8816,1992,1765,-976,2528,-15278,-54910,-2840,15299,easy
61530,24132,1854,2049,1401,2114,106912,62838,29144,9610,6425,3548,27973,-21940,-26685,-8399,-6125,-2632,-83383,-50943,-26723,-4919,-3951,-301,-80736,-43234,-28461,-9365,-4997,-1368,difficult
13236,13594,4664,31386,7576,9785,65796,15494,5162,16354,6907,6639,-57692,-7951,2575,28141,354,7853,-61353,-3289,-1477,16404,-2355,3822,-38636,5539,-2593,551,4009,-2236,easy
108194,33374,5020,5740,1738,5850,676164,49452,18967,4455,9842,4000,-405109,-30075,-15132,-2862,-8860,-2483,-666406,-43067,-16689,-2472,-8533,-2596,-632395,24907,-10019,9190,-6919,10628,difficult
